	OrthologID	Saccharomyces_cerevisiae	yHAB160_Kazachstania_kunashirensis
672	OG0000672	YBR290W	augustus_masked-scf7180000008968-processed-gene-1.131-mRNA-1_1&gene=augustus_masked-scf7180000008968-processed-gene-1.131&CDS=1-981
673	OG0000673	YBR291C	augustus_masked-scf7180000008968-processed-gene-1.167-mRNA-1_1&gene=augustus_masked-scf7180000008968-processed-gene-1.167&CDS=1-897
674	OG0000674	YCL001W	augustus_masked-scf7180000008955-processed-gene-1.2-mRNA-1_1&gene=augustus_masked-scf7180000008955-processed-gene-1.2&CDS=1-561
675	OG0000675	YCL004W	snap_masked-scf7180000008954-processed-gene-0.46-mRNA-1_1&gene=snap_masked-scf7180000008954-processed-gene-0.46&CDS=1-909
676	OG0000676	YCL008C	snap_masked-scf7180000008954-processed-gene-0.5-mRNA-1_1&gene=snap_masked-scf7180000008954-processed-gene-0.5&CDS=1-987
677	OG0000677	YCL009C	snap_masked-scf7180000008954-processed-gene-0.6-mRNA-1_1&gene=snap_masked-scf7180000008954-processed-gene-0.6&CDS=1-906
678	OG0000678	YCL010C	augustus_masked-scf7180000008954-processed-gene-0.151-mRNA-1_1&gene=augustus_masked-scf7180000008954-processed-gene-0.151&CDS=1-750
679	OG0000679	YCL011C	augustus_masked-scf7180000008954-processed-gene-0.152-mRNA-1_1&gene=augustus_masked-scf7180000008954-processed-gene-0.152&CDS=1-1374
680	OG0000680	YCL012C	genemark-scf7180000008955-processed-gene-1.98-mRNA-1_1&gene=genemark-scf7180000008955-processed-gene-1.98&CDS=1-405
681	OG0000681	YCL014W	augustus_masked-scf7180000008954-processed-gene-0.188-mRNA-1_1&gene=augustus_masked-scf7180000008954-processed-gene-0.188&CDS=1-4992
682	OG0000682	YCL016C	snap_masked-scf7180000008954-processed-gene-0.9-mRNA-1_1&gene=snap_masked-scf7180000008954-processed-gene-0.9&CDS=1-1131
683	OG0000683	YCL017C	snap_masked-scf7180000008954-processed-gene-0.10-mRNA-1_1&gene=snap_masked-scf7180000008954-processed-gene-0.10&CDS=1-1512
684	OG0000684	YCL018W	augustus_masked-scf7180000008954-processed-gene-0.189-mRNA-1_1&gene=augustus_masked-scf7180000008954-processed-gene-0.189&CDS=1-1086
685	OG0000685	YCL027W	augustus_masked-scf7180000008964-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-scf7180000008964-processed-gene-0.99&CDS=1-1434
686	OG0000686	YCL028W	augustus_masked-scf7180000008964-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-scf7180000008964-processed-gene-0.102&CDS=1-1149
687	OG0000687	YCL029C	augustus_masked-scf7180000008964-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-scf7180000008964-processed-gene-0.71&CDS=1-1041
688	OG0000688	YCL030C	augustus_masked-scf7180000008964-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-scf7180000008964-processed-gene-0.72&CDS=1-2376
689	OG0000689	YCL031C	augustus_masked-scf7180000008964-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-scf7180000008964-processed-gene-0.74&CDS=1-912
690	OG0000690	YCL032W	augustus_masked-scf7180000008964-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-scf7180000008964-processed-gene-0.103&CDS=1-1164
691	OG0000691	YCL033C	snap_masked-scf7180000008964-processed-gene-0.13-mRNA-1_1&gene=snap_masked-scf7180000008964-processed-gene-0.13&CDS=1-402
692	OG0000692	YCL034W	augustus_masked-scf7180000008964-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-scf7180000008964-processed-gene-0.104&CDS=1-1071
693	OG0000693	YCL035C	snap_masked-scf7180000008964-processed-gene-0.14-mRNA-1_1&gene=snap_masked-scf7180000008964-processed-gene-0.14&CDS=1-363
694	OG0000694	YCL037C	augustus_masked-scf7180000008964-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-scf7180000008964-processed-gene-0.77&CDS=1-1350
695	OG0000695	YCL038C	augustus_masked-scf7180000008964-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-scf7180000008964-processed-gene-0.78&CDS=1-1599
696	OG0000696	YCL039W	snap_masked-scf7180000008964-processed-gene-0.50-mRNA-1_1&gene=snap_masked-scf7180000008964-processed-gene-0.50&CDS=1-2376
697	OG0000697	YCL040W	augustus_masked-scf7180000008964-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-scf7180000008964-processed-gene-0.106&CDS=1-1488
698	OG0000698	YCL043C	augustus_masked-scf7180000008964-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-scf7180000008964-processed-gene-0.79&CDS=1-1509
699	OG0000699	YCL044C	augustus_masked-scf7180000008964-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-scf7180000008964-processed-gene-0.80&CDS=1-1290
700	OG0000700	YCL045C	augustus_masked-scf7180000008964-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-scf7180000008964-processed-gene-0.81&CDS=1-2310
701	OG0000701	YCL047C	augustus_masked-scf7180000008964-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-scf7180000008964-processed-gene-0.82&CDS=1-819
702	OG0000702	YCL048W	augustus_masked-scf7180000008964-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-scf7180000008964-processed-gene-0.107&CDS=1-1509
703	OG0000703	YCL050C	augustus_masked-scf7180000008964-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-scf7180000008964-processed-gene-0.83&CDS=1-954
704	OG0000704	YCL051W	augustus_masked-scf7180000008964-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-scf7180000008964-processed-gene-0.109&CDS=1-1752
705	OG0000705	YCL052C	augustus_masked-scf7180000008964-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-scf7180000008964-processed-gene-0.84&CDS=1-1269
706	OG0000706	YCL054W	augustus_masked-scf7180000008964-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-scf7180000008964-processed-gene-0.110&CDS=1-2499
707	OG0000707	YCL055W	augustus_masked-scf7180000008964-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-scf7180000008964-processed-gene-0.111&CDS=1-948
708	OG0000708	YCL057C-A	augustus_masked-scf7180000008964-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-scf7180000008964-processed-gene-0.85&CDS=1-276
709	OG0000709	YCL057W	augustus_masked-scf7180000008964-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-scf7180000008964-processed-gene-0.113&CDS=1-2217
710	OG0000710	YCL058W-A	augustus_masked-scf7180000008964-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-scf7180000008964-processed-gene-0.114&CDS=1-342
711	OG0000711	YCL059C	augustus_masked-scf7180000008964-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-scf7180000008964-processed-gene-0.86&CDS=1-990
712	OG0000712	YCL061C	augustus_masked-scf7180000008964-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-scf7180000008964-processed-gene-0.87&CDS=1-3141
713	OG0000713	YCL063W	augustus_masked-scf7180000008964-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-scf7180000008964-processed-gene-0.115&CDS=1-1590
714	OG0000714	YCL064C	augustus_masked-scf7180000008970-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000008970-processed-gene-0.0&CDS=1-1083
715	OG0000715	YCR002C	augustus_masked-scf7180000008949-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-scf7180000008949-processed-gene-1.36&CDS=1-978
716	OG0000716	YCR003W	augustus_masked-scf7180000008956-processed-gene-1.177-mRNA-1_1&gene=augustus_masked-scf7180000008956-processed-gene-1.177&CDS=1-441
717	OG0000717	YCR004C	augustus_masked-scf7180000008956-processed-gene-1.142-mRNA-1_1&gene=augustus_masked-scf7180000008956-processed-gene-1.142&CDS=1-747
718	OG0000718	YCR008W	augustus_masked-scf7180000008956-processed-gene-1.173-mRNA-1_1&gene=augustus_masked-scf7180000008956-processed-gene-1.173&CDS=1-1725
719	OG0000719	YCR009C	augustus_masked-scf7180000008956-processed-gene-1.139-mRNA-1_1&gene=augustus_masked-scf7180000008956-processed-gene-1.139&CDS=1-795
720	OG0000720	YCR011C	snap_masked-scf7180000008978-processed-gene-1.226-mRNA-1_1&gene=snap_masked-scf7180000008978-processed-gene-1.226&CDS=1-3228
721	OG0000721	YCR014C	snap_masked-scf7180000008978-processed-gene-1.227-mRNA-1_1&gene=snap_masked-scf7180000008978-processed-gene-1.227&CDS=1-1659
722	OG0000722	YCR015C	augustus_masked-scf7180000008955-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-scf7180000008955-processed-gene-1.27&CDS=1-915
723	OG0000723	YCR016W	augustus_masked-scf7180000008955-processed-gene-1.9-mRNA-1_1&gene=augustus_masked-scf7180000008955-processed-gene-1.9&CDS=1-864
724	OG0000724	YCR017C	snap_masked-scf7180000008978-processed-gene-1.228-mRNA-1_1&gene=snap_masked-scf7180000008978-processed-gene-1.228&CDS=1-3429
725	OG0000725	YCR024C	augustus_masked-scf7180000008978-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-scf7180000008978-processed-gene-1.18&CDS=1-1443
726	OG0000726	YCR028C	augustus_masked-scf7180000008927-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-scf7180000008927-processed-gene-0.27&CDS=1-3621
727	OG0000727	YCR030C	augustus_masked-scf7180000008978-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-scf7180000008978-processed-gene-1.8&CDS=1-2484
728	OG0000728	YCR032W	augustus_masked-scf7180000008973-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-scf7180000008973-processed-gene-0.113&CDS=1-6147
729	OG0000729	YCR033W	augustus_masked-scf7180000008973-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-scf7180000008973-processed-gene-0.112&CDS=1-3909
730	OG0000730	YCR034W	augustus_masked-scf7180000008973-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-scf7180000008973-processed-gene-0.111&CDS=1-1041
731	OG0000731	YCR035C	augustus_masked-scf7180000008973-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-scf7180000008973-processed-gene-0.91&CDS=1-1167
732	OG0000732	YCR036W	augustus_masked-scf7180000008973-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-scf7180000008973-processed-gene-0.110&CDS=1-1005
733	OG0000733	YCR042C	maker-scf7180000008964-augustus-gene-0.176-mRNA-1_1&gene=maker-scf7180000008964-augustus-gene-0.176&CDS=1-4902
734	OG0000734	YCR043C	snap_masked-scf7180000008964-processed-gene-0.36-mRNA-1_1&gene=snap_masked-scf7180000008964-processed-gene-0.36&CDS=1-372
735	OG0000735	YCR044C	snap_masked-scf7180000008964-processed-gene-0.37-mRNA-1_1&gene=snap_masked-scf7180000008964-processed-gene-0.37&CDS=1-825
736	OG0000736	YCR053W	augustus_masked-scf7180000008896-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-scf7180000008896-processed-gene-0.25&CDS=1-1539
737	OG0000737	YCR054C	genemark-scf7180000008896-processed-gene-0.56-mRNA-1_1&gene=genemark-scf7180000008896-processed-gene-0.56&CDS=1-1629
738	OG0000738	YCR057C	augustus_masked-scf7180000008896-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-scf7180000008896-processed-gene-0.35&CDS=1-2724
739	OG0000739	YCR059C	augustus_masked-scf7180000008896-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-scf7180000008896-processed-gene-0.36&CDS=1-795
740	OG0000740	YCR060W	augustus_masked-scf7180000008896-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-scf7180000008896-processed-gene-0.26&CDS=1-372
741	OG0000741	YCR061W	augustus_masked-scf7180000008975-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-scf7180000008975-processed-gene-0.22&CDS=1-1803
742	OG0000742	YCR063W	augustus_masked-scf7180000008975-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-scf7180000008975-processed-gene-0.21&CDS=1-471
743	OG0000743	YCR065W	augustus_masked-scf7180000008975-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-scf7180000008975-processed-gene-0.20&CDS=1-1707
744	OG0000744	YCR066W	genemark-scf7180000008975-processed-gene-0.48-mRNA-1_1&gene=genemark-scf7180000008975-processed-gene-0.48&CDS=1-1359
745	OG0000745	YCR068W	maker-scf7180000008975-augustus-gene-0.85-mRNA-1_1&gene=maker-scf7180000008975-augustus-gene-0.85&CDS=1-2229
746	OG0000746	YCR076C	snap_masked-scf7180000008975-processed-gene-0.60-mRNA-1_1&gene=snap_masked-scf7180000008975-processed-gene-0.60&CDS=1-834
747	OG0000747	YCR077C	snap_masked-scf7180000008975-processed-gene-0.59-mRNA-1_1&gene=snap_masked-scf7180000008975-processed-gene-0.59&CDS=1-2610
748	OG0000748	YCR081W	augustus_masked-scf7180000008975-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-scf7180000008975-processed-gene-0.17&CDS=1-6144
749	OG0000749	YCR086W	augustus_masked-scf7180000008975-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-scf7180000008975-processed-gene-0.16&CDS=1-564
750	OG0000750	YCR087C-A	augustus_masked-scf7180000008975-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000008975-processed-gene-0.3&CDS=1-435
751	OG0000751	YCR088W	augustus_masked-scf7180000008929-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-scf7180000008929-processed-gene-0.23&CDS=1-1737
752	OG0000752	YCR090C	augustus_masked-scf7180000008929-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-scf7180000008929-processed-gene-0.18&CDS=1-546
753	OG0000753	YCR093W	maker-scf7180000008929-augustus-gene-0.1-mRNA-1_1&gene=maker-scf7180000008929-augustus-gene-0.1&CDS=1-7368
754	OG0000754	YCR095C	augustus_masked-scf7180000008929-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-scf7180000008929-processed-gene-0.16&CDS=1-1191
755	OG0000755	YDL001W	augustus_masked-scf7180000008976-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-scf7180000008976-processed-gene-1.73&CDS=1-1377
756	OG0000756	YDL002C	augustus_masked-scf7180000008976-processed-gene-1.91-mRNA-1_1&gene=augustus_masked-scf7180000008976-processed-gene-1.91&CDS=1-903
757	OG0000757	YDL004W	snap_masked-scf7180000008899-processed-gene-0.9-mRNA-1_1&gene=snap_masked-scf7180000008899-processed-gene-0.9&CDS=1-477
758	OG0000758	YDL005C	augustus_masked-scf7180000008976-processed-gene-1.75-mRNA-1_1&gene=augustus_masked-scf7180000008976-processed-gene-1.75&CDS=1-1047
759	OG0000759	YDL006W	augustus_masked-scf7180000008976-processed-gene-1.94-mRNA-1_1&gene=augustus_masked-scf7180000008976-processed-gene-1.94&CDS=1-933
760	OG0000760	YDL007W	genemark-scf7180000008976-processed-gene-1.45-mRNA-1_1&gene=genemark-scf7180000008976-processed-gene-1.45&CDS=1-1287
761	OG0000761	YDL008W	augustus_masked-scf7180000008976-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-scf7180000008976-processed-gene-1.63&CDS=1-588
762	OG0000762	YDL010W	snap_masked-scf7180000008976-processed-gene-1.111-mRNA-1_1&gene=snap_masked-scf7180000008976-processed-gene-1.111&CDS=1-702
763	OG0000763	YDL012C	augustus_masked-scf7180000008976-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-scf7180000008976-processed-gene-1.61&CDS=1-336
764	OG0000764	YDL013W	maker-scf7180000008976-augustus-gene-1.7-mRNA-1_1&gene=maker-scf7180000008976-augustus-gene-1.7&CDS=1-1923
765	OG0000765	YDL014W	augustus_masked-scf7180000008976-processed-gene-1.103-mRNA-1_1&gene=augustus_masked-scf7180000008976-processed-gene-1.103&CDS=1-990
766	OG0000766	YDL015C	augustus_masked-scf7180000008976-processed-gene-1.81-mRNA-1_1&gene=augustus_masked-scf7180000008976-processed-gene-1.81&CDS=1-927
767	OG0000767	YDL017W	augustus_masked-scf7180000008976-processed-gene-1.104-mRNA-1_1&gene=augustus_masked-scf7180000008976-processed-gene-1.104&CDS=1-1536
768	OG0000768	YDL018C	augustus_masked-scf7180000008976-processed-gene-1.82-mRNA-1_1&gene=augustus_masked-scf7180000008976-processed-gene-1.82&CDS=1-687
769	OG0000769	YDL020C	augustus_masked-scf7180000008976-processed-gene-1.86-mRNA-1_1&gene=augustus_masked-scf7180000008976-processed-gene-1.86&CDS=1-1479
770	OG0000770	YDL022W	augustus_masked-scf7180000008976-processed-gene-1.106-mRNA-1_1&gene=augustus_masked-scf7180000008976-processed-gene-1.106&CDS=1-1167
771	OG0000771	YDL028C	maker-scf7180000008976-snap-gene-1.4-mRNA-1_1&gene=maker-scf7180000008976-snap-gene-1.4&CDS=1-3759
772	OG0000772	YDL031W	augustus_masked-scf7180000008962-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-scf7180000008962-processed-gene-0.35&CDS=1-5604
773	OG0000773	YDL033C	augustus_masked-scf7180000008976-processed-gene-1.87-mRNA-1_1&gene=augustus_masked-scf7180000008976-processed-gene-1.87&CDS=1-1266
774	OG0000774	YDL035C	augustus_masked-scf7180000008976-processed-gene-2.224-mRNA-1_1&gene=augustus_masked-scf7180000008976-processed-gene-2.224&CDS=1-2421
775	OG0000775	YDL036C	genemark-scf7180000008976-processed-gene-2.128-mRNA-1_1&gene=genemark-scf7180000008976-processed-gene-2.128&CDS=1-1356
776	OG0000776	YDL040C	augustus_masked-scf7180000008976-processed-gene-2.226-mRNA-1_1&gene=augustus_masked-scf7180000008976-processed-gene-2.226&CDS=1-2514
777	OG0000777	YDL043C	augustus_masked-scf7180000008976-processed-gene-2.229-mRNA-1_1&gene=augustus_masked-scf7180000008976-processed-gene-2.229&CDS=1-819
778	OG0000778	YDL045C	augustus_masked-scf7180000008976-processed-gene-2.231-mRNA-1_1&gene=augustus_masked-scf7180000008976-processed-gene-2.231&CDS=1-921
779	OG0000779	YDL047W	maker-scf7180000008976-augustus-gene-2.5-mRNA-1_1&gene=maker-scf7180000008976-augustus-gene-2.5&CDS=1-1689
780	OG0000780	YDL049C	augustus_masked-scf7180000008943-processed-gene-1.143-mRNA-1_1&gene=augustus_masked-scf7180000008943-processed-gene-1.143&CDS=1-801
781	OG0000781	YDL051W	augustus_masked-scf7180000008943-processed-gene-1.121-mRNA-1_1&gene=augustus_masked-scf7180000008943-processed-gene-1.121&CDS=1-795
782	OG0000782	YDL052C	augustus_masked-scf7180000008943-processed-gene-1.142-mRNA-1_1&gene=augustus_masked-scf7180000008943-processed-gene-1.142&CDS=1-921
783	OG0000783	YDL053C	snap_masked-scf7180000008943-processed-gene-1.46-mRNA-1_1&gene=snap_masked-scf7180000008943-processed-gene-1.46&CDS=1-414
784	OG0000784	YDL055C	augustus_masked-scf7180000008943-processed-gene-1.140-mRNA-1_1&gene=augustus_masked-scf7180000008943-processed-gene-1.140&CDS=1-1083
785	OG0000785	YDL056W	maker-scf7180000008943-snap-gene-1.3-mRNA-1_1&gene=maker-scf7180000008943-snap-gene-1.3&CDS=1-2004
786	OG0000786	YDL057W	snap_masked-scf7180000008943-processed-gene-1.24-mRNA-1_1&gene=snap_masked-scf7180000008943-processed-gene-1.24&CDS=1-807
787	OG0000787	YDL058W	augustus_masked-scf7180000008943-processed-gene-1.118-mRNA-1_1&gene=augustus_masked-scf7180000008943-processed-gene-1.118&CDS=1-6591
788	OG0000788	YDL059C	augustus_masked-scf7180000008943-processed-gene-1.139-mRNA-1_1&gene=augustus_masked-scf7180000008943-processed-gene-1.139&CDS=1-726
789	OG0000789	YDL060W	maker-scf7180000008960-augustus-gene-0.163-mRNA-1_1&gene=maker-scf7180000008960-augustus-gene-0.163&CDS=1-3561
790	OG0000790	YDL063C	maker-scf7180000008943-augustus-gene-1.0-mRNA-1_1&gene=maker-scf7180000008943-augustus-gene-1.0&CDS=1-1980
791	OG0000791	YDL064W	augustus_masked-scf7180000008943-processed-gene-1.117-mRNA-1_1&gene=augustus_masked-scf7180000008943-processed-gene-1.117&CDS=1-471
792	OG0000792	YDL065C	augustus_masked-scf7180000008943-processed-gene-1.137-mRNA-1_1&gene=augustus_masked-scf7180000008943-processed-gene-1.137&CDS=1-948
793	OG0000793	YDL066W	augustus_masked-scf7180000008943-processed-gene-1.116-mRNA-1_1&gene=augustus_masked-scf7180000008943-processed-gene-1.116&CDS=1-1275
794	OG0000794	YDL067C	snap_masked-scf7180000008943-processed-gene-1.41-mRNA-1_1&gene=snap_masked-scf7180000008943-processed-gene-1.41&CDS=1-183
795	OG0000795	YDL072C	augustus_masked-scf7180000008943-processed-gene-1.135-mRNA-1_1&gene=augustus_masked-scf7180000008943-processed-gene-1.135&CDS=1-519
796	OG0000796	YDL073W	snap_masked-scf7180000008943-processed-gene-1.20-mRNA-1_1&gene=snap_masked-scf7180000008943-processed-gene-1.20&CDS=1-2229
797	OG0000797	YDL074C	augustus_masked-scf7180000008943-processed-gene-1.134-mRNA-1_1&gene=augustus_masked-scf7180000008943-processed-gene-1.134&CDS=1-2100
798	OG0000798	YDL076C	snap_masked-scf7180000008943-processed-gene-1.37-mRNA-1_1&gene=snap_masked-scf7180000008943-processed-gene-1.37&CDS=1-954
799	OG0000799	YDL077C	augustus_masked-scf7180000008943-processed-gene-1.132-mRNA-1_1&gene=augustus_masked-scf7180000008943-processed-gene-1.132&CDS=1-3357
800	OG0000800	YDL078C	augustus_masked-scf7180000008941-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-scf7180000008941-processed-gene-0.101&CDS=1-1041
801	OG0000801	YDL080C	augustus_masked-scf7180000008941-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-scf7180000008941-processed-gene-0.99&CDS=1-1899
802	OG0000802	YDL081C	augustus_masked-scf7180000008985-processed-gene-2.3-mRNA-1_1&gene=augustus_masked-scf7180000008985-processed-gene-2.3&CDS=1-318
803	OG0000803	YDL084W	augustus_masked-scf7180000008941-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-scf7180000008941-processed-gene-0.73&CDS=1-1320
804	OG0000804	YDL086W	snap_masked-scf7180000008941-processed-gene-0.22-mRNA-1_1&gene=snap_masked-scf7180000008941-processed-gene-0.22&CDS=1-819
805	OG0000805	YDL087C	snap_masked-scf7180000008941-processed-gene-0.47-mRNA-1_1&gene=snap_masked-scf7180000008941-processed-gene-0.47&CDS=1-732
806	OG0000806	YDL088C	augustus_masked-scf7180000008985-processed-gene-2.12-mRNA-1_1&gene=augustus_masked-scf7180000008985-processed-gene-2.12&CDS=1-1614
807	OG0000807	YDL089W	augustus_masked-scf7180000008941-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-scf7180000008941-processed-gene-0.71&CDS=1-1134
808	OG0000808	YDL090C	maker-scf7180000008941-augustus-gene-0.161-mRNA-1_1&gene=maker-scf7180000008941-augustus-gene-0.161&CDS=1-2559
809	OG0000809	YDL092W	augustus_masked-scf7180000008941-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-scf7180000008941-processed-gene-0.70&CDS=1-432
810	OG0000810	YDL097C	augustus_masked-scf7180000008941-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-scf7180000008941-processed-gene-0.93&CDS=1-1275
811	OG0000811	YDL098C	augustus_masked-scf7180000008941-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-scf7180000008941-processed-gene-0.92&CDS=1-540
812	OG0000812	YDL099W	augustus_masked-scf7180000008941-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-scf7180000008941-processed-gene-0.68&CDS=1-909
813	OG0000813	YDL100C	augustus_masked-scf7180000008941-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-scf7180000008941-processed-gene-0.91&CDS=1-1056
814	OG0000814	YDL101C	augustus_masked-scf7180000008941-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-scf7180000008941-processed-gene-0.90&CDS=1-1560
815	OG0000815	YDL102W	genemark-scf7180000008941-processed-gene-0.115-mRNA-1_1&gene=genemark-scf7180000008941-processed-gene-0.115&CDS=1-3288
816	OG0000816	YDL103C	augustus_masked-scf7180000008941-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-scf7180000008941-processed-gene-0.89&CDS=1-1425
817	OG0000817	YDL104C	augustus_masked-scf7180000008941-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-scf7180000008941-processed-gene-0.88&CDS=1-1155
818	OG0000818	YDL105W	augustus_masked-scf7180000008941-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-scf7180000008941-processed-gene-0.65&CDS=1-1218
819	OG0000819	YDL106C	augustus_masked-scf7180000008941-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-scf7180000008941-processed-gene-0.87&CDS=1-1443
820	OG0000820	YDL107W	augustus_masked-scf7180000008941-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-scf7180000008941-processed-gene-0.64&CDS=1-1071
821	OG0000821	YDL108W	augustus_masked-scf7180000008941-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-scf7180000008941-processed-gene-0.63&CDS=1-924
822	OG0000822	YDL111C	augustus_masked-scf7180000008985-processed-gene-2.21-mRNA-1_1&gene=augustus_masked-scf7180000008985-processed-gene-2.21&CDS=1-786
823	OG0000823	YDL112W	augustus_masked-scf7180000008941-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-scf7180000008941-processed-gene-0.62&CDS=1-4284
824	OG0000824	YDL113C	augustus_masked-scf7180000008941-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-scf7180000008941-processed-gene-0.85&CDS=1-2013
825	OG0000825	YDL114W	augustus_masked-scf7180000008941-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-scf7180000008941-processed-gene-0.61&CDS=1-912
826	OG0000826	YDL115C	genemark-scf7180000008941-processed-gene-0.136-mRNA-1_1&gene=genemark-scf7180000008941-processed-gene-0.136&CDS=1-1044
827	OG0000827	YDL116W	snap_masked-scf7180000008941-processed-gene-0.8-mRNA-1_1&gene=snap_masked-scf7180000008941-processed-gene-0.8&CDS=1-2214
828	OG0000828	YDL117W	snap_masked-scf7180000008941-processed-gene-0.7-mRNA-1_1&gene=snap_masked-scf7180000008941-processed-gene-0.7&CDS=1-2838
829	OG0000829	YDL119C	augustus_masked-scf7180000008941-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-scf7180000008941-processed-gene-0.83&CDS=1-1041
830	OG0000830	YDL120W	augustus_masked-scf7180000008941-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-scf7180000008941-processed-gene-0.59&CDS=1-519
831	OG0000831	YDL121C	snap_masked-scf7180000008941-processed-gene-0.34-mRNA-1_1&gene=snap_masked-scf7180000008941-processed-gene-0.34&CDS=1-402
832	OG0000832	YDL122W	augustus_masked-scf7180000008941-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-scf7180000008941-processed-gene-0.58&CDS=1-2091
833	OG0000833	YDL123W	augustus_masked-scf7180000008952-processed-gene-3.77-mRNA-1_1&gene=augustus_masked-scf7180000008952-processed-gene-3.77&CDS=1-384
834	OG0000834	YDL125C	augustus_masked-scf7180000008952-processed-gene-3.76-mRNA-1_1&gene=augustus_masked-scf7180000008952-processed-gene-3.76&CDS=1-462
835	OG0000835	YDL126C	augustus_masked-scf7180000008977-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-scf7180000008977-processed-gene-0.35&CDS=1-2490
836	OG0000836	YDL127W	augustus_masked-scf7180000008952-processed-gene-3.50-mRNA-1_1&gene=augustus_masked-scf7180000008952-processed-gene-3.50&CDS=1-963
837	OG0000837	YDL128W	genemark-scf7180000008977-processed-gene-0.136-mRNA-1_1&gene=genemark-scf7180000008977-processed-gene-0.136&CDS=1-1221
