	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034862_Zygotorulaspora_florentina
1010	OG0001010	YDR256C	snap_masked-NODE_8_length_524868_cov_24.3509_ID_15-processed-gene-0.59-mRNA-1_1&gene=snap_masked-NODE_8_length_524868_cov_24.3509_ID_15-processed-gene-0.59&CDS=1-1863
1011	OG0001011	YDR257C	augustus_masked-NODE_5_length_592613_cov_24.8497_ID_9-processed-gene-1.134-mRNA-1_1&gene=augustus_masked-NODE_5_length_592613_cov_24.8497_ID_9-processed-gene-1.134&CDS=1-1476
1012	OG0001012	YDR258C	augustus_masked-NODE_5_length_592613_cov_24.8497_ID_9-processed-gene-1.135-mRNA-1_1&gene=augustus_masked-NODE_5_length_592613_cov_24.8497_ID_9-processed-gene-1.135&CDS=1-4380
1013	OG0001013	YDR262W	augustus_masked-NODE_5_length_592613_cov_24.8497_ID_9-processed-gene-1.115-mRNA-1_1&gene=augustus_masked-NODE_5_length_592613_cov_24.8497_ID_9-processed-gene-1.115&CDS=1-843
1014	OG0001014	YDR264C	augustus_masked-NODE_5_length_592613_cov_24.8497_ID_9-processed-gene-1.138-mRNA-1_1&gene=augustus_masked-NODE_5_length_592613_cov_24.8497_ID_9-processed-gene-1.138&CDS=1-2274
1015	OG0001015	YDR265W	augustus_masked-NODE_5_length_592613_cov_24.8497_ID_9-processed-gene-1.116-mRNA-1_1&gene=augustus_masked-NODE_5_length_592613_cov_24.8497_ID_9-processed-gene-1.116&CDS=1-930
1016	OG0001016	YDR266C	augustus_masked-NODE_5_length_592613_cov_24.8497_ID_9-processed-gene-1.140-mRNA-1_1&gene=augustus_masked-NODE_5_length_592613_cov_24.8497_ID_9-processed-gene-1.140&CDS=1-1899
1017	OG0001017	YDR267C	augustus_masked-NODE_5_length_592613_cov_24.8497_ID_9-processed-gene-1.141-mRNA-1_1&gene=augustus_masked-NODE_5_length_592613_cov_24.8497_ID_9-processed-gene-1.141&CDS=1-996
1018	OG0001018	YDR268W	augustus_masked-NODE_5_length_592613_cov_24.8497_ID_9-processed-gene-1.119-mRNA-1_1&gene=augustus_masked-NODE_5_length_592613_cov_24.8497_ID_9-processed-gene-1.119&CDS=1-1122
1019	OG0001019	YDR270W	augustus_masked-NODE_5_length_592613_cov_24.8497_ID_9-processed-gene-1.121-mRNA-1_1&gene=augustus_masked-NODE_5_length_592613_cov_24.8497_ID_9-processed-gene-1.121&CDS=1-2976
1020	OG0001020	YDR276C	maker-NODE_1_length_1546580_cov_24.4376_ID_1-augustus-gene-11.60-mRNA-1_1&gene=maker-NODE_1_length_1546580_cov_24.4376_ID_1-augustus-gene-11.60&CDS=1-198
1021	OG0001021	YDR279W	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-5.9-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-5.9&CDS=1-1065
1022	OG0001022	YDR280W	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-5.10-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-5.10&CDS=1-915
1023	OG0001023	YDR282C	snap_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-5.81-mRNA-1_1&gene=snap_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-5.81&CDS=1-1230
1024	OG0001024	YDR283C	maker-NODE_1_length_1546580_cov_24.4376_ID_1-augustus-gene-5.98-mRNA-1_1&gene=maker-NODE_1_length_1546580_cov_24.4376_ID_1-augustus-gene-5.98&CDS=1-5439
1025	OG0001025	YDR284C	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-5.12-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-5.12&CDS=1-867
1026	OG0001026	YDR285W	snap_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-5.85-mRNA-1_1&gene=snap_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-5.85&CDS=1-2445
1027	OG0001027	YDR286C	snap_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-5.59-mRNA-1_1&gene=snap_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-5.59&CDS=1-210
1028	OG0001028	YDR287W	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-5.35-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-5.35&CDS=1-894
1029	OG0001029	YDR288W	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-5.34-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-5.34&CDS=1-819
1030	OG0001030	YDR289C	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-5.37-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-5.37&CDS=1-1119
1031	OG0001031	YDR291W	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-5.14-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-5.14&CDS=1-3219
1032	OG0001032	YDR292C	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-5.38-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-5.38&CDS=1-1803
1033	OG0001033	YDR293C	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-5.41-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-5.41&CDS=1-3813
1034	OG0001034	YDR294C	maker-NODE_1_length_1546580_cov_24.4376_ID_1-augustus-gene-5.100-mRNA-1_1&gene=maker-NODE_1_length_1546580_cov_24.4376_ID_1-augustus-gene-5.100&CDS=1-3654
1035	OG0001035	YDR296W	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-5.19-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-5.19&CDS=1-663
1036	OG0001036	YDR297W	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-5.20-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-5.20&CDS=1-990
1037	OG0001037	YDR298C	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-5.45-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-5.45&CDS=1-807
1038	OG0001038	YDR299W	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-5.21-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-5.21&CDS=1-1602
1039	OG0001039	YDR300C	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-6.108-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-6.108&CDS=1-1260
1040	OG0001040	YDR301W	genemark-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-6.1-mRNA-1_1&gene=genemark-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-6.1&CDS=1-4524
1041	OG0001041	YDR303C	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-6.110-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-6.110&CDS=1-2487
1042	OG0001042	YDR305C	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-6.131-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-6.131&CDS=1-561
1043	OG0001043	YDR306C	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-6.132-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-6.132&CDS=1-1314
1044	OG0001044	YDR307W	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-6.112-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-6.112&CDS=1-1989
1045	OG0001045	YDR308C	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-6.133-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-6.133&CDS=1-444
1046	OG0001046	YDR309C	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-6.134-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-6.134&CDS=1-1089
1047	OG0001047	YDR311W	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-6.114-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-6.114&CDS=1-1821
1048	OG0001048	YDR314C	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-6.139-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-6.139&CDS=1-2700
1049	OG0001049	YDR315C	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-6.140-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-6.140&CDS=1-828
1050	OG0001050	YDR316W	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-6.118-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-6.118&CDS=1-1371
1051	OG0001051	YDR317W	snap_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-6.66-mRNA-1_1&gene=snap_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-6.66&CDS=1-1275
1052	OG0001052	YDR318W	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-6.121-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-6.121&CDS=1-1059
1053	OG0001053	YDR320C	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-6.142-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-6.142&CDS=1-1857
1054	OG0001054	YDR320C-A	snap_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-6.93-mRNA-1_1&gene=snap_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-6.93&CDS=1-216
1055	OG0001055	YDR321W	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-6.143-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-6.143&CDS=1-1128
1056	OG0001056	YDR322C-A	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-6.145-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-6.145&CDS=1-288
1057	OG0001057	YDR322W	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-6.126-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-6.126&CDS=1-1062
1058	OG0001058	YDR323C	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-6.147-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-6.147&CDS=1-1584
1059	OG0001059	YDR324C	snap_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-6.99-mRNA-1_1&gene=snap_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-6.99&CDS=1-2247
1060	OG0001060	YDR325W	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-6.129-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-6.129&CDS=1-3093
1061	OG0001061	YDR326C	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-6.150-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-6.150&CDS=1-4119
1062	OG0001062	YDR328C	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-6.151-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-6.151&CDS=1-564
1063	OG0001063	YDR329C	snap_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-6.103-mRNA-1_1&gene=snap_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-6.103&CDS=1-1386
1064	OG0001064	YDR330W	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-7.0-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-7.0&CDS=1-2028
1065	OG0001065	YDR331W	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-7.1-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-7.1&CDS=1-1059
1066	OG0001066	YDR332W	maker-NODE_1_length_1546580_cov_24.4376_ID_1-augustus-gene-7.120-mRNA-1_1&gene=maker-NODE_1_length_1546580_cov_24.4376_ID_1-augustus-gene-7.120&CDS=1-3003
1067	OG0001067	YDR333C	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-7.20-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-7.20&CDS=1-2139
1068	OG0001068	YDR334W	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-7.7-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-7.7&CDS=1-4389
1069	OG0001069	YDR335W	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-7.10-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-7.10&CDS=1-3678
1070	OG0001070	YDR336W	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-7.11-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-7.11&CDS=1-1017
1071	OG0001071	YDR337W	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-7.12-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-7.12&CDS=1-867
1072	OG0001072	YDR338C	snap_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-7.66-mRNA-1_1&gene=snap_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-7.66&CDS=1-2076
1073	OG0001073	YDR339C	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-7.25-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-7.25&CDS=1-567
1074	OG0001074	YDR341C	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-7.15-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-7.15&CDS=1-1818
1075	OG0001075	YDR346C	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-7.30-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-7.30&CDS=1-1428
1076	OG0001076	YDR347W	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-7.16-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-7.16&CDS=1-939
1077	OG0001077	YDR349C	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-7.32-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-7.32&CDS=1-1776
1078	OG0001078	YDR350C	snap_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-7.79-mRNA-1_1&gene=snap_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-7.79&CDS=1-2058
1079	OG0001079	YDR353W	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-8.107-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-8.107&CDS=1-966
1080	OG0001080	YDR354C-A	snap_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-8.59-mRNA-1_1&gene=snap_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-8.59&CDS=1-270
1081	OG0001081	YDR354W	genemark-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-8.8-mRNA-1_1&gene=genemark-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-8.8&CDS=1-1110
1082	OG0001082	YDR356W	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-8.109-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-8.109&CDS=1-2373
1083	OG0001083	YDR357C	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-8.112-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-8.112&CDS=1-342
1084	OG0001084	YDR359C	snap_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-8.61-mRNA-1_1&gene=snap_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-8.61&CDS=1-2880
1085	OG0001085	YDR361C	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-8.130-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-8.130&CDS=1-864
1086	OG0001086	YDR362C	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-8.131-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-8.131&CDS=1-1917
1087	OG0001087	YDR363W	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-8.117-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-8.117&CDS=1-1278
1088	OG0001088	YDR364C	maker-NODE_1_length_1546580_cov_24.4376_ID_1-snap-gene-8.0-mRNA-1_1&gene=maker-NODE_1_length_1546580_cov_24.4376_ID_1-snap-gene-8.0&CDS=1-3288
1089	OG0001089	YDR369C	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-8.136-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-8.136&CDS=1-2277
1090	OG0001090	YDR370C	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-8.138-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-8.138&CDS=1-1239
1091	OG0001091	YDR371W	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-8.123-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-8.123&CDS=1-1557
1092	OG0001092	YDR372C	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-8.141-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-8.141&CDS=1-984
1093	OG0001093	YDR373W	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-8.124-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-8.124&CDS=1-570
1094	OG0001094	YDR374C	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-8.144-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-8.144&CDS=1-789
1095	OG0001095	YDR374W-A	snap_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-8.74-mRNA-1_1&gene=snap_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-8.74&CDS=1-222
1096	OG0001096	YDR375C	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-8.145-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-8.145&CDS=1-1365
1097	OG0001097	YDR376W	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-8.125-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-8.125&CDS=1-1803
1098	OG0001098	YDR378C	snap_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-8.98-mRNA-1_1&gene=snap_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-8.98&CDS=1-261
1099	OG0001099	YDR379C-A	snap_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-8.99-mRNA-1_1&gene=snap_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-8.99&CDS=1-237
1100	OG0001100	YDR380W	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-8.127-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-8.127&CDS=1-1854
1101	OG0001101	YDR381C-A	augustus_masked-NODE_23_length_96793_cov_23.3371_ID_45-processed-gene-0.143-mRNA-1_1&gene=augustus_masked-NODE_23_length_96793_cov_23.3371_ID_45-processed-gene-0.143&CDS=1-411
1102	OG0001102	YDR381W	maker-NODE_23_length_96793_cov_23.3371_ID_45-augustus-gene-0.0-mRNA-1_1&gene=maker-NODE_23_length_96793_cov_23.3371_ID_45-augustus-gene-0.0&CDS=1-657
1103	OG0001103	YDR382W	augustus_masked-NODE_23_length_96793_cov_23.3371_ID_45-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-NODE_23_length_96793_cov_23.3371_ID_45-processed-gene-0.120&CDS=1-333
1104	OG0001104	YDR383C	augustus_masked-NODE_23_length_96793_cov_23.3371_ID_45-processed-gene-0.145-mRNA-1_1&gene=augustus_masked-NODE_23_length_96793_cov_23.3371_ID_45-processed-gene-0.145&CDS=1-714
1105	OG0001105	YDR386W	augustus_masked-NODE_23_length_96793_cov_23.3371_ID_45-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-NODE_23_length_96793_cov_23.3371_ID_45-processed-gene-0.124&CDS=1-1887
1106	OG0001106	YDR387C	augustus_masked-NODE_23_length_96793_cov_23.3371_ID_45-processed-gene-0.148-mRNA-1_1&gene=augustus_masked-NODE_23_length_96793_cov_23.3371_ID_45-processed-gene-0.148&CDS=1-1647
1107	OG0001107	YDR388W	augustus_masked-NODE_23_length_96793_cov_23.3371_ID_45-processed-gene-0.125-mRNA-1_1&gene=augustus_masked-NODE_23_length_96793_cov_23.3371_ID_45-processed-gene-0.125&CDS=1-1395
1108	OG0001108	YDR389W	augustus_masked-NODE_23_length_96793_cov_23.3371_ID_45-processed-gene-0.126-mRNA-1_1&gene=augustus_masked-NODE_23_length_96793_cov_23.3371_ID_45-processed-gene-0.126&CDS=1-2004
1109	OG0001109	YDR390C	augustus_masked-NODE_23_length_96793_cov_23.3371_ID_45-processed-gene-0.149-mRNA-1_1&gene=augustus_masked-NODE_23_length_96793_cov_23.3371_ID_45-processed-gene-0.149&CDS=1-1890
1110	OG0001110	YDR391C	augustus_masked-NODE_12_length_324997_cov_24.1095_ID_23-processed-gene-2.20-mRNA-1_1&gene=augustus_masked-NODE_12_length_324997_cov_24.1095_ID_23-processed-gene-2.20&CDS=1-732
1111	OG0001111	YDR392W	augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-2.169-mRNA-1_1&gene=augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-2.169&CDS=1-981
1112	OG0001112	YDR394W	augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-2.167-mRNA-1_1&gene=augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-2.167&CDS=1-2583
1113	OG0001113	YDR395W	augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-2.166-mRNA-1_1&gene=augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-2.166&CDS=1-2853
1114	OG0001114	YDR397C	augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-2.141-mRNA-1_1&gene=augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-2.141&CDS=1-447
1115	OG0001115	YDR398W	augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-2.165-mRNA-1_1&gene=augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-2.165&CDS=1-2535
1116	OG0001116	YDR400W	augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-2.164-mRNA-1_1&gene=augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-2.164&CDS=1-1023
1117	OG0001117	YDR402C	augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-2.140-mRNA-1_1&gene=augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-2.140&CDS=1-1530
1118	OG0001118	YDR403W	augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-2.163-mRNA-1_1&gene=augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-2.163&CDS=1-1590
1119	OG0001119	YDR404C	augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-2.139-mRNA-1_1&gene=augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-2.139&CDS=1-513
1120	OG0001120	YDR405W	augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-2.161-mRNA-1_1&gene=augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-2.161&CDS=1-735
1121	OG0001121	YDR407C	augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-2.133-mRNA-1_1&gene=augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-2.133&CDS=1-3774
1122	OG0001122	YDR408C	augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-2.132-mRNA-1_1&gene=augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-2.132&CDS=1-651
1123	OG0001123	YDR410C	augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-2.131-mRNA-1_1&gene=augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-2.131&CDS=1-1398
1124	OG0001124	YDR411C	augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-2.129-mRNA-1_1&gene=augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-2.129&CDS=1-924
1125	OG0001125	YDR412W	augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-2.155-mRNA-1_1&gene=augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-2.155&CDS=1-663
1126	OG0001126	YDR414C	augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-2.128-mRNA-1_1&gene=augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-2.128&CDS=1-1059
