	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035681_Candida_gotoi
126	OG0000126	YLL062C, YMR321C, YPL273W	snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-6.66-mRNA-1_1&gene=snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-6.66&CDS=1-969
127	OG0000127	YLR034C, YOL122C	snap_masked-NODE_10_length_547273_cov_74.2464_ID_19-processed-gene-0.7-mRNA-1_1&gene=snap_masked-NODE_10_length_547273_cov_74.2464_ID_19-processed-gene-0.7&CDS=1-1572, snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-4.84-mRNA-1_1&gene=snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-4.84&CDS=1-1677
128	OG0000128	YLR090W, YNL064C	snap_masked-NODE_23_length_194542_cov_70.7106_ID_45-processed-gene-0.55-mRNA-1_1&gene=snap_masked-NODE_23_length_194542_cov_70.7106_ID_45-processed-gene-0.55&CDS=1-1221, snap_masked-NODE_7_length_591050_cov_76.165_ID_13-processed-gene-3.55-mRNA-1_1&gene=snap_masked-NODE_7_length_591050_cov_76.165_ID_13-processed-gene-3.55&CDS=1-1320
129	OG0000129	YLR287C-A, YOR182C	genemark-NODE_26_length_162235_cov_68.3165_ID_51-processed-gene-0.181-mRNA-1_1&gene=genemark-NODE_26_length_162235_cov_68.3165_ID_51-processed-gene-0.181&CDS=1-465, maker-NODE_13_length_436529_cov_84.5777_ID_25-snap-gene-0.128-mRNA-1_1&gene=maker-NODE_13_length_436529_cov_84.5777_ID_25-snap-gene-0.128&CDS=1-684
130	OG0000130	YLR454W, YPR117W	augustus_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-6.93-mRNA-1_1&gene=augustus_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-6.93&CDS=1-7809, snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-7.81-mRNA-1_1&gene=snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-7.81&CDS=1-8001
131	OG0000131	YML054C	snap_masked-NODE_25_length_171835_cov_70.1684_ID_49-processed-gene-0.172-mRNA-1_1&gene=snap_masked-NODE_25_length_171835_cov_70.1684_ID_49-processed-gene-0.172&CDS=1-1710, snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-6.197-mRNA-1_1&gene=snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-6.197&CDS=1-1746, snap_masked-NODE_9_length_561754_cov_72.6593_ID_17-processed-gene-2.48-mRNA-1_1&gene=snap_masked-NODE_9_length_561754_cov_72.6593_ID_17-processed-gene-2.48&CDS=1-1623
132	OG0000132	YML111W, YMR275C, YNR069C	snap_masked-NODE_14_length_408967_cov_80.4573_ID_27-processed-gene-3.140-mRNA-1_1&gene=snap_masked-NODE_14_length_408967_cov_80.4573_ID_27-processed-gene-3.140&CDS=1-2874
133	OG0000133	YMR303C, YOL086C	snap_masked-NODE_27_length_143028_cov_71.4765_ID_53-processed-gene-0.67-mRNA-1_1&gene=snap_masked-NODE_27_length_143028_cov_71.4765_ID_53-processed-gene-0.67&CDS=1-1152, snap_masked-NODE_2_length_906092_cov_75.1325_ID_3-processed-gene-2.98-mRNA-1_1&gene=snap_masked-NODE_2_length_906092_cov_75.1325_ID_3-processed-gene-2.98&CDS=1-1044
134	OG0000134	YNL148C, YPL174C	snap_masked-NODE_15_length_389707_cov_85.5837_ID_29-processed-gene-1.78-mRNA-1_1&gene=snap_masked-NODE_15_length_389707_cov_85.5837_ID_29-processed-gene-1.78&CDS=1-741, snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-3.90-mRNA-1_1&gene=snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-3.90&CDS=1-2961
135	OG0000135	YNL274C, YPL113C	snap_masked-NODE_14_length_408967_cov_80.4573_ID_27-processed-gene-2.95-mRNA-1_1&gene=snap_masked-NODE_14_length_408967_cov_80.4573_ID_27-processed-gene-2.95&CDS=1-1092, snap_masked-NODE_2_length_906092_cov_75.1325_ID_3-processed-gene-8.134-mRNA-1_1&gene=snap_masked-NODE_2_length_906092_cov_75.1325_ID_3-processed-gene-8.134&CDS=1-1050
136	OG0000136	YOL119C	augustus_masked-NODE_32_length_99438_cov_66.2055_ID_63-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-NODE_32_length_99438_cov_66.2055_ID_63-processed-gene-0.114&CDS=1-1404, snap_masked-NODE_7_length_591050_cov_76.165_ID_13-processed-gene-4.237-mRNA-1_1&gene=snap_masked-NODE_7_length_591050_cov_76.165_ID_13-processed-gene-4.237&CDS=1-1404, snap_masked-NODE_9_length_561754_cov_72.6593_ID_17-processed-gene-1.72-mRNA-1_1&gene=snap_masked-NODE_9_length_561754_cov_72.6593_ID_17-processed-gene-1.72&CDS=1-1413
137	OG0000137	YOR153W	maker-NODE_20_length_266287_cov_87.4797_ID_39-snap-gene-1.67-mRNA-1_1&gene=maker-NODE_20_length_266287_cov_87.4797_ID_39-snap-gene-1.67&CDS=1-13356, snap_masked-NODE_24_length_178994_cov_74.8349_ID_47-processed-gene-0.190-mRNA-1_1&gene=snap_masked-NODE_24_length_178994_cov_74.8349_ID_47-processed-gene-0.190&CDS=1-4284, snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-2.55-mRNA-1_1&gene=snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-2.55&CDS=1-4551
138	OG0000138	YOR197W	maker-NODE_29_length_136499_cov_66.3125_ID_57-augustus-gene-0.61-mRNA-1_1&gene=maker-NODE_29_length_136499_cov_66.3125_ID_57-augustus-gene-0.61&CDS=1-2187, snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-5.190-mRNA-1_1&gene=snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-5.190&CDS=1-807, snap_masked-NODE_9_length_561754_cov_72.6593_ID_17-processed-gene-4.117-mRNA-1_1&gene=snap_masked-NODE_9_length_561754_cov_72.6593_ID_17-processed-gene-4.117&CDS=1-1371
139	OG0000139	Q0045, Q0065, Q0070	snap_masked-NODE_60_length_2079_cov_2767.9_ID_119-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_60_length_2079_cov_2767.9_ID_119-processed-gene-0.1&CDS=1-231
140	OG0000140	YAL015C, YOL043C	maker-NODE_21_length_207486_cov_71.6837_ID_41-snap-gene-1.143-mRNA-1_1&gene=maker-NODE_21_length_207486_cov_71.6837_ID_41-snap-gene-1.143&CDS=1-987
141	OG0000141	YAL017W, YOL045W	augustus_masked-NODE_21_length_207486_cov_71.6837_ID_41-processed-gene-1.134-mRNA-1_1&gene=augustus_masked-NODE_21_length_207486_cov_71.6837_ID_41-processed-gene-1.134&CDS=1-6678
142	OG0000142	YAL034C, YOR338W	snap_masked-NODE_10_length_547273_cov_74.2464_ID_19-processed-gene-3.76-mRNA-1_1&gene=snap_masked-NODE_10_length_547273_cov_74.2464_ID_19-processed-gene-3.76&CDS=1-957
143	OG0000143	YAL040C	snap_masked-NODE_23_length_194542_cov_70.7106_ID_45-processed-gene-0.10-mRNA-1_1&gene=snap_masked-NODE_23_length_194542_cov_70.7106_ID_45-processed-gene-0.10&CDS=1-1701, snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-7.120-mRNA-1_1&gene=snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-7.120&CDS=1-1371
144	OG0000144	YAL049C	snap_masked-NODE_22_length_202797_cov_90.5711_ID_43-processed-gene-1.71-mRNA-1_1&gene=snap_masked-NODE_22_length_202797_cov_90.5711_ID_43-processed-gene-1.71&CDS=1-720, snap_masked-NODE_7_length_591050_cov_76.165_ID_13-processed-gene-4.261-mRNA-1_1&gene=snap_masked-NODE_7_length_591050_cov_76.165_ID_13-processed-gene-4.261&CDS=1-717
145	OG0000145	YAL056W, YOR371C	snap_masked-NODE_19_length_288497_cov_86.145_ID_37-processed-gene-1.105-mRNA-1_1&gene=snap_masked-NODE_19_length_288497_cov_86.145_ID_37-processed-gene-1.105&CDS=1-3333
146	OG0000146	YAR002C-A, YGL002W	snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-6.108-mRNA-1_1&gene=snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-6.108&CDS=1-702
147	OG0000147	YBL011W	snap_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-4.57-mRNA-1_1&gene=snap_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-4.57&CDS=1-2448, snap_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-6.45-mRNA-1_1&gene=snap_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-6.45&CDS=1-2244
148	OG0000148	YBL016W	snap_masked-NODE_19_length_288497_cov_86.145_ID_37-processed-gene-0.99-mRNA-1_1&gene=snap_masked-NODE_19_length_288497_cov_86.145_ID_37-processed-gene-0.99&CDS=1-1062, snap_masked-NODE_26_length_162235_cov_68.3165_ID_51-processed-gene-0.145-mRNA-1_1&gene=snap_masked-NODE_26_length_162235_cov_68.3165_ID_51-processed-gene-0.145&CDS=1-1107
149	OG0000149	YBL027W, YBR084C-A	augustus_masked-NODE_2_length_906092_cov_75.1325_ID_3-processed-gene-7.80-mRNA-1_1&gene=augustus_masked-NODE_2_length_906092_cov_75.1325_ID_3-processed-gene-7.80&CDS=1-582
150	OG0000150	YBL056W, YER089C	snap_masked-NODE_10_length_547273_cov_74.2464_ID_19-processed-gene-1.110-mRNA-1_1&gene=snap_masked-NODE_10_length_547273_cov_74.2464_ID_19-processed-gene-1.110&CDS=1-1536
151	OG0000151	YBL064C	snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-2.86-mRNA-1_1&gene=snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-2.86&CDS=1-780, snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-3.95-mRNA-1_1&gene=snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-3.95&CDS=1-663
152	OG0000152	YBL067C, YER098W	snap_masked-NODE_16_length_382779_cov_70.9361_ID_31-processed-gene-2.106-mRNA-1_1&gene=snap_masked-NODE_16_length_382779_cov_70.9361_ID_31-processed-gene-2.106&CDS=1-2592
153	OG0000153	YBL072C, YER102W	snap_masked-NODE_25_length_171835_cov_70.1684_ID_49-processed-gene-0.143-mRNA-1_1&gene=snap_masked-NODE_25_length_171835_cov_70.1684_ID_49-processed-gene-0.143&CDS=1-594
154	OG0000154	YBL085W, YER114C	snap_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-8.9-mRNA-1_1&gene=snap_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-8.9&CDS=1-3078
155	OG0000155	YBL087C, YER117W	snap_masked-NODE_8_length_567454_cov_77.2373_ID_15-processed-gene-2.121-mRNA-1_1&gene=snap_masked-NODE_8_length_567454_cov_77.2373_ID_15-processed-gene-2.121&CDS=1-411
156	OG0000156	YBL101C, YPR030W	snap_masked-NODE_15_length_389707_cov_85.5837_ID_29-processed-gene-2.183-mRNA-1_1&gene=snap_masked-NODE_15_length_389707_cov_85.5837_ID_29-processed-gene-2.183&CDS=1-3603
157	OG0000157	YBL106C, YPR032W	snap_masked-NODE_17_length_312534_cov_86.9164_ID_33-processed-gene-2.111-mRNA-1_1&gene=snap_masked-NODE_17_length_312534_cov_86.9164_ID_33-processed-gene-2.111&CDS=1-3237
158	OG0000158	YBR001C, YDR001C	snap_masked-NODE_17_length_312534_cov_86.9164_ID_33-processed-gene-2.115-mRNA-1_1&gene=snap_masked-NODE_17_length_312534_cov_86.9164_ID_33-processed-gene-2.115&CDS=1-2568
159	OG0000159	YBR005W, YDR003W	snap_masked-NODE_31_length_117061_cov_71.4585_ID_61-processed-gene-0.100-mRNA-1_1&gene=snap_masked-NODE_31_length_117061_cov_71.4585_ID_61-processed-gene-0.100&CDS=1-732
160	OG0000160	YBR014C, YDL010W	snap_masked-NODE_30_length_122419_cov_77.8929_ID_59-processed-gene-0.90-mRNA-1_1&gene=snap_masked-NODE_30_length_122419_cov_77.8929_ID_59-processed-gene-0.90&CDS=1-774
161	OG0000161	YBR016W, YDL012C	snap_masked-NODE_15_length_389707_cov_85.5837_ID_29-processed-gene-1.63-mRNA-1_1&gene=snap_masked-NODE_15_length_389707_cov_85.5837_ID_29-processed-gene-1.63&CDS=1-393
162	OG0000162	YBR020W, YDR009W	snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-5.186-mRNA-1_1&gene=snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-5.186&CDS=1-1566
163	OG0000163	YBR026C	augustus_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-4.95-mRNA-1_1&gene=augustus_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-4.95&CDS=1-1080, snap_masked-NODE_8_length_567454_cov_77.2373_ID_15-processed-gene-4.114-mRNA-1_1&gene=snap_masked-NODE_8_length_567454_cov_77.2373_ID_15-processed-gene-4.114&CDS=1-1155
164	OG0000164	YBR028C	augustus_masked-NODE_20_length_266287_cov_87.4797_ID_39-processed-gene-1.91-mRNA-1_1&gene=augustus_masked-NODE_20_length_266287_cov_87.4797_ID_39-processed-gene-1.91&CDS=1-1425, snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-7.97-mRNA-1_1&gene=snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-7.97&CDS=1-1389
165	OG0000165	YBR031W, YDR012W	snap_masked-NODE_18_length_296463_cov_85.1512_ID_35-processed-gene-1.10-mRNA-1_1&gene=snap_masked-NODE_18_length_296463_cov_85.1512_ID_35-processed-gene-1.10&CDS=1-1086
166	OG0000166	YBR033W, YKL038W	snap_masked-NODE_9_length_561754_cov_72.6593_ID_17-processed-gene-2.55-mRNA-1_1&gene=snap_masked-NODE_9_length_561754_cov_72.6593_ID_17-processed-gene-2.55&CDS=1-3054
167	OG0000167	YBR048W, YDR025W	snap_masked-NODE_30_length_122419_cov_77.8929_ID_59-processed-gene-0.60-mRNA-1_1&gene=snap_masked-NODE_30_length_122419_cov_77.8929_ID_59-processed-gene-0.60&CDS=1-465
168	OG0000168	YBR066C, YDR043C	snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-1.68-mRNA-1_1&gene=snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-1.68&CDS=1-861
169	OG0000169	YBR085W	snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-7.122-mRNA-1_1&gene=snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-7.122&CDS=1-900, snap_masked-NODE_7_length_591050_cov_76.165_ID_13-processed-gene-2.141-mRNA-1_1&gene=snap_masked-NODE_7_length_591050_cov_76.165_ID_13-processed-gene-2.141&CDS=1-900
170	OG0000170	YBR089C-A, YPR052C	snap_masked-NODE_14_length_408967_cov_80.4573_ID_27-processed-gene-3.143-mRNA-1_1&gene=snap_masked-NODE_14_length_408967_cov_80.4573_ID_27-processed-gene-3.143&CDS=1-267
171	OG0000171	YBR104W, YPR058W	snap_masked-NODE_11_length_487754_cov_68.766_ID_21-processed-gene-3.4-mRNA-1_1&gene=snap_masked-NODE_11_length_487754_cov_68.766_ID_21-processed-gene-3.4&CDS=1-894
172	OG0000172	YBR105C, YGR066C	snap_masked-NODE_16_length_382779_cov_70.9361_ID_31-processed-gene-2.119-mRNA-1_1&gene=snap_masked-NODE_16_length_382779_cov_70.9361_ID_31-processed-gene-2.119&CDS=1-1179
173	OG0000173	YBR118W, YPR080W	augustus_masked-NODE_69_length_1314_cov_146.957_ID_137-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_69_length_1314_cov_146.957_ID_137-processed-gene-0.1&CDS=1-1311
174	OG0000174	YBR132C	snap_masked-NODE_2_length_906092_cov_75.1325_ID_3-processed-gene-1.44-mRNA-1_1&gene=snap_masked-NODE_2_length_906092_cov_75.1325_ID_3-processed-gene-1.44&CDS=1-1689, snap_masked-NODE_9_length_561754_cov_72.6593_ID_17-processed-gene-3.51-mRNA-1_1&gene=snap_masked-NODE_9_length_561754_cov_72.6593_ID_17-processed-gene-3.51&CDS=1-1806
175	OG0000175	YBR140C, YOL081W	snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-6.165-mRNA-1_1&gene=snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-6.165&CDS=1-8109
176	OG0000176	YBR147W, YOL092W	snap_masked-NODE_8_length_567454_cov_77.2373_ID_15-processed-gene-1.102-mRNA-1_1&gene=snap_masked-NODE_8_length_567454_cov_77.2373_ID_15-processed-gene-1.102&CDS=1-996
177	OG0000177	YBR149W	maker-NODE_27_length_143028_cov_71.4765_ID_53-snap-gene-0.56-mRNA-1_1&gene=maker-NODE_27_length_143028_cov_71.4765_ID_53-snap-gene-0.56&CDS=1-2499, maker-NODE_31_length_117061_cov_71.4585_ID_61-snap-gene-0.2-mRNA-1_1&gene=maker-NODE_31_length_117061_cov_71.4585_ID_61-snap-gene-0.2&CDS=1-1881
178	OG0000178	YBR172C, YPL105C	augustus_masked-NODE_12_length_465408_cov_66.2617_ID_23-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-NODE_12_length_465408_cov_66.2617_ID_23-processed-gene-0.80&CDS=1-2460
179	OG0000179	YBR177C, YPL095C	snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-4.18-mRNA-1_1&gene=snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-4.18&CDS=1-1257
180	OG0000180	YBR181C, YPL090C	snap_masked-NODE_17_length_312534_cov_86.9164_ID_33-processed-gene-2.120-mRNA-1_1&gene=snap_masked-NODE_17_length_312534_cov_86.9164_ID_33-processed-gene-2.120&CDS=1-708
181	OG0000181	YBR183W, YPL087W	snap_masked-NODE_15_length_389707_cov_85.5837_ID_29-processed-gene-0.24-mRNA-1_1&gene=snap_masked-NODE_15_length_389707_cov_85.5837_ID_29-processed-gene-0.24&CDS=1-900
182	OG0000182	YBR207W	snap_masked-NODE_8_length_567454_cov_77.2373_ID_15-processed-gene-4.106-mRNA-1_1&gene=snap_masked-NODE_8_length_567454_cov_77.2373_ID_15-processed-gene-4.106&CDS=1-1272, snap_masked-NODE_8_length_567454_cov_77.2373_ID_15-processed-gene-4.129-mRNA-1_1&gene=snap_masked-NODE_8_length_567454_cov_77.2373_ID_15-processed-gene-4.129&CDS=1-1299
183	OG0000183	YBR210W, YGL054C	augustus_masked-NODE_15_length_389707_cov_85.5837_ID_29-processed-gene-2.51-mRNA-1_1&gene=augustus_masked-NODE_15_length_389707_cov_85.5837_ID_29-processed-gene-2.51&CDS=1-5058
184	OG0000184	YBR214W, YGL056C	snap_masked-NODE_21_length_207486_cov_71.6837_ID_41-processed-gene-1.80-mRNA-1_1&gene=snap_masked-NODE_21_length_207486_cov_71.6837_ID_41-processed-gene-1.80&CDS=1-1608
185	OG0000185	YBR216C, YGL060W	snap_masked-NODE_16_length_382779_cov_70.9361_ID_31-processed-gene-1.72-mRNA-1_1&gene=snap_masked-NODE_16_length_382779_cov_70.9361_ID_31-processed-gene-1.72&CDS=1-2031
186	OG0000186	YBR238C, YGL107C	snap_masked-NODE_21_length_207486_cov_71.6837_ID_41-processed-gene-1.61-mRNA-1_1&gene=snap_masked-NODE_21_length_207486_cov_71.6837_ID_41-processed-gene-1.61&CDS=1-1896
187	OG0000187	YBR241C, YGL104C	snap_masked-NODE_31_length_117061_cov_71.4585_ID_61-processed-gene-0.97-mRNA-1_1&gene=snap_masked-NODE_31_length_117061_cov_71.4585_ID_61-processed-gene-0.97&CDS=1-1620
188	OG0000188	YBR242W, YGL101W	snap_masked-NODE_25_length_171835_cov_70.1684_ID_49-processed-gene-0.169-mRNA-1_1&gene=snap_masked-NODE_25_length_171835_cov_70.1684_ID_49-processed-gene-0.169&CDS=1-684
189	OG0000189	YBR273C, YJL048C	snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-1.53-mRNA-1_1&gene=snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-1.53&CDS=1-1404
190	OG0000190	YBR294W, YLR092W	snap_masked-NODE_9_length_561754_cov_72.6593_ID_17-processed-gene-2.59-mRNA-1_1&gene=snap_masked-NODE_9_length_561754_cov_72.6593_ID_17-processed-gene-2.59&CDS=1-2430
191	OG0000191	YCL011C, YNL004W	snap_masked-NODE_9_length_561754_cov_72.6593_ID_17-processed-gene-4.139-mRNA-1_1&gene=snap_masked-NODE_9_length_561754_cov_72.6593_ID_17-processed-gene-4.139&CDS=1-1521
192	OG0000192	YCL024W, YDR507C	snap_masked-NODE_30_length_122419_cov_77.8929_ID_59-processed-gene-0.103-mRNA-1_1&gene=snap_masked-NODE_30_length_122419_cov_77.8929_ID_59-processed-gene-0.103&CDS=1-4350
193	OG0000193	YCL035C, YDR513W	snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-4.12-mRNA-1_1&gene=snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-4.12&CDS=1-312
194	OG0000194	YCL040W, YDR516C	snap_masked-NODE_2_length_906092_cov_75.1325_ID_3-processed-gene-8.145-mRNA-1_1&gene=snap_masked-NODE_2_length_906092_cov_75.1325_ID_3-processed-gene-8.145&CDS=1-1422
195	OG0000195	YCL050C, YDR530C	snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-0.87-mRNA-1_1&gene=snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-0.87&CDS=1-951
196	OG0000196	YCL068C, YCR038C	snap_masked-NODE_38_length_39037_cov_78.4773_ID_75-processed-gene-0.12-mRNA-1_1&gene=snap_masked-NODE_38_length_39037_cov_78.4773_ID_75-processed-gene-0.12&CDS=1-4578
197	OG0000197	YCR026C, YEL016C	augustus_masked-NODE_19_length_288497_cov_86.145_ID_37-processed-gene-1.250-mRNA-1_1&gene=augustus_masked-NODE_19_length_288497_cov_86.145_ID_37-processed-gene-1.250&CDS=1-2160
198	OG0000198	YCR031C, YJL191W	snap_masked-NODE_22_length_202797_cov_90.5711_ID_43-processed-gene-1.84-mRNA-1_1&gene=snap_masked-NODE_22_length_202797_cov_90.5711_ID_43-processed-gene-1.84&CDS=1-396
199	OG0000199	YCR048W, YNR019W	snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-5.63-mRNA-1_1&gene=snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-5.63&CDS=1-1797
200	OG0000200	YCR067C, YNR026C	snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-5.73-mRNA-1_1&gene=snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-5.73&CDS=1-3357
201	OG0000201	YCR073C, YNR031C	snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-5.113-mRNA-1_1&gene=snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-5.113&CDS=1-4413
202	OG0000202	YCR073W-A, YNR034W	snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-0.82-mRNA-1_1&gene=snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-0.82&CDS=1-999
203	OG0000203	YCR091W, YNR047W	snap_masked-NODE_10_length_547273_cov_74.2464_ID_19-processed-gene-4.90-mRNA-1_1&gene=snap_masked-NODE_10_length_547273_cov_74.2464_ID_19-processed-gene-4.90&CDS=1-2790
204	OG0000204	YCR105W, YMR318C	snap_masked-NODE_8_length_567454_cov_77.2373_ID_15-processed-gene-2.130-mRNA-1_1&gene=snap_masked-NODE_8_length_567454_cov_77.2373_ID_15-processed-gene-2.130&CDS=1-1107
205	OG0000205	YDL022W	snap_masked-NODE_12_length_465408_cov_66.2617_ID_23-processed-gene-1.113-mRNA-1_1&gene=snap_masked-NODE_12_length_465408_cov_66.2617_ID_23-processed-gene-1.113&CDS=1-1110, snap_masked-NODE_13_length_436529_cov_84.5777_ID_25-processed-gene-2.44-mRNA-1_1&gene=snap_masked-NODE_13_length_436529_cov_84.5777_ID_25-processed-gene-2.44&CDS=1-1161
206	OG0000206	YDL037C	genemark-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-0.98-mRNA-1_1&gene=genemark-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-0.98&CDS=1-2046, snap_masked-NODE_2_length_906092_cov_75.1325_ID_3-processed-gene-0.46-mRNA-1_1&gene=snap_masked-NODE_2_length_906092_cov_75.1325_ID_3-processed-gene-0.46&CDS=1-3066
207	OG0000207	YDL042C, YOL068C	snap_masked-NODE_30_length_122419_cov_77.8929_ID_59-processed-gene-0.62-mRNA-1_1&gene=snap_masked-NODE_30_length_122419_cov_77.8929_ID_59-processed-gene-0.62&CDS=1-1728
208	OG0000208	YDL048C, YLR375W	snap_masked-NODE_17_length_312534_cov_86.9164_ID_33-processed-gene-1.89-mRNA-1_1&gene=snap_masked-NODE_17_length_312534_cov_86.9164_ID_33-processed-gene-1.89&CDS=1-951
209	OG0000209	YDL049C, YJL174W	snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-5.210-mRNA-1_1&gene=snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-5.210&CDS=1-795
210	OG0000210	YDL061C, YLR388W	augustus_masked-NODE_12_length_465408_cov_66.2617_ID_23-processed-gene-3.63-mRNA-1_1&gene=augustus_masked-NODE_12_length_465408_cov_66.2617_ID_23-processed-gene-3.63&CDS=1-201
211	OG0000211	YDL075W, YLR406C	snap_masked-NODE_24_length_178994_cov_74.8349_ID_47-processed-gene-0.206-mRNA-1_1&gene=snap_masked-NODE_24_length_178994_cov_74.8349_ID_47-processed-gene-0.206&CDS=1-339
212	OG0000212	YDL078C	snap_masked-NODE_13_length_436529_cov_84.5777_ID_25-processed-gene-2.69-mRNA-1_1&gene=snap_masked-NODE_13_length_436529_cov_84.5777_ID_25-processed-gene-2.69&CDS=1-1026, snap_masked-NODE_17_length_312534_cov_86.9164_ID_33-processed-gene-2.136-mRNA-1_1&gene=snap_masked-NODE_17_length_312534_cov_86.9164_ID_33-processed-gene-2.136&CDS=1-1008
213	OG0000213	YDL082W, YMR142C	augustus_masked-NODE_32_length_99438_cov_66.2055_ID_63-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-NODE_32_length_99438_cov_66.2055_ID_63-processed-gene-0.104&CDS=1-606
214	OG0000214	YDL083C, YMR143W	snap_masked-NODE_32_length_99438_cov_66.2055_ID_63-processed-gene-0.76-mRNA-1_1&gene=snap_masked-NODE_32_length_99438_cov_66.2055_ID_63-processed-gene-0.76&CDS=1-426
215	OG0000215	YDL088C, YMR153W	snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-2.118-mRNA-1_1&gene=snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-2.118&CDS=1-1197
216	OG0000216	YDL127W, YDL179W	snap_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-2.78-mRNA-1_1&gene=snap_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-2.78&CDS=1-834
