	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034974_Deakozyma_indianensis
380	OG0000380	YKR001C	augustus_masked-NODE_12_length_398490_cov_23.3519_ID_23-processed-gene-2.179-mRNA-1_1&gene=augustus_masked-NODE_12_length_398490_cov_23.3519_ID_23-processed-gene-2.179&CDS=1-2019, augustus_masked-NODE_9_length_418354_cov_23.2809_ID_17-processed-gene-2.99-mRNA-1_1&gene=augustus_masked-NODE_9_length_418354_cov_23.2809_ID_17-processed-gene-2.99&CDS=1-1995
381	OG0000381	YKR034W	augustus_masked-NODE_18_length_262085_cov_23.2177_ID_35-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-NODE_18_length_262085_cov_23.2177_ID_35-processed-gene-0.28&CDS=1-1611, genemark-NODE_19_length_261061_cov_22.5448_ID_37-processed-gene-1.56-mRNA-1_1&gene=genemark-NODE_19_length_261061_cov_22.5448_ID_37-processed-gene-1.56&CDS=1-1428
382	OG0000382	YKR066C	augustus_masked-NODE_15_length_303709_cov_21.9907_ID_29-processed-gene-2.36-mRNA-1_1&gene=augustus_masked-NODE_15_length_303709_cov_21.9907_ID_29-processed-gene-2.36&CDS=1-849, augustus_masked-NODE_22_length_237600_cov_23.5216_ID_43-processed-gene-1.180-mRNA-1_1&gene=augustus_masked-NODE_22_length_237600_cov_23.5216_ID_43-processed-gene-1.180&CDS=1-1116
383	OG0000383	YKR076W, YMR251W	augustus_masked-NODE_28_length_124063_cov_22.7088_ID_55-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NODE_28_length_124063_cov_22.7088_ID_55-processed-gene-0.17&CDS=1-966
384	OG0000384	YLL012W, YLR020C	augustus_masked-NODE_6_length_470546_cov_23.8238_ID_11-processed-gene-2.116-mRNA-1_1&gene=augustus_masked-NODE_6_length_470546_cov_23.8238_ID_11-processed-gene-2.116&CDS=1-1359
385	OG0000385	YLL016W, YLR310C	snap_masked-NODE_13_length_396458_cov_24.2092_ID_25-processed-gene-2.103-mRNA-1_1&gene=snap_masked-NODE_13_length_396458_cov_24.2092_ID_25-processed-gene-2.103&CDS=1-3486
386	OG0000386	YLL028W	augustus_masked-NODE_18_length_262085_cov_23.2177_ID_35-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-NODE_18_length_262085_cov_23.2177_ID_35-processed-gene-1.63&CDS=1-1617, augustus_masked-NODE_5_length_572190_cov_23.7656_ID_9-processed-gene-4.203-mRNA-1_1&gene=augustus_masked-NODE_5_length_572190_cov_23.7656_ID_9-processed-gene-4.203&CDS=1-1719
387	OG0000387	YLL048C	augustus_masked-NODE_23_length_197894_cov_22.6785_ID_45-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-NODE_23_length_197894_cov_22.6785_ID_45-processed-gene-0.105&CDS=1-4908, augustus_masked-NODE_5_length_572190_cov_23.7656_ID_9-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-NODE_5_length_572190_cov_23.7656_ID_9-processed-gene-0.48&CDS=1-4860
388	OG0000388	YLR004C	augustus_masked-NODE_20_length_253619_cov_23.9657_ID_39-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_20_length_253619_cov_23.9657_ID_39-processed-gene-0.20&CDS=1-1485, augustus_masked-NODE_21_length_245991_cov_23.2876_ID_41-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-NODE_21_length_245991_cov_23.2876_ID_41-processed-gene-0.52&CDS=1-1602
389	OG0000389	YLR027C	augustus_masked-NODE_14_length_344857_cov_26.0503_ID_27-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-NODE_14_length_344857_cov_26.0503_ID_27-processed-gene-0.50&CDS=1-1266, augustus_masked-NODE_3_length_734043_cov_24.8_ID_5-processed-gene-4.23-mRNA-1_1&gene=augustus_masked-NODE_3_length_734043_cov_24.8_ID_5-processed-gene-4.23&CDS=1-1245
390	OG0000390	YLR029C, YMR121C	augustus_masked-NODE_2_length_765441_cov_23.7578_ID_3-processed-gene-6.99-mRNA-1_1&gene=augustus_masked-NODE_2_length_765441_cov_23.7578_ID_3-processed-gene-6.99&CDS=1-603
391	OG0000391	YLR047C	augustus_masked-NODE_11_length_409265_cov_25.2302_ID_21-processed-gene-2.52-mRNA-1_1&gene=augustus_masked-NODE_11_length_409265_cov_25.2302_ID_21-processed-gene-2.52&CDS=1-1398, snap_masked-NODE_3_length_734043_cov_24.8_ID_5-processed-gene-2.144-mRNA-1_1&gene=snap_masked-NODE_3_length_734043_cov_24.8_ID_5-processed-gene-2.144&CDS=1-1689
392	OG0000392	YLR153C	augustus_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-3.78-mRNA-1_1&gene=augustus_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-3.78&CDS=1-1962, augustus_masked-NODE_31_length_78164_cov_22.2105_ID_61-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-NODE_31_length_78164_cov_22.2105_ID_61-processed-gene-0.68&CDS=1-1977
393	OG0000393	YLR260W, YOR171C	augustus_masked-NODE_4_length_629897_cov_23.9612_ID_7-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-NODE_4_length_629897_cov_23.9612_ID_7-processed-gene-1.60&CDS=1-1554
394	OG0000394	YLR264W, YOR167C	augustus_masked-NODE_15_length_303709_cov_21.9907_ID_29-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-NODE_15_length_303709_cov_21.9907_ID_29-processed-gene-0.62&CDS=1-201
395	OG0000395	YLR270W, YOR173W	augustus_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-7.128-mRNA-1_1&gene=augustus_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-7.128&CDS=1-819
396	OG0000396	YLR287C-A, YOR182C	maker-NODE_13_length_396458_cov_24.2092_ID_25-augustus-gene-1.149-mRNA-1_1&gene=maker-NODE_13_length_396458_cov_24.2092_ID_25-augustus-gene-1.149&CDS=1-666
397	OG0000397	YLR300W, YOR190W	snap_masked-NODE_9_length_418354_cov_23.2809_ID_17-processed-gene-3.134-mRNA-1_1&gene=snap_masked-NODE_9_length_418354_cov_23.2809_ID_17-processed-gene-3.134&CDS=1-1263
398	OG0000398	YLR307W, YLR308W	augustus_masked-NODE_17_length_284981_cov_23.5242_ID_33-processed-gene-1.233-mRNA-1_1&gene=augustus_masked-NODE_17_length_284981_cov_23.5242_ID_33-processed-gene-1.233&CDS=1-999
399	OG0000399	YLR449W, YML074C	augustus_masked-NODE_32_length_72390_cov_27.1586_ID_63-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-NODE_32_length_72390_cov_27.1586_ID_63-processed-gene-0.88&CDS=1-1224
400	OG0000400	YLR450W, YML075C	augustus_masked-NODE_4_length_629897_cov_23.9612_ID_7-processed-gene-5.117-mRNA-1_1&gene=augustus_masked-NODE_4_length_629897_cov_23.9612_ID_7-processed-gene-5.117&CDS=1-2982
401	OG0000401	YLR456W, YPR172W	augustus_masked-NODE_18_length_262085_cov_23.2177_ID_35-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-NODE_18_length_262085_cov_23.2177_ID_35-processed-gene-1.66&CDS=1-489
402	OG0000402	YML076C	augustus_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-4.117-mRNA-1_1&gene=augustus_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-4.117&CDS=1-2295, snap_masked-NODE_4_length_629897_cov_23.9612_ID_7-processed-gene-2.135-mRNA-1_1&gene=snap_masked-NODE_4_length_629897_cov_23.9612_ID_7-processed-gene-2.135&CDS=1-2505
403	OG0000403	YML100W, YMR261C	augustus_masked-NODE_20_length_253619_cov_23.9657_ID_39-processed-gene-1.243-mRNA-1_1&gene=augustus_masked-NODE_20_length_253619_cov_23.9657_ID_39-processed-gene-1.243&CDS=1-3006
404	OG0000404	YML106W, YMR271C	augustus_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-5.93-mRNA-1_1&gene=augustus_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-5.93&CDS=1-654
405	OG0000405	YML109W, YMR273C	augustus_masked-NODE_5_length_572190_cov_23.7656_ID_9-processed-gene-2.58-mRNA-1_1&gene=augustus_masked-NODE_5_length_572190_cov_23.7656_ID_9-processed-gene-2.58&CDS=1-2940
406	OG0000406	YML118W, YMR285C	augustus_masked-NODE_7_length_449235_cov_25.4959_ID_13-processed-gene-3.77-mRNA-1_1&gene=augustus_masked-NODE_7_length_449235_cov_25.4959_ID_13-processed-gene-3.77&CDS=1-1266
407	OG0000407	YMR088C	augustus_masked-NODE_2_length_765441_cov_23.7578_ID_3-processed-gene-2.81-mRNA-1_1&gene=augustus_masked-NODE_2_length_765441_cov_23.7578_ID_3-processed-gene-2.81&CDS=1-1641, maker-NODE_4_length_629897_cov_23.9612_ID_7-augustus-gene-4.46-mRNA-1_1&gene=maker-NODE_4_length_629897_cov_23.9612_ID_7-augustus-gene-4.46&CDS=1-3270
408	OG0000408	YMR119W, YNL008C	snap_masked-NODE_10_length_413368_cov_23.0473_ID_19-processed-gene-3.148-mRNA-1_1&gene=snap_masked-NODE_10_length_413368_cov_23.0473_ID_19-processed-gene-3.148&CDS=1-1887
409	OG0000409	YMR155W	augustus_masked-NODE_22_length_237600_cov_23.5216_ID_43-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-NODE_22_length_237600_cov_23.5216_ID_43-processed-gene-0.69&CDS=1-1299, augustus_masked-NODE_5_length_572190_cov_23.7656_ID_9-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-NODE_5_length_572190_cov_23.7656_ID_9-processed-gene-0.43&CDS=1-1623
410	OG0000410	YMR177W, YPL224C	augustus_masked-NODE_12_length_398490_cov_23.3519_ID_23-processed-gene-2.192-mRNA-1_1&gene=augustus_masked-NODE_12_length_398490_cov_23.3519_ID_23-processed-gene-2.192&CDS=1-1245
411	OG0000411	YMR182C, YPL230W	augustus_masked-NODE_18_length_262085_cov_23.2177_ID_35-processed-gene-1.0-mRNA-1_1&gene=augustus_masked-NODE_18_length_262085_cov_23.2177_ID_35-processed-gene-1.0&CDS=1-1545
412	OG0000412	YMR183C, YPL232W	augustus_masked-NODE_4_length_629897_cov_23.9612_ID_7-processed-gene-5.131-mRNA-1_1&gene=augustus_masked-NODE_4_length_629897_cov_23.9612_ID_7-processed-gene-5.131&CDS=1-831
413	OG0000413	YMR194W, YPL249C-A	augustus_masked-NODE_10_length_413368_cov_23.0473_ID_19-processed-gene-3.102-mRNA-1_1&gene=augustus_masked-NODE_10_length_413368_cov_23.0473_ID_19-processed-gene-3.102&CDS=1-303
414	OG0000414	YMR222C, YOR280C	augustus_masked-NODE_11_length_409265_cov_25.2302_ID_21-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-NODE_11_length_409265_cov_25.2302_ID_21-processed-gene-1.61&CDS=1-714
415	OG0000415	YMR230W, YOR293W	augustus_masked-NODE_16_length_290319_cov_24.671_ID_31-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-NODE_16_length_290319_cov_24.671_ID_31-processed-gene-0.49&CDS=1-396
416	OG0000416	YMR233W, YOR295W	augustus_masked-NODE_3_length_734043_cov_24.8_ID_5-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_3_length_734043_cov_24.8_ID_5-processed-gene-0.4&CDS=1-540
417	OG0000417	YMR237W, YOR299W	augustus_masked-NODE_26_length_184323_cov_24.5943_ID_51-processed-gene-0.195-mRNA-1_1&gene=augustus_masked-NODE_26_length_184323_cov_24.5943_ID_51-processed-gene-0.195&CDS=1-1938
418	OG0000418	YMR242C, YOR312C	augustus_masked-NODE_6_length_470546_cov_23.8238_ID_11-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-NODE_6_length_470546_cov_23.8238_ID_11-processed-gene-0.42&CDS=1-516
419	OG0000419	YMR253C, YPL264C	augustus_masked-NODE_5_length_572190_cov_23.7656_ID_9-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-NODE_5_length_572190_cov_23.7656_ID_9-processed-gene-1.30&CDS=1-1305
420	OG0000420	YNL087W, YOR086C	augustus_masked-NODE_17_length_284981_cov_23.5242_ID_33-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-NODE_17_length_284981_cov_23.5242_ID_33-processed-gene-0.107&CDS=1-4545
421	OG0000421	YNL096C, YOR096W	augustus_masked-NODE_11_length_409265_cov_25.2302_ID_21-processed-gene-3.81-mRNA-1_1&gene=augustus_masked-NODE_11_length_409265_cov_25.2302_ID_21-processed-gene-3.81&CDS=1-576
422	OG0000422	YNL106C, YOR109W	augustus_masked-NODE_5_length_572190_cov_23.7656_ID_9-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-NODE_5_length_572190_cov_23.7656_ID_9-processed-gene-1.8&CDS=1-3120
423	OG0000423	YNL108C, YOR110W	augustus_masked-NODE_6_length_470546_cov_23.8238_ID_11-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-NODE_6_length_470546_cov_23.8238_ID_11-processed-gene-1.66&CDS=1-1104
424	OG0000424	YNL155W	snap_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-8.99-mRNA-1_1&gene=snap_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-8.99&CDS=1-600, snap_masked-NODE_3_length_734043_cov_24.8_ID_5-processed-gene-4.108-mRNA-1_1&gene=snap_masked-NODE_3_length_734043_cov_24.8_ID_5-processed-gene-4.108&CDS=1-699
425	OG0000425	YNL234W	snap_masked-NODE_26_length_184323_cov_24.5943_ID_51-processed-gene-0.130-mRNA-1_1&gene=snap_masked-NODE_26_length_184323_cov_24.5943_ID_51-processed-gene-0.130&CDS=1-600, snap_masked-NODE_4_length_629897_cov_23.9612_ID_7-processed-gene-2.100-mRNA-1_1&gene=snap_masked-NODE_4_length_629897_cov_23.9612_ID_7-processed-gene-2.100&CDS=1-996
426	OG0000426	YNL279W	augustus_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-3.57-mRNA-1_1&gene=augustus_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-3.57&CDS=1-1347, augustus_masked-NODE_7_length_449235_cov_25.4959_ID_13-processed-gene-3.144-mRNA-1_1&gene=augustus_masked-NODE_7_length_449235_cov_25.4959_ID_13-processed-gene-3.144&CDS=1-3399
427	OG0000427	YNL294C	augustus_masked-NODE_20_length_253619_cov_23.9657_ID_39-processed-gene-1.244-mRNA-1_1&gene=augustus_masked-NODE_20_length_253619_cov_23.9657_ID_39-processed-gene-1.244&CDS=1-1950, snap_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-3.135-mRNA-1_1&gene=snap_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-3.135&CDS=1-1026
428	OG0000428	YNL299W, YOL115W	augustus_masked-NODE_28_length_124063_cov_22.7088_ID_55-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-NODE_28_length_124063_cov_22.7088_ID_55-processed-gene-0.21&CDS=1-2322
429	OG0000429	YNL301C, YOL120C	augustus_masked-NODE_7_length_449235_cov_25.4959_ID_13-processed-gene-3.143-mRNA-1_1&gene=augustus_masked-NODE_7_length_449235_cov_25.4959_ID_13-processed-gene-3.143&CDS=1-552
430	OG0000430	YNL302C, YOL121C	augustus_masked-NODE_24_length_197201_cov_29.2507_ID_47-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-NODE_24_length_197201_cov_29.2507_ID_47-processed-gene-0.39&CDS=1-444
431	OG0000431	YNR055C	augustus_masked-NODE_4_length_629897_cov_23.9612_ID_7-processed-gene-4.34-mRNA-1_1&gene=augustus_masked-NODE_4_length_629897_cov_23.9612_ID_7-processed-gene-4.34&CDS=1-1884, augustus_masked-NODE_7_length_449235_cov_25.4959_ID_13-processed-gene-3.116-mRNA-1_1&gene=augustus_masked-NODE_7_length_449235_cov_25.4959_ID_13-processed-gene-3.116&CDS=1-1608
432	OG0000432	YNR074C	snap_masked-NODE_10_length_413368_cov_23.0473_ID_19-processed-gene-3.163-mRNA-1_1&gene=snap_masked-NODE_10_length_413368_cov_23.0473_ID_19-processed-gene-3.163&CDS=1-1092, snap_masked-NODE_10_length_413368_cov_23.0473_ID_19-processed-gene-3.165-mRNA-1_1&gene=snap_masked-NODE_10_length_413368_cov_23.0473_ID_19-processed-gene-3.165&CDS=1-1089
433	OG0000433	YOL107W	augustus_masked-NODE_31_length_78164_cov_22.2105_ID_61-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-NODE_31_length_78164_cov_22.2105_ID_61-processed-gene-0.69&CDS=1-957, snap_masked-NODE_24_length_197201_cov_29.2507_ID_47-processed-gene-0.272-mRNA-1_1&gene=snap_masked-NODE_24_length_197201_cov_29.2507_ID_47-processed-gene-0.272&CDS=1-1188
434	OG0000434	YOR022C	augustus_masked-NODE_2_length_765441_cov_23.7578_ID_3-processed-gene-4.122-mRNA-1_1&gene=augustus_masked-NODE_2_length_765441_cov_23.7578_ID_3-processed-gene-4.122&CDS=1-1827, augustus_masked-NODE_37_length_28606_cov_25.0843_ID_73-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-NODE_37_length_28606_cov_25.0843_ID_73-processed-gene-0.23&CDS=1-1992
435	OG0000435	YOR126C	snap_masked-NODE_17_length_284981_cov_23.5242_ID_33-processed-gene-1.121-mRNA-1_1&gene=snap_masked-NODE_17_length_284981_cov_23.5242_ID_33-processed-gene-1.121&CDS=1-771, snap_masked-NODE_5_length_572190_cov_23.7656_ID_9-processed-gene-1.122-mRNA-1_1&gene=snap_masked-NODE_5_length_572190_cov_23.7656_ID_9-processed-gene-1.122&CDS=1-762
436	OG0000436	YOR222W, YPL134C	maker-NODE_14_length_344857_cov_26.0503_ID_27-snap-gene-1.108-mRNA-1_1&gene=maker-NODE_14_length_344857_cov_26.0503_ID_27-snap-gene-1.108&CDS=1-2469
437	OG0000437	YOR227W, YPL137C	snap_masked-NODE_5_length_572190_cov_23.7656_ID_9-processed-gene-1.155-mRNA-1_1&gene=snap_masked-NODE_5_length_572190_cov_23.7656_ID_9-processed-gene-1.155&CDS=1-3393
438	OG0000438	YOR234C, YPL143W	augustus_masked-NODE_2_length_765441_cov_23.7578_ID_3-processed-gene-2.87-mRNA-1_1&gene=augustus_masked-NODE_2_length_765441_cov_23.7578_ID_3-processed-gene-2.87&CDS=1-324
439	OG0000439	YOR237W, YPL145C	augustus_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-12.127-mRNA-1_1&gene=augustus_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-12.127&CDS=1-1242
440	OG0000440	YOR256C, YPL176C	snap_masked-NODE_18_length_262085_cov_23.2177_ID_35-processed-gene-1.144-mRNA-1_1&gene=snap_masked-NODE_18_length_262085_cov_23.2177_ID_35-processed-gene-1.144&CDS=1-2439
441	OG0000441	YOR270C	augustus_masked-NODE_12_length_398490_cov_23.3519_ID_23-processed-gene-1.115-mRNA-1_1&gene=augustus_masked-NODE_12_length_398490_cov_23.3519_ID_23-processed-gene-1.115&CDS=1-2466, augustus_masked-NODE_9_length_418354_cov_23.2809_ID_17-processed-gene-3.123-mRNA-1_1&gene=augustus_masked-NODE_9_length_418354_cov_23.2809_ID_17-processed-gene-3.123&CDS=1-2538
442	OG0000442	YOR304W	augustus_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-12.184-mRNA-1_1&gene=augustus_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-12.184&CDS=1-3063, augustus_masked-NODE_3_length_734043_cov_24.8_ID_5-processed-gene-2.71-mRNA-1_1&gene=augustus_masked-NODE_3_length_734043_cov_24.8_ID_5-processed-gene-2.71&CDS=1-3042
443	OG0000443	YOR306C	maker-NODE_21_length_245991_cov_23.2876_ID_41-snap-gene-0.119-mRNA-1_1&gene=maker-NODE_21_length_245991_cov_23.2876_ID_41-snap-gene-0.119&CDS=1-2631, snap_masked-NODE_10_length_413368_cov_23.0473_ID_19-processed-gene-3.166-mRNA-1_1&gene=snap_masked-NODE_10_length_413368_cov_23.0473_ID_19-processed-gene-3.166&CDS=1-1347
444	OG0000444	YOR373W	augustus_masked-NODE_6_length_470546_cov_23.8238_ID_11-processed-gene-2.119-mRNA-1_1&gene=augustus_masked-NODE_6_length_470546_cov_23.8238_ID_11-processed-gene-2.119&CDS=1-4845, snap_masked-NODE_9_length_418354_cov_23.2809_ID_17-processed-gene-3.171-mRNA-1_1&gene=snap_masked-NODE_9_length_418354_cov_23.2809_ID_17-processed-gene-3.171&CDS=1-3126
445	OG0000445	YOR388C	augustus_masked-NODE_24_length_197201_cov_29.2507_ID_47-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-NODE_24_length_197201_cov_29.2507_ID_47-processed-gene-0.67&CDS=1-1212, augustus_masked-NODE_5_length_572190_cov_23.7656_ID_9-processed-gene-3.147-mRNA-1_1&gene=augustus_masked-NODE_5_length_572190_cov_23.7656_ID_9-processed-gene-3.147&CDS=1-1083
446	OG0000446	YOR390W, YPL279C	augustus_masked-NODE_16_length_290319_cov_24.671_ID_31-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-NODE_16_length_290319_cov_24.671_ID_31-processed-gene-0.70&CDS=1-996
447	OG0000447	YPL103C	augustus_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-9.120-mRNA-1_1&gene=augustus_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-9.120&CDS=1-1668, augustus_masked-NODE_8_length_421068_cov_22.5296_ID_15-processed-gene-2.87-mRNA-1_1&gene=augustus_masked-NODE_8_length_421068_cov_22.5296_ID_15-processed-gene-2.87&CDS=1-2700
448	OG0000448	YPL242C	augustus_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-9.101-mRNA-1_1&gene=augustus_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-9.101&CDS=1-4317, augustus_masked-NODE_9_length_418354_cov_23.2809_ID_17-processed-gene-3.118-mRNA-1_1&gene=augustus_masked-NODE_9_length_418354_cov_23.2809_ID_17-processed-gene-3.118&CDS=1-2232
449	OG0000449	YPR013C, YPR015C	augustus_masked-NODE_27_length_183370_cov_23.42_ID_53-processed-gene-0.218-mRNA-1_1&gene=augustus_masked-NODE_27_length_183370_cov_23.42_ID_53-processed-gene-0.218&CDS=1-987
450	OG0000450	YAL001C	augustus_masked-NODE_7_length_449235_cov_25.4959_ID_13-processed-gene-2.92-mRNA-1_1&gene=augustus_masked-NODE_7_length_449235_cov_25.4959_ID_13-processed-gene-2.92&CDS=1-3999
451	OG0000451	YAL002W	snap_masked-NODE_27_length_183370_cov_23.42_ID_53-processed-gene-0.105-mRNA-1_1&gene=snap_masked-NODE_27_length_183370_cov_23.42_ID_53-processed-gene-0.105&CDS=1-4233
452	OG0000452	YAL003W	augustus_masked-NODE_12_length_398490_cov_23.3519_ID_23-processed-gene-1.104-mRNA-1_1&gene=augustus_masked-NODE_12_length_398490_cov_23.3519_ID_23-processed-gene-1.104&CDS=1-684
453	OG0000453	YAL010C	augustus_masked-NODE_13_length_396458_cov_24.2092_ID_25-processed-gene-2.30-mRNA-1_1&gene=augustus_masked-NODE_13_length_396458_cov_24.2092_ID_25-processed-gene-2.30&CDS=1-1158
454	OG0000454	YAL011W	augustus_masked-NODE_13_length_396458_cov_24.2092_ID_25-processed-gene-2.34-mRNA-1_1&gene=augustus_masked-NODE_13_length_396458_cov_24.2092_ID_25-processed-gene-2.34&CDS=1-2280
455	OG0000455	YAL012W	augustus_masked-NODE_8_length_421068_cov_22.5296_ID_15-processed-gene-0.126-mRNA-1_1&gene=augustus_masked-NODE_8_length_421068_cov_22.5296_ID_15-processed-gene-0.126&CDS=1-1191
456	OG0000456	YAL014C	augustus_masked-NODE_13_length_396458_cov_24.2092_ID_25-processed-gene-2.31-mRNA-1_1&gene=augustus_masked-NODE_13_length_396458_cov_24.2092_ID_25-processed-gene-2.31&CDS=1-714
457	OG0000457	YAL016W	augustus_masked-NODE_23_length_197894_cov_22.6785_ID_45-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-NODE_23_length_197894_cov_22.6785_ID_45-processed-gene-0.111&CDS=1-1785
458	OG0000458	YAL019W	augustus_masked-NODE_7_length_449235_cov_25.4959_ID_13-processed-gene-2.111-mRNA-1_1&gene=augustus_masked-NODE_7_length_449235_cov_25.4959_ID_13-processed-gene-2.111&CDS=1-2922
459	OG0000459	YAL020C	augustus_masked-NODE_7_length_449235_cov_25.4959_ID_13-processed-gene-2.110-mRNA-1_1&gene=augustus_masked-NODE_7_length_449235_cov_25.4959_ID_13-processed-gene-2.110&CDS=1-1002
460	OG0000460	YAL021C	augustus_masked-NODE_2_length_765441_cov_23.7578_ID_3-processed-gene-2.72-mRNA-1_1&gene=augustus_masked-NODE_2_length_765441_cov_23.7578_ID_3-processed-gene-2.72&CDS=1-1830
461	OG0000461	YAL022C	augustus_masked-NODE_3_length_734043_cov_24.8_ID_5-processed-gene-5.69-mRNA-1_1&gene=augustus_masked-NODE_3_length_734043_cov_24.8_ID_5-processed-gene-5.69&CDS=1-1269
462	OG0000462	YAL023C	augustus_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-3.74-mRNA-1_1&gene=augustus_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-3.74&CDS=1-2238
463	OG0000463	YAL024C	augustus_masked-NODE_2_length_765441_cov_23.7578_ID_3-processed-gene-1.79-mRNA-1_1&gene=augustus_masked-NODE_2_length_765441_cov_23.7578_ID_3-processed-gene-1.79&CDS=1-3534
464	OG0000464	YAL025C	augustus_masked-NODE_2_length_765441_cov_23.7578_ID_3-processed-gene-1.80-mRNA-1_1&gene=augustus_masked-NODE_2_length_765441_cov_23.7578_ID_3-processed-gene-1.80&CDS=1-846
465	OG0000465	YAL026C	augustus_masked-NODE_6_length_470546_cov_23.8238_ID_11-processed-gene-3.157-mRNA-1_1&gene=augustus_masked-NODE_6_length_470546_cov_23.8238_ID_11-processed-gene-3.157&CDS=1-3855
466	OG0000466	YAL032C	augustus_masked-NODE_14_length_344857_cov_26.0503_ID_27-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-NODE_14_length_344857_cov_26.0503_ID_27-processed-gene-0.73&CDS=1-1437
467	OG0000467	YAL034W-A	augustus_masked-NODE_25_length_185076_cov_28.1523_ID_49-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-NODE_25_length_185076_cov_28.1523_ID_49-processed-gene-0.117&CDS=1-807
468	OG0000468	YAL035W	augustus_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-10.63-mRNA-1_1&gene=augustus_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-10.63&CDS=1-3069
469	OG0000469	YAL036C	augustus_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-10.83-mRNA-1_1&gene=augustus_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-10.83&CDS=1-1107
470	OG0000470	YAL038W	augustus_masked-NODE_13_length_396458_cov_24.2092_ID_25-processed-gene-2.58-mRNA-1_1&gene=augustus_masked-NODE_13_length_396458_cov_24.2092_ID_25-processed-gene-2.58&CDS=1-1551
471	OG0000471	YAL039C	augustus_masked-NODE_13_length_396458_cov_24.2092_ID_25-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-NODE_13_length_396458_cov_24.2092_ID_25-processed-gene-0.30&CDS=1-876
472	OG0000472	YAL041W	maker-NODE_1_length_1396749_cov_23.5698_ID_1-augustus-gene-12.199-mRNA-1_1&gene=maker-NODE_1_length_1396749_cov_23.5698_ID_1-augustus-gene-12.199&CDS=1-3228
