	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034978_Cyberlindnera_mrakii
476	OG0000476	YAL021C	genemark-NODE_11_length_300050_cov_11.9646_ID_21-processed-gene-2.76-mRNA-1_1&gene=genemark-NODE_11_length_300050_cov_11.9646_ID_21-processed-gene-2.76&CDS=1-2268
477	OG0000477	YAL022C	genemark-NODE_15_length_266027_cov_11.9535_ID_29-processed-gene-1.36-mRNA-1_1&gene=genemark-NODE_15_length_266027_cov_11.9535_ID_29-processed-gene-1.36&CDS=1-1284
478	OG0000478	YAL023C	genemark-NODE_11_length_300050_cov_11.9646_ID_21-processed-gene-2.97-mRNA-1_1&gene=genemark-NODE_11_length_300050_cov_11.9646_ID_21-processed-gene-2.97&CDS=1-2259
479	OG0000479	YAL024C	genemark-NODE_17_length_236667_cov_11.7538_ID_33-processed-gene-1.54-mRNA-1_1&gene=genemark-NODE_17_length_236667_cov_11.7538_ID_33-processed-gene-1.54&CDS=1-3678
480	OG0000480	YAL025C	genemark-NODE_27_length_152177_cov_11.8685_ID_53-processed-gene-0.147-mRNA-1_1&gene=genemark-NODE_27_length_152177_cov_11.8685_ID_53-processed-gene-0.147&CDS=1-900
481	OG0000481	YAL026C	snap_masked-NODE_27_length_152177_cov_11.8685_ID_53-processed-gene-0.223-mRNA-1_1&gene=snap_masked-NODE_27_length_152177_cov_11.8685_ID_53-processed-gene-0.223&CDS=1-3891
482	OG0000482	YAL027W	augustus_masked-NODE_4_length_705674_cov_11.8238_ID_7-processed-gene-5.136-mRNA-1_1&gene=augustus_masked-NODE_4_length_705674_cov_11.8238_ID_7-processed-gene-5.136&CDS=1-609
483	OG0000483	YAL031C	genemark-NODE_14_length_273612_cov_12.1734_ID_27-processed-gene-1.139-mRNA-1_1&gene=genemark-NODE_14_length_273612_cov_12.1734_ID_27-processed-gene-1.139&CDS=1-2427
484	OG0000484	YAL032C	genemark-NODE_11_length_300050_cov_11.9646_ID_21-processed-gene-2.78-mRNA-1_1&gene=genemark-NODE_11_length_300050_cov_11.9646_ID_21-processed-gene-2.78&CDS=1-1287
485	OG0000485	YAL033W	genemark-NODE_11_length_300050_cov_11.9646_ID_21-processed-gene-2.102-mRNA-1_1&gene=genemark-NODE_11_length_300050_cov_11.9646_ID_21-processed-gene-2.102&CDS=1-468
486	OG0000486	YAL034W-A	snap_masked-NODE_14_length_273612_cov_12.1734_ID_27-processed-gene-1.291-mRNA-1_1&gene=snap_masked-NODE_14_length_273612_cov_12.1734_ID_27-processed-gene-1.291&CDS=1-918
487	OG0000487	YAL035W	genemark-NODE_17_length_236667_cov_11.7538_ID_33-processed-gene-1.7-mRNA-1_1&gene=genemark-NODE_17_length_236667_cov_11.7538_ID_33-processed-gene-1.7&CDS=1-2982
488	OG0000488	YAL036C	genemark-NODE_17_length_236667_cov_11.7538_ID_33-processed-gene-1.42-mRNA-1_1&gene=genemark-NODE_17_length_236667_cov_11.7538_ID_33-processed-gene-1.42&CDS=1-1098
489	OG0000489	YAL038W	genemark-NODE_3_length_717632_cov_12.2362_ID_5-processed-gene-3.27-mRNA-1_1&gene=genemark-NODE_3_length_717632_cov_12.2362_ID_5-processed-gene-3.27&CDS=1-1518
490	OG0000490	YAL039C	maker-NODE_13_length_280725_cov_12.346_ID_25-augustus-gene-1.284-mRNA-1_1&gene=maker-NODE_13_length_280725_cov_12.346_ID_25-augustus-gene-1.284&CDS=1-2364
491	OG0000491	YAL041W	genemark-NODE_5_length_658169_cov_12.3468_ID_9-processed-gene-2.88-mRNA-1_1&gene=genemark-NODE_5_length_658169_cov_12.3468_ID_9-processed-gene-2.88&CDS=1-2277
492	OG0000492	YAL042W	genemark-NODE_5_length_658169_cov_12.3468_ID_9-processed-gene-2.96-mRNA-1_1&gene=genemark-NODE_5_length_658169_cov_12.3468_ID_9-processed-gene-2.96&CDS=1-1206
493	OG0000493	YAL043C	genemark-NODE_14_length_273612_cov_12.1734_ID_27-processed-gene-0.102-mRNA-1_1&gene=genemark-NODE_14_length_273612_cov_12.1734_ID_27-processed-gene-0.102&CDS=1-2157
494	OG0000494	YAL044C	genemark-NODE_16_length_257578_cov_11.8083_ID_31-processed-gene-1.214-mRNA-1_1&gene=genemark-NODE_16_length_257578_cov_11.8083_ID_31-processed-gene-1.214&CDS=1-498
495	OG0000495	YAL044W-A	genemark-NODE_16_length_257578_cov_11.8083_ID_31-processed-gene-1.254-mRNA-1_1&gene=genemark-NODE_16_length_257578_cov_11.8083_ID_31-processed-gene-1.254&CDS=1-306
496	OG0000496	YAL046C	genemark-NODE_14_length_273612_cov_12.1734_ID_27-processed-gene-1.187-mRNA-1_1&gene=genemark-NODE_14_length_273612_cov_12.1734_ID_27-processed-gene-1.187&CDS=1-303
497	OG0000497	YAL048C	genemark-NODE_1_length_888145_cov_11.6895_ID_1-processed-gene-2.30-mRNA-1_1&gene=genemark-NODE_1_length_888145_cov_11.6895_ID_1-processed-gene-2.30&CDS=1-1902
498	OG0000498	YAL049C	genemark-NODE_3_length_717632_cov_12.2362_ID_5-processed-gene-3.29-mRNA-1_1&gene=genemark-NODE_3_length_717632_cov_12.2362_ID_5-processed-gene-3.29&CDS=1-711
499	OG0000499	YAL053W	genemark-NODE_3_length_717632_cov_12.2362_ID_5-processed-gene-3.5-mRNA-1_1&gene=genemark-NODE_3_length_717632_cov_12.2362_ID_5-processed-gene-3.5&CDS=1-2247
500	OG0000500	YAL058W	genemark-NODE_10_length_330540_cov_12.3262_ID_19-processed-gene-0.122-mRNA-1_1&gene=genemark-NODE_10_length_330540_cov_12.3262_ID_19-processed-gene-0.122&CDS=1-1674
501	OG0000501	YAL059W	genemark-NODE_10_length_330540_cov_12.3262_ID_19-processed-gene-0.123-mRNA-1_1&gene=genemark-NODE_10_length_330540_cov_12.3262_ID_19-processed-gene-0.123&CDS=1-495
502	OG0000502	YAL067C	genemark-NODE_57_length_31197_cov_12.7885_ID_113-processed-gene-0.7-mRNA-1_1&gene=genemark-NODE_57_length_31197_cov_12.7885_ID_113-processed-gene-0.7&CDS=1-1683
503	OG0000503	YAR002C-A	genemark-NODE_56_length_31794_cov_14.8995_ID_111-processed-gene-0.32-mRNA-1_1&gene=genemark-NODE_56_length_31794_cov_14.8995_ID_111-processed-gene-0.32&CDS=1-645
504	OG0000504	YAR002W	snap_masked-NODE_21_length_195718_cov_12.8148_ID_41-processed-gene-0.192-mRNA-1_1&gene=snap_masked-NODE_21_length_195718_cov_12.8148_ID_41-processed-gene-0.192&CDS=1-1344
505	OG0000505	YAR003W	genemark-NODE_56_length_31794_cov_14.8995_ID_111-processed-gene-0.21-mRNA-1_1&gene=genemark-NODE_56_length_31794_cov_14.8995_ID_111-processed-gene-0.21&CDS=1-1200
506	OG0000506	YAR007C	genemark-NODE_5_length_658169_cov_12.3468_ID_9-processed-gene-0.60-mRNA-1_1&gene=genemark-NODE_5_length_658169_cov_12.3468_ID_9-processed-gene-0.60&CDS=1-1824
507	OG0000507	YAR008W	genemark-NODE_5_length_658169_cov_12.3468_ID_9-processed-gene-0.63-mRNA-1_1&gene=genemark-NODE_5_length_658169_cov_12.3468_ID_9-processed-gene-0.63&CDS=1-807
508	OG0000508	YAR014C	genemark-NODE_4_length_705674_cov_11.8238_ID_7-processed-gene-6.93-mRNA-1_1&gene=genemark-NODE_4_length_705674_cov_11.8238_ID_7-processed-gene-6.93&CDS=1-1413
509	OG0000509	YAR015W	augustus_masked-NODE_13_length_280725_cov_12.346_ID_25-processed-gene-1.259-mRNA-1_1&gene=augustus_masked-NODE_13_length_280725_cov_12.346_ID_25-processed-gene-1.259&CDS=1-909
510	OG0000510	YAR018C	augustus_masked-NODE_13_length_280725_cov_12.346_ID_25-processed-gene-1.217-mRNA-1_1&gene=augustus_masked-NODE_13_length_280725_cov_12.346_ID_25-processed-gene-1.217&CDS=1-1434
511	OG0000511	YAR035W	genemark-NODE_3_length_717632_cov_12.2362_ID_5-processed-gene-2.17-mRNA-1_1&gene=genemark-NODE_3_length_717632_cov_12.2362_ID_5-processed-gene-2.17&CDS=1-2121
512	OG0000512	YAR042W	snap_masked-NODE_4_length_705674_cov_11.8238_ID_7-processed-gene-1.65-mRNA-1_1&gene=snap_masked-NODE_4_length_705674_cov_11.8238_ID_7-processed-gene-1.65&CDS=1-3201
513	OG0000513	YBL001C	maker-NODE_38_length_93158_cov_11.7657_ID_75-snap-gene-0.59-mRNA-1_1&gene=maker-NODE_38_length_93158_cov_11.7657_ID_75-snap-gene-0.59&CDS=1-342
514	OG0000514	YBL004W	genemark-NODE_23_length_188232_cov_11.929_ID_45-processed-gene-0.237-mRNA-1_1&gene=genemark-NODE_23_length_188232_cov_11.929_ID_45-processed-gene-0.237&CDS=1-7392
515	OG0000515	YBL007C	genemark-NODE_4_length_705674_cov_11.8238_ID_7-processed-gene-3.75-mRNA-1_1&gene=genemark-NODE_4_length_705674_cov_11.8238_ID_7-processed-gene-3.75&CDS=1-3528
516	OG0000516	YBL008W	genemark-NODE_4_length_705674_cov_11.8238_ID_7-processed-gene-3.57-mRNA-1_1&gene=genemark-NODE_4_length_705674_cov_11.8238_ID_7-processed-gene-3.57&CDS=1-2496
517	OG0000517	YBL010C	genemark-NODE_14_length_273612_cov_12.1734_ID_27-processed-gene-0.95-mRNA-1_1&gene=genemark-NODE_14_length_273612_cov_12.1734_ID_27-processed-gene-0.95&CDS=1-924
518	OG0000518	YBL011W	genemark-NODE_14_length_273612_cov_12.1734_ID_27-processed-gene-0.91-mRNA-1_1&gene=genemark-NODE_14_length_273612_cov_12.1734_ID_27-processed-gene-0.91&CDS=1-1998
519	OG0000519	YBL013W	genemark-NODE_13_length_280725_cov_12.346_ID_25-processed-gene-1.93-mRNA-1_1&gene=genemark-NODE_13_length_280725_cov_12.346_ID_25-processed-gene-1.93&CDS=1-1047
520	OG0000520	YBL014C	genemark-NODE_9_length_336998_cov_12.2226_ID_17-processed-gene-2.81-mRNA-1_1&gene=genemark-NODE_9_length_336998_cov_12.2226_ID_17-processed-gene-2.81&CDS=1-2163
521	OG0000521	YBL015W	genemark-NODE_31_length_126043_cov_12.0497_ID_61-processed-gene-0.67-mRNA-1_1&gene=genemark-NODE_31_length_126043_cov_12.0497_ID_61-processed-gene-0.67&CDS=1-1569
522	OG0000522	YBL019W	genemark-NODE_10_length_330540_cov_12.3262_ID_19-processed-gene-2.65-mRNA-1_1&gene=genemark-NODE_10_length_330540_cov_12.3262_ID_19-processed-gene-2.65&CDS=1-1581
523	OG0000523	YBL020W	genemark-NODE_2_length_726406_cov_11.9842_ID_3-processed-gene-2.62-mRNA-1_1&gene=genemark-NODE_2_length_726406_cov_11.9842_ID_3-processed-gene-2.62&CDS=1-1614
524	OG0000524	YBL021C	genemark-NODE_30_length_126602_cov_11.7939_ID_59-processed-gene-0.163-mRNA-1_1&gene=genemark-NODE_30_length_126602_cov_11.7939_ID_59-processed-gene-0.163&CDS=1-726
525	OG0000525	YBL022C	genemark-NODE_30_length_126602_cov_11.7939_ID_59-processed-gene-0.164-mRNA-1_1&gene=genemark-NODE_30_length_126602_cov_11.7939_ID_59-processed-gene-0.164&CDS=1-3252
526	OG0000526	YBL023C	genemark-NODE_2_length_726406_cov_11.9842_ID_3-processed-gene-5.68-mRNA-1_1&gene=genemark-NODE_2_length_726406_cov_11.9842_ID_3-processed-gene-5.68&CDS=1-2583
527	OG0000527	YBL024W	genemark-NODE_5_length_658169_cov_12.3468_ID_9-processed-gene-5.214-mRNA-1_1&gene=genemark-NODE_5_length_658169_cov_12.3468_ID_9-processed-gene-5.214&CDS=1-1974
528	OG0000528	YBL028C	genemark-NODE_16_length_257578_cov_11.8083_ID_31-processed-gene-1.208-mRNA-1_1&gene=genemark-NODE_16_length_257578_cov_11.8083_ID_31-processed-gene-1.208&CDS=1-297
529	OG0000529	YBL029C-A	snap_masked-NODE_2_length_726406_cov_11.9842_ID_3-processed-gene-4.74-mRNA-1_1&gene=snap_masked-NODE_2_length_726406_cov_11.9842_ID_3-processed-gene-4.74&CDS=1-255
530	OG0000530	YBL029W	genemark-NODE_2_length_726406_cov_11.9842_ID_3-processed-gene-4.126-mRNA-1_1&gene=genemark-NODE_2_length_726406_cov_11.9842_ID_3-processed-gene-4.126&CDS=1-987
531	OG0000531	YBL032W	genemark-NODE_1_length_888145_cov_11.6895_ID_1-processed-gene-1.53-mRNA-1_1&gene=genemark-NODE_1_length_888145_cov_11.6895_ID_1-processed-gene-1.53&CDS=1-957
532	OG0000532	YBL033C	genemark-NODE_17_length_236667_cov_11.7538_ID_33-processed-gene-0.154-mRNA-1_1&gene=genemark-NODE_17_length_236667_cov_11.7538_ID_33-processed-gene-0.154&CDS=1-999
533	OG0000533	YBL034C	snap_masked-NODE_3_length_717632_cov_12.2362_ID_5-processed-gene-5.33-mRNA-1_1&gene=snap_masked-NODE_3_length_717632_cov_12.2362_ID_5-processed-gene-5.33&CDS=1-4002
534	OG0000534	YBL035C	genemark-NODE_1_length_888145_cov_11.6895_ID_1-processed-gene-7.252-mRNA-1_1&gene=genemark-NODE_1_length_888145_cov_11.6895_ID_1-processed-gene-7.252&CDS=1-1869
535	OG0000535	YBL036C	genemark-NODE_1_length_888145_cov_11.6895_ID_1-processed-gene-7.253-mRNA-1_1&gene=genemark-NODE_1_length_888145_cov_11.6895_ID_1-processed-gene-7.253&CDS=1-714
536	OG0000536	YBL037W	genemark-NODE_1_length_888145_cov_11.6895_ID_1-processed-gene-7.294-mRNA-1_1&gene=genemark-NODE_1_length_888145_cov_11.6895_ID_1-processed-gene-7.294&CDS=1-2577
537	OG0000537	YBL038W	genemark-NODE_13_length_280725_cov_12.346_ID_25-processed-gene-0.41-mRNA-1_1&gene=genemark-NODE_13_length_280725_cov_12.346_ID_25-processed-gene-0.41&CDS=1-660
538	OG0000538	YBL039C	genemark-NODE_6_length_464862_cov_11.3774_ID_11-processed-gene-3.261-mRNA-1_1&gene=genemark-NODE_6_length_464862_cov_11.3774_ID_11-processed-gene-3.261&CDS=1-1722
539	OG0000539	YBL040C	genemark-NODE_6_length_464862_cov_11.3774_ID_11-processed-gene-3.224-mRNA-1_1&gene=genemark-NODE_6_length_464862_cov_11.3774_ID_11-processed-gene-3.224&CDS=1-636
540	OG0000540	YBL041W	genemark-NODE_28_length_146636_cov_11.8629_ID_55-processed-gene-0.98-mRNA-1_1&gene=genemark-NODE_28_length_146636_cov_11.8629_ID_55-processed-gene-0.98&CDS=1-711
541	OG0000541	YBL045C	genemark-NODE_9_length_336998_cov_12.2226_ID_17-processed-gene-0.65-mRNA-1_1&gene=genemark-NODE_9_length_336998_cov_12.2226_ID_17-processed-gene-0.65&CDS=1-1341
542	OG0000542	YBL047C	genemark-NODE_9_length_336998_cov_12.2226_ID_17-processed-gene-0.67-mRNA-1_1&gene=genemark-NODE_9_length_336998_cov_12.2226_ID_17-processed-gene-0.67&CDS=1-3996
543	OG0000543	YBL049W	genemark-NODE_9_length_336998_cov_12.2226_ID_17-processed-gene-0.62-mRNA-1_1&gene=genemark-NODE_9_length_336998_cov_12.2226_ID_17-processed-gene-0.62&CDS=1-342
544	OG0000544	YBL050W	genemark-NODE_9_length_336998_cov_12.2226_ID_17-processed-gene-0.86-mRNA-1_1&gene=genemark-NODE_9_length_336998_cov_12.2226_ID_17-processed-gene-0.86&CDS=1-873
545	OG0000545	YBL051C	genemark-NODE_6_length_464862_cov_11.3774_ID_11-processed-gene-1.56-mRNA-1_1&gene=genemark-NODE_6_length_464862_cov_11.3774_ID_11-processed-gene-1.56&CDS=1-1827
546	OG0000546	YBL052C	genemark-NODE_6_length_464862_cov_11.3774_ID_11-processed-gene-1.57-mRNA-1_1&gene=genemark-NODE_6_length_464862_cov_11.3774_ID_11-processed-gene-1.57&CDS=1-2097
547	OG0000547	YBL055C	genemark-NODE_17_length_236667_cov_11.7538_ID_33-processed-gene-1.60-mRNA-1_1&gene=genemark-NODE_17_length_236667_cov_11.7538_ID_33-processed-gene-1.60&CDS=1-1068
548	OG0000548	YBL057C	genemark-NODE_8_length_379377_cov_11.5979_ID_15-processed-gene-2.28-mRNA-1_1&gene=genemark-NODE_8_length_379377_cov_11.5979_ID_15-processed-gene-2.28&CDS=1-621
549	OG0000549	YBL058W	genemark-NODE_8_length_379377_cov_11.5979_ID_15-processed-gene-2.75-mRNA-1_1&gene=genemark-NODE_8_length_379377_cov_11.5979_ID_15-processed-gene-2.75&CDS=1-1104
550	OG0000550	YBL059C-A	genemark-NODE_8_length_379377_cov_11.5979_ID_15-processed-gene-2.81-mRNA-1_1&gene=genemark-NODE_8_length_379377_cov_11.5979_ID_15-processed-gene-2.81&CDS=1-303
551	OG0000551	YBL060W	genemark-NODE_8_length_379377_cov_11.5979_ID_15-processed-gene-2.37-mRNA-1_1&gene=genemark-NODE_8_length_379377_cov_11.5979_ID_15-processed-gene-2.37&CDS=1-1788
552	OG0000552	YBL061C	genemark-NODE_8_length_379377_cov_11.5979_ID_15-processed-gene-2.78-mRNA-1_1&gene=genemark-NODE_8_length_379377_cov_11.5979_ID_15-processed-gene-2.78&CDS=1-1905
553	OG0000553	YBL064C	genemark-NODE_8_length_379377_cov_11.5979_ID_15-processed-gene-2.35-mRNA-1_1&gene=genemark-NODE_8_length_379377_cov_11.5979_ID_15-processed-gene-2.35&CDS=1-759
554	OG0000554	YBL066C	genemark-NODE_8_length_379377_cov_11.5979_ID_15-processed-gene-2.36-mRNA-1_1&gene=genemark-NODE_8_length_379377_cov_11.5979_ID_15-processed-gene-2.36&CDS=1-2856
555	OG0000555	YBL071W-A	snap_masked-NODE_18_length_219433_cov_11.7399_ID_35-processed-gene-0.82-mRNA-1_1&gene=snap_masked-NODE_18_length_219433_cov_11.7399_ID_35-processed-gene-0.82&CDS=1-213
556	OG0000556	YBL074C	genemark-NODE_22_length_193242_cov_11.5092_ID_43-processed-gene-0.158-mRNA-1_1&gene=genemark-NODE_22_length_193242_cov_11.5092_ID_43-processed-gene-0.158&CDS=1-1053
557	OG0000557	YBL076C	genemark-NODE_22_length_193242_cov_11.5092_ID_43-processed-gene-0.103-mRNA-1_1&gene=genemark-NODE_22_length_193242_cov_11.5092_ID_43-processed-gene-0.103&CDS=1-3222
558	OG0000558	YBL078C	genemark-NODE_22_length_193242_cov_11.5092_ID_43-processed-gene-0.104-mRNA-1_1&gene=genemark-NODE_22_length_193242_cov_11.5092_ID_43-processed-gene-0.104&CDS=1-384
559	OG0000559	YBL079W	genemark-NODE_3_length_717632_cov_12.2362_ID_5-processed-gene-5.52-mRNA-1_1&gene=genemark-NODE_3_length_717632_cov_12.2362_ID_5-processed-gene-5.52&CDS=1-4137
560	OG0000560	YBL080C	genemark-NODE_14_length_273612_cov_12.1734_ID_27-processed-gene-1.143-mRNA-1_1&gene=genemark-NODE_14_length_273612_cov_12.1734_ID_27-processed-gene-1.143&CDS=1-1542
561	OG0000561	YBL082C	genemark-NODE_3_length_717632_cov_12.2362_ID_5-processed-gene-4.146-mRNA-1_1&gene=genemark-NODE_3_length_717632_cov_12.2362_ID_5-processed-gene-4.146&CDS=1-1371
562	OG0000562	YBL084C	genemark-NODE_19_length_218239_cov_12.78_ID_37-processed-gene-1.109-mRNA-1_1&gene=genemark-NODE_19_length_218239_cov_12.78_ID_37-processed-gene-1.109&CDS=1-2010
563	OG0000563	YBL086C	genemark-NODE_15_length_266027_cov_11.9535_ID_29-processed-gene-1.61-mRNA-1_1&gene=genemark-NODE_15_length_266027_cov_11.9535_ID_29-processed-gene-1.61&CDS=1-882
564	OG0000564	YBL088C	snap_masked-NODE_15_length_266027_cov_11.9535_ID_29-processed-gene-1.153-mRNA-1_1&gene=snap_masked-NODE_15_length_266027_cov_11.9535_ID_29-processed-gene-1.153&CDS=1-8253
565	OG0000565	YBL090W	augustus_masked-NODE_15_length_266027_cov_11.9535_ID_29-processed-gene-1.259-mRNA-1_1&gene=augustus_masked-NODE_15_length_266027_cov_11.9535_ID_29-processed-gene-1.259&CDS=1-477
566	OG0000566	YBL091C	maker-NODE_15_length_266027_cov_11.9535_ID_29-augustus-gene-1.187-mRNA-1_1&gene=maker-NODE_15_length_266027_cov_11.9535_ID_29-augustus-gene-1.187&CDS=1-1242
567	OG0000567	YBL092W	genemark-NODE_15_length_266027_cov_11.9535_ID_29-processed-gene-1.64-mRNA-1_1&gene=genemark-NODE_15_length_266027_cov_11.9535_ID_29-processed-gene-1.64&CDS=1-393
568	OG0000568	YBL093C	genemark-NODE_15_length_266027_cov_11.9535_ID_29-processed-gene-1.24-mRNA-1_1&gene=genemark-NODE_15_length_266027_cov_11.9535_ID_29-processed-gene-1.24&CDS=1-474
569	OG0000569	YBL095W	genemark-NODE_13_length_280725_cov_12.346_ID_25-processed-gene-1.92-mRNA-1_1&gene=genemark-NODE_13_length_280725_cov_12.346_ID_25-processed-gene-1.92&CDS=1-666
570	OG0000570	YBL098W	genemark-NODE_92_length_6005_cov_12.7609_ID_183-processed-gene-0.7-mRNA-1_1&gene=genemark-NODE_92_length_6005_cov_12.7609_ID_183-processed-gene-0.7&CDS=1-1326
571	OG0000571	YBL099W	genemark-NODE_9_length_336998_cov_12.2226_ID_17-processed-gene-2.98-mRNA-1_1&gene=genemark-NODE_9_length_336998_cov_12.2226_ID_17-processed-gene-2.98&CDS=1-1644
572	OG0000572	YBL102W	genemark-NODE_45_length_68881_cov_11.9744_ID_89-processed-gene-0.49-mRNA-1_1&gene=genemark-NODE_45_length_68881_cov_11.9744_ID_89-processed-gene-0.49&CDS=1-555
573	OG0000573	YBL105C	augustus_masked-NODE_6_length_464862_cov_11.3774_ID_11-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_6_length_464862_cov_11.3774_ID_11-processed-gene-0.14&CDS=1-2322
574	OG0000574	YBL107C	genemark-NODE_4_length_705674_cov_11.8238_ID_7-processed-gene-5.32-mRNA-1_1&gene=genemark-NODE_4_length_705674_cov_11.8238_ID_7-processed-gene-5.32&CDS=1-552
575	OG0000575	YBR002C	genemark-NODE_43_length_69127_cov_12.3237_ID_85-processed-gene-0.59-mRNA-1_1&gene=genemark-NODE_43_length_69127_cov_12.3237_ID_85-processed-gene-0.59&CDS=1-798
576	OG0000576	YBR003W	genemark-NODE_43_length_69127_cov_12.3237_ID_85-processed-gene-0.76-mRNA-1_1&gene=genemark-NODE_43_length_69127_cov_12.3237_ID_85-processed-gene-0.76&CDS=1-1392
577	OG0000577	YBR004C	genemark-NODE_45_length_68881_cov_11.9744_ID_89-processed-gene-0.77-mRNA-1_1&gene=genemark-NODE_45_length_68881_cov_11.9744_ID_89-processed-gene-0.77&CDS=1-789
578	OG0000578	YBR006W	genemark-NODE_45_length_68881_cov_11.9744_ID_89-processed-gene-0.46-mRNA-1_1&gene=genemark-NODE_45_length_68881_cov_11.9744_ID_89-processed-gene-0.46&CDS=1-1470
579	OG0000579	YBR011C	genemark-NODE_40_length_88697_cov_12.0789_ID_79-processed-gene-0.62-mRNA-1_1&gene=genemark-NODE_40_length_88697_cov_12.0789_ID_79-processed-gene-0.62&CDS=1-855
580	OG0000580	YBR017C	genemark-NODE_4_length_705674_cov_11.8238_ID_7-processed-gene-6.94-mRNA-1_1&gene=genemark-NODE_4_length_705674_cov_11.8238_ID_7-processed-gene-6.94&CDS=1-2628
581	OG0000581	YBR022W	genemark-NODE_38_length_93158_cov_11.7657_ID_75-processed-gene-0.72-mRNA-1_1&gene=genemark-NODE_38_length_93158_cov_11.7657_ID_75-processed-gene-0.72&CDS=1-486
582	OG0000582	YBR023C	genemark-NODE_45_length_68881_cov_11.9744_ID_89-processed-gene-0.63-mRNA-1_1&gene=genemark-NODE_45_length_68881_cov_11.9744_ID_89-processed-gene-0.63&CDS=1-3492
583	OG0000583	YBR026C	maker-NODE_4_length_705674_cov_11.8238_ID_7-augustus-gene-6.62-mRNA-1_1&gene=maker-NODE_4_length_705674_cov_11.8238_ID_7-augustus-gene-6.62&CDS=1-2337
584	OG0000584	YBR029C	maker-NODE_16_length_257578_cov_11.8083_ID_31-augustus-gene-0.3-mRNA-1_1&gene=maker-NODE_16_length_257578_cov_11.8083_ID_31-augustus-gene-0.3&CDS=1-2154
585	OG0000585	YBR030W	genemark-NODE_8_length_379377_cov_11.5979_ID_15-processed-gene-1.77-mRNA-1_1&gene=genemark-NODE_8_length_379377_cov_11.5979_ID_15-processed-gene-1.77&CDS=1-1710
586	OG0000586	YBR034C	augustus_masked-NODE_8_length_379377_cov_11.5979_ID_15-processed-gene-2.211-mRNA-1_1&gene=augustus_masked-NODE_8_length_379377_cov_11.5979_ID_15-processed-gene-2.211&CDS=1-2217
587	OG0000587	YBR035C	maker-NODE_19_length_218239_cov_12.78_ID_37-snap-gene-1.78-mRNA-1_1&gene=maker-NODE_19_length_218239_cov_12.78_ID_37-snap-gene-1.78&CDS=1-708
588	OG0000588	YBR037C	genemark-NODE_12_length_292987_cov_12.0567_ID_23-processed-gene-1.192-mRNA-1_1&gene=genemark-NODE_12_length_292987_cov_12.0567_ID_23-processed-gene-1.192&CDS=1-870
589	OG0000589	YBR038W	genemark-NODE_12_length_292987_cov_12.0567_ID_23-processed-gene-1.149-mRNA-1_1&gene=genemark-NODE_12_length_292987_cov_12.0567_ID_23-processed-gene-1.149&CDS=1-2952
590	OG0000590	YBR039W	genemark-NODE_30_length_126602_cov_11.7939_ID_59-processed-gene-0.210-mRNA-1_1&gene=genemark-NODE_30_length_126602_cov_11.7939_ID_59-processed-gene-0.210&CDS=1-876
591	OG0000591	YBR040W	genemark-NODE_30_length_126602_cov_11.7939_ID_59-processed-gene-0.172-mRNA-1_1&gene=genemark-NODE_30_length_126602_cov_11.7939_ID_59-processed-gene-0.172&CDS=1-777
592	OG0000592	YBR041W	genemark-NODE_2_length_726406_cov_11.9842_ID_3-processed-gene-4.159-mRNA-1_1&gene=genemark-NODE_2_length_726406_cov_11.9842_ID_3-processed-gene-4.159&CDS=1-1896
593	OG0000593	YBR042C	genemark-NODE_2_length_726406_cov_11.9842_ID_3-processed-gene-4.158-mRNA-1_1&gene=genemark-NODE_2_length_726406_cov_11.9842_ID_3-processed-gene-4.158&CDS=1-1194
594	OG0000594	YBR046C	augustus_masked-NODE_4_length_705674_cov_11.8238_ID_7-processed-gene-4.147-mRNA-1_1&gene=augustus_masked-NODE_4_length_705674_cov_11.8238_ID_7-processed-gene-4.147&CDS=1-1035
595	OG0000595	YBR047W	augustus_masked-NODE_5_length_658169_cov_12.3468_ID_9-processed-gene-3.143-mRNA-1_1&gene=augustus_masked-NODE_5_length_658169_cov_12.3468_ID_9-processed-gene-3.143&CDS=1-648
596	OG0000596	YBR053C	genemark-NODE_3_length_717632_cov_12.2362_ID_5-processed-gene-1.168-mRNA-1_1&gene=genemark-NODE_3_length_717632_cov_12.2362_ID_5-processed-gene-1.168&CDS=1-945
597	OG0000597	YBR055C	maker-NODE_2_length_726406_cov_11.9842_ID_3-augustus-gene-6.66-mRNA-1_1&gene=maker-NODE_2_length_726406_cov_11.9842_ID_3-augustus-gene-6.66&CDS=1-3471
598	OG0000598	YBR056W	genemark-NODE_8_length_379377_cov_11.5979_ID_15-processed-gene-2.58-mRNA-1_1&gene=genemark-NODE_8_length_379377_cov_11.5979_ID_15-processed-gene-2.58&CDS=1-1449
599	OG0000599	YBR057C	genemark-NODE_4_length_705674_cov_11.8238_ID_7-processed-gene-4.98-mRNA-1_1&gene=genemark-NODE_4_length_705674_cov_11.8238_ID_7-processed-gene-4.98&CDS=1-705
600	OG0000600	YBR058C	genemark-NODE_4_length_705674_cov_11.8238_ID_7-processed-gene-4.96-mRNA-1_1&gene=genemark-NODE_4_length_705674_cov_11.8238_ID_7-processed-gene-4.96&CDS=1-2151
