	OrthologID	Saccharomyces_cerevisiae	yHMPu5000041824_Debaryomyces_subglobosus
412	OG0000412	YLR109W	snap_masked-NODE_18_length_204943_cov_13.5429_ID_3137-processed-gene-1.141-mRNA-1_1&gene=snap_masked-NODE_18_length_204943_cov_13.5429_ID_3137-processed-gene-1.141&CDS=1-534, snap_masked-NODE_1_length_1734690_cov_13.5478_ID_3616-processed-gene-3.75-mRNA-1_1&gene=snap_masked-NODE_1_length_1734690_cov_13.5478_ID_3616-processed-gene-3.75&CDS=1-519
413	OG0000413	YLR130C	snap_masked-NODE_18_length_204943_cov_13.5429_ID_3137-processed-gene-1.129-mRNA-1_1&gene=snap_masked-NODE_18_length_204943_cov_13.5429_ID_3137-processed-gene-1.129&CDS=1-1092, snap_masked-NODE_2_length_1437268_cov_13.7297_ID_2256-processed-gene-13.105-mRNA-1_1&gene=snap_masked-NODE_2_length_1437268_cov_13.7297_ID_2256-processed-gene-13.105&CDS=1-996
414	OG0000414	YLR178C, YLR179C	snap_masked-NODE_4_length_857964_cov_14.0836_ID_1980-processed-gene-1.102-mRNA-1_1&gene=snap_masked-NODE_4_length_857964_cov_14.0836_ID_1980-processed-gene-1.102&CDS=1-1758
415	OG0000415	YLR241W	genemark-NODE_1_length_1734690_cov_13.5478_ID_3616-processed-gene-5.38-mRNA-1_1&gene=genemark-NODE_1_length_1734690_cov_13.5478_ID_3616-processed-gene-5.38&CDS=1-2550, genemark-NODE_1_length_1734690_cov_13.5478_ID_3616-processed-gene-6.156-mRNA-1_1&gene=genemark-NODE_1_length_1734690_cov_13.5478_ID_3616-processed-gene-6.156&CDS=1-2571
416	OG0000416	YLR260W, YOR171C	snap_masked-NODE_15_length_260769_cov_14.0345_ID_2968-processed-gene-1.272-mRNA-1_1&gene=snap_masked-NODE_15_length_260769_cov_14.0345_ID_2968-processed-gene-1.272&CDS=1-1512
417	OG0000417	YLR270W, YOR173W	snap_masked-NODE_4_length_857964_cov_14.0836_ID_1980-processed-gene-4.103-mRNA-1_1&gene=snap_masked-NODE_4_length_857964_cov_14.0836_ID_1980-processed-gene-4.103&CDS=1-936
418	OG0000418	YLR287C-A, YOR182C	genemark-NODE_4_length_857964_cov_14.0836_ID_1980-processed-gene-4.134-mRNA-1_1&gene=genemark-NODE_4_length_857964_cov_14.0836_ID_1980-processed-gene-4.134&CDS=1-189
419	OG0000419	YLR300W, YOR190W	snap_masked-NODE_9_length_450746_cov_12.8318_ID_2521-processed-gene-3.83-mRNA-1_1&gene=snap_masked-NODE_9_length_450746_cov_12.8318_ID_2521-processed-gene-3.83&CDS=1-1281
420	OG0000420	YLR433C, YML057W	maker-NODE_4_length_857964_cov_14.0836_ID_1980-augustus-gene-0.3-mRNA-1_1&gene=maker-NODE_4_length_857964_cov_14.0836_ID_1980-augustus-gene-0.3&CDS=1-2982
421	OG0000421	YLR441C	snap_masked-NODE_3_length_1038804_cov_12.7237_ID_1581-processed-gene-5.97-mRNA-1_1&gene=snap_masked-NODE_3_length_1038804_cov_12.7237_ID_1581-processed-gene-5.97&CDS=1-768, snap_masked-NODE_4_length_857964_cov_14.0836_ID_1980-processed-gene-0.71-mRNA-1_1&gene=snap_masked-NODE_4_length_857964_cov_14.0836_ID_1980-processed-gene-0.71&CDS=1-768
422	OG0000422	YLR449W, YML074C	snap_masked-NODE_4_length_857964_cov_14.0836_ID_1980-processed-gene-0.68-mRNA-1_1&gene=snap_masked-NODE_4_length_857964_cov_14.0836_ID_1980-processed-gene-0.68&CDS=1-1284
423	OG0000423	YLR456W, YPR172W	snap_masked-NODE_2_length_1437268_cov_13.7297_ID_2256-processed-gene-2.133-mRNA-1_1&gene=snap_masked-NODE_2_length_1437268_cov_13.7297_ID_2256-processed-gene-2.133&CDS=1-528
424	OG0000424	YML054C	snap_masked-NODE_20_length_192465_cov_17.6434_ID_2653-processed-gene-0.40-mRNA-1_1&gene=snap_masked-NODE_20_length_192465_cov_17.6434_ID_2653-processed-gene-0.40&CDS=1-1671, snap_masked-NODE_9_length_450746_cov_12.8318_ID_2521-processed-gene-2.63-mRNA-1_1&gene=snap_masked-NODE_9_length_450746_cov_12.8318_ID_2521-processed-gene-2.63&CDS=1-1674
425	OG0000425	YML085C, YML124C	maker-NODE_11_length_297985_cov_17.1524_ID_2860-augustus-gene-1.3-mRNA-1_1&gene=maker-NODE_11_length_297985_cov_17.1524_ID_2860-augustus-gene-1.3&CDS=1-2256
426	OG0000426	YML100W, YMR261C	snap_masked-NODE_3_length_1038804_cov_12.7237_ID_1581-processed-gene-8.60-mRNA-1_1&gene=snap_masked-NODE_3_length_1038804_cov_12.7237_ID_1581-processed-gene-8.60&CDS=1-3348
427	OG0000427	YML106W, YMR271C	snap_masked-NODE_3_length_1038804_cov_12.7237_ID_1581-processed-gene-7.41-mRNA-1_1&gene=snap_masked-NODE_3_length_1038804_cov_12.7237_ID_1581-processed-gene-7.41&CDS=1-660
428	OG0000428	YML109W, YMR273C	snap_masked-NODE_3_length_1038804_cov_12.7237_ID_1581-processed-gene-7.42-mRNA-1_1&gene=snap_masked-NODE_3_length_1038804_cov_12.7237_ID_1581-processed-gene-7.42&CDS=1-3840
429	OG0000429	YML116W, YMR279C	maker-NODE_4_length_857964_cov_14.0836_ID_1980-augustus-gene-2.0-mRNA-1_1&gene=maker-NODE_4_length_857964_cov_14.0836_ID_1980-augustus-gene-2.0&CDS=1-2850
430	OG0000430	YMR089C	augustus_masked-NODE_7_length_495289_cov_14.9861_ID_1813-processed-gene-2.118-mRNA-1_1&gene=augustus_masked-NODE_7_length_495289_cov_14.9861_ID_1813-processed-gene-2.118&CDS=1-6132, snap_masked-NODE_2_length_1437268_cov_13.7297_ID_2256-processed-gene-6.102-mRNA-1_1&gene=snap_masked-NODE_2_length_1437268_cov_13.7297_ID_2256-processed-gene-6.102&CDS=1-3030
431	OG0000431	YMR098C	augustus_masked-NODE_153_length_393_cov_0.996667_ID_6243-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_153_length_393_cov_0.996667_ID_6243-processed-gene-0.1&CDS=1-243, augustus_masked-NODE_23_length_67132_cov_14.3869_ID_7329-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-NODE_23_length_67132_cov_14.3869_ID_7329-processed-gene-0.88&CDS=1-3372
432	OG0000432	YMR119W, YNL008C	snap_masked-NODE_20_length_192465_cov_17.6434_ID_2653-processed-gene-0.57-mRNA-1_1&gene=snap_masked-NODE_20_length_192465_cov_17.6434_ID_2653-processed-gene-0.57&CDS=1-2418
433	OG0000433	YMR177W, YPL224C	augustus_masked-NODE_11_length_297985_cov_17.1524_ID_2860-processed-gene-1.247-mRNA-1_1&gene=augustus_masked-NODE_11_length_297985_cov_17.1524_ID_2860-processed-gene-1.247&CDS=1-1965
434	OG0000434	YMR183C, YPL232W	genemark-NODE_15_length_260769_cov_14.0345_ID_2968-processed-gene-1.98-mRNA-1_1&gene=genemark-NODE_15_length_260769_cov_14.0345_ID_2968-processed-gene-1.98&CDS=1-867
435	OG0000435	YMR194W, YPL249C-A	maker-NODE_9_length_450746_cov_12.8318_ID_2521-snap-gene-3.96-mRNA-1_1&gene=maker-NODE_9_length_450746_cov_12.8318_ID_2521-snap-gene-3.96&CDS=1-297
436	OG0000436	YMR199W, YPL256C	snap_masked-NODE_4_length_857964_cov_14.0836_ID_1980-processed-gene-0.78-mRNA-1_1&gene=snap_masked-NODE_4_length_857964_cov_14.0836_ID_1980-processed-gene-0.78&CDS=1-1266
437	OG0000437	YMR221C	snap_masked-NODE_19_length_197142_cov_16.3538_ID_3032-processed-gene-0.162-mRNA-1_1&gene=snap_masked-NODE_19_length_197142_cov_16.3538_ID_3032-processed-gene-0.162&CDS=1-1683, snap_masked-NODE_2_length_1437268_cov_13.7297_ID_2256-processed-gene-13.86-mRNA-1_1&gene=snap_masked-NODE_2_length_1437268_cov_13.7297_ID_2256-processed-gene-13.86&CDS=1-1611
438	OG0000438	YMR222C, YOR280C	snap_masked-NODE_1_length_1734690_cov_13.5478_ID_3616-processed-gene-2.131-mRNA-1_1&gene=snap_masked-NODE_1_length_1734690_cov_13.5478_ID_3616-processed-gene-2.131&CDS=1-843
439	OG0000439	YMR230W, YOR293W	snap_masked-NODE_1_length_1734690_cov_13.5478_ID_3616-processed-gene-15.48-mRNA-1_1&gene=snap_masked-NODE_1_length_1734690_cov_13.5478_ID_3616-processed-gene-15.48&CDS=1-360
440	OG0000440	YMR237W, YOR299W	genemark-NODE_1_length_1734690_cov_13.5478_ID_3616-processed-gene-11.41-mRNA-1_1&gene=genemark-NODE_1_length_1734690_cov_13.5478_ID_3616-processed-gene-11.41&CDS=1-2661
441	OG0000441	YMR242C, YOR312C	snap_masked-NODE_1_length_1734690_cov_13.5478_ID_3616-processed-gene-15.73-mRNA-1_1&gene=snap_masked-NODE_1_length_1734690_cov_13.5478_ID_3616-processed-gene-15.73&CDS=1-516
442	OG0000442	YMR253C, YPL264C	snap_masked-NODE_6_length_797504_cov_13.4927_ID_1893-processed-gene-1.95-mRNA-1_1&gene=snap_masked-NODE_6_length_797504_cov_13.4927_ID_1893-processed-gene-1.95&CDS=1-1308
443	OG0000443	YMR307W	snap_masked-NODE_5_length_819411_cov_14.2285_ID_4253-processed-gene-5.60-mRNA-1_1&gene=snap_masked-NODE_5_length_819411_cov_14.2285_ID_4253-processed-gene-5.60&CDS=1-1620, snap_masked-NODE_6_length_797504_cov_13.4927_ID_1893-processed-gene-4.22-mRNA-1_1&gene=snap_masked-NODE_6_length_797504_cov_13.4927_ID_1893-processed-gene-4.22&CDS=1-1635
444	OG0000444	YNL027W	snap_masked-NODE_2_length_1437268_cov_13.7297_ID_2256-processed-gene-2.134-mRNA-1_1&gene=snap_masked-NODE_2_length_1437268_cov_13.7297_ID_2256-processed-gene-2.134&CDS=1-996, snap_masked-NODE_5_length_819411_cov_14.2285_ID_4253-processed-gene-3.110-mRNA-1_1&gene=snap_masked-NODE_5_length_819411_cov_14.2285_ID_4253-processed-gene-3.110&CDS=1-1782
445	OG0000445	YNL045W	maker-NODE_1_length_1734690_cov_13.5478_ID_3616-augustus-gene-5.100-mRNA-1_1&gene=maker-NODE_1_length_1734690_cov_13.5478_ID_3616-augustus-gene-5.100&CDS=1-2343, snap_masked-NODE_10_length_307641_cov_16.6427_ID_3803-processed-gene-1.75-mRNA-1_1&gene=snap_masked-NODE_10_length_307641_cov_16.6427_ID_3803-processed-gene-1.75&CDS=1-1923
446	OG0000446	YNL095C, YOR092W	augustus_masked-NODE_4_length_857964_cov_14.0836_ID_1980-processed-gene-1.86-mRNA-1_1&gene=augustus_masked-NODE_4_length_857964_cov_14.0836_ID_1980-processed-gene-1.86&CDS=1-2244
447	OG0000447	YNL096C, YOR096W	snap_masked-NODE_5_length_819411_cov_14.2285_ID_4253-processed-gene-3.124-mRNA-1_1&gene=snap_masked-NODE_5_length_819411_cov_14.2285_ID_4253-processed-gene-3.124&CDS=1-564
448	OG0000448	YNL101W	maker-NODE_7_length_495289_cov_14.9861_ID_1813-augustus-gene-3.347-mRNA-1_1&gene=maker-NODE_7_length_495289_cov_14.9861_ID_1813-augustus-gene-3.347&CDS=1-4071, snap_masked-NODE_3_length_1038804_cov_12.7237_ID_1581-processed-gene-5.59-mRNA-1_1&gene=snap_masked-NODE_3_length_1038804_cov_12.7237_ID_1581-processed-gene-5.59&CDS=1-1989
449	OG0000449	YNL104C	genemark-NODE_10_length_307641_cov_16.6427_ID_3803-processed-gene-0.8-mRNA-1_1&gene=genemark-NODE_10_length_307641_cov_16.6427_ID_3803-processed-gene-0.8&CDS=1-1923, genemark-NODE_5_length_819411_cov_14.2285_ID_4253-processed-gene-0.97-mRNA-1_1&gene=genemark-NODE_5_length_819411_cov_14.2285_ID_4253-processed-gene-0.97&CDS=1-1782
450	OG0000450	YNL108C, YOR110W	augustus_masked-NODE_5_length_819411_cov_14.2285_ID_4253-processed-gene-7.80-mRNA-1_1&gene=augustus_masked-NODE_5_length_819411_cov_14.2285_ID_4253-processed-gene-7.80&CDS=1-2037
451	OG0000451	YNL202W	snap_masked-NODE_1_length_1734690_cov_13.5478_ID_3616-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_1_length_1734690_cov_13.5478_ID_3616-processed-gene-0.5&CDS=1-867, snap_masked-NODE_8_length_473764_cov_15.914_ID_3315-processed-gene-1.127-mRNA-1_1&gene=snap_masked-NODE_8_length_473764_cov_15.914_ID_3315-processed-gene-1.127&CDS=1-864
452	OG0000452	YNL301C, YOL120C	maker-NODE_12_length_294024_cov_13.3353_ID_2811-snap-gene-1.4-mRNA-1_1&gene=maker-NODE_12_length_294024_cov_13.3353_ID_2811-snap-gene-1.4&CDS=1-957
453	OG0000453	YNL322C	genemark-NODE_5_length_819411_cov_14.2285_ID_4253-processed-gene-0.50-mRNA-1_1&gene=genemark-NODE_5_length_819411_cov_14.2285_ID_4253-processed-gene-0.50&CDS=1-360, snap_masked-NODE_7_length_495289_cov_14.9861_ID_1813-processed-gene-1.2-mRNA-1_1&gene=snap_masked-NODE_7_length_495289_cov_14.9861_ID_1813-processed-gene-1.2&CDS=1-387
454	OG0000454	YNR063W	augustus_masked-NODE_8_length_473764_cov_15.914_ID_3315-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-NODE_8_length_473764_cov_15.914_ID_3315-processed-gene-0.29&CDS=1-2133, snap_masked-NODE_8_length_473764_cov_15.914_ID_3315-processed-gene-0.72-mRNA-1_1&gene=snap_masked-NODE_8_length_473764_cov_15.914_ID_3315-processed-gene-0.72&CDS=1-192
455	OG0000455	YOR059C	snap_masked-NODE_1_length_1734690_cov_13.5478_ID_3616-processed-gene-3.95-mRNA-1_1&gene=snap_masked-NODE_1_length_1734690_cov_13.5478_ID_3616-processed-gene-3.95&CDS=1-1665, snap_masked-NODE_6_length_797504_cov_13.4927_ID_1893-processed-gene-6.169-mRNA-1_1&gene=snap_masked-NODE_6_length_797504_cov_13.4927_ID_1893-processed-gene-6.169&CDS=1-1545
456	OG0000456	YOR084W	snap_masked-NODE_2_length_1437268_cov_13.7297_ID_2256-processed-gene-2.140-mRNA-1_1&gene=snap_masked-NODE_2_length_1437268_cov_13.7297_ID_2256-processed-gene-2.140&CDS=1-1212, snap_masked-NODE_2_length_1437268_cov_13.7297_ID_2256-processed-gene-2.141-mRNA-1_1&gene=snap_masked-NODE_2_length_1437268_cov_13.7297_ID_2256-processed-gene-2.141&CDS=1-1179
457	OG0000457	YOR204W, YPL119C	maker-NODE_6_length_797504_cov_13.4927_ID_1893-augustus-gene-5.147-mRNA-1_1&gene=maker-NODE_6_length_797504_cov_13.4927_ID_1893-augustus-gene-5.147&CDS=1-3480
458	OG0000458	YOR222W, YPL134C	snap_masked-NODE_19_length_197142_cov_16.3538_ID_3032-processed-gene-0.205-mRNA-1_1&gene=snap_masked-NODE_19_length_197142_cov_16.3538_ID_3032-processed-gene-0.205&CDS=1-864
459	OG0000459	YOR226C, YPL135W	snap_masked-NODE_19_length_197142_cov_16.3538_ID_3032-processed-gene-0.192-mRNA-1_1&gene=snap_masked-NODE_19_length_197142_cov_16.3538_ID_3032-processed-gene-0.192&CDS=1-537
460	OG0000460	YOR227W, YPL137C	genemark-NODE_19_length_197142_cov_16.3538_ID_3032-processed-gene-0.252-mRNA-1_1&gene=genemark-NODE_19_length_197142_cov_16.3538_ID_3032-processed-gene-0.252&CDS=1-3921
461	OG0000461	YOR233W, YPL141C	snap_masked-NODE_17_length_205252_cov_16.5659_ID_2361-processed-gene-1.51-mRNA-1_1&gene=snap_masked-NODE_17_length_205252_cov_16.5659_ID_2361-processed-gene-1.51&CDS=1-2946
462	OG0000462	YOR234C, YPL143W	snap_masked-NODE_17_length_205252_cov_16.5659_ID_2361-processed-gene-0.83-mRNA-1_1&gene=snap_masked-NODE_17_length_205252_cov_16.5659_ID_2361-processed-gene-0.83&CDS=1-363
463	OG0000463	YOR237W, YPL145C	snap_masked-NODE_17_length_205252_cov_16.5659_ID_2361-processed-gene-0.84-mRNA-1_1&gene=snap_masked-NODE_17_length_205252_cov_16.5659_ID_2361-processed-gene-0.84&CDS=1-1269
464	OG0000464	YOR256C, YPL176C	snap_masked-NODE_3_length_1038804_cov_12.7237_ID_1581-processed-gene-8.96-mRNA-1_1&gene=snap_masked-NODE_3_length_1038804_cov_12.7237_ID_1581-processed-gene-8.96&CDS=1-2526
465	OG0000465	YOR270C	maker-NODE_6_length_797504_cov_13.4927_ID_1893-snap-gene-2.39-mRNA-1_1&gene=maker-NODE_6_length_797504_cov_13.4927_ID_1893-snap-gene-2.39&CDS=1-2424, snap_masked-NODE_1_length_1734690_cov_13.5478_ID_3616-processed-gene-11.95-mRNA-1_1&gene=snap_masked-NODE_1_length_1734690_cov_13.5478_ID_3616-processed-gene-11.95&CDS=1-2832
466	OG0000466	YOR311C	augustus_masked-NODE_7_length_495289_cov_14.9861_ID_1813-processed-gene-3.222-mRNA-1_1&gene=augustus_masked-NODE_7_length_495289_cov_14.9861_ID_1813-processed-gene-3.222&CDS=1-867, augustus_masked-NODE_7_length_495289_cov_14.9861_ID_1813-processed-gene-3.223-mRNA-1_1&gene=augustus_masked-NODE_7_length_495289_cov_14.9861_ID_1813-processed-gene-3.223&CDS=1-1014
467	OG0000467	YOR337W	genemark-NODE_22_length_108703_cov_19.075_ID_3475-processed-gene-0.143-mRNA-1_1&gene=genemark-NODE_22_length_108703_cov_19.075_ID_3475-processed-gene-0.143&CDS=1-1959, snap_masked-NODE_30_length_15627_cov_13.6184_ID_4059-processed-gene-0.7-mRNA-1_1&gene=snap_masked-NODE_30_length_15627_cov_13.6184_ID_4059-processed-gene-0.7&CDS=1-1854
468	OG0000468	YOR388C	genemark-NODE_11_length_297985_cov_17.1524_ID_2860-processed-gene-1.12-mRNA-1_1&gene=genemark-NODE_11_length_297985_cov_17.1524_ID_2860-processed-gene-1.12&CDS=1-1098, snap_masked-NODE_1_length_1734690_cov_13.5478_ID_3616-processed-gene-2.137-mRNA-1_1&gene=snap_masked-NODE_1_length_1734690_cov_13.5478_ID_3616-processed-gene-2.137&CDS=1-1128
469	OG0000469	YOR390W, YPL279C	genemark-NODE_11_length_297985_cov_17.1524_ID_2860-processed-gene-0.10-mRNA-1_1&gene=genemark-NODE_11_length_297985_cov_17.1524_ID_2860-processed-gene-0.10&CDS=1-1170
470	OG0000470	YPL088W	genemark-NODE_4_length_857964_cov_14.0836_ID_1980-processed-gene-3.66-mRNA-1_1&gene=genemark-NODE_4_length_857964_cov_14.0836_ID_1980-processed-gene-3.66&CDS=1-1035, snap_masked-NODE_32_length_14069_cov_21.1657_ID_4142-processed-gene-0.11-mRNA-1_1&gene=snap_masked-NODE_32_length_14069_cov_21.1657_ID_4142-processed-gene-0.11&CDS=1-1044
471	OG0000471	YPL262W	snap_masked-NODE_3_length_1038804_cov_12.7237_ID_1581-processed-gene-2.126-mRNA-1_1&gene=snap_masked-NODE_3_length_1038804_cov_12.7237_ID_1581-processed-gene-2.126&CDS=1-1401, snap_masked-NODE_3_length_1038804_cov_12.7237_ID_1581-processed-gene-9.84-mRNA-1_1&gene=snap_masked-NODE_3_length_1038804_cov_12.7237_ID_1581-processed-gene-9.84&CDS=1-1476
472	OG0000472	YPL265W	augustus_masked-NODE_6_length_797504_cov_13.4927_ID_1893-processed-gene-1.122-mRNA-1_1&gene=augustus_masked-NODE_6_length_797504_cov_13.4927_ID_1893-processed-gene-1.122&CDS=1-1728, augustus_masked-NODE_6_length_797504_cov_13.4927_ID_1893-processed-gene-1.123-mRNA-1_1&gene=augustus_masked-NODE_6_length_797504_cov_13.4927_ID_1893-processed-gene-1.123&CDS=1-2724
473	OG0000473	YPR003C	snap_masked-NODE_16_length_210475_cov_13.9038_ID_3569-processed-gene-1.75-mRNA-1_1&gene=snap_masked-NODE_16_length_210475_cov_13.9038_ID_3569-processed-gene-1.75&CDS=1-2373, snap_masked-NODE_4_length_857964_cov_14.0836_ID_1980-processed-gene-7.87-mRNA-1_1&gene=snap_masked-NODE_4_length_857964_cov_14.0836_ID_1980-processed-gene-7.87&CDS=1-2583
474	OG0000474	YPR124W	augustus_masked-NODE_3_length_1038804_cov_12.7237_ID_1581-processed-gene-1.110-mRNA-1_1&gene=augustus_masked-NODE_3_length_1038804_cov_12.7237_ID_1581-processed-gene-1.110&CDS=1-768, snap_masked-NODE_24_length_56889_cov_66.0018_ID_6734-processed-gene-0.22-mRNA-1_1&gene=snap_masked-NODE_24_length_56889_cov_66.0018_ID_6734-processed-gene-0.22&CDS=1-687
475	OG0000475	YPR169W-A, YPR170W-B	snap_masked-NODE_15_length_260769_cov_14.0345_ID_2968-processed-gene-1.276-mRNA-1_1&gene=snap_masked-NODE_15_length_260769_cov_14.0345_ID_2968-processed-gene-1.276&CDS=1-255
476	OG0000476	YPR194C	genemark-NODE_10_length_307641_cov_16.6427_ID_3803-processed-gene-2.119-mRNA-1_1&gene=genemark-NODE_10_length_307641_cov_16.6427_ID_3803-processed-gene-2.119&CDS=1-2520, genemark-NODE_2_length_1437268_cov_13.7297_ID_2256-processed-gene-12.121-mRNA-1_1&gene=genemark-NODE_2_length_1437268_cov_13.7297_ID_2256-processed-gene-12.121&CDS=1-3069
477	OG0000477	YAL002W	snap_masked-NODE_5_length_819411_cov_14.2285_ID_4253-processed-gene-4.49-mRNA-1_1&gene=snap_masked-NODE_5_length_819411_cov_14.2285_ID_4253-processed-gene-4.49&CDS=1-4023
478	OG0000478	YAL003W	maker-NODE_6_length_797504_cov_13.4927_ID_1893-snap-gene-4.88-mRNA-1_1&gene=maker-NODE_6_length_797504_cov_13.4927_ID_1893-snap-gene-4.88&CDS=1-627
479	OG0000479	YAL009W	snap_masked-NODE_17_length_205252_cov_16.5659_ID_2361-processed-gene-0.62-mRNA-1_1&gene=snap_masked-NODE_17_length_205252_cov_16.5659_ID_2361-processed-gene-0.62&CDS=1-1425
480	OG0000480	YAL010C	augustus_masked-NODE_6_length_797504_cov_13.4927_ID_1893-processed-gene-6.81-mRNA-1_1&gene=augustus_masked-NODE_6_length_797504_cov_13.4927_ID_1893-processed-gene-6.81&CDS=1-3189
481	OG0000481	YAL011W	snap_masked-NODE_6_length_797504_cov_13.4927_ID_1893-processed-gene-6.132-mRNA-1_1&gene=snap_masked-NODE_6_length_797504_cov_13.4927_ID_1893-processed-gene-6.132&CDS=1-2586
482	OG0000482	YAL012W	snap_masked-NODE_17_length_205252_cov_16.5659_ID_2361-processed-gene-0.75-mRNA-1_1&gene=snap_masked-NODE_17_length_205252_cov_16.5659_ID_2361-processed-gene-0.75&CDS=1-1200
483	OG0000483	YAL013W	snap_masked-NODE_17_length_205252_cov_16.5659_ID_2361-processed-gene-0.64-mRNA-1_1&gene=snap_masked-NODE_17_length_205252_cov_16.5659_ID_2361-processed-gene-0.64&CDS=1-1629
484	OG0000484	YAL014C	snap_masked-NODE_5_length_819411_cov_14.2285_ID_4253-processed-gene-1.129-mRNA-1_1&gene=snap_masked-NODE_5_length_819411_cov_14.2285_ID_4253-processed-gene-1.129&CDS=1-789
485	OG0000485	YAL016W	snap_masked-NODE_3_length_1038804_cov_12.7237_ID_1581-processed-gene-9.92-mRNA-1_1&gene=snap_masked-NODE_3_length_1038804_cov_12.7237_ID_1581-processed-gene-9.92&CDS=1-1884
486	OG0000486	YAL019W	snap_masked-NODE_17_length_205252_cov_16.5659_ID_2361-processed-gene-0.58-mRNA-1_1&gene=snap_masked-NODE_17_length_205252_cov_16.5659_ID_2361-processed-gene-0.58&CDS=1-3297
487	OG0000487	YAL020C	snap_masked-NODE_17_length_205252_cov_16.5659_ID_2361-processed-gene-0.77-mRNA-1_1&gene=snap_masked-NODE_17_length_205252_cov_16.5659_ID_2361-processed-gene-0.77&CDS=1-1107
488	OG0000488	YAL021C	snap_masked-NODE_3_length_1038804_cov_12.7237_ID_1581-processed-gene-9.104-mRNA-1_1&gene=snap_masked-NODE_3_length_1038804_cov_12.7237_ID_1581-processed-gene-9.104&CDS=1-3474
489	OG0000489	YAL022C	snap_masked-NODE_3_length_1038804_cov_12.7237_ID_1581-processed-gene-8.99-mRNA-1_1&gene=snap_masked-NODE_3_length_1038804_cov_12.7237_ID_1581-processed-gene-8.99&CDS=1-1401
490	OG0000490	YAL024C	augustus_masked-NODE_13_length_283517_cov_16.4372_ID_2574-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-NODE_13_length_283517_cov_16.4372_ID_2574-processed-gene-0.36&CDS=1-4317
491	OG0000491	YAL025C	snap_masked-NODE_13_length_283517_cov_16.4372_ID_2574-processed-gene-1.202-mRNA-1_1&gene=snap_masked-NODE_13_length_283517_cov_16.4372_ID_2574-processed-gene-1.202&CDS=1-909
492	OG0000492	YAL026C	snap_masked-NODE_13_length_283517_cov_16.4372_ID_2574-processed-gene-1.225-mRNA-1_1&gene=snap_masked-NODE_13_length_283517_cov_16.4372_ID_2574-processed-gene-1.225&CDS=1-3936
493	OG0000493	YAL033W	snap_masked-NODE_1_length_1734690_cov_13.5478_ID_3616-processed-gene-16.89-mRNA-1_1&gene=snap_masked-NODE_1_length_1734690_cov_13.5478_ID_3616-processed-gene-16.89&CDS=1-549
494	OG0000494	YAL034W-A	genemark-NODE_18_length_204943_cov_13.5429_ID_3137-processed-gene-0.20-mRNA-1_1&gene=genemark-NODE_18_length_204943_cov_13.5429_ID_3137-processed-gene-0.20&CDS=1-1191
495	OG0000495	YAL035W	snap_masked-NODE_6_length_797504_cov_13.4927_ID_1893-processed-gene-3.102-mRNA-1_1&gene=snap_masked-NODE_6_length_797504_cov_13.4927_ID_1893-processed-gene-3.102&CDS=1-3030
496	OG0000496	YAL036C	snap_masked-NODE_6_length_797504_cov_13.4927_ID_1893-processed-gene-3.81-mRNA-1_1&gene=snap_masked-NODE_6_length_797504_cov_13.4927_ID_1893-processed-gene-3.81&CDS=1-1104
497	OG0000497	YAL038W	snap_masked-NODE_4_length_857964_cov_14.0836_ID_1980-processed-gene-1.128-mRNA-1_1&gene=snap_masked-NODE_4_length_857964_cov_14.0836_ID_1980-processed-gene-1.128&CDS=1-1512
498	OG0000498	YAL039C	snap_masked-NODE_2_length_1437268_cov_13.7297_ID_2256-processed-gene-4.70-mRNA-1_1&gene=snap_masked-NODE_2_length_1437268_cov_13.7297_ID_2256-processed-gene-4.70&CDS=1-804
499	OG0000499	YAL042W	snap_masked-NODE_2_length_1437268_cov_13.7297_ID_2256-processed-gene-4.86-mRNA-1_1&gene=snap_masked-NODE_2_length_1437268_cov_13.7297_ID_2256-processed-gene-4.86&CDS=1-1206
500	OG0000500	YAL043C	snap_masked-NODE_3_length_1038804_cov_12.7237_ID_1581-processed-gene-0.76-mRNA-1_1&gene=snap_masked-NODE_3_length_1038804_cov_12.7237_ID_1581-processed-gene-0.76&CDS=1-2169
501	OG0000501	YAL044C	snap_masked-NODE_9_length_450746_cov_12.8318_ID_2521-processed-gene-2.60-mRNA-1_1&gene=snap_masked-NODE_9_length_450746_cov_12.8318_ID_2521-processed-gene-2.60&CDS=1-621
502	OG0000502	YAL044W-A	augustus_masked-NODE_9_length_450746_cov_12.8318_ID_2521-processed-gene-2.38-mRNA-1_1&gene=augustus_masked-NODE_9_length_450746_cov_12.8318_ID_2521-processed-gene-2.38&CDS=1-819
503	OG0000503	YAL046C	snap_masked-NODE_3_length_1038804_cov_12.7237_ID_1581-processed-gene-5.74-mRNA-1_1&gene=snap_masked-NODE_3_length_1038804_cov_12.7237_ID_1581-processed-gene-5.74&CDS=1-348
504	OG0000504	YAL048C	snap_masked-NODE_3_length_1038804_cov_12.7237_ID_1581-processed-gene-5.92-mRNA-1_1&gene=snap_masked-NODE_3_length_1038804_cov_12.7237_ID_1581-processed-gene-5.92&CDS=1-2058
