	OrthologID	Saccharomyces_cerevisiae	Sporopachydermia_quercuum
445	OG0000445	YJL177W, YKL180W	-snap-gene-7.47-mRNA-1_1&gene=maker-gi|1002316348|dbj|BCGN01000005.1|-snap-gene-7.47&CDS=1-489
446	OG0000446	YJL218W	-processed-gene-1.1-mRNA-1_1&gene=snap_masked-gi|1002316346|dbj|BCGN01000007.1|-processed-gene-1.1&CDS=1-660, -processed-gene-5.7-mRNA-1_1&gene=augustus_masked-gi|1002316350|dbj|BCGN01000003.1|-processed-gene-5.7&CDS=1-660
447	OG0000447	YJR040W	-processed-gene-6.106-mRNA-1_1&gene=augustus_masked-gi|1002316350|dbj|BCGN01000003.1|-processed-gene-6.106&CDS=1-2661, -snap-gene-9.105-mRNA-1_1&gene=maker-gi|1002316352|dbj|BCGN01000001.1|-snap-gene-9.105&CDS=1-2469
448	OG0000448	YJR054W, YML047C	-processed-gene-2.138-mRNA-1_1&gene=snap_masked-gi|1002316341|dbj|BCGN01000012.1|-processed-gene-2.138&CDS=1-1290
449	OG0000449	YJR091C, YPR042C	-processed-gene-12.22-mRNA-1_1&gene=augustus_masked-gi|1002316345|dbj|BCGN01000008.1|-processed-gene-12.22&CDS=1-2910
450	OG0000450	YJR094W-A, YPR043W	-processed-gene-4.73-mRNA-1_1&gene=genemark-gi|1002316347|dbj|BCGN01000006.1|-processed-gene-4.73&CDS=1-369
451	OG0000451	YJR107W	-processed-gene-15.7-mRNA-1_1&gene=genemark-gi|1002316350|dbj|BCGN01000003.1|-processed-gene-15.7&CDS=1-933, -processed-gene-5.34-mRNA-1_1&gene=snap_masked-gi|1002316348|dbj|BCGN01000005.1|-processed-gene-5.34&CDS=1-1101
452	OG0000452	YJR115W	-processed-gene-17.4-mRNA-1_1&gene=augustus_masked-gi|1002316350|dbj|BCGN01000003.1|-processed-gene-17.4&CDS=1-1077, -processed-gene-5.77-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-5.77&CDS=1-630
453	OG0000453	YJR126C	-processed-gene-6.55-mRNA-1_1&gene=snap_masked-gi|1002316345|dbj|BCGN01000008.1|-processed-gene-6.55&CDS=1-2661, -processed-gene-7.55-mRNA-1_1&gene=snap_masked-gi|1002316346|dbj|BCGN01000007.1|-processed-gene-7.55&CDS=1-2295
454	OG0000454	YJR130C, YML082W	-processed-gene-14.47-mRNA-1_1&gene=snap_masked-gi|1002316350|dbj|BCGN01000003.1|-processed-gene-14.47&CDS=1-1731
455	OG0000455	YJR133W	-processed-gene-7.103-mRNA-1_1&gene=snap_masked-gi|1002316349|dbj|BCGN01000004.1|-processed-gene-7.103&CDS=1-615, -snap-gene-2.9-mRNA-1_1&gene=maker-gi|1002316343|dbj|BCGN01000010.1|-snap-gene-2.9&CDS=1-636
456	OG0000456	YKL029C	-processed-gene-12.55-mRNA-1_1&gene=snap_masked-gi|1002316347|dbj|BCGN01000006.1|-processed-gene-12.55&CDS=1-1764, -snap-gene-4.12-mRNA-1_1&gene=maker-gi|1002316352|dbj|BCGN01000001.1|-snap-gene-4.12&CDS=1-1896
457	OG0000457	YKL046C	-processed-gene-3.58-mRNA-1_1&gene=snap_masked-gi|1002316350|dbj|BCGN01000003.1|-processed-gene-3.58&CDS=1-1350, -processed-gene-6.49-mRNA-1_1&gene=snap_masked-gi|1002316348|dbj|BCGN01000005.1|-processed-gene-6.49&CDS=1-1380
458	OG0000458	YKL050C, YMR031C	-processed-gene-6.37-mRNA-1_1&gene=snap_masked-gi|1002316348|dbj|BCGN01000005.1|-processed-gene-6.37&CDS=1-2550
459	OG0000459	YKL055C	-processed-gene-12.71-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-12.71&CDS=1-765, -processed-gene-15.60-mRNA-1_1&gene=snap_masked-gi|1002316350|dbj|BCGN01000003.1|-processed-gene-15.60&CDS=1-870
460	OG0000460	YKL068W, YMR047C	-processed-gene-10.100-mRNA-1_1&gene=snap_masked-gi|1002316345|dbj|BCGN01000008.1|-processed-gene-10.100&CDS=1-3495
461	OG0000461	YKL072W, YMR053C	-processed-gene-9.96-mRNA-1_1&gene=genemark-gi|1002316346|dbj|BCGN01000007.1|-processed-gene-9.96&CDS=1-3213
462	OG0000462	YKL128C	-processed-gene-6.27-mRNA-1_1&gene=snap_masked-gi|1002316350|dbj|BCGN01000003.1|-processed-gene-6.27&CDS=1-1026, -snap-gene-14.46-mRNA-1_1&gene=maker-gi|1002316352|dbj|BCGN01000001.1|-snap-gene-14.46&CDS=1-948
463	OG0000463	YKL133C, YMR115W	-processed-gene-19.69-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-19.69&CDS=1-1542
464	OG0000464	YKL141W, YMR118C	-processed-gene-1.88-mRNA-1_1&gene=snap_masked-gi|1002316343|dbj|BCGN01000010.1|-processed-gene-1.88&CDS=1-528
465	OG0000465	YKL144C	-processed-gene-0.29-mRNA-1_1&gene=genemark-gi|1002316341|dbj|BCGN01000012.1|-processed-gene-0.29&CDS=1-606, -processed-gene-3.63-mRNA-1_1&gene=genemark-gi|1002316342|dbj|BCGN01000011.1|-processed-gene-3.63&CDS=1-606
466	OG0000466	YKL145W	-processed-gene-0.74-mRNA-1_1&gene=snap_masked-gi|1002316341|dbj|BCGN01000012.1|-processed-gene-0.74&CDS=1-1311, -processed-gene-3.44-mRNA-1_1&gene=snap_masked-gi|1002316342|dbj|BCGN01000011.1|-processed-gene-3.44&CDS=1-1311
467	OG0000467	YKL148C	-processed-gene-0.73-mRNA-1_1&gene=snap_masked-gi|1002316341|dbj|BCGN01000012.1|-processed-gene-0.73&CDS=1-1935, -processed-gene-3.43-mRNA-1_1&gene=snap_masked-gi|1002316342|dbj|BCGN01000011.1|-processed-gene-3.43&CDS=1-1935
468	OG0000468	YKR001C	-processed-gene-2.79-mRNA-1_1&gene=snap_masked-gi|1002316345|dbj|BCGN01000008.1|-processed-gene-2.79&CDS=1-2094, -processed-gene-3.74-mRNA-1_1&gene=snap_masked-gi|1002316348|dbj|BCGN01000005.1|-processed-gene-3.74&CDS=1-2091
469	OG0000469	YKR039W	-processed-gene-10.78-mRNA-1_1&gene=snap_masked-gi|1002316345|dbj|BCGN01000008.1|-processed-gene-10.78&CDS=1-1737, -processed-gene-13.88-mRNA-1_1&gene=snap_masked-gi|1002316349|dbj|BCGN01000004.1|-processed-gene-13.88&CDS=1-1995
470	OG0000470	YKR066C	-processed-gene-2.84-mRNA-1_1&gene=snap_masked-gi|1002316351|dbj|BCGN01000002.1|-processed-gene-2.84&CDS=1-1104, -processed-gene-7.18-mRNA-1_1&gene=snap_masked-gi|1002316345|dbj|BCGN01000008.1|-processed-gene-7.18&CDS=1-855
471	OG0000471	YKR076W, YMR251W	-processed-gene-6.56-mRNA-1_1&gene=snap_masked-gi|1002316348|dbj|BCGN01000005.1|-processed-gene-6.56&CDS=1-969
472	OG0000472	YKR089C, YOR081C	-processed-gene-0.48-mRNA-1_1&gene=snap_masked-gi|1002316347|dbj|BCGN01000006.1|-processed-gene-0.48&CDS=1-3207
473	OG0000473	YKR091W, YOR083W	-processed-gene-2.4-mRNA-1_1&gene=augustus_masked-gi|1002316351|dbj|BCGN01000002.1|-processed-gene-2.4&CDS=1-1350
474	OG0000474	YLL012W, YLR020C	-processed-gene-11.63-mRNA-1_1&gene=snap_masked-gi|1002316350|dbj|BCGN01000003.1|-processed-gene-11.63&CDS=1-1338
475	OG0000475	YLL016W, YLR310C	-processed-gene-14.6-mRNA-1_1&gene=genemark-gi|1002316350|dbj|BCGN01000003.1|-processed-gene-14.6&CDS=1-4671
476	OG0000476	YLL029W	-processed-gene-4.36-mRNA-1_1&gene=snap_masked-gi|1002316346|dbj|BCGN01000007.1|-processed-gene-4.36&CDS=1-2181, -snap-gene-7.81-mRNA-1_1&gene=maker-gi|1002316345|dbj|BCGN01000008.1|-snap-gene-7.81&CDS=1-2535
477	OG0000477	YLR014C	-processed-gene-1.80-mRNA-1_1&gene=snap_masked-gi|1002316345|dbj|BCGN01000008.1|-processed-gene-1.80&CDS=1-3834, -snap-gene-15.40-mRNA-1_1&gene=maker-gi|1002316349|dbj|BCGN01000004.1|-snap-gene-15.40&CDS=1-3135
478	OG0000478	YLR027C	-processed-gene-2.50-mRNA-1_1&gene=snap_masked-gi|1002316345|dbj|BCGN01000008.1|-processed-gene-2.50&CDS=1-1296, -processed-gene-9.95-mRNA-1_1&gene=augustus_masked-gi|1002316347|dbj|BCGN01000006.1|-processed-gene-9.95&CDS=1-1221
479	OG0000479	YLR029C, YMR121C	-processed-gene-1.21-mRNA-1_1&gene=snap_masked-gi|1002316350|dbj|BCGN01000003.1|-processed-gene-1.21&CDS=1-660
480	OG0000480	YLR047C	-processed-gene-10.90-mRNA-1_1&gene=augustus_masked-gi|1002316346|dbj|BCGN01000007.1|-processed-gene-10.90&CDS=1-1659, -processed-gene-7.22-mRNA-1_1&gene=augustus_masked-gi|1002316347|dbj|BCGN01000006.1|-processed-gene-7.22&CDS=1-2154
481	OG0000481	YLR109W	-processed-gene-10.33-mRNA-1_1&gene=genemark-gi|1002316349|dbj|BCGN01000004.1|-processed-gene-10.33&CDS=1-501, -processed-gene-3.37-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-3.37&CDS=1-525
482	OG0000482	YLR153C	-processed-gene-0.76-mRNA-1_1&gene=snap_masked-gi|1002316341|dbj|BCGN01000012.1|-processed-gene-0.76&CDS=1-2007, -processed-gene-12.38-mRNA-1_1&gene=snap_masked-gi|1002316347|dbj|BCGN01000006.1|-processed-gene-12.38&CDS=1-1986
483	OG0000483	YLR241W	-processed-gene-23.137-mRNA-1_1&gene=augustus_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-23.137&CDS=1-2829, -processed-gene-4.12-mRNA-1_1&gene=augustus_masked-gi|1002316343|dbj|BCGN01000010.1|-processed-gene-4.12&CDS=1-3027
484	OG0000484	YLR248W	-processed-gene-20.62-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-20.62&CDS=1-2133, -processed-gene-8.71-mRNA-1_1&gene=snap_masked-gi|1002316345|dbj|BCGN01000008.1|-processed-gene-8.71&CDS=1-1731
485	OG0000485	YLR260W, YOR171C	-processed-gene-3.77-mRNA-1_1&gene=snap_masked-gi|1002316343|dbj|BCGN01000010.1|-processed-gene-3.77&CDS=1-1716
486	OG0000486	YLR264W, YOR167C	-augustus-gene-6.61-mRNA-1_1&gene=maker-gi|1002316352|dbj|BCGN01000001.1|-augustus-gene-6.61&CDS=1-375
487	OG0000487	YLR270W, YOR173W	-processed-gene-12.39-mRNA-1_1&gene=snap_masked-gi|1002316351|dbj|BCGN01000002.1|-processed-gene-12.39&CDS=1-1023
488	OG0000488	YLR284C, YOR180C	-processed-gene-6.57-mRNA-1_1&gene=snap_masked-gi|1002316345|dbj|BCGN01000008.1|-processed-gene-6.57&CDS=1-912
489	OG0000489	YLR287C-A, YOR182C	-snap-gene-20.85-mRNA-1_1&gene=maker-gi|1002316351|dbj|BCGN01000002.1|-snap-gene-20.85&CDS=1-561
490	OG0000490	YLR293C, YOR185C	-snap-gene-16.72-mRNA-1_1&gene=maker-gi|1002316349|dbj|BCGN01000004.1|-snap-gene-16.72&CDS=1-654
491	OG0000491	YLR300W, YOR190W	-processed-gene-5.50-mRNA-1_1&gene=snap_masked-gi|1002316348|dbj|BCGN01000005.1|-processed-gene-5.50&CDS=1-1269
492	OG0000492	YLR324W	-processed-gene-11.75-mRNA-1_1&gene=snap_masked-gi|1002316349|dbj|BCGN01000004.1|-processed-gene-11.75&CDS=1-1584, -processed-gene-18.63-mRNA-1_1&gene=snap_masked-gi|1002316351|dbj|BCGN01000002.1|-processed-gene-18.63&CDS=1-1572
493	OG0000493	YLR342W	-processed-gene-21.131-mRNA-1_1&gene=augustus_masked-gi|1002316351|dbj|BCGN01000002.1|-processed-gene-21.131&CDS=1-5700, -processed-gene-8.69-mRNA-1_1&gene=snap_masked-gi|1002316344|dbj|BCGN01000009.1|-processed-gene-8.69&CDS=1-5676
494	OG0000494	YLR403W	-processed-gene-4.90-mRNA-1_1&gene=snap_masked-gi|1002316344|dbj|BCGN01000009.1|-processed-gene-4.90&CDS=1-1419, -snap-gene-21.22-mRNA-1_1&gene=maker-gi|1002316351|dbj|BCGN01000002.1|-snap-gene-21.22&CDS=1-1191
495	OG0000495	YLR433C, YML057W	-processed-gene-6.53-mRNA-1_1&gene=snap_masked-gi|1002316344|dbj|BCGN01000009.1|-processed-gene-6.53&CDS=1-1788
496	OG0000496	YLR449W, YML074C	-processed-gene-5.53-mRNA-1_1&gene=snap_masked-gi|1002316351|dbj|BCGN01000002.1|-processed-gene-5.53&CDS=1-1332
497	OG0000497	YLR450W, YML075C	-processed-gene-23.105-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-23.105&CDS=1-3243
498	OG0000498	YLR456W, YPR172W	-processed-gene-10.14-mRNA-1_1&gene=snap_masked-gi|1002316350|dbj|BCGN01000003.1|-processed-gene-10.14&CDS=1-636
499	OG0000499	YML042W	-processed-gene-20.9-mRNA-1_1&gene=augustus_masked-gi|1002316351|dbj|BCGN01000002.1|-processed-gene-20.9&CDS=1-1848, -processed-gene-3.6-mRNA-1_1&gene=snap_masked-gi|1002316342|dbj|BCGN01000011.1|-processed-gene-3.6&CDS=1-1875
500	OG0000500	YML100W, YMR261C	-processed-gene-4.69-mRNA-1_1&gene=genemark-gi|1002316348|dbj|BCGN01000005.1|-processed-gene-4.69&CDS=1-3888
501	OG0000501	YML106W, YMR271C	-processed-gene-12.35-mRNA-1_1&gene=snap_masked-gi|1002316348|dbj|BCGN01000005.1|-processed-gene-12.35&CDS=1-657
502	OG0000502	YML109W, YMR273C	-processed-gene-17.74-mRNA-1_1&gene=genemark-gi|1002316351|dbj|BCGN01000002.1|-processed-gene-17.74&CDS=1-2691
503	OG0000503	YML123C	-processed-gene-1.10-mRNA-1_1&gene=snap_masked-gi|1002316346|dbj|BCGN01000007.1|-processed-gene-1.10&CDS=1-1713, -processed-gene-2.74-mRNA-1_1&gene=snap_masked-gi|1002316351|dbj|BCGN01000002.1|-processed-gene-2.74&CDS=1-1716
504	OG0000504	YMR119W, YNL008C	-processed-gene-9.64-mRNA-1_1&gene=genemark-gi|1002316347|dbj|BCGN01000006.1|-processed-gene-9.64&CDS=1-1938
505	OG0000505	YMR155W	-snap-gene-8.3-mRNA-1_1&gene=maker-gi|1002316351|dbj|BCGN01000002.1|-snap-gene-8.3&CDS=1-1374, -snap-gene-8.33-mRNA-1_1&gene=maker-gi|1002316345|dbj|BCGN01000008.1|-snap-gene-8.33&CDS=1-1392
506	OG0000506	YMR171C	-processed-gene-2.87-mRNA-1_1&gene=snap_masked-gi|1002316348|dbj|BCGN01000005.1|-processed-gene-2.87&CDS=1-1476, -processed-gene-5.47-mRNA-1_1&gene=snap_masked-gi|1002316347|dbj|BCGN01000006.1|-processed-gene-5.47&CDS=1-2034
507	OG0000507	YMR177W, YPL224C	-processed-gene-21.97-mRNA-1_1&gene=genemark-gi|1002316351|dbj|BCGN01000002.1|-processed-gene-21.97&CDS=1-1569
508	OG0000508	YMR178W	-processed-gene-10.55-mRNA-1_1&gene=snap_masked-gi|1002316349|dbj|BCGN01000004.1|-processed-gene-10.55&CDS=1-936, -snap-gene-21.20-mRNA-1_1&gene=maker-gi|1002316351|dbj|BCGN01000002.1|-snap-gene-21.20&CDS=1-930
509	OG0000509	YMR182C, YPL230W	-processed-gene-3.90-mRNA-1_1&gene=snap_masked-gi|1002316345|dbj|BCGN01000008.1|-processed-gene-3.90&CDS=1-1428
510	OG0000510	YMR183C, YPL232W	-processed-gene-16.35-mRNA-1_1&gene=augustus_masked-gi|1002316351|dbj|BCGN01000002.1|-processed-gene-16.35&CDS=1-864
511	OG0000511	YMR194W, YPL249C-A	-processed-gene-10.61-mRNA-1_1&gene=snap_masked-gi|1002316351|dbj|BCGN01000002.1|-processed-gene-10.61&CDS=1-297
512	OG0000512	YMR216C	-processed-gene-15.43-mRNA-1_1&gene=snap_masked-gi|1002316351|dbj|BCGN01000002.1|-processed-gene-15.43&CDS=1-2046, -processed-gene-3.42-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-3.42&CDS=1-2403
513	OG0000513	YMR221C	-processed-gene-3.59-mRNA-1_1&gene=genemark-gi|1002316348|dbj|BCGN01000005.1|-processed-gene-3.59&CDS=1-1476, -snap-gene-6.119-mRNA-1_1&gene=maker-gi|1002316345|dbj|BCGN01000008.1|-snap-gene-6.119&CDS=1-1779
514	OG0000514	YMR222C, YOR280C	-processed-gene-6.38-mRNA-1_1&gene=snap_masked-gi|1002316345|dbj|BCGN01000008.1|-processed-gene-6.38&CDS=1-756
515	OG0000515	YMR230W, YOR293W	-snap-gene-3.0-mRNA-1_1&gene=maker-gi|1002316345|dbj|BCGN01000008.1|-snap-gene-3.0&CDS=1-309
516	OG0000516	YMR233W, YOR295W	-snap-gene-12.125-mRNA-1_1&gene=maker-gi|1002316345|dbj|BCGN01000008.1|-snap-gene-12.125&CDS=1-882
517	OG0000517	YMR237W, YOR299W	-snap-gene-19.110-mRNA-1_1&gene=maker-gi|1002316351|dbj|BCGN01000002.1|-snap-gene-19.110&CDS=1-2106
518	OG0000518	YMR239C	-processed-gene-11.61-mRNA-1_1&gene=snap_masked-gi|1002316347|dbj|BCGN01000006.1|-processed-gene-11.61&CDS=1-1155, -processed-gene-16.46-mRNA-1_1&gene=snap_masked-gi|1002316351|dbj|BCGN01000002.1|-processed-gene-16.46&CDS=1-1863
519	OG0000519	YMR242C, YOR312C	-processed-gene-9.65-mRNA-1_1&gene=snap_masked-gi|1002316346|dbj|BCGN01000007.1|-processed-gene-9.65&CDS=1-543
520	OG0000520	YMR253C, YPL264C	-processed-gene-10.85-mRNA-1_1&gene=snap_masked-gi|1002316345|dbj|BCGN01000008.1|-processed-gene-10.85&CDS=1-1455
521	OG0000521	YMR266W	-processed-gene-2.73-mRNA-1_1&gene=snap_masked-gi|1002316348|dbj|BCGN01000005.1|-processed-gene-2.73&CDS=1-2982, -snap-gene-2.10-mRNA-1_1&gene=maker-gi|1002316352|dbj|BCGN01000001.1|-snap-gene-2.10&CDS=1-2580
522	OG0000522	YMR297W	-processed-gene-0.85-mRNA-1_1&gene=snap_masked-gi|1002316341|dbj|BCGN01000012.1|-processed-gene-0.85&CDS=1-1608, -processed-gene-5.63-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-5.63&CDS=1-1647
523	OG0000523	YMR305C	-processed-gene-10.38-mRNA-1_1&gene=snap_masked-gi|1002316350|dbj|BCGN01000003.1|-processed-gene-10.38&CDS=1-1269, -processed-gene-4.61-mRNA-1_1&gene=snap_masked-gi|1002316349|dbj|BCGN01000004.1|-processed-gene-4.61&CDS=1-1077
524	OG0000524	YNL016W	-processed-gene-3.57-mRNA-1_1&gene=snap_masked-gi|1002316343|dbj|BCGN01000010.1|-processed-gene-3.57&CDS=1-1359, -processed-gene-5.39-mRNA-1_1&gene=snap_masked-gi|1002316344|dbj|BCGN01000009.1|-processed-gene-5.39&CDS=1-1524
525	OG0000525	YNL020C	-augustus-gene-11.0-mRNA-1_1&gene=maker-gi|1002316345|dbj|BCGN01000008.1|-augustus-gene-11.0&CDS=1-2607, -processed-gene-6.85-mRNA-1_1&gene=augustus_masked-gi|1002316347|dbj|BCGN01000006.1|-processed-gene-6.85&CDS=1-2511
526	OG0000526	YNL026W	-processed-gene-1.45-mRNA-1_1&gene=snap_masked-gi|1002316348|dbj|BCGN01000005.1|-processed-gene-1.45&CDS=1-1509, -processed-gene-13.86-mRNA-1_1&gene=snap_masked-gi|1002316350|dbj|BCGN01000003.1|-processed-gene-13.86&CDS=1-1413
527	OG0000527	YNL027W	-processed-gene-1.32-mRNA-1_1&gene=snap_masked-gi|1002316348|dbj|BCGN01000005.1|-processed-gene-1.32&CDS=1-2253, -processed-gene-10.75-mRNA-1_1&gene=snap_masked-gi|1002316348|dbj|BCGN01000005.1|-processed-gene-10.75&CDS=1-1308
528	OG0000528	YNL042W	-processed-gene-16.71-mRNA-1_1&gene=snap_masked-gi|1002316350|dbj|BCGN01000003.1|-processed-gene-16.71&CDS=1-1218, -processed-gene-23.73-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-23.73&CDS=1-1521
529	OG0000529	YNL045W	-processed-gene-16.55-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-16.55&CDS=1-1944, -processed-gene-8.40-mRNA-1_1&gene=snap_masked-gi|1002316344|dbj|BCGN01000009.1|-processed-gene-8.40&CDS=1-1890
530	OG0000530	YNL066W	-processed-gene-16.72-mRNA-1_1&gene=snap_masked-gi|1002316350|dbj|BCGN01000003.1|-processed-gene-16.72&CDS=1-1377, -processed-gene-23.70-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-23.70&CDS=1-1068
531	OG0000531	YNL087W, YOR086C	-processed-gene-15.61-mRNA-1_1&gene=snap_masked-gi|1002316350|dbj|BCGN01000003.1|-processed-gene-15.61&CDS=1-2181
532	OG0000532	YNL095C, YOR092W	-snap-gene-9.39-mRNA-1_1&gene=maker-gi|1002316350|dbj|BCGN01000003.1|-snap-gene-9.39&CDS=1-2031
533	OG0000533	YNL104C, YOR108W	-processed-gene-11.40-mRNA-1_1&gene=snap_masked-gi|1002316350|dbj|BCGN01000003.1|-processed-gene-11.40&CDS=1-1770
534	OG0000534	YNL108C, YOR110W	-snap-gene-10.0-mRNA-1_1&gene=maker-gi|1002316348|dbj|BCGN01000005.1|-snap-gene-10.0&CDS=1-1287
535	OG0000535	YNL111C	-processed-gene-13.95-mRNA-1_1&gene=snap_masked-gi|1002316349|dbj|BCGN01000004.1|-processed-gene-13.95&CDS=1-432, -snap-gene-6.4-mRNA-1_1&gene=maker-gi|1002316347|dbj|BCGN01000006.1|-snap-gene-6.4&CDS=1-372
536	OG0000536	YNL142W	-processed-gene-2.58-mRNA-1_1&gene=snap_masked-gi|1002316346|dbj|BCGN01000007.1|-processed-gene-2.58&CDS=1-1695, -processed-gene-7.78-mRNA-1_1&gene=snap_masked-gi|1002316347|dbj|BCGN01000006.1|-processed-gene-7.78&CDS=1-1470
537	OG0000537	YNL233W	-processed-gene-10.81-mRNA-1_1&gene=snap_masked-gi|1002316345|dbj|BCGN01000008.1|-processed-gene-10.81&CDS=1-2511, -processed-gene-16.77-mRNA-1_1&gene=snap_masked-gi|1002316351|dbj|BCGN01000002.1|-processed-gene-16.77&CDS=1-1089
538	OG0000538	YNL239W	-processed-gene-18.51-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-18.51&CDS=1-1395, -processed-gene-2.64-mRNA-1_1&gene=snap_masked-gi|1002316345|dbj|BCGN01000008.1|-processed-gene-2.64&CDS=1-1491
539	OG0000539	YNL289W	-processed-gene-14.81-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-14.81&CDS=1-1071, -processed-gene-8.90-mRNA-1_1&gene=snap_masked-gi|1002316346|dbj|BCGN01000007.1|-processed-gene-8.90&CDS=1-1164
540	OG0000540	YNL293W, YOL112W	-processed-gene-7.49-mRNA-1_1&gene=snap_masked-gi|1002316351|dbj|BCGN01000002.1|-processed-gene-7.49&CDS=1-1905
541	OG0000541	YNL299W, YOL115W	-processed-gene-3.112-mRNA-1_1&gene=snap_masked-gi|1002316351|dbj|BCGN01000002.1|-processed-gene-3.112&CDS=1-2325
542	OG0000542	YNL301C, YOL120C	-snap-gene-0.42-mRNA-1_1&gene=maker-gi|1002316345|dbj|BCGN01000008.1|-snap-gene-0.42&CDS=1-954
543	OG0000543	YOL060C	-processed-gene-13.18-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-13.18&CDS=1-1905, -processed-gene-14.62-mRNA-1_1&gene=snap_masked-gi|1002316351|dbj|BCGN01000002.1|-processed-gene-14.62&CDS=1-2244
544	OG0000544	YOL119C, YOR306C	-processed-gene-0.58-mRNA-1_1&gene=snap_masked-gi|1002316350|dbj|BCGN01000003.1|-processed-gene-0.58&CDS=1-1341
545	OG0000545	YOR008C	-processed-gene-1.85-mRNA-1_1&gene=snap_masked-gi|1002316345|dbj|BCGN01000008.1|-processed-gene-1.85&CDS=1-1089, -processed-gene-12.69-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-12.69&CDS=1-1107
546	OG0000546	YOR032C	-processed-gene-18.71-mRNA-1_1&gene=genemark-gi|1002316349|dbj|BCGN01000004.1|-processed-gene-18.71&CDS=1-2685, -processed-gene-8.92-mRNA-1_1&gene=snap_masked-gi|1002316346|dbj|BCGN01000007.1|-processed-gene-8.92&CDS=1-2874
547	OG0000547	YOR059C	-processed-gene-16.68-mRNA-1_1&gene=snap_masked-gi|1002316350|dbj|BCGN01000003.1|-processed-gene-16.68&CDS=1-1269, -snap-gene-1.36-mRNA-1_1&gene=maker-gi|1002316341|dbj|BCGN01000012.1|-snap-gene-1.36&CDS=1-1800
548	OG0000548	YOR085W	-processed-gene-13.122-mRNA-1_1&gene=genemark-gi|1002316348|dbj|BCGN01000005.1|-processed-gene-13.122&CDS=1-1026, -processed-gene-15.26-mRNA-1_1&gene=augustus_masked-gi|1002316349|dbj|BCGN01000004.1|-processed-gene-15.26&CDS=1-1002
549	OG0000549	YOR140W	-processed-gene-18.41-mRNA-1_1&gene=snap_masked-gi|1002316351|dbj|BCGN01000002.1|-processed-gene-18.41&CDS=1-2082, -processed-gene-2.78-mRNA-1_1&gene=snap_masked-gi|1002316342|dbj|BCGN01000011.1|-processed-gene-2.78&CDS=1-2502
550	OG0000550	YOR191W	-processed-gene-1.40-mRNA-1_1&gene=snap_masked-gi|1002316347|dbj|BCGN01000006.1|-processed-gene-1.40&CDS=1-3093, -processed-gene-16.10-mRNA-1_1&gene=genemark-gi|1002316349|dbj|BCGN01000004.1|-processed-gene-16.10&CDS=1-4401
551	OG0000551	YOR222W, YPL134C	-processed-gene-17.95-mRNA-1_1&gene=augustus_masked-gi|1002316349|dbj|BCGN01000004.1|-processed-gene-17.95&CDS=1-894
552	OG0000552	YOR226C, YPL135W	-processed-gene-1.76-mRNA-1_1&gene=snap_masked-gi|1002316342|dbj|BCGN01000011.1|-processed-gene-1.76&CDS=1-507
553	OG0000553	YOR232W	-processed-gene-11.46-mRNA-1_1&gene=snap_masked-gi|1002316351|dbj|BCGN01000002.1|-processed-gene-11.46&CDS=1-750, -processed-gene-7.47-mRNA-1_1&gene=snap_masked-gi|1002316351|dbj|BCGN01000002.1|-processed-gene-7.47&CDS=1-744
554	OG0000554	YOR233W, YPL141C	-processed-gene-5.44-mRNA-1_1&gene=snap_masked-gi|1002316347|dbj|BCGN01000006.1|-processed-gene-5.44&CDS=1-3588
555	OG0000555	YOR234C, YPL143W	-processed-gene-11.68-mRNA-1_1&gene=snap_masked-gi|1002316351|dbj|BCGN01000002.1|-processed-gene-11.68&CDS=1-321
556	OG0000556	YOR237W, YPL145C	-processed-gene-5.56-mRNA-1_1&gene=snap_masked-gi|1002316347|dbj|BCGN01000006.1|-processed-gene-5.56&CDS=1-1410
