	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034635_Nadsonia_fulvescens
1297	OG0001297	YDR510W	maker-flattened_line_18-augustus-gene-2.119-mRNA-1_1&gene=maker-flattened_line_18-augustus-gene-2.119&CDS=1-291
1298	OG0001298	YDR511W	augustus_masked-flattened_line_44-processed-gene-0.231-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.231&CDS=1-2550
1299	OG0001299	YDR512C	augustus_masked-flattened_line_60-processed-gene-0.233-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.233&CDS=1-594
1300	OG0001300	YDR519W	maker-flattened_line_80-augustus-gene-0.113-mRNA-1_1&gene=maker-flattened_line_80-augustus-gene-0.113&CDS=1-450
1301	OG0001301	YDR527W	augustus_masked-flattened_line_4-processed-gene-3.94-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.94&CDS=1-1533
1302	OG0001302	YDR529C	maker-flattened_line_4-augustus-gene-1.88-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-1.88&CDS=1-384
1303	OG0001303	YDR531W	augustus_masked-flattened_line_14-processed-gene-2.149-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.149&CDS=1-1950
1304	OG0001304	YEL002C	augustus_masked-flattened_line_44-processed-gene-0.261-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.261&CDS=1-1371
1305	OG0001305	YEL003W	augustus_masked-flattened_line_44-processed-gene-0.223-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.223&CDS=1-357
1306	OG0001306	YEL009C	augustus_masked-flattened_line_0-processed-gene-4.8-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.8&CDS=1-918
1307	OG0001307	YEL011W	augustus_masked-flattened_line_42-processed-gene-0.208-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.208&CDS=1-2037
1308	OG0001308	YEL012W	snap_masked-flattened_line_8-processed-gene-2.34-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.34&CDS=1-573
1309	OG0001309	YEL013W	augustus_masked-flattened_line_68-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.15&CDS=1-1677
1310	OG0001310	YEL015W	augustus_masked-flattened_line_68-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.14&CDS=1-1884
1311	OG0001311	YEL020C	augustus_masked-flattened_line_72-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.16&CDS=1-1686
1312	OG0001312	YEL020W-A	maker-flattened_line_72-augustus-gene-0.66-mRNA-1_1&gene=maker-flattened_line_72-augustus-gene-0.66&CDS=1-270
1313	OG0001313	YEL021W	augustus_masked-flattened_line_72-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.6&CDS=1-876
1314	OG0001314	YEL024W	maker-flattened_line_128-augustus-gene-0.32-mRNA-1_1&gene=maker-flattened_line_128-augustus-gene-0.32&CDS=1-699
1315	OG0001315	YEL026W	augustus_masked-flattened_line_116-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_116-processed-gene-0.30&CDS=1-381
1316	OG0001316	YEL027W	augustus_masked-flattened_line_116-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_116-processed-gene-0.15&CDS=1-486
1317	OG0001317	YEL029C	augustus_masked-flattened_line_24-processed-gene-1.217-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.217&CDS=1-942
1318	OG0001318	YEL031W	snap_masked-flattened_line_0-processed-gene-8.113-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-8.113&CDS=1-3666
1319	OG0001319	YEL032W	augustus_masked-flattened_line_0-processed-gene-8.12-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.12&CDS=1-2562
1320	OG0001320	YEL037C	augustus_masked-flattened_line_68-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.45&CDS=1-1245
1321	OG0001321	YEL038W	augustus_masked-flattened_line_10-processed-gene-2.17-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.17&CDS=1-738
1322	OG0001322	YEL040W	augustus_masked-flattened_line_0-processed-gene-6.16-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.16&CDS=1-1485
1323	OG0001323	YEL042W	augustus_masked-flattened_line_16-processed-gene-1.80-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.80&CDS=1-1461
1324	OG0001324	YEL043W	maker-flattened_line_60-augustus-gene-0.94-mRNA-1_1&gene=maker-flattened_line_60-augustus-gene-0.94&CDS=1-4593
1325	OG0001325	YEL046C	maker-flattened_line_60-augustus-gene-0.97-mRNA-1_1&gene=maker-flattened_line_60-augustus-gene-0.97&CDS=1-1128
1326	OG0001326	YEL048C	augustus_masked-flattened_line_4-processed-gene-3.89-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.89&CDS=1-504
1327	OG0001327	YEL050C	augustus_masked-flattened_line_76-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.128&CDS=1-1194
1328	OG0001328	YEL051W	maker-flattened_line_78-augustus-gene-0.69-mRNA-1_1&gene=maker-flattened_line_78-augustus-gene-0.69&CDS=1-1047
1329	OG0001329	YEL052W	maker-flattened_line_78-augustus-gene-0.68-mRNA-1_1&gene=maker-flattened_line_78-augustus-gene-0.68&CDS=1-2658
1330	OG0001330	YEL053C	maker-flattened_line_118-augustus-gene-0.28-mRNA-1_1&gene=maker-flattened_line_118-augustus-gene-0.28&CDS=1-2319
1331	OG0001331	YEL055C	augustus_masked-flattened_line_18-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.10&CDS=1-3414
1332	OG0001332	YEL058W	maker-flattened_line_18-augustus-gene-1.116-mRNA-1_1&gene=maker-flattened_line_18-augustus-gene-1.116&CDS=1-1596
1333	OG0001333	YEL062W	augustus_masked-flattened_line_54-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.20&CDS=1-1893
1334	OG0001334	YEL064C	augustus_masked-flattened_line_2-processed-gene-5.15-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-5.15&CDS=1-1560
1335	OG0001335	YEL065W	augustus_masked-flattened_line_112-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-flattened_line_112-processed-gene-0.23&CDS=1-1794
1336	OG0001336	YEL072W	augustus_masked-flattened_line_2-processed-gene-5.43-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-5.43&CDS=1-663
1337	OG0001337	YER002W	augustus_masked-flattened_line_66-processed-gene-0.162-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.162&CDS=1-606
1338	OG0001338	YER003C	augustus_masked-flattened_line_120-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-flattened_line_120-processed-gene-0.28&CDS=1-1308
1339	OG0001339	YER005W	augustus_masked-flattened_line_24-processed-gene-1.185-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.185&CDS=1-4179
1340	OG0001340	YER006W	augustus_masked-flattened_line_102-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_102-processed-gene-0.11&CDS=1-1575
1341	OG0001341	YER007C-A	genemark-flattened_line_100-processed-gene-0.91-mRNA-1_1&gene=genemark-flattened_line_100-processed-gene-0.91&CDS=1-555
1342	OG0001342	YER007W	genemark-flattened_line_100-processed-gene-0.72-mRNA-1_1&gene=genemark-flattened_line_100-processed-gene-0.72&CDS=1-1455
1343	OG0001343	YER008C	augustus_masked-flattened_line_102-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_102-processed-gene-0.10&CDS=1-4665
1344	OG0001344	YER009W	maker-flattened_line_120-augustus-gene-0.86-mRNA-1_1&gene=maker-flattened_line_120-augustus-gene-0.86&CDS=1-381
1345	OG0001345	YER010C	augustus_masked-flattened_line_44-processed-gene-0.212-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.212&CDS=1-702
1346	OG0001346	YER012W	maker-flattened_line_0-augustus-gene-2.50-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-2.50&CDS=1-588
1347	OG0001347	YER013W	augustus_masked-flattened_line_0-processed-gene-2.119-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.119&CDS=1-3519
1348	OG0001348	YER014W	augustus_masked-flattened_line_26-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.27&CDS=1-3030
1349	OG0001349	YER016W	augustus_masked-flattened_line_66-processed-gene-0.194-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.194&CDS=1-1215
1350	OG0001350	YER019W	augustus_masked-flattened_line_22-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.5&CDS=1-1254
1351	OG0001351	YER020W	augustus_masked-flattened_line_28-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.96&CDS=1-1470
1352	OG0001352	YER021W	maker-flattened_line_20-augustus-gene-1.83-mRNA-1_1&gene=maker-flattened_line_20-augustus-gene-1.83&CDS=1-1515
1353	OG0001353	YER022W	augustus_masked-flattened_line_0-processed-gene-5.5-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.5&CDS=1-1782
1354	OG0001354	YER023W	augustus_masked-flattened_line_0-processed-gene-5.22-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.22&CDS=1-876
1355	OG0001355	YER025W	augustus_masked-flattened_line_26-processed-gene-1.214-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.214&CDS=1-1596
1356	OG0001356	YER026C	augustus_masked-flattened_line_0-processed-gene-2.129-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.129&CDS=1-771
1357	OG0001357	YER029C	genemark-flattened_line_2-processed-gene-0.81-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.81&CDS=1-699
1358	OG0001358	YER030W	augustus_masked-flattened_line_2-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.40&CDS=1-534
1359	OG0001359	YER036C	augustus_masked-flattened_line_10-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.69&CDS=1-1788
1360	OG0001360	YER041W	snap_masked-flattened_line_90-processed-gene-0.72-mRNA-1_1&gene=snap_masked-flattened_line_90-processed-gene-0.72&CDS=1-3108
1361	OG0001361	YER043C	augustus_masked-flattened_line_0-processed-gene-8.8-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.8&CDS=1-1350
1362	OG0001362	YER044C	augustus_masked-flattened_line_0-processed-gene-4.29-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.29&CDS=1-426
1363	OG0001363	YER046W	augustus_masked-flattened_line_0-processed-gene-3.138-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.138&CDS=1-1548
1364	OG0001364	YER047C	augustus_masked-flattened_line_38-processed-gene-0.202-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.202&CDS=1-2823
1365	OG0001365	YER048W-A	augustus_masked-flattened_line_38-processed-gene-0.273-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.273&CDS=1-246
1366	OG0001366	YER049W	snap_masked-flattened_line_22-processed-gene-1.289-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-1.289&CDS=1-1830
1367	OG0001367	YER050C	genemark-flattened_line_60-processed-gene-0.28-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.28&CDS=1-486
1368	OG0001368	YER051W	augustus_masked-flattened_line_60-processed-gene-0.213-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.213&CDS=1-1503
1369	OG0001369	YER055C	augustus_masked-flattened_line_142-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-flattened_line_142-processed-gene-0.55&CDS=1-891
1370	OG0001370	YER058W	augustus_masked-flattened_line_142-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-flattened_line_142-processed-gene-0.63&CDS=1-324
1371	OG0001371	YER061C	augustus_masked-flattened_line_16-processed-gene-2.161-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.161&CDS=1-1335
1372	OG0001372	YER069W	augustus_masked-flattened_line_28-processed-gene-1.172-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.172&CDS=1-2649
1373	OG0001373	YER070W	augustus_masked-flattened_line_24-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.94&CDS=1-2643
1374	OG0001374	YER072W	augustus_masked-flattened_line_52-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.32&CDS=1-366
1375	OG0001375	YER074W-A	maker-flattened_line_128-augustus-gene-0.33-mRNA-1_1&gene=maker-flattened_line_128-augustus-gene-0.33&CDS=1-327
1376	OG0001376	YER077C	augustus_masked-flattened_line_6-processed-gene-2.87-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.87&CDS=1-1812
1377	OG0001377	YER078C	augustus_masked-flattened_line_32-processed-gene-1.164-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.164&CDS=1-1497
1378	OG0001378	YER080W	augustus_masked-flattened_line_74-processed-gene-0.167-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.167&CDS=1-1770
1379	OG0001379	YER082C	augustus_masked-flattened_line_14-processed-gene-2.180-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.180&CDS=1-1623
1380	OG0001380	YER086W	augustus_masked-flattened_line_0-processed-gene-3.106-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.106&CDS=1-1725
1381	OG0001381	YER087W	augustus_masked-flattened_line_86-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_86-processed-gene-0.29&CDS=1-1677
1382	OG0001382	YER090W	snap_masked-flattened_line_60-processed-gene-0.121-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.121&CDS=1-1587
1383	OG0001383	YER091C	augustus_masked-flattened_line_24-processed-gene-1.191-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.191&CDS=1-2292
1384	OG0001384	YER093C	augustus_masked-flattened_line_24-processed-gene-0.125-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.125&CDS=1-4044
1385	OG0001385	YER093C-A	augustus_masked-flattened_line_24-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.107&CDS=1-417
1386	OG0001386	YER094C	maker-flattened_line_30-augustus-gene-0.3-mRNA-1_1&gene=maker-flattened_line_30-augustus-gene-0.3&CDS=1-615
1387	OG0001387	YER095W	maker-flattened_line_30-augustus-gene-0.4-mRNA-1_1&gene=maker-flattened_line_30-augustus-gene-0.4&CDS=1-1140
1388	OG0001388	YER100W	maker-flattened_line_6-augustus-gene-0.67-mRNA-1_1&gene=maker-flattened_line_6-augustus-gene-0.67&CDS=1-708
1389	OG0001389	YER107C	augustus_masked-flattened_line_72-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.22&CDS=1-1101
1390	OG0001390	YER109C	augustus_masked-flattened_line_118-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-flattened_line_118-processed-gene-0.93&CDS=1-4629
1391	OG0001391	YER110C	augustus_masked-flattened_line_118-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-flattened_line_118-processed-gene-0.79&CDS=1-3300
1392	OG0001392	YER112W	maker-flattened_line_118-augustus-gene-0.29-mRNA-1_1&gene=maker-flattened_line_118-augustus-gene-0.29&CDS=1-528
1393	OG0001393	YER118C	genemark-flattened_line_2-processed-gene-2.56-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.56&CDS=1-1158
1394	OG0001394	YER122C	augustus_masked-flattened_line_78-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.40&CDS=1-1494
1395	OG0001395	YER125W	snap_masked-flattened_line_6-processed-gene-0.28-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.28&CDS=1-2421
1396	OG0001396	YER126C	augustus_masked-flattened_line_0-processed-gene-6.26-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.26&CDS=1-786
1397	OG0001397	YER127W	augustus_masked-flattened_line_8-processed-gene-3.33-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.33&CDS=1-1095
1398	OG0001398	YER130C	augustus_masked-flattened_line_2-processed-gene-3.97-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.97&CDS=1-1833
1399	OG0001399	YER134C	augustus_masked-flattened_line_106-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_106-processed-gene-0.22&CDS=1-780
1400	OG0001400	YER136W	maker-flattened_line_14-snap-gene-2.211-mRNA-1_1&gene=maker-flattened_line_14-snap-gene-2.211&CDS=1-1332
1401	OG0001401	YER139C	augustus_masked-flattened_line_14-processed-gene-2.185-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.185&CDS=1-816
1402	OG0001402	YER140W	augustus_masked-flattened_line_14-processed-gene-2.163-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.163&CDS=1-2544
1403	OG0001403	YER141W	augustus_masked-flattened_line_4-processed-gene-0.125-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.125&CDS=1-1647
1404	OG0001404	YER142C	augustus_masked-flattened_line_56-processed-gene-0.167-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.167&CDS=1-1086
1405	OG0001405	YER143W	augustus_masked-flattened_line_56-processed-gene-0.205-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.205&CDS=1-1293
1406	OG0001406	YER146W	maker-flattened_line_56-augustus-gene-0.10-mRNA-1_1&gene=maker-flattened_line_56-augustus-gene-0.10&CDS=1-282
1407	OG0001407	YER148W	augustus_masked-flattened_line_90-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-flattened_line_90-processed-gene-0.130&CDS=1-444
1408	OG0001408	YER151C	augustus_masked-flattened_line_2-processed-gene-5.7-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-5.7&CDS=1-3045
1409	OG0001409	YER152C	augustus_masked-flattened_line_32-processed-gene-1.178-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.178&CDS=1-1362
1410	OG0001410	YER154W	augustus_masked-flattened_line_2-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.54&CDS=1-1341
1411	OG0001411	YER155C	maker-flattened_line_2-snap-gene-0.31-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-0.31&CDS=1-6258
1412	OG0001412	YER156C	augustus_masked-flattened_line_98-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-flattened_line_98-processed-gene-0.68&CDS=1-996
1413	OG0001413	YER157W	augustus_masked-flattened_line_24-processed-gene-1.193-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.193&CDS=1-2490
1414	OG0001414	YER159C	augustus_masked-flattened_line_80-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_80-processed-gene-0.2&CDS=1-339
1415	OG0001415	YER162C	snap_masked-flattened_line_140-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_140-processed-gene-0.8&CDS=1-3411
1416	OG0001416	YER163C	augustus_masked-flattened_line_56-processed-gene-0.158-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.158&CDS=1-747
1417	OG0001417	YER164W	augustus_masked-flattened_line_46-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.41&CDS=1-4854
1418	OG0001418	YER165W	augustus_masked-flattened_line_46-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.40&CDS=1-1968
1419	OG0001419	YER169W	augustus_masked-flattened_line_42-processed-gene-0.172-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.172&CDS=1-2832
1420	OG0001420	YER170W	maker-flattened_line_62-augustus-gene-0.79-mRNA-1_1&gene=maker-flattened_line_62-augustus-gene-0.79&CDS=1-705
1421	OG0001421	YER171W	augustus_masked-flattened_line_62-processed-gene-0.206-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.206&CDS=1-2400
1422	OG0001422	YER172C	augustus_masked-flattened_line_22-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.41&CDS=1-6432
1423	OG0001423	YER173W	augustus_masked-flattened_line_62-processed-gene-0.209-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.209&CDS=1-2004
1424	OG0001424	YER175C	augustus_masked-flattened_line_138-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_138-processed-gene-0.1&CDS=1-879
1425	OG0001425	YER178W	maker-flattened_line_64-augustus-gene-0.159-mRNA-1_1&gene=maker-flattened_line_64-augustus-gene-0.159&CDS=1-1176
1426	OG0001426	YER179W	maker-flattened_line_130-augustus-gene-0.63-mRNA-1_1&gene=maker-flattened_line_130-augustus-gene-0.63&CDS=1-990
1427	OG0001427	YER182W	augustus_masked-flattened_line_100-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-flattened_line_100-processed-gene-0.28&CDS=1-1011
1428	OG0001428	YER183C	augustus_masked-flattened_line_12-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.97&CDS=1-834
1429	OG0001429	YFL002C	maker-flattened_line_8-augustus-gene-2.96-mRNA-1_1&gene=maker-flattened_line_8-augustus-gene-2.96&CDS=1-1821
1430	OG0001430	YFL007W	augustus_masked-flattened_line_10-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.80&CDS=1-6168
1431	OG0001431	YFL008W	maker-flattened_line_0-augustus-gene-8.96-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-8.96&CDS=1-3783
1432	OG0001432	YFL010C	augustus_masked-flattened_line_0-processed-gene-8.37-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.37&CDS=1-486
1433	OG0001433	YFL013C	augustus_masked-flattened_line_54-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.41&CDS=1-3039
1434	OG0001434	YFL017W-A	maker-flattened_line_54-augustus-gene-0.141-mRNA-1_1&gene=maker-flattened_line_54-augustus-gene-0.141&CDS=1-228
1435	OG0001435	YFL018C	maker-flattened_line_10-augustus-gene-1.1-mRNA-1_1&gene=maker-flattened_line_10-augustus-gene-1.1&CDS=1-1506
1436	OG0001436	YFL021W	snap_masked-flattened_line_12-processed-gene-1.128-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.128&CDS=1-3015
1437	OG0001437	YFL022C	augustus_masked-flattened_line_92-processed-gene-0.174-mRNA-1_1&gene=augustus_masked-flattened_line_92-processed-gene-0.174&CDS=1-1488
1438	OG0001438	YFL024C	augustus_masked-flattened_line_10-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.75&CDS=1-4230
1439	OG0001439	YFL026W	augustus_masked-flattened_line_110-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-flattened_line_110-processed-gene-0.119&CDS=1-1557
1440	OG0001440	YFL027C	maker-flattened_line_26-augustus-gene-1.128-mRNA-1_1&gene=maker-flattened_line_26-augustus-gene-1.128&CDS=1-1869
1441	OG0001441	YFL028C	snap_masked-flattened_line_28-processed-gene-0.31-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.31&CDS=1-759
1442	OG0001442	YFL029C	augustus_masked-flattened_line_28-processed-gene-1.191-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.191&CDS=1-1074
1443	OG0001443	YFL030W	snap_masked-flattened_line_14-processed-gene-0.128-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.128&CDS=1-1176
1444	OG0001444	YFL033C	augustus_masked-flattened_line_8-processed-gene-1.110-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.110&CDS=1-7542
1445	OG0001445	YFL034C-B	snap_masked-flattened_line_18-processed-gene-0.110-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-0.110&CDS=1-981
1446	OG0001446	YFL036W	augustus_masked-flattened_line_18-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.6&CDS=1-4029
1447	OG0001447	YFL039C	augustus_masked-flattened_line_40-processed-gene-0.223-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.223&CDS=1-1125
1448	OG0001448	YFL044C	augustus_masked-flattened_line_30-processed-gene-1.173-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.173&CDS=1-1089
1449	OG0001449	YFL045C	augustus_masked-flattened_line_30-processed-gene-1.171-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.171&CDS=1-759
1450	OG0001450	YFL046W	augustus_masked-flattened_line_74-processed-gene-0.171-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.171&CDS=1-627
1451	OG0001451	YFL053W	augustus_masked-flattened_line_40-processed-gene-0.177-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.177&CDS=1-1779
1452	OG0001452	YFL054C	augustus_masked-flattened_line_0-processed-gene-3.144-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.144&CDS=1-969
1453	OG0001453	YFL055W	augustus_masked-flattened_line_78-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.0&CDS=1-1638
1454	OG0001454	YFR001W	augustus_masked-flattened_line_68-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.29&CDS=1-567
1455	OG0001455	YFR002W	augustus_masked-flattened_line_0-processed-gene-3.134-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.134&CDS=1-2805
1456	OG0001456	YFR005C	augustus_masked-flattened_line_8-processed-gene-2.127-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.127&CDS=1-1563
1457	OG0001457	YFR006W	augustus_masked-flattened_line_8-processed-gene-2.139-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.139&CDS=1-1389
1458	OG0001458	YFR007W	augustus_masked-flattened_line_0-processed-gene-6.12-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.12&CDS=1-1377
1459	OG0001459	YFR009W	augustus_masked-flattened_line_156-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_156-processed-gene-0.6&CDS=1-2310
1460	OG0001460	YFR010W	augustus_masked-flattened_line_2-processed-gene-5.58-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-5.58&CDS=1-1452
1461	OG0001461	YFR015C	augustus_masked-flattened_line_8-processed-gene-2.137-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.137&CDS=1-2211
1462	OG0001462	YFR018C	augustus_masked-flattened_line_106-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-flattened_line_106-processed-gene-0.37&CDS=1-1149
