	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035274_Wickerhamomyces_alni
606	OG0000606	YBR023C	genemark-NODE_65_length_36854_cov_12.6514_ID_8013-processed-gene-0.28-mRNA-1_1&gene=genemark-NODE_65_length_36854_cov_12.6514_ID_8013-processed-gene-0.28&CDS=1-3519
607	OG0000607	YBR026C	augustus_masked-NODE_7_length_364968_cov_11.2443_ID_4962-processed-gene-2.91-mRNA-1_1&gene=augustus_masked-NODE_7_length_364968_cov_11.2443_ID_4962-processed-gene-2.91&CDS=1-1122
608	OG0000608	YBR028C	genemark-NODE_4_length_618645_cov_11.4762_ID_4643-processed-gene-2.84-mRNA-1_1&gene=genemark-NODE_4_length_618645_cov_11.4762_ID_4643-processed-gene-2.84&CDS=1-1281
609	OG0000609	YBR029C	maker-NODE_2_length_785837_cov_11.428_ID_4746-augustus-gene-5.0-mRNA-1_1&gene=maker-NODE_2_length_785837_cov_11.428_ID_4746-augustus-gene-5.0&CDS=1-2226
610	OG0000610	YBR030W	genemark-NODE_19_length_176701_cov_11.6693_ID_5405-processed-gene-0.69-mRNA-1_1&gene=genemark-NODE_19_length_176701_cov_11.6693_ID_5405-processed-gene-0.69&CDS=1-1842
611	OG0000611	YBR034C	genemark-NODE_19_length_176701_cov_11.6693_ID_5405-processed-gene-0.22-mRNA-1_1&gene=genemark-NODE_19_length_176701_cov_11.6693_ID_5405-processed-gene-0.22&CDS=1-1026
612	OG0000612	YBR035C	genemark-NODE_16_length_205259_cov_12.8162_ID_5189-processed-gene-1.79-mRNA-1_1&gene=genemark-NODE_16_length_205259_cov_12.8162_ID_5189-processed-gene-1.79&CDS=1-663
613	OG0000613	YBR037C	genemark-NODE_3_length_702318_cov_12.2707_ID_4671-processed-gene-2.75-mRNA-1_1&gene=genemark-NODE_3_length_702318_cov_12.2707_ID_4671-processed-gene-2.75&CDS=1-900
614	OG0000614	YBR039W	genemark-NODE_3_length_702318_cov_12.2707_ID_4671-processed-gene-3.35-mRNA-1_1&gene=genemark-NODE_3_length_702318_cov_12.2707_ID_4671-processed-gene-3.35&CDS=1-873
615	OG0000615	YBR040W	augustus_masked-NODE_3_length_702318_cov_12.2707_ID_4671-processed-gene-3.109-mRNA-1_1&gene=augustus_masked-NODE_3_length_702318_cov_12.2707_ID_4671-processed-gene-3.109&CDS=1-780
616	OG0000616	YBR041W	genemark-NODE_3_length_702318_cov_12.2707_ID_4671-processed-gene-3.13-mRNA-1_1&gene=genemark-NODE_3_length_702318_cov_12.2707_ID_4671-processed-gene-3.13&CDS=1-1929
617	OG0000617	YBR042C	genemark-NODE_3_length_702318_cov_12.2707_ID_4671-processed-gene-3.32-mRNA-1_1&gene=genemark-NODE_3_length_702318_cov_12.2707_ID_4671-processed-gene-3.32&CDS=1-1197
618	OG0000618	YBR043C	genemark-NODE_3_length_702318_cov_12.2707_ID_4671-processed-gene-3.14-mRNA-1_1&gene=genemark-NODE_3_length_702318_cov_12.2707_ID_4671-processed-gene-3.14&CDS=1-1905
619	OG0000619	YBR046C	genemark-NODE_66_length_36655_cov_12.0797_ID_8089-processed-gene-0.31-mRNA-1_1&gene=genemark-NODE_66_length_36655_cov_12.0797_ID_8089-processed-gene-0.31&CDS=1-1014
620	OG0000620	YBR047W	genemark-NODE_3_length_702318_cov_12.2707_ID_4671-processed-gene-1.130-mRNA-1_1&gene=genemark-NODE_3_length_702318_cov_12.2707_ID_4671-processed-gene-1.130&CDS=1-501
621	OG0000621	YBR053C	genemark-NODE_17_length_184246_cov_13.1104_ID_6460-processed-gene-0.97-mRNA-1_1&gene=genemark-NODE_17_length_184246_cov_13.1104_ID_6460-processed-gene-0.97&CDS=1-969
622	OG0000622	YBR055C	genemark-NODE_1_length_1016687_cov_11.3563_ID_17831-processed-gene-4.135-mRNA-1_1&gene=genemark-NODE_1_length_1016687_cov_11.3563_ID_17831-processed-gene-4.135&CDS=1-2643
623	OG0000623	YBR056W	genemark-NODE_32_length_117012_cov_14.2211_ID_18420-processed-gene-0.117-mRNA-1_1&gene=genemark-NODE_32_length_117012_cov_14.2211_ID_18420-processed-gene-0.117&CDS=1-1497
624	OG0000624	YBR057C	genemark-NODE_15_length_209627_cov_11.6964_ID_18026-processed-gene-1.171-mRNA-1_1&gene=genemark-NODE_15_length_209627_cov_11.6964_ID_18026-processed-gene-1.171&CDS=1-708
625	OG0000625	YBR058C	genemark-NODE_15_length_209627_cov_11.6964_ID_18026-processed-gene-1.142-mRNA-1_1&gene=genemark-NODE_15_length_209627_cov_11.6964_ID_18026-processed-gene-1.142&CDS=1-2205
626	OG0000626	YBR058C-A	genemark-NODE_27_length_140818_cov_11.2745_ID_5826-processed-gene-0.71-mRNA-1_1&gene=genemark-NODE_27_length_140818_cov_11.2745_ID_5826-processed-gene-0.71&CDS=1-327
627	OG0000627	YBR060C	maker-NODE_27_length_140818_cov_11.2745_ID_5826-snap-gene-0.192-mRNA-1_1&gene=maker-NODE_27_length_140818_cov_11.2745_ID_5826-snap-gene-0.192&CDS=1-2469
628	OG0000628	YBR061C	genemark-NODE_4_length_618645_cov_11.4762_ID_4643-processed-gene-5.90-mRNA-1_1&gene=genemark-NODE_4_length_618645_cov_11.4762_ID_4643-processed-gene-5.90&CDS=1-915
629	OG0000629	YBR062C	genemark-NODE_4_length_618645_cov_11.4762_ID_4643-processed-gene-5.89-mRNA-1_1&gene=genemark-NODE_4_length_618645_cov_11.4762_ID_4643-processed-gene-5.89&CDS=1-573
630	OG0000630	YBR065C	genemark-NODE_4_length_618645_cov_11.4762_ID_4643-processed-gene-5.88-mRNA-1_1&gene=genemark-NODE_4_length_618645_cov_11.4762_ID_4643-processed-gene-5.88&CDS=1-1071
631	OG0000631	YBR067C	genemark-NODE_43_length_84042_cov_11.9828_ID_7817-processed-gene-0.44-mRNA-1_1&gene=genemark-NODE_43_length_84042_cov_11.9828_ID_7817-processed-gene-0.44&CDS=1-573
632	OG0000632	YBR070C	genemark-NODE_1_length_1016687_cov_11.3563_ID_17831-processed-gene-6.84-mRNA-1_1&gene=genemark-NODE_1_length_1016687_cov_11.3563_ID_17831-processed-gene-6.84&CDS=1-669
633	OG0000633	YBR072W	genemark-NODE_50_length_67577_cov_10.972_ID_19802-processed-gene-0.5-mRNA-1_1&gene=genemark-NODE_50_length_67577_cov_10.972_ID_19802-processed-gene-0.5&CDS=1-651
634	OG0000634	YBR073W	augustus_masked-NODE_5_length_396261_cov_11.9408_ID_5026-processed-gene-1.137-mRNA-1_1&gene=augustus_masked-NODE_5_length_396261_cov_11.9408_ID_5026-processed-gene-1.137&CDS=1-2679
635	OG0000635	YBR074W	genemark-NODE_14_length_216528_cov_11.0368_ID_5637-processed-gene-1.88-mRNA-1_1&gene=genemark-NODE_14_length_216528_cov_11.0368_ID_5637-processed-gene-1.88&CDS=1-2979
636	OG0000636	YBR076W	genemark-NODE_4_length_618645_cov_11.4762_ID_4643-processed-gene-5.86-mRNA-1_1&gene=genemark-NODE_4_length_618645_cov_11.4762_ID_4643-processed-gene-5.86&CDS=1-1293
637	OG0000637	YBR079C	maker-NODE_3_length_702318_cov_12.2707_ID_4671-snap-gene-3.142-mRNA-1_1&gene=maker-NODE_3_length_702318_cov_12.2707_ID_4671-snap-gene-3.142&CDS=1-3255
638	OG0000638	YBR080C	maker-NODE_3_length_702318_cov_12.2707_ID_4671-augustus-gene-2.101-mRNA-1_1&gene=maker-NODE_3_length_702318_cov_12.2707_ID_4671-augustus-gene-2.101&CDS=1-2802
639	OG0000639	YBR081C	genemark-NODE_3_length_702318_cov_12.2707_ID_4671-processed-gene-5.13-mRNA-1_1&gene=genemark-NODE_3_length_702318_cov_12.2707_ID_4671-processed-gene-5.13&CDS=1-3405
640	OG0000640	YBR083W	genemark-NODE_3_length_702318_cov_12.2707_ID_4671-processed-gene-2.90-mRNA-1_1&gene=genemark-NODE_3_length_702318_cov_12.2707_ID_4671-processed-gene-2.90&CDS=1-2262
641	OG0000641	YBR085C-A	augustus_masked-NODE_24_length_154977_cov_11.286_ID_5711-processed-gene-0.177-mRNA-1_1&gene=augustus_masked-NODE_24_length_154977_cov_11.286_ID_5711-processed-gene-0.177&CDS=1-252
642	OG0000642	YBR086C	genemark-NODE_10_length_274997_cov_10.7885_ID_5235-processed-gene-0.51-mRNA-1_1&gene=genemark-NODE_10_length_274997_cov_10.7885_ID_5235-processed-gene-0.51&CDS=1-4248
643	OG0000643	YBR087W	genemark-NODE_12_length_247088_cov_12.6365_ID_9252-processed-gene-1.61-mRNA-1_1&gene=genemark-NODE_12_length_247088_cov_12.6365_ID_9252-processed-gene-1.61&CDS=1-1071
644	OG0000644	YBR088C	genemark-NODE_12_length_247088_cov_12.6365_ID_9252-processed-gene-1.31-mRNA-1_1&gene=genemark-NODE_12_length_247088_cov_12.6365_ID_9252-processed-gene-1.31&CDS=1-774
645	OG0000645	YBR091C	maker-NODE_12_length_247088_cov_12.6365_ID_9252-augustus-gene-1.282-mRNA-1_1&gene=maker-NODE_12_length_247088_cov_12.6365_ID_9252-augustus-gene-1.282&CDS=1-240
646	OG0000646	YBR094W	genemark-NODE_12_length_247088_cov_12.6365_ID_9252-processed-gene-1.30-mRNA-1_1&gene=genemark-NODE_12_length_247088_cov_12.6365_ID_9252-processed-gene-1.30&CDS=1-2139
647	OG0000647	YBR095C	genemark-NODE_12_length_247088_cov_12.6365_ID_9252-processed-gene-1.68-mRNA-1_1&gene=genemark-NODE_12_length_247088_cov_12.6365_ID_9252-processed-gene-1.68&CDS=1-1047
648	OG0000648	YBR096W	genemark-NODE_23_length_158662_cov_14.2458_ID_5533-processed-gene-0.44-mRNA-1_1&gene=genemark-NODE_23_length_158662_cov_14.2458_ID_5533-processed-gene-0.44&CDS=1-642
649	OG0000649	YBR097W	augustus_masked-NODE_1_length_1016687_cov_11.3563_ID_17831-processed-gene-9.143-mRNA-1_1&gene=augustus_masked-NODE_1_length_1016687_cov_11.3563_ID_17831-processed-gene-9.143&CDS=1-4347
650	OG0000650	YBR101C	genemark-NODE_12_length_247088_cov_12.6365_ID_9252-processed-gene-1.29-mRNA-1_1&gene=genemark-NODE_12_length_247088_cov_12.6365_ID_9252-processed-gene-1.29&CDS=1-798
651	OG0000651	YBR102C	genemark-NODE_12_length_247088_cov_12.6365_ID_9252-processed-gene-1.28-mRNA-1_1&gene=genemark-NODE_12_length_247088_cov_12.6365_ID_9252-processed-gene-1.28&CDS=1-2178
652	OG0000652	YBR103W	genemark-NODE_12_length_247088_cov_12.6365_ID_9252-processed-gene-1.65-mRNA-1_1&gene=genemark-NODE_12_length_247088_cov_12.6365_ID_9252-processed-gene-1.65&CDS=1-1638
653	OG0000653	YBR105C	genemark-NODE_2_length_785837_cov_11.428_ID_4746-processed-gene-5.11-mRNA-1_1&gene=genemark-NODE_2_length_785837_cov_11.428_ID_4746-processed-gene-5.11&CDS=1-972
654	OG0000654	YBR106W	genemark-NODE_45_length_75470_cov_12.1368_ID_6889-processed-gene-0.90-mRNA-1_1&gene=genemark-NODE_45_length_75470_cov_12.1368_ID_6889-processed-gene-0.90&CDS=1-573
655	OG0000655	YBR109C	genemark-NODE_33_length_116069_cov_10.4712_ID_6197-processed-gene-0.109-mRNA-1_1&gene=genemark-NODE_33_length_116069_cov_10.4712_ID_6197-processed-gene-0.109&CDS=1-444
656	OG0000656	YBR110W	genemark-NODE_33_length_116069_cov_10.4712_ID_6197-processed-gene-0.78-mRNA-1_1&gene=genemark-NODE_33_length_116069_cov_10.4712_ID_6197-processed-gene-0.78&CDS=1-1335
657	OG0000657	YBR111C	maker-NODE_33_length_116069_cov_10.4712_ID_6197-snap-gene-0.189-mRNA-1_1&gene=maker-NODE_33_length_116069_cov_10.4712_ID_6197-snap-gene-0.189&CDS=1-2760
658	OG0000658	YBR111W-A	augustus_masked-NODE_33_length_116069_cov_10.4712_ID_6197-processed-gene-0.185-mRNA-1_1&gene=augustus_masked-NODE_33_length_116069_cov_10.4712_ID_6197-processed-gene-0.185&CDS=1-285
659	OG0000659	YBR114W	genemark-NODE_27_length_140818_cov_11.2745_ID_5826-processed-gene-0.115-mRNA-1_1&gene=genemark-NODE_27_length_140818_cov_11.2745_ID_5826-processed-gene-0.115&CDS=1-2547
660	OG0000660	YBR115C	genemark-NODE_27_length_140818_cov_11.2745_ID_5826-processed-gene-0.82-mRNA-1_1&gene=genemark-NODE_27_length_140818_cov_11.2745_ID_5826-processed-gene-0.82&CDS=1-4164
661	OG0000661	YBR120C	genemark-NODE_39_length_96090_cov_11.7198_ID_6412-processed-gene-0.105-mRNA-1_1&gene=genemark-NODE_39_length_96090_cov_11.7198_ID_6412-processed-gene-0.105&CDS=1-426
662	OG0000662	YBR121C	augustus_masked-NODE_39_length_96090_cov_11.7198_ID_6412-processed-gene-0.158-mRNA-1_1&gene=augustus_masked-NODE_39_length_96090_cov_11.7198_ID_6412-processed-gene-0.158&CDS=1-2406
663	OG0000663	YBR122C	genemark-NODE_39_length_96090_cov_11.7198_ID_6412-processed-gene-0.108-mRNA-1_1&gene=genemark-NODE_39_length_96090_cov_11.7198_ID_6412-processed-gene-0.108&CDS=1-513
664	OG0000664	YBR123C	genemark-NODE_39_length_96090_cov_11.7198_ID_6412-processed-gene-0.109-mRNA-1_1&gene=genemark-NODE_39_length_96090_cov_11.7198_ID_6412-processed-gene-0.109&CDS=1-1527
665	OG0000665	YBR126C	genemark-NODE_39_length_96090_cov_11.7198_ID_6412-processed-gene-0.81-mRNA-1_1&gene=genemark-NODE_39_length_96090_cov_11.7198_ID_6412-processed-gene-0.81&CDS=1-1416
666	OG0000666	YBR127C	genemark-NODE_52_length_59605_cov_11.7949_ID_7220-processed-gene-0.62-mRNA-1_1&gene=genemark-NODE_52_length_59605_cov_11.7949_ID_7220-processed-gene-0.62&CDS=1-1527
667	OG0000667	YBR131W	augustus_masked-NODE_8_length_333546_cov_11.6749_ID_5273-processed-gene-2.191-mRNA-1_1&gene=augustus_masked-NODE_8_length_333546_cov_11.6749_ID_5273-processed-gene-2.191&CDS=1-1626
668	OG0000668	YBR133C	genemark-NODE_8_length_333546_cov_11.6749_ID_5273-processed-gene-2.116-mRNA-1_1&gene=genemark-NODE_8_length_333546_cov_11.6749_ID_5273-processed-gene-2.116&CDS=1-1950
669	OG0000669	YBR136W	augustus_masked-NODE_8_length_333546_cov_11.6749_ID_5273-processed-gene-2.159-mRNA-1_1&gene=augustus_masked-NODE_8_length_333546_cov_11.6749_ID_5273-processed-gene-2.159&CDS=1-7092
670	OG0000670	YBR137W	genemark-NODE_11_length_264536_cov_11.317_ID_9389-processed-gene-1.166-mRNA-1_1&gene=genemark-NODE_11_length_264536_cov_11.317_ID_9389-processed-gene-1.166&CDS=1-465
671	OG0000671	YBR138C	genemark-NODE_13_length_217331_cov_11.2721_ID_5089-processed-gene-0.96-mRNA-1_1&gene=genemark-NODE_13_length_217331_cov_11.2721_ID_5089-processed-gene-0.96&CDS=1-1275
672	OG0000672	YBR141C	genemark-NODE_40_length_95558_cov_12.1275_ID_16063-processed-gene-0.58-mRNA-1_1&gene=genemark-NODE_40_length_95558_cov_12.1275_ID_16063-processed-gene-0.58&CDS=1-930
673	OG0000673	YBR142W	genemark-NODE_40_length_95558_cov_12.1275_ID_16063-processed-gene-0.88-mRNA-1_1&gene=genemark-NODE_40_length_95558_cov_12.1275_ID_16063-processed-gene-0.88&CDS=1-2265
674	OG0000674	YBR143C	genemark-NODE_40_length_95558_cov_12.1275_ID_16063-processed-gene-0.56-mRNA-1_1&gene=genemark-NODE_40_length_95558_cov_12.1275_ID_16063-processed-gene-0.56&CDS=1-1302
675	OG0000675	YBR146W	genemark-NODE_14_length_216528_cov_11.0368_ID_5637-processed-gene-1.70-mRNA-1_1&gene=genemark-NODE_14_length_216528_cov_11.0368_ID_5637-processed-gene-1.70&CDS=1-786
676	OG0000676	YBR149W	genemark-NODE_14_length_216528_cov_11.0368_ID_5637-processed-gene-0.78-mRNA-1_1&gene=genemark-NODE_14_length_216528_cov_11.0368_ID_5637-processed-gene-0.78&CDS=1-954
677	OG0000677	YBR151W	genemark-NODE_6_length_379886_cov_11.4463_ID_6363-processed-gene-2.83-mRNA-1_1&gene=genemark-NODE_6_length_379886_cov_11.4463_ID_6363-processed-gene-2.83&CDS=1-885
678	OG0000678	YBR153W	genemark-NODE_14_length_216528_cov_11.0368_ID_5637-processed-gene-0.95-mRNA-1_1&gene=genemark-NODE_14_length_216528_cov_11.0368_ID_5637-processed-gene-0.95&CDS=1-777
679	OG0000679	YBR154C	genemark-NODE_14_length_216528_cov_11.0368_ID_5637-processed-gene-1.73-mRNA-1_1&gene=genemark-NODE_14_length_216528_cov_11.0368_ID_5637-processed-gene-1.73&CDS=1-648
680	OG0000680	YBR155W	genemark-NODE_10_length_274997_cov_10.7885_ID_5235-processed-gene-1.128-mRNA-1_1&gene=genemark-NODE_10_length_274997_cov_10.7885_ID_5235-processed-gene-1.128&CDS=1-1143
681	OG0000681	YBR158W	genemark-NODE_13_length_217331_cov_11.2721_ID_5089-processed-gene-0.94-mRNA-1_1&gene=genemark-NODE_13_length_217331_cov_11.2721_ID_5089-processed-gene-0.94&CDS=1-1614
682	OG0000682	YBR160W	maker-NODE_2_length_785837_cov_11.428_ID_4746-snap-gene-3.174-mRNA-1_1&gene=maker-NODE_2_length_785837_cov_11.428_ID_4746-snap-gene-3.174&CDS=1-1983
683	OG0000683	YBR162C	genemark-NODE_48_length_69957_cov_11.0484_ID_7666-processed-gene-0.115-mRNA-1_1&gene=genemark-NODE_48_length_69957_cov_11.0484_ID_7666-processed-gene-0.115&CDS=1-1398
684	OG0000684	YBR162W-A	genemark-NODE_6_length_379886_cov_11.4463_ID_6363-processed-gene-2.34-mRNA-1_1&gene=genemark-NODE_6_length_379886_cov_11.4463_ID_6363-processed-gene-2.34&CDS=1-183
685	OG0000685	YBR163W	genemark-NODE_6_length_379886_cov_11.4463_ID_6363-processed-gene-1.59-mRNA-1_1&gene=genemark-NODE_6_length_379886_cov_11.4463_ID_6363-processed-gene-1.59&CDS=1-1539
686	OG0000686	YBR164C	genemark-NODE_6_length_379886_cov_11.4463_ID_6363-processed-gene-0.83-mRNA-1_1&gene=genemark-NODE_6_length_379886_cov_11.4463_ID_6363-processed-gene-0.83&CDS=1-549
687	OG0000687	YBR166C	genemark-NODE_30_length_126156_cov_10.7807_ID_6269-processed-gene-0.24-mRNA-1_1&gene=genemark-NODE_30_length_126156_cov_10.7807_ID_6269-processed-gene-0.24&CDS=1-1326
688	OG0000688	YBR167C	genemark-NODE_7_length_364968_cov_11.2443_ID_4962-processed-gene-2.293-mRNA-1_1&gene=genemark-NODE_7_length_364968_cov_11.2443_ID_4962-processed-gene-2.293&CDS=1-426
689	OG0000689	YBR171W	genemark-NODE_18_length_180217_cov_13.295_ID_5353-processed-gene-0.288-mRNA-1_1&gene=genemark-NODE_18_length_180217_cov_13.295_ID_5353-processed-gene-0.288&CDS=1-648
690	OG0000690	YBR173C	genemark-NODE_18_length_180217_cov_13.295_ID_5353-processed-gene-0.244-mRNA-1_1&gene=genemark-NODE_18_length_180217_cov_13.295_ID_5353-processed-gene-0.244&CDS=1-438
691	OG0000691	YBR176W	augustus_masked-NODE_34_length_111206_cov_14.0002_ID_6327-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-NODE_34_length_111206_cov_14.0002_ID_6327-processed-gene-0.43&CDS=1-855
692	OG0000692	YBR179C	genemark-NODE_18_length_180217_cov_13.295_ID_5353-processed-gene-0.285-mRNA-1_1&gene=genemark-NODE_18_length_180217_cov_13.295_ID_5353-processed-gene-0.285&CDS=1-2538
693	OG0000693	YBR180W	maker-NODE_1_length_1016687_cov_11.3563_ID_17831-augustus-gene-5.158-mRNA-1_1&gene=maker-NODE_1_length_1016687_cov_11.3563_ID_17831-augustus-gene-5.158&CDS=1-2823
694	OG0000694	YBR182C	genemark-NODE_26_length_151081_cov_10.9555_ID_6809-processed-gene-0.158-mRNA-1_1&gene=genemark-NODE_26_length_151081_cov_10.9555_ID_6809-processed-gene-0.158&CDS=1-1788
695	OG0000695	YBR185C	snap_masked-NODE_26_length_151081_cov_10.9555_ID_6809-processed-gene-0.38-mRNA-1_1&gene=snap_masked-NODE_26_length_151081_cov_10.9555_ID_6809-processed-gene-0.38&CDS=1-852
696	OG0000696	YBR186W	genemark-NODE_4_length_618645_cov_11.4762_ID_4643-processed-gene-5.118-mRNA-1_1&gene=genemark-NODE_4_length_618645_cov_11.4762_ID_4643-processed-gene-5.118&CDS=1-1515
697	OG0000697	YBR187W	genemark-NODE_4_length_618645_cov_11.4762_ID_4643-processed-gene-5.116-mRNA-1_1&gene=genemark-NODE_4_length_618645_cov_11.4762_ID_4643-processed-gene-5.116&CDS=1-1083
698	OG0000698	YBR192W	genemark-NODE_4_length_618645_cov_11.4762_ID_4643-processed-gene-5.113-mRNA-1_1&gene=genemark-NODE_4_length_618645_cov_11.4762_ID_4643-processed-gene-5.113&CDS=1-1071
699	OG0000699	YBR193C	genemark-NODE_4_length_618645_cov_11.4762_ID_4643-processed-gene-5.83-mRNA-1_1&gene=genemark-NODE_4_length_618645_cov_11.4762_ID_4643-processed-gene-5.83&CDS=1-564
700	OG0000700	YBR194W	genemark-NODE_4_length_618645_cov_11.4762_ID_4643-processed-gene-5.112-mRNA-1_1&gene=genemark-NODE_4_length_618645_cov_11.4762_ID_4643-processed-gene-5.112&CDS=1-723
701	OG0000701	YBR195C	genemark-NODE_4_length_618645_cov_11.4762_ID_4643-processed-gene-5.81-mRNA-1_1&gene=genemark-NODE_4_length_618645_cov_11.4762_ID_4643-processed-gene-5.81&CDS=1-1209
702	OG0000702	YBR196C	genemark-NODE_4_length_618645_cov_11.4762_ID_4643-processed-gene-5.80-mRNA-1_1&gene=genemark-NODE_4_length_618645_cov_11.4762_ID_4643-processed-gene-5.80&CDS=1-1650
703	OG0000703	YBR198C	genemark-NODE_4_length_618645_cov_11.4762_ID_4643-processed-gene-5.79-mRNA-1_1&gene=genemark-NODE_4_length_618645_cov_11.4762_ID_4643-processed-gene-5.79&CDS=1-2208
704	OG0000704	YBR199W	genemark-NODE_18_length_180217_cov_13.295_ID_5353-processed-gene-0.258-mRNA-1_1&gene=genemark-NODE_18_length_180217_cov_13.295_ID_5353-processed-gene-0.258&CDS=1-1395
705	OG0000705	YBR200W	genemark-NODE_4_length_618645_cov_11.4762_ID_4643-processed-gene-2.82-mRNA-1_1&gene=genemark-NODE_4_length_618645_cov_11.4762_ID_4643-processed-gene-2.82&CDS=1-1662
706	OG0000706	YBR201W	genemark-NODE_2_length_785837_cov_11.428_ID_4746-processed-gene-3.73-mRNA-1_1&gene=genemark-NODE_2_length_785837_cov_11.428_ID_4746-processed-gene-3.73&CDS=1-627
707	OG0000707	YBR202W	genemark-NODE_10_length_274997_cov_10.7885_ID_5235-processed-gene-1.185-mRNA-1_1&gene=genemark-NODE_10_length_274997_cov_10.7885_ID_5235-processed-gene-1.185&CDS=1-2436
708	OG0000708	YBR203W	genemark-NODE_68_length_32012_cov_10.774_ID_8153-processed-gene-0.25-mRNA-1_1&gene=genemark-NODE_68_length_32012_cov_10.774_ID_8153-processed-gene-0.25&CDS=1-1701
709	OG0000709	YBR207W	genemark-NODE_30_length_126156_cov_10.7807_ID_6269-processed-gene-0.34-mRNA-1_1&gene=genemark-NODE_30_length_126156_cov_10.7807_ID_6269-processed-gene-0.34&CDS=1-1254
710	OG0000710	YBR208C	genemark-NODE_8_length_333546_cov_11.6749_ID_5273-processed-gene-2.72-mRNA-1_1&gene=genemark-NODE_8_length_333546_cov_11.6749_ID_5273-processed-gene-2.72&CDS=1-5493
711	OG0000711	YBR213W	genemark-NODE_4_length_618645_cov_11.4762_ID_4643-processed-gene-2.95-mRNA-1_1&gene=genemark-NODE_4_length_618645_cov_11.4762_ID_4643-processed-gene-2.95&CDS=1-816
712	OG0000712	YBR215W	genemark-NODE_5_length_396261_cov_11.9408_ID_5026-processed-gene-1.25-mRNA-1_1&gene=genemark-NODE_5_length_396261_cov_11.9408_ID_5026-processed-gene-1.25&CDS=1-1911
713	OG0000713	YBR217W	genemark-NODE_11_length_264536_cov_11.317_ID_9389-processed-gene-1.129-mRNA-1_1&gene=genemark-NODE_11_length_264536_cov_11.317_ID_9389-processed-gene-1.129&CDS=1-546
714	OG0000714	YBR218C	genemark-NODE_36_length_108922_cov_11.1402_ID_7707-processed-gene-0.88-mRNA-1_1&gene=genemark-NODE_36_length_108922_cov_11.1402_ID_7707-processed-gene-0.88&CDS=1-3555
715	OG0000715	YBR220C	genemark-NODE_10_length_274997_cov_10.7885_ID_5235-processed-gene-1.213-mRNA-1_1&gene=genemark-NODE_10_length_274997_cov_10.7885_ID_5235-processed-gene-1.213&CDS=1-1608
716	OG0000716	YBR221C	genemark-NODE_10_length_274997_cov_10.7885_ID_5235-processed-gene-1.172-mRNA-1_1&gene=genemark-NODE_10_length_274997_cov_10.7885_ID_5235-processed-gene-1.172&CDS=1-1113
717	OG0000717	YBR222C	genemark-NODE_10_length_274997_cov_10.7885_ID_5235-processed-gene-1.214-mRNA-1_1&gene=genemark-NODE_10_length_274997_cov_10.7885_ID_5235-processed-gene-1.214&CDS=1-1581
718	OG0000718	YBR223C	genemark-NODE_27_length_140818_cov_11.2745_ID_5826-processed-gene-0.109-mRNA-1_1&gene=genemark-NODE_27_length_140818_cov_11.2745_ID_5826-processed-gene-0.109&CDS=1-1521
719	OG0000719	YBR225W	genemark-NODE_15_length_209627_cov_11.6964_ID_18026-processed-gene-0.132-mRNA-1_1&gene=genemark-NODE_15_length_209627_cov_11.6964_ID_18026-processed-gene-0.132&CDS=1-1608
720	OG0000720	YBR227C	genemark-NODE_15_length_209627_cov_11.6964_ID_18026-processed-gene-0.133-mRNA-1_1&gene=genemark-NODE_15_length_209627_cov_11.6964_ID_18026-processed-gene-0.133&CDS=1-1554
721	OG0000721	YBR228W	genemark-NODE_15_length_209627_cov_11.6964_ID_18026-processed-gene-1.138-mRNA-1_1&gene=genemark-NODE_15_length_209627_cov_11.6964_ID_18026-processed-gene-1.138&CDS=1-990
722	OG0000722	YBR229C	genemark-NODE_15_length_209627_cov_11.6964_ID_18026-processed-gene-1.167-mRNA-1_1&gene=genemark-NODE_15_length_209627_cov_11.6964_ID_18026-processed-gene-1.167&CDS=1-2595
723	OG0000723	YBR230C	genemark-NODE_25_length_154784_cov_11.6473_ID_6672-processed-gene-0.207-mRNA-1_1&gene=genemark-NODE_25_length_154784_cov_11.6473_ID_6672-processed-gene-0.207&CDS=1-591
724	OG0000724	YBR231C	genemark-NODE_36_length_108922_cov_11.1402_ID_7707-processed-gene-0.49-mRNA-1_1&gene=genemark-NODE_36_length_108922_cov_11.1402_ID_7707-processed-gene-0.49&CDS=1-897
725	OG0000725	YBR233W	genemark-NODE_36_length_108922_cov_11.1402_ID_7707-processed-gene-0.76-mRNA-1_1&gene=genemark-NODE_36_length_108922_cov_11.1402_ID_7707-processed-gene-0.76&CDS=1-1353
726	OG0000726	YBR233W-A	genemark-NODE_5_length_396261_cov_11.9408_ID_5026-processed-gene-2.162-mRNA-1_1&gene=genemark-NODE_5_length_396261_cov_11.9408_ID_5026-processed-gene-2.162&CDS=1-312
727	OG0000727	YBR234C	genemark-NODE_5_length_396261_cov_11.9408_ID_5026-processed-gene-2.210-mRNA-1_1&gene=genemark-NODE_5_length_396261_cov_11.9408_ID_5026-processed-gene-2.210&CDS=1-1095
728	OG0000728	YBR235W	snap_masked-NODE_36_length_108922_cov_11.1402_ID_7707-processed-gene-0.6-mRNA-1_1&gene=snap_masked-NODE_36_length_108922_cov_11.1402_ID_7707-processed-gene-0.6&CDS=1-3453
