	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035641_Yamadazyma_scolyti
662	OG0000662	YCL059C	augustus_masked-NODE_8_length_401942_cov_32.945_ID_2553-processed-gene-1.103-mRNA-1_1&gene=augustus_masked-NODE_8_length_401942_cov_32.945_ID_2553-processed-gene-1.103&CDS=1-1008
663	OG0000663	YCL061C	augustus_masked-NODE_8_length_401942_cov_32.945_ID_2553-processed-gene-1.79-mRNA-1_1&gene=augustus_masked-NODE_8_length_401942_cov_32.945_ID_2553-processed-gene-1.79&CDS=1-2718
664	OG0000664	YCR002C	augustus_masked-NODE_9_length_364984_cov_35.4331_ID_4957-processed-gene-1.47-mRNA-1_1&gene=augustus_masked-NODE_9_length_364984_cov_35.4331_ID_4957-processed-gene-1.47&CDS=1-990
665	OG0000665	YCR003W	maker-NODE_9_length_364984_cov_35.4331_ID_4957-augustus-gene-1.2-mRNA-1_1&gene=maker-NODE_9_length_364984_cov_35.4331_ID_4957-augustus-gene-1.2&CDS=1-2097
666	OG0000666	YCR009C	augustus_masked-NODE_55_length_18752_cov_25.8261_ID_6452-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_55_length_18752_cov_25.8261_ID_6452-processed-gene-0.8&CDS=1-798
667	OG0000667	YCR011C	augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-7.68-mRNA-1_1&gene=augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-7.68&CDS=1-7488
668	OG0000668	YCR012W	augustus_masked-NODE_9_length_364984_cov_35.4331_ID_4957-processed-gene-2.14-mRNA-1_1&gene=augustus_masked-NODE_9_length_364984_cov_35.4331_ID_4957-processed-gene-2.14&CDS=1-1248
669	OG0000669	YCR015C	augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-7.316-mRNA-1_1&gene=augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-7.316&CDS=1-756
670	OG0000670	YCR016W	augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-7.318-mRNA-1_1&gene=augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-7.318&CDS=1-759
671	OG0000671	YCR017C	snap_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-2.28-mRNA-1_1&gene=snap_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-2.28&CDS=1-2865
672	OG0000672	YCR019W	snap_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-9.165-mRNA-1_1&gene=snap_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-9.165&CDS=1-999
673	OG0000673	YCR020C	augustus_masked-NODE_14_length_232044_cov_26.2844_ID_2850-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-NODE_14_length_232044_cov_26.2844_ID_2850-processed-gene-0.72&CDS=1-636
674	OG0000674	YCR021C	augustus_masked-NODE_48_length_27703_cov_33.2025_ID_5002-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_48_length_27703_cov_33.2025_ID_5002-processed-gene-0.13&CDS=1-921
675	OG0000675	YCR023C	augustus_masked-NODE_35_length_67789_cov_27.6849_ID_4142-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_35_length_67789_cov_27.6849_ID_4142-processed-gene-0.3&CDS=1-1443
676	OG0000676	YCR024C	genemark-NODE_6_length_638402_cov_25.8398_ID_2084-processed-gene-3.100-mRNA-1_1&gene=genemark-NODE_6_length_638402_cov_25.8398_ID_2084-processed-gene-3.100&CDS=1-1422
677	OG0000677	YCR028C	maker-NODE_6_length_638402_cov_25.8398_ID_2084-augustus-gene-3.54-mRNA-1_1&gene=maker-NODE_6_length_638402_cov_25.8398_ID_2084-augustus-gene-3.54&CDS=1-3111
678	OG0000678	YCR028C-A	genemark-NODE_21_length_134725_cov_26.4827_ID_2445-processed-gene-0.97-mRNA-1_1&gene=genemark-NODE_21_length_134725_cov_26.4827_ID_2445-processed-gene-0.97&CDS=1-393
679	OG0000679	YCR030C	augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-5.110-mRNA-1_1&gene=augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-5.110&CDS=1-2664
680	OG0000680	YCR032W	augustus_masked-NODE_29_length_87390_cov_28.3536_ID_3068-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-NODE_29_length_87390_cov_28.3536_ID_3068-processed-gene-0.79&CDS=1-7665
681	OG0000681	YCR033W	snap_masked-NODE_5_length_662747_cov_30.4918_ID_1752-processed-gene-3.113-mRNA-1_1&gene=snap_masked-NODE_5_length_662747_cov_30.4918_ID_1752-processed-gene-3.113&CDS=1-3099
682	OG0000682	YCR034W	augustus_masked-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-2.147-mRNA-1_1&gene=augustus_masked-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-2.147&CDS=1-981
683	OG0000683	YCR035C	genemark-NODE_29_length_87390_cov_28.3536_ID_3068-processed-gene-0.43-mRNA-1_1&gene=genemark-NODE_29_length_87390_cov_28.3536_ID_3068-processed-gene-0.43&CDS=1-861
684	OG0000684	YCR044C	augustus_masked-NODE_8_length_401942_cov_32.945_ID_2553-processed-gene-1.98-mRNA-1_1&gene=augustus_masked-NODE_8_length_401942_cov_32.945_ID_2553-processed-gene-1.98&CDS=1-1062
685	OG0000685	YCR047C	augustus_masked-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-5.65-mRNA-1_1&gene=augustus_masked-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-5.65&CDS=1-3636
686	OG0000686	YCR053W	augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-5.130-mRNA-1_1&gene=augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-5.130&CDS=1-1509
687	OG0000687	YCR057C	augustus_masked-NODE_14_length_232044_cov_26.2844_ID_2850-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-NODE_14_length_232044_cov_26.2844_ID_2850-processed-gene-1.40&CDS=1-2712
688	OG0000688	YCR059C	maker-NODE_14_length_232044_cov_26.2844_ID_2850-augustus-gene-1.5-mRNA-1_1&gene=maker-NODE_14_length_232044_cov_26.2844_ID_2850-augustus-gene-1.5&CDS=1-831
689	OG0000689	YCR060W	genemark-NODE_14_length_232044_cov_26.2844_ID_2850-processed-gene-1.140-mRNA-1_1&gene=genemark-NODE_14_length_232044_cov_26.2844_ID_2850-processed-gene-1.140&CDS=1-816
690	OG0000690	YCR061W	genemark-NODE_32_length_75622_cov_44.1958_ID_7010-processed-gene-0.74-mRNA-1_1&gene=genemark-NODE_32_length_75622_cov_44.1958_ID_7010-processed-gene-0.74&CDS=1-1593
691	OG0000691	YCR063W	genemark-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-3.54-mRNA-1_1&gene=genemark-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-3.54&CDS=1-429
692	OG0000692	YCR065W	augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-3.9-mRNA-1_1&gene=augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-3.9&CDS=1-1734
693	OG0000693	YCR068W	genemark-NODE_5_length_662747_cov_30.4918_ID_1752-processed-gene-1.69-mRNA-1_1&gene=genemark-NODE_5_length_662747_cov_30.4918_ID_1752-processed-gene-1.69&CDS=1-1776
694	OG0000694	YCR071C	augustus_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-8.103-mRNA-1_1&gene=augustus_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-8.103&CDS=1-369
695	OG0000695	YCR072C	augustus_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-8.105-mRNA-1_1&gene=augustus_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-8.105&CDS=1-1566
696	OG0000696	YCR086W	augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-10.202-mRNA-1_1&gene=augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-10.202&CDS=1-1005
697	OG0000697	YCR088W	maker-NODE_10_length_341731_cov_26.5013_ID_5740-augustus-gene-2.150-mRNA-1_1&gene=maker-NODE_10_length_341731_cov_26.5013_ID_5740-augustus-gene-2.150&CDS=1-2292
698	OG0000698	YCR090C	augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-5.114-mRNA-1_1&gene=augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-5.114&CDS=1-474
699	OG0000699	YCR091W	augustus_masked-NODE_16_length_216442_cov_36.8176_ID_2354-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-NODE_16_length_216442_cov_36.8176_ID_2354-processed-gene-1.11&CDS=1-1782
700	OG0000700	YCR092C	augustus_masked-NODE_7_length_412794_cov_29.0303_ID_3442-processed-gene-1.49-mRNA-1_1&gene=augustus_masked-NODE_7_length_412794_cov_29.0303_ID_3442-processed-gene-1.49&CDS=1-4035
701	OG0000701	YCR093W	augustus_masked-NODE_20_length_149750_cov_40.9465_ID_2229-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-NODE_20_length_149750_cov_40.9465_ID_2229-processed-gene-0.89&CDS=1-6591
702	OG0000702	YCR098C	augustus_masked-NODE_16_length_216442_cov_36.8176_ID_2354-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-NODE_16_length_216442_cov_36.8176_ID_2354-processed-gene-1.32&CDS=1-1470
703	OG0000703	YDL001W	augustus_masked-NODE_26_length_99811_cov_27.7239_ID_4270-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-NODE_26_length_99811_cov_27.7239_ID_4270-processed-gene-0.93&CDS=1-1131
704	OG0000704	YDL002C	augustus_masked-NODE_26_length_99811_cov_27.7239_ID_4270-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-NODE_26_length_99811_cov_27.7239_ID_4270-processed-gene-0.92&CDS=1-732
705	OG0000705	YDL003W	augustus_masked-NODE_40_length_55667_cov_57.0441_ID_4107-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-NODE_40_length_55667_cov_57.0441_ID_4107-processed-gene-0.28&CDS=1-1488
706	OG0000706	YDL004W	augustus_masked-NODE_25_length_107794_cov_42.2009_ID_3383-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-NODE_25_length_107794_cov_42.2009_ID_3383-processed-gene-0.115&CDS=1-477
707	OG0000707	YDL006W	augustus_masked-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-5.79-mRNA-1_1&gene=augustus_masked-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-5.79&CDS=1-1092
708	OG0000708	YDL007W	augustus_masked-NODE_12_length_314762_cov_25.5892_ID_2686-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-NODE_12_length_314762_cov_25.5892_ID_2686-processed-gene-0.64&CDS=1-1317
709	OG0000709	YDL013W	augustus_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-2.41-mRNA-1_1&gene=augustus_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-2.41&CDS=1-1128
710	OG0000710	YDL014W	augustus_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-2.42-mRNA-1_1&gene=augustus_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-2.42&CDS=1-954
711	OG0000711	YDL015C	augustus_masked-NODE_15_length_231884_cov_38.0692_ID_3232-processed-gene-1.94-mRNA-1_1&gene=augustus_masked-NODE_15_length_231884_cov_38.0692_ID_3232-processed-gene-1.94&CDS=1-933
712	OG0000712	YDL017W	augustus_masked-NODE_7_length_412794_cov_29.0303_ID_3442-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-NODE_7_length_412794_cov_29.0303_ID_3442-processed-gene-0.97&CDS=1-1614
713	OG0000713	YDL025C	augustus_masked-NODE_9_length_364984_cov_35.4331_ID_4957-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-NODE_9_length_364984_cov_35.4331_ID_4957-processed-gene-1.16&CDS=1-1320
714	OG0000714	YDL028C	augustus_masked-NODE_20_length_149750_cov_40.9465_ID_2229-processed-gene-0.159-mRNA-1_1&gene=augustus_masked-NODE_20_length_149750_cov_40.9465_ID_2229-processed-gene-0.159&CDS=1-2241
715	OG0000715	YDL029W	maker-NODE_20_length_149750_cov_40.9465_ID_2229-augustus-gene-0.256-mRNA-1_1&gene=maker-NODE_20_length_149750_cov_40.9465_ID_2229-augustus-gene-0.256&CDS=1-2223
716	OG0000716	YDL031W	augustus_masked-NODE_9_length_364984_cov_35.4331_ID_4957-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-NODE_9_length_364984_cov_35.4331_ID_4957-processed-gene-1.31&CDS=1-2709
717	OG0000717	YDL033C	augustus_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-6.65-mRNA-1_1&gene=augustus_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-6.65&CDS=1-1149
718	OG0000718	YDL035C	genemark-NODE_6_length_638402_cov_25.8398_ID_2084-processed-gene-4.68-mRNA-1_1&gene=genemark-NODE_6_length_638402_cov_25.8398_ID_2084-processed-gene-4.68&CDS=1-2154
719	OG0000719	YDL040C	augustus_masked-NODE_11_length_331018_cov_25.7707_ID_1971-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-NODE_11_length_331018_cov_25.7707_ID_1971-processed-gene-1.74&CDS=1-2280
720	OG0000720	YDL045C	augustus_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-0.127-mRNA-1_1&gene=augustus_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-0.127&CDS=1-1506
721	OG0000721	YDL045W-A	genemark-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-0.76-mRNA-1_1&gene=genemark-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-0.76&CDS=1-1761
722	OG0000722	YDL046W	augustus_masked-NODE_7_length_412794_cov_29.0303_ID_3442-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-NODE_7_length_412794_cov_29.0303_ID_3442-processed-gene-0.90&CDS=1-549
723	OG0000723	YDL047W	augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-1.115-mRNA-1_1&gene=augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-1.115&CDS=1-942
724	OG0000724	YDL051W	augustus_masked-NODE_12_length_314762_cov_25.5892_ID_2686-processed-gene-1.142-mRNA-1_1&gene=augustus_masked-NODE_12_length_314762_cov_25.5892_ID_2686-processed-gene-1.142&CDS=1-804
725	OG0000725	YDL052C	augustus_masked-NODE_13_length_238975_cov_27.1687_ID_2188-processed-gene-1.224-mRNA-1_1&gene=augustus_masked-NODE_13_length_238975_cov_27.1687_ID_2188-processed-gene-1.224&CDS=1-888
726	OG0000726	YDL055C	augustus_masked-NODE_12_length_314762_cov_25.5892_ID_2686-processed-gene-2.173-mRNA-1_1&gene=augustus_masked-NODE_12_length_314762_cov_25.5892_ID_2686-processed-gene-2.173&CDS=1-1086
727	OG0000727	YDL056W	maker-NODE_1_length_1124597_cov_29.4403_ID_2943-augustus-gene-9.3-mRNA-1_1&gene=maker-NODE_1_length_1124597_cov_29.4403_ID_2943-augustus-gene-9.3&CDS=1-2694
728	OG0000728	YDL057W	augustus_masked-NODE_12_length_314762_cov_25.5892_ID_2686-processed-gene-2.183-mRNA-1_1&gene=augustus_masked-NODE_12_length_314762_cov_25.5892_ID_2686-processed-gene-2.183&CDS=1-1791
729	OG0000729	YDL060W	augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-6.49-mRNA-1_1&gene=augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-6.49&CDS=1-3519
730	OG0000730	YDL063C	augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-6.24-mRNA-1_1&gene=augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-6.24&CDS=1-1911
731	OG0000731	YDL064W	augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-6.51-mRNA-1_1&gene=augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-6.51&CDS=1-480
732	OG0000732	YDL067C	snap_masked-NODE_9_length_364984_cov_35.4331_ID_4957-processed-gene-2.204-mRNA-1_1&gene=snap_masked-NODE_9_length_364984_cov_35.4331_ID_4957-processed-gene-2.204&CDS=1-183
733	OG0000733	YDL072C	augustus_masked-NODE_46_length_30817_cov_27.3728_ID_4824-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-NODE_46_length_30817_cov_27.3728_ID_4824-processed-gene-0.23&CDS=1-546
734	OG0000734	YDL074C	snap_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-2.32-mRNA-1_1&gene=snap_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-2.32&CDS=1-1608
735	OG0000735	YDL076C	snap_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-2.14-mRNA-1_1&gene=snap_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-2.14&CDS=1-960
736	OG0000736	YDL077C	augustus_masked-NODE_46_length_30817_cov_27.3728_ID_4824-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NODE_46_length_30817_cov_27.3728_ID_4824-processed-gene-0.25&CDS=1-2928
737	OG0000737	YDL081C	augustus_masked-NODE_44_length_39556_cov_24.3019_ID_5634-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-NODE_44_length_39556_cov_24.3019_ID_5634-processed-gene-0.32&CDS=1-315
738	OG0000738	YDL084W	maker-NODE_3_length_891353_cov_30.1887_ID_1825-augustus-gene-7.346-mRNA-1_1&gene=maker-NODE_3_length_891353_cov_30.1887_ID_1825-augustus-gene-7.346&CDS=1-1293
739	OG0000739	YDL087C	augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-7.300-mRNA-1_1&gene=augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-7.300&CDS=1-663
740	OG0000740	YDL088C	augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-0.19&CDS=1-1101
741	OG0000741	YDL090C	augustus_masked-NODE_41_length_45134_cov_26.7857_ID_6629-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-NODE_41_length_45134_cov_26.7857_ID_6629-processed-gene-0.23&CDS=1-3960
742	OG0000742	YDL091C	augustus_masked-NODE_41_length_45134_cov_26.7857_ID_6629-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_41_length_45134_cov_26.7857_ID_6629-processed-gene-0.22&CDS=1-1251
743	OG0000743	YDL092W	augustus_masked-NODE_41_length_45134_cov_26.7857_ID_6629-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_41_length_45134_cov_26.7857_ID_6629-processed-gene-0.11&CDS=1-357
744	OG0000744	YDL095W	augustus_masked-NODE_7_length_412794_cov_29.0303_ID_3442-processed-gene-2.92-mRNA-1_1&gene=augustus_masked-NODE_7_length_412794_cov_29.0303_ID_3442-processed-gene-2.92&CDS=1-2118
745	OG0000745	YDL097C	augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-0.16&CDS=1-1257
746	OG0000746	YDL098C	augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-9.95-mRNA-1_1&gene=augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-9.95&CDS=1-618
747	OG0000747	YDL101C	augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-1.69-mRNA-1_1&gene=augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-1.69&CDS=1-3759
748	OG0000748	YDL102W	augustus_masked-NODE_8_length_401942_cov_32.945_ID_2553-processed-gene-2.81-mRNA-1_1&gene=augustus_masked-NODE_8_length_401942_cov_32.945_ID_2553-processed-gene-2.81&CDS=1-3228
749	OG0000749	YDL103C	augustus_masked-NODE_19_length_173433_cov_42.9605_ID_3700-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-NODE_19_length_173433_cov_42.9605_ID_3700-processed-gene-0.96&CDS=1-1440
750	OG0000750	YDL104C	augustus_masked-NODE_8_length_401942_cov_32.945_ID_2553-processed-gene-2.77-mRNA-1_1&gene=augustus_masked-NODE_8_length_401942_cov_32.945_ID_2553-processed-gene-2.77&CDS=1-1287
751	OG0000751	YDL105W	augustus_masked-NODE_8_length_401942_cov_32.945_ID_2553-processed-gene-2.65-mRNA-1_1&gene=augustus_masked-NODE_8_length_401942_cov_32.945_ID_2553-processed-gene-2.65&CDS=1-990
752	OG0000752	YDL107W	augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-1.55-mRNA-1_1&gene=augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-1.55&CDS=1-3792
753	OG0000753	YDL108W	maker-NODE_3_length_891353_cov_30.1887_ID_1825-augustus-gene-1.114-mRNA-1_1&gene=maker-NODE_3_length_891353_cov_30.1887_ID_1825-augustus-gene-1.114&CDS=1-3981
754	OG0000754	YDL111C	augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-0.35&CDS=1-861
755	OG0000755	YDL112W	augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-0.18&CDS=1-4167
756	OG0000756	YDL113C	augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-0.17&CDS=1-1866
757	OG0000757	YDL114W	genemark-NODE_10_length_341731_cov_26.5013_ID_5740-processed-gene-2.75-mRNA-1_1&gene=genemark-NODE_10_length_341731_cov_26.5013_ID_5740-processed-gene-2.75&CDS=1-951
758	OG0000758	YDL116W	augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-0.33&CDS=1-2310
759	OG0000759	YDL119C	genemark-NODE_8_length_401942_cov_32.945_ID_2553-processed-gene-2.45-mRNA-1_1&gene=genemark-NODE_8_length_401942_cov_32.945_ID_2553-processed-gene-2.45&CDS=1-876
760	OG0000760	YDL120W	augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-1.63&CDS=1-516
761	OG0000761	YDL122W	augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-8.160-mRNA-1_1&gene=augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-8.160&CDS=1-3969
762	OG0000762	YDL125C	augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-4.164-mRNA-1_1&gene=augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-4.164&CDS=1-447
763	OG0000763	YDL126C	augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-4.142-mRNA-1_1&gene=augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-4.142&CDS=1-2484
764	OG0000764	YDL128W	augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-4.151-mRNA-1_1&gene=augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-4.151&CDS=1-1239
765	OG0000765	YDL132W	maker-NODE_7_length_412794_cov_29.0303_ID_3442-augustus-gene-1.2-mRNA-1_1&gene=maker-NODE_7_length_412794_cov_29.0303_ID_3442-augustus-gene-1.2&CDS=1-3258
766	OG0000766	YDL135C	augustus_masked-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-1.90&CDS=1-615
767	OG0000767	YDL140C	genemark-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-10.147-mRNA-1_1&gene=genemark-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-10.147&CDS=1-4995
768	OG0000768	YDL141W	augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-10.183-mRNA-1_1&gene=augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-10.183&CDS=1-1944
769	OG0000769	YDL143W	augustus_masked-NODE_8_length_401942_cov_32.945_ID_2553-processed-gene-1.111-mRNA-1_1&gene=augustus_masked-NODE_8_length_401942_cov_32.945_ID_2553-processed-gene-1.111&CDS=1-1590
770	OG0000770	YDL144C	augustus_masked-NODE_10_length_341731_cov_26.5013_ID_5740-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NODE_10_length_341731_cov_26.5013_ID_5740-processed-gene-0.24&CDS=1-1041
771	OG0000771	YDL145C	augustus_masked-NODE_38_length_63465_cov_28.2542_ID_4430-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-NODE_38_length_63465_cov_28.2542_ID_4430-processed-gene-0.39&CDS=1-4833
772	OG0000772	YDL147W	augustus_masked-NODE_12_length_314762_cov_25.5892_ID_2686-processed-gene-1.121-mRNA-1_1&gene=augustus_masked-NODE_12_length_314762_cov_25.5892_ID_2686-processed-gene-1.121&CDS=1-1350
773	OG0000773	YDL148C	augustus_masked-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-1.92-mRNA-1_1&gene=augustus_masked-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-1.92&CDS=1-2196
774	OG0000774	YDL149W	augustus_masked-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-1.93-mRNA-1_1&gene=augustus_masked-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-1.93&CDS=1-2361
775	OG0000775	YDL150W	augustus_masked-NODE_8_length_401942_cov_32.945_ID_2553-processed-gene-1.110-mRNA-1_1&gene=augustus_masked-NODE_8_length_401942_cov_32.945_ID_2553-processed-gene-1.110&CDS=1-1161
776	OG0000776	YDL153C	augustus_masked-NODE_8_length_401942_cov_32.945_ID_2553-processed-gene-1.89-mRNA-1_1&gene=augustus_masked-NODE_8_length_401942_cov_32.945_ID_2553-processed-gene-1.89&CDS=1-1617
777	OG0000777	YDL155W	augustus_masked-NODE_17_length_195034_cov_27.8368_ID_2750-processed-gene-0.175-mRNA-1_1&gene=augustus_masked-NODE_17_length_195034_cov_27.8368_ID_2750-processed-gene-0.175&CDS=1-1275
778	OG0000778	YDL159W	augustus_masked-NODE_32_length_75622_cov_44.1958_ID_7010-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-NODE_32_length_75622_cov_44.1958_ID_7010-processed-gene-0.47&CDS=1-1398
779	OG0000779	YDL160C	augustus_masked-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-4.71-mRNA-1_1&gene=augustus_masked-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-4.71&CDS=1-1761
