	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035040_Ambrosiozyma_maleeae
793	OG0000793	YCR035C	augustus_masked-NODE_25_length_133158_cov_51.1595_ID_49-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-NODE_25_length_133158_cov_51.1595_ID_49-processed-gene-0.85&CDS=1-1131
794	OG0000794	YCR036W	augustus_masked-NODE_14_length_300086_cov_45.7339_ID_27-processed-gene-2.129-mRNA-1_1&gene=augustus_masked-NODE_14_length_300086_cov_45.7339_ID_27-processed-gene-2.129&CDS=1-1029
795	OG0000795	YCR042C	augustus_masked-NODE_19_length_238352_cov_47.7159_ID_37-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-NODE_19_length_238352_cov_47.7159_ID_37-processed-gene-1.15&CDS=1-4761
796	OG0000796	YCR044C	augustus_masked-NODE_10_length_550745_cov_39.138_ID_19-processed-gene-3.27-mRNA-1_1&gene=augustus_masked-NODE_10_length_550745_cov_39.138_ID_19-processed-gene-3.27&CDS=1-1089
797	OG0000797	YCR046C	maker-NODE_21_length_217050_cov_48.8671_ID_41-snap-gene-1.170-mRNA-1_1&gene=maker-NODE_21_length_217050_cov_48.8671_ID_41-snap-gene-1.170&CDS=1-462
798	OG0000798	YCR047C	augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-12.196-mRNA-1_1&gene=augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-12.196&CDS=1-813
799	OG0000799	YCR051W	augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-12.167-mRNA-1_1&gene=augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-12.167&CDS=1-666
800	OG0000800	YCR053W	maker-NODE_21_length_217050_cov_48.8671_ID_41-snap-gene-1.171-mRNA-1_1&gene=maker-NODE_21_length_217050_cov_48.8671_ID_41-snap-gene-1.171&CDS=1-2991
801	OG0000801	YCR054C	snap_masked-NODE_17_length_278381_cov_40.6668_ID_33-processed-gene-0.106-mRNA-1_1&gene=snap_masked-NODE_17_length_278381_cov_40.6668_ID_33-processed-gene-0.106&CDS=1-1407
802	OG0000802	YCR057C	augustus_masked-NODE_17_length_278381_cov_40.6668_ID_33-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-NODE_17_length_278381_cov_40.6668_ID_33-processed-gene-0.68&CDS=1-2769
803	OG0000803	YCR059C	augustus_masked-NODE_17_length_278381_cov_40.6668_ID_33-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-NODE_17_length_278381_cov_40.6668_ID_33-processed-gene-0.69&CDS=1-987
804	OG0000804	YCR060W	augustus_masked-NODE_17_length_278381_cov_40.6668_ID_33-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-NODE_17_length_278381_cov_40.6668_ID_33-processed-gene-0.51&CDS=1-993
805	OG0000805	YCR061W	augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-5.109-mRNA-1_1&gene=augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-5.109&CDS=1-1896
806	OG0000806	YCR063W	augustus_masked-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-6.192-mRNA-1_1&gene=augustus_masked-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-6.192&CDS=1-513
807	OG0000807	YCR068W	snap_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-12.11-mRNA-1_1&gene=snap_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-12.11&CDS=1-1833
808	OG0000808	YCR071C	augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-6.86-mRNA-1_1&gene=augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-6.86&CDS=1-390
809	OG0000809	YCR072C	maker-NODE_6_length_707688_cov_38.2434_ID_11-snap-gene-1.81-mRNA-1_1&gene=maker-NODE_6_length_707688_cov_38.2434_ID_11-snap-gene-1.81&CDS=1-2889
810	OG0000810	YCR077C	snap_masked-NODE_18_length_260039_cov_39.3695_ID_35-processed-gene-0.44-mRNA-1_1&gene=snap_masked-NODE_18_length_260039_cov_39.3695_ID_35-processed-gene-0.44&CDS=1-2562
811	OG0000811	YCR079W	augustus_masked-NODE_8_length_556485_cov_39.8289_ID_15-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-NODE_8_length_556485_cov_39.8289_ID_15-processed-gene-1.19&CDS=1-1482
812	OG0000812	YCR081W	augustus_masked-NODE_23_length_184207_cov_38.6036_ID_45-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-NODE_23_length_184207_cov_38.6036_ID_45-processed-gene-0.103&CDS=1-4665
813	OG0000813	YCR084C	augustus_masked-NODE_25_length_133158_cov_51.1595_ID_49-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-NODE_25_length_133158_cov_51.1595_ID_49-processed-gene-0.104&CDS=1-2046
814	OG0000814	YCR086W	augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-3.22-mRNA-1_1&gene=augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-3.22&CDS=1-1194
815	OG0000815	YCR088W	augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-7.99-mRNA-1_1&gene=augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-7.99&CDS=1-1827
816	OG0000816	YCR090C	augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-10.5-mRNA-1_1&gene=augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-10.5&CDS=1-489
817	OG0000817	YCR092C	augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-10.6-mRNA-1_1&gene=augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-10.6&CDS=1-3069
818	OG0000818	YCR093W	genemark-NODE_10_length_550745_cov_39.138_ID_19-processed-gene-4.54-mRNA-1_1&gene=genemark-NODE_10_length_550745_cov_39.138_ID_19-processed-gene-4.54&CDS=1-8130
819	OG0000819	YCR098C	augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-7.83-mRNA-1_1&gene=augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-7.83&CDS=1-1605
820	OG0000820	YDL001W	augustus_masked-NODE_19_length_238352_cov_47.7159_ID_37-processed-gene-1.38-mRNA-1_1&gene=augustus_masked-NODE_19_length_238352_cov_47.7159_ID_37-processed-gene-1.38&CDS=1-1224
821	OG0000821	YDL003W	augustus_masked-NODE_27_length_114979_cov_45.4315_ID_53-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-NODE_27_length_114979_cov_45.4315_ID_53-processed-gene-0.114&CDS=1-1608
822	OG0000822	YDL004W	maker-NODE_6_length_707688_cov_38.2434_ID_11-augustus-gene-0.116-mRNA-1_1&gene=maker-NODE_6_length_707688_cov_38.2434_ID_11-augustus-gene-0.116&CDS=1-489
823	OG0000823	YDL006W	augustus_masked-NODE_13_length_373471_cov_44.1009_ID_25-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-NODE_13_length_373471_cov_44.1009_ID_25-processed-gene-1.62&CDS=1-1398
824	OG0000824	YDL007W	augustus_masked-NODE_13_length_373471_cov_44.1009_ID_25-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-NODE_13_length_373471_cov_44.1009_ID_25-processed-gene-1.61&CDS=1-1317
825	OG0000825	YDL013W	augustus_masked-NODE_8_length_556485_cov_39.8289_ID_15-processed-gene-2.83-mRNA-1_1&gene=augustus_masked-NODE_8_length_556485_cov_39.8289_ID_15-processed-gene-2.83&CDS=1-1218
826	OG0000826	YDL014W	augustus_masked-NODE_8_length_556485_cov_39.8289_ID_15-processed-gene-2.84-mRNA-1_1&gene=augustus_masked-NODE_8_length_556485_cov_39.8289_ID_15-processed-gene-2.84&CDS=1-963
827	OG0000827	YDL015C	augustus_masked-NODE_22_length_207061_cov_43.0719_ID_43-processed-gene-1.92-mRNA-1_1&gene=augustus_masked-NODE_22_length_207061_cov_43.0719_ID_43-processed-gene-1.92&CDS=1-951
828	OG0000828	YDL017W	augustus_masked-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-6.242-mRNA-1_1&gene=augustus_masked-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-6.242&CDS=1-2088
829	OG0000829	YDL020C	augustus_masked-NODE_17_length_278381_cov_40.6668_ID_33-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-NODE_17_length_278381_cov_40.6668_ID_33-processed-gene-1.17&CDS=1-1854
830	OG0000830	YDL022W	augustus_masked-NODE_14_length_300086_cov_45.7339_ID_27-processed-gene-2.105-mRNA-1_1&gene=augustus_masked-NODE_14_length_300086_cov_45.7339_ID_27-processed-gene-2.105&CDS=1-1158
831	OG0000831	YDL028C	augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-6.73-mRNA-1_1&gene=augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-6.73&CDS=1-2217
832	OG0000832	YDL029W	augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-6.55-mRNA-1_1&gene=augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-6.55&CDS=1-1161
833	OG0000833	YDL030W	augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-1.8&CDS=1-1578
834	OG0000834	YDL031W	maker-NODE_4_length_788429_cov_41.9372_ID_7-snap-gene-1.94-mRNA-1_1&gene=maker-NODE_4_length_788429_cov_41.9372_ID_7-snap-gene-1.94&CDS=1-4041
835	OG0000835	YDL033C	augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-4.102-mRNA-1_1&gene=augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-4.102&CDS=1-1167
836	OG0000836	YDL040C	augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-9.96-mRNA-1_1&gene=augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-9.96&CDS=1-2490
837	OG0000837	YDL043C	augustus_masked-NODE_13_length_373471_cov_44.1009_ID_25-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-NODE_13_length_373471_cov_44.1009_ID_25-processed-gene-1.72&CDS=1-672
838	OG0000838	YDL045W-A	augustus_masked-NODE_21_length_217050_cov_48.8671_ID_41-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-NODE_21_length_217050_cov_48.8671_ID_41-processed-gene-0.55&CDS=1-273
839	OG0000839	YDL046W	augustus_masked-NODE_12_length_398974_cov_37.4773_ID_23-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-NODE_12_length_398974_cov_37.4773_ID_23-processed-gene-0.42&CDS=1-519
840	OG0000840	YDL052C	snap_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-11.33-mRNA-1_1&gene=snap_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-11.33&CDS=1-876
841	OG0000841	YDL054C	genemark-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-3.83-mRNA-1_1&gene=genemark-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-3.83&CDS=1-1464
842	OG0000842	YDL055C	snap_masked-NODE_12_length_398974_cov_37.4773_ID_23-processed-gene-2.194-mRNA-1_1&gene=snap_masked-NODE_12_length_398974_cov_37.4773_ID_23-processed-gene-2.194&CDS=1-1083
843	OG0000843	YDL056W	augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-13.78-mRNA-1_1&gene=augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-13.78&CDS=1-2652
844	OG0000844	YDL057W	augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-13.77-mRNA-1_1&gene=augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-13.77&CDS=1-1803
845	OG0000845	YDL058W	augustus_masked-NODE_14_length_300086_cov_45.7339_ID_27-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-NODE_14_length_300086_cov_45.7339_ID_27-processed-gene-0.107&CDS=1-8478
846	OG0000846	YDL060W	maker-NODE_4_length_788429_cov_41.9372_ID_7-snap-gene-4.152-mRNA-1_1&gene=maker-NODE_4_length_788429_cov_41.9372_ID_7-snap-gene-4.152&CDS=1-3663
847	OG0000847	YDL063C	augustus_masked-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-4.37-mRNA-1_1&gene=augustus_masked-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-4.37&CDS=1-1884
848	OG0000848	YDL064W	augustus_masked-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-4.15-mRNA-1_1&gene=augustus_masked-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-4.15&CDS=1-483
849	OG0000849	YDL065C	augustus_masked-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-4.36-mRNA-1_1&gene=augustus_masked-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-4.36&CDS=1-930
850	OG0000850	YDL067C	snap_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-9.103-mRNA-1_1&gene=snap_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-9.103&CDS=1-180
851	OG0000851	YDL074C	augustus_masked-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-6.188-mRNA-1_1&gene=augustus_masked-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-6.188&CDS=1-2091
852	OG0000852	YDL076C	snap_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-12.26-mRNA-1_1&gene=snap_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-12.26&CDS=1-1263
853	OG0000853	YDL077C	snap_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-12.28-mRNA-1_1&gene=snap_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-12.28&CDS=1-3210
854	OG0000854	YDL081C	augustus_masked-NODE_18_length_260039_cov_39.3695_ID_35-processed-gene-1.149-mRNA-1_1&gene=augustus_masked-NODE_18_length_260039_cov_39.3695_ID_35-processed-gene-1.149&CDS=1-312
855	OG0000855	YDL084W	maker-NODE_6_length_707688_cov_38.2434_ID_11-augustus-gene-5.84-mRNA-1_1&gene=maker-NODE_6_length_707688_cov_38.2434_ID_11-augustus-gene-5.84&CDS=1-1293
856	OG0000856	YDL086W	augustus_masked-NODE_25_length_133158_cov_51.1595_ID_49-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-NODE_25_length_133158_cov_51.1595_ID_49-processed-gene-0.114&CDS=1-819
857	OG0000857	YDL087C	genemark-NODE_8_length_556485_cov_39.8289_ID_15-processed-gene-2.120-mRNA-1_1&gene=genemark-NODE_8_length_556485_cov_39.8289_ID_15-processed-gene-2.120&CDS=1-759
858	OG0000858	YDL090C	snap_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-7.108-mRNA-1_1&gene=snap_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-7.108&CDS=1-1353
859	OG0000859	YDL092W	maker-NODE_1_length_1450014_cov_38.9627_ID_1-augustus-gene-7.38-mRNA-1_1&gene=maker-NODE_1_length_1450014_cov_38.9627_ID_1-augustus-gene-7.38&CDS=1-396
860	OG0000860	YDL095W	augustus_masked-NODE_14_length_300086_cov_45.7339_ID_27-processed-gene-2.142-mRNA-1_1&gene=augustus_masked-NODE_14_length_300086_cov_45.7339_ID_27-processed-gene-2.142&CDS=1-2685
861	OG0000861	YDL097C	augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-5.123-mRNA-1_1&gene=augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-5.123&CDS=1-1284
862	OG0000862	YDL098C	snap_masked-NODE_14_length_300086_cov_45.7339_ID_27-processed-gene-0.29-mRNA-1_1&gene=snap_masked-NODE_14_length_300086_cov_45.7339_ID_27-processed-gene-0.29&CDS=1-621
863	OG0000863	YDL099W	maker-NODE_14_length_300086_cov_45.7339_ID_27-snap-gene-0.3-mRNA-1_1&gene=maker-NODE_14_length_300086_cov_45.7339_ID_27-snap-gene-0.3&CDS=1-636
864	OG0000864	YDL101C	augustus_masked-NODE_27_length_114979_cov_45.4315_ID_53-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-NODE_27_length_114979_cov_45.4315_ID_53-processed-gene-0.105&CDS=1-1302
865	OG0000865	YDL102W	augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-13.128-mRNA-1_1&gene=augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-13.128&CDS=1-3300
866	OG0000866	YDL103C	augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-4.120-mRNA-1_1&gene=augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-4.120&CDS=1-1455
867	OG0000867	YDL104C	augustus_masked-NODE_10_length_550745_cov_39.138_ID_19-processed-gene-4.138-mRNA-1_1&gene=augustus_masked-NODE_10_length_550745_cov_39.138_ID_19-processed-gene-4.138&CDS=1-672
868	OG0000868	YDL105W	augustus_masked-NODE_10_length_550745_cov_39.138_ID_19-processed-gene-4.107-mRNA-1_1&gene=augustus_masked-NODE_10_length_550745_cov_39.138_ID_19-processed-gene-4.107&CDS=1-1308
869	OG0000869	YDL106C	augustus_masked-NODE_10_length_550745_cov_39.138_ID_19-processed-gene-4.106-mRNA-1_1&gene=augustus_masked-NODE_10_length_550745_cov_39.138_ID_19-processed-gene-4.106&CDS=1-2049
870	OG0000870	YDL107W	augustus_masked-NODE_20_length_229787_cov_48.6478_ID_39-processed-gene-1.52-mRNA-1_1&gene=augustus_masked-NODE_20_length_229787_cov_48.6478_ID_39-processed-gene-1.52&CDS=1-1095
871	OG0000871	YDL108W	augustus_masked-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-1.8&CDS=1-1956
872	OG0000872	YDL110C	augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-5.110-mRNA-1_1&gene=augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-5.110&CDS=1-465
873	OG0000873	YDL111C	augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-0.97&CDS=1-876
874	OG0000874	YDL112W	maker-NODE_5_length_785164_cov_45.4552_ID_9-augustus-gene-0.38-mRNA-1_1&gene=maker-NODE_5_length_785164_cov_45.4552_ID_9-augustus-gene-0.38&CDS=1-4869
875	OG0000875	YDL113C	augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-10.17-mRNA-1_1&gene=augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-10.17&CDS=1-1614
876	OG0000876	YDL114W	augustus_masked-NODE_20_length_229787_cov_48.6478_ID_39-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-NODE_20_length_229787_cov_48.6478_ID_39-processed-gene-1.33&CDS=1-933
877	OG0000877	YDL116W	snap_masked-NODE_8_length_556485_cov_39.8289_ID_15-processed-gene-4.100-mRNA-1_1&gene=snap_masked-NODE_8_length_556485_cov_39.8289_ID_15-processed-gene-4.100&CDS=1-2301
878	OG0000878	YDL117W	augustus_masked-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-1.7&CDS=1-2445
879	OG0000879	YDL119C	snap_masked-NODE_10_length_550745_cov_39.138_ID_19-processed-gene-4.209-mRNA-1_1&gene=snap_masked-NODE_10_length_550745_cov_39.138_ID_19-processed-gene-4.209&CDS=1-891
880	OG0000880	YDL120W	augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-1.111-mRNA-1_1&gene=augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-1.111&CDS=1-471
881	OG0000881	YDL122W	genemark-NODE_10_length_550745_cov_39.138_ID_19-processed-gene-1.95-mRNA-1_1&gene=genemark-NODE_10_length_550745_cov_39.138_ID_19-processed-gene-1.95&CDS=1-2205
882	OG0000882	YDL125C	snap_masked-NODE_14_length_300086_cov_45.7339_ID_27-processed-gene-0.25-mRNA-1_1&gene=snap_masked-NODE_14_length_300086_cov_45.7339_ID_27-processed-gene-0.25&CDS=1-447
883	OG0000883	YDL126C	snap_masked-NODE_14_length_300086_cov_45.7339_ID_27-processed-gene-0.23-mRNA-1_1&gene=snap_masked-NODE_14_length_300086_cov_45.7339_ID_27-processed-gene-0.23&CDS=1-2499
884	OG0000884	YDL133W	augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-13.84-mRNA-1_1&gene=augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-13.84&CDS=1-1356
885	OG0000885	YDL134C	augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-13.111-mRNA-1_1&gene=augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-13.111&CDS=1-1026
886	OG0000886	YDL135C	augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-13.83-mRNA-1_1&gene=augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-13.83&CDS=1-597
887	OG0000887	YDL140C	augustus_masked-NODE_15_length_290363_cov_40.5998_ID_29-processed-gene-1.116-mRNA-1_1&gene=augustus_masked-NODE_15_length_290363_cov_40.5998_ID_29-processed-gene-1.116&CDS=1-5178
888	OG0000888	YDL141W	augustus_masked-NODE_15_length_290363_cov_40.5998_ID_29-processed-gene-1.149-mRNA-1_1&gene=augustus_masked-NODE_15_length_290363_cov_40.5998_ID_29-processed-gene-1.149&CDS=1-1995
889	OG0000889	YDL142C	augustus_masked-NODE_15_length_290363_cov_40.5998_ID_29-processed-gene-1.117-mRNA-1_1&gene=augustus_masked-NODE_15_length_290363_cov_40.5998_ID_29-processed-gene-1.117&CDS=1-951
890	OG0000890	YDL143W	augustus_masked-NODE_15_length_290363_cov_40.5998_ID_29-processed-gene-1.150-mRNA-1_1&gene=augustus_masked-NODE_15_length_290363_cov_40.5998_ID_29-processed-gene-1.150&CDS=1-1581
891	OG0000891	YDL145C	augustus_masked-NODE_19_length_238352_cov_47.7159_ID_37-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-NODE_19_length_238352_cov_47.7159_ID_37-processed-gene-1.50&CDS=1-3612
892	OG0000892	YDL146W	augustus_masked-NODE_19_length_238352_cov_47.7159_ID_37-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-NODE_19_length_238352_cov_47.7159_ID_37-processed-gene-1.20&CDS=1-1899
893	OG0000893	YDL147W	augustus_masked-NODE_19_length_238352_cov_47.7159_ID_37-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-NODE_19_length_238352_cov_47.7159_ID_37-processed-gene-1.19&CDS=1-1326
894	OG0000894	YDL148C	augustus_masked-NODE_12_length_398974_cov_37.4773_ID_23-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-NODE_12_length_398974_cov_37.4773_ID_23-processed-gene-0.61&CDS=1-2514
895	OG0000895	YDL149W	augustus_masked-NODE_16_length_282022_cov_38.1116_ID_31-processed-gene-1.122-mRNA-1_1&gene=augustus_masked-NODE_16_length_282022_cov_38.1116_ID_31-processed-gene-1.122&CDS=1-3189
896	OG0000896	YDL150W	augustus_masked-NODE_15_length_290363_cov_40.5998_ID_29-processed-gene-1.119-mRNA-1_1&gene=augustus_masked-NODE_15_length_290363_cov_40.5998_ID_29-processed-gene-1.119&CDS=1-1305
897	OG0000897	YDL153C	augustus_masked-NODE_15_length_290363_cov_40.5998_ID_29-processed-gene-1.152-mRNA-1_1&gene=augustus_masked-NODE_15_length_290363_cov_40.5998_ID_29-processed-gene-1.152&CDS=1-1716
898	OG0000898	YDL156W	augustus_masked-NODE_7_length_668977_cov_43.4603_ID_13-processed-gene-4.84-mRNA-1_1&gene=augustus_masked-NODE_7_length_668977_cov_43.4603_ID_13-processed-gene-4.84&CDS=1-1566
899	OG0000899	YDL160C	augustus_masked-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-6.212-mRNA-1_1&gene=augustus_masked-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-6.212&CDS=1-1440
900	OG0000900	YDL165W	genemark-NODE_9_length_553621_cov_69.3391_ID_17-processed-gene-2.104-mRNA-1_1&gene=genemark-NODE_9_length_553621_cov_69.3391_ID_17-processed-gene-2.104&CDS=1-957
901	OG0000901	YDL166C	augustus_masked-NODE_9_length_553621_cov_69.3391_ID_17-processed-gene-2.49-mRNA-1_1&gene=augustus_masked-NODE_9_length_553621_cov_69.3391_ID_17-processed-gene-2.49&CDS=1-444
902	OG0000902	YDL167C	augustus_masked-NODE_12_length_398974_cov_37.4773_ID_23-processed-gene-2.23-mRNA-1_1&gene=augustus_masked-NODE_12_length_398974_cov_37.4773_ID_23-processed-gene-2.23&CDS=1-2445
903	OG0000903	YDL168W	augustus_masked-NODE_9_length_553621_cov_69.3391_ID_17-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-NODE_9_length_553621_cov_69.3391_ID_17-processed-gene-1.5&CDS=1-1140
904	OG0000904	YDL169C	augustus_masked-NODE_9_length_553621_cov_69.3391_ID_17-processed-gene-2.50-mRNA-1_1&gene=augustus_masked-NODE_9_length_553621_cov_69.3391_ID_17-processed-gene-2.50&CDS=1-609
905	OG0000905	YDL171C	augustus_masked-NODE_12_length_398974_cov_37.4773_ID_23-processed-gene-2.26-mRNA-1_1&gene=augustus_masked-NODE_12_length_398974_cov_37.4773_ID_23-processed-gene-2.26&CDS=1-6396
906	OG0000906	YDL177C	augustus_masked-NODE_21_length_217050_cov_48.8671_ID_41-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-NODE_21_length_217050_cov_48.8671_ID_41-processed-gene-0.78&CDS=1-600
907	OG0000907	YDL178W	augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-7.21-mRNA-1_1&gene=augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-7.21&CDS=1-1644
908	OG0000908	YDL181W	maker-NODE_1_length_1450014_cov_38.9627_ID_1-augustus-gene-13.73-mRNA-1_1&gene=maker-NODE_1_length_1450014_cov_38.9627_ID_1-augustus-gene-13.73&CDS=1-243
909	OG0000909	YDL183C	augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-13.112-mRNA-1_1&gene=augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-13.112&CDS=1-1119
910	OG0000910	YDL185W	snap_masked-NODE_19_length_238352_cov_47.7159_ID_37-processed-gene-1.129-mRNA-1_1&gene=snap_masked-NODE_19_length_238352_cov_47.7159_ID_37-processed-gene-1.129&CDS=1-1866
911	OG0000911	YDL189W	augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-13.82-mRNA-1_1&gene=augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-13.82&CDS=1-1725
912	OG0000912	YDL190C	augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-13.81-mRNA-1_1&gene=augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-13.81&CDS=1-3258
