	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035633_Candida_hispaniensis
790	OG0000790	YDL029W	genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-5.112-mRNA-1_1&gene=genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-5.112&CDS=1-1173
791	OG0000791	YDL030W	snap_masked-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-15.158-mRNA-1_1&gene=snap_masked-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-15.158&CDS=1-1542
792	OG0000792	YDL031W	genemark-NODE_8_length_489089_cov_85.1595_ID_15-processed-gene-2.158-mRNA-1_1&gene=genemark-NODE_8_length_489089_cov_85.1595_ID_15-processed-gene-2.158&CDS=1-2694
793	OG0000793	YDL033C	genemark-NODE_9_length_487716_cov_87.0303_ID_17-processed-gene-3.59-mRNA-1_1&gene=genemark-NODE_9_length_487716_cov_87.0303_ID_17-processed-gene-3.59&CDS=1-1260
794	OG0000794	YDL040C	snap_masked-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-0.83-mRNA-1_1&gene=snap_masked-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-0.83&CDS=1-2418
795	OG0000795	YDL043C	genemark-NODE_5_length_698713_cov_87.6757_ID_9-processed-gene-5.48-mRNA-1_1&gene=genemark-NODE_5_length_698713_cov_87.6757_ID_9-processed-gene-5.48&CDS=1-660
796	OG0000796	YDL045C	genemark-NODE_5_length_698713_cov_87.6757_ID_9-processed-gene-5.47-mRNA-1_1&gene=genemark-NODE_5_length_698713_cov_87.6757_ID_9-processed-gene-5.47&CDS=1-753
797	OG0000797	YDL046W	genemark-NODE_6_length_558064_cov_88.2895_ID_11-processed-gene-2.25-mRNA-1_1&gene=genemark-NODE_6_length_558064_cov_88.2895_ID_11-processed-gene-2.25&CDS=1-534
798	OG0000798	YDL047W	genemark-NODE_12_length_275550_cov_92.8485_ID_23-processed-gene-0.103-mRNA-1_1&gene=genemark-NODE_12_length_275550_cov_92.8485_ID_23-processed-gene-0.103&CDS=1-927
799	OG0000799	YDL051W	genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-3.132-mRNA-1_1&gene=genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-3.132&CDS=1-1056
800	OG0000800	YDL052C	snap_masked-NODE_4_length_720416_cov_129.062_ID_7-processed-gene-2.22-mRNA-1_1&gene=snap_masked-NODE_4_length_720416_cov_129.062_ID_7-processed-gene-2.22&CDS=1-843
801	OG0000801	YDL054C	genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-0.155-mRNA-1_1&gene=genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-0.155&CDS=1-1407
802	OG0000802	YDL055C	augustus_masked-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-0.28&CDS=1-1089
803	OG0000803	YDL057W	augustus_masked-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-8.119-mRNA-1_1&gene=augustus_masked-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-8.119&CDS=1-1785
804	OG0000804	YDL058W	augustus_masked-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-11.72-mRNA-1_1&gene=augustus_masked-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-11.72&CDS=1-5178
805	OG0000805	YDL060W	snap_masked-NODE_12_length_275550_cov_92.8485_ID_23-processed-gene-1.162-mRNA-1_1&gene=snap_masked-NODE_12_length_275550_cov_92.8485_ID_23-processed-gene-1.162&CDS=1-2205
806	OG0000806	YDL063C	augustus_masked-NODE_5_length_698713_cov_87.6757_ID_9-processed-gene-1.80-mRNA-1_1&gene=augustus_masked-NODE_5_length_698713_cov_87.6757_ID_9-processed-gene-1.80&CDS=1-1851
807	OG0000807	YDL064W	genemark-NODE_4_length_720416_cov_129.062_ID_7-processed-gene-4.113-mRNA-1_1&gene=genemark-NODE_4_length_720416_cov_129.062_ID_7-processed-gene-4.113&CDS=1-468
808	OG0000808	YDL065C	genemark-NODE_4_length_720416_cov_129.062_ID_7-processed-gene-4.108-mRNA-1_1&gene=genemark-NODE_4_length_720416_cov_129.062_ID_7-processed-gene-4.108&CDS=1-918
809	OG0000809	YDL066W	augustus_masked-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-5.31-mRNA-1_1&gene=augustus_masked-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-5.31&CDS=1-1302
810	OG0000810	YDL067C	snap_masked-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-5.69-mRNA-1_1&gene=snap_masked-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-5.69&CDS=1-177
811	OG0000811	YDL072C	genemark-NODE_6_length_558064_cov_88.2895_ID_11-processed-gene-3.35-mRNA-1_1&gene=genemark-NODE_6_length_558064_cov_88.2895_ID_11-processed-gene-3.35&CDS=1-615
812	OG0000812	YDL074C	genemark-NODE_8_length_489089_cov_85.1595_ID_15-processed-gene-3.10-mRNA-1_1&gene=genemark-NODE_8_length_489089_cov_85.1595_ID_15-processed-gene-3.10&CDS=1-1968
813	OG0000813	YDL076C	snap_masked-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-4.88-mRNA-1_1&gene=snap_masked-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-4.88&CDS=1-1197
814	OG0000814	YDL077C	snap_masked-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-4.90-mRNA-1_1&gene=snap_masked-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-4.90&CDS=1-2712
815	OG0000815	YDL084W	genemark-NODE_5_length_698713_cov_87.6757_ID_9-processed-gene-1.23-mRNA-1_1&gene=genemark-NODE_5_length_698713_cov_87.6757_ID_9-processed-gene-1.23&CDS=1-1359
816	OG0000816	YDL086W	genemark-NODE_12_length_275550_cov_92.8485_ID_23-processed-gene-0.123-mRNA-1_1&gene=genemark-NODE_12_length_275550_cov_92.8485_ID_23-processed-gene-0.123&CDS=1-810
817	OG0000817	YDL087C	genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-0.111-mRNA-1_1&gene=genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-0.111&CDS=1-735
818	OG0000818	YDL090C	augustus_masked-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-9.78-mRNA-1_1&gene=augustus_masked-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-9.78&CDS=1-2901
819	OG0000819	YDL097C	genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-9.151-mRNA-1_1&gene=genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-9.151&CDS=1-1248
820	OG0000820	YDL098C	genemark-NODE_9_length_487716_cov_87.0303_ID_17-processed-gene-1.115-mRNA-1_1&gene=genemark-NODE_9_length_487716_cov_87.0303_ID_17-processed-gene-1.115&CDS=1-456
821	OG0000821	YDL100C	genemark-NODE_5_length_698713_cov_87.6757_ID_9-processed-gene-5.83-mRNA-1_1&gene=genemark-NODE_5_length_698713_cov_87.6757_ID_9-processed-gene-5.83&CDS=1-957
822	OG0000822	YDL102W	genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-0.35-mRNA-1_1&gene=genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-0.35&CDS=1-3153
823	OG0000823	YDL103C	genemark-NODE_6_length_558064_cov_88.2895_ID_11-processed-gene-1.13-mRNA-1_1&gene=genemark-NODE_6_length_558064_cov_88.2895_ID_11-processed-gene-1.13&CDS=1-1446
824	OG0000824	YDL104C	snap_masked-NODE_7_length_507417_cov_87.0109_ID_13-processed-gene-2.49-mRNA-1_1&gene=snap_masked-NODE_7_length_507417_cov_87.0109_ID_13-processed-gene-2.49&CDS=1-1119
825	OG0000825	YDL107W	augustus_masked-NODE_9_length_487716_cov_87.0303_ID_17-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-NODE_9_length_487716_cov_87.0303_ID_17-processed-gene-1.25&CDS=1-1101
826	OG0000826	YDL108W	genemark-NODE_9_length_487716_cov_87.0303_ID_17-processed-gene-1.128-mRNA-1_1&gene=genemark-NODE_9_length_487716_cov_87.0303_ID_17-processed-gene-1.128&CDS=1-942
827	OG0000827	YDL111C	genemark-NODE_9_length_487716_cov_87.0303_ID_17-processed-gene-1.154-mRNA-1_1&gene=genemark-NODE_9_length_487716_cov_87.0303_ID_17-processed-gene-1.154&CDS=1-909
828	OG0000828	YDL112W	snap_masked-NODE_9_length_487716_cov_87.0303_ID_17-processed-gene-1.72-mRNA-1_1&gene=snap_masked-NODE_9_length_487716_cov_87.0303_ID_17-processed-gene-1.72&CDS=1-4158
829	OG0000829	YDL113C	genemark-NODE_9_length_487716_cov_87.0303_ID_17-processed-gene-2.121-mRNA-1_1&gene=genemark-NODE_9_length_487716_cov_87.0303_ID_17-processed-gene-2.121&CDS=1-1629
830	OG0000830	YDL116W	augustus_masked-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-9.76-mRNA-1_1&gene=augustus_masked-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-9.76&CDS=1-2016
831	OG0000831	YDL117W	snap_masked-NODE_9_length_487716_cov_87.0303_ID_17-processed-gene-2.54-mRNA-1_1&gene=snap_masked-NODE_9_length_487716_cov_87.0303_ID_17-processed-gene-2.54&CDS=1-2481
832	OG0000832	YDL119C	genemark-NODE_5_length_698713_cov_87.6757_ID_9-processed-gene-3.38-mRNA-1_1&gene=genemark-NODE_5_length_698713_cov_87.6757_ID_9-processed-gene-3.38&CDS=1-951
833	OG0000833	YDL120W	genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-2.169-mRNA-1_1&gene=genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-2.169&CDS=1-495
834	OG0000834	YDL122W	snap_masked-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-22.9-mRNA-1_1&gene=snap_masked-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-22.9&CDS=1-1833
835	OG0000835	YDL126C	genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-2.151-mRNA-1_1&gene=genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-2.151&CDS=1-2427
836	OG0000836	YDL128W	genemark-NODE_4_length_720416_cov_129.062_ID_7-processed-gene-4.115-mRNA-1_1&gene=genemark-NODE_4_length_720416_cov_129.062_ID_7-processed-gene-4.115&CDS=1-1152
837	OG0000837	YDL130W	genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-5.172-mRNA-1_1&gene=genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-5.172&CDS=1-312
838	OG0000838	YDL133W	augustus_masked-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-13.35-mRNA-1_1&gene=augustus_masked-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-13.35&CDS=1-1578
839	OG0000839	YDL135C	genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-13.149-mRNA-1_1&gene=genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-13.149&CDS=1-621
840	OG0000840	YDL140C	genemark-NODE_6_length_558064_cov_88.2895_ID_11-processed-gene-2.33-mRNA-1_1&gene=genemark-NODE_6_length_558064_cov_88.2895_ID_11-processed-gene-2.33&CDS=1-5199
841	OG0000841	YDL141W	maker-NODE_3_length_1168197_cov_88.2392_ID_5-augustus-gene-1.105-mRNA-1_1&gene=maker-NODE_3_length_1168197_cov_88.2392_ID_5-augustus-gene-1.105&CDS=1-2094
842	OG0000842	YDL142C	genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-17.147-mRNA-1_1&gene=genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-17.147&CDS=1-909
843	OG0000843	YDL143W	genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-17.176-mRNA-1_1&gene=genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-17.176&CDS=1-1608
844	OG0000844	YDL144C	genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-10.57-mRNA-1_1&gene=genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-10.57&CDS=1-1008
845	OG0000845	YDL145C	genemark-NODE_8_length_489089_cov_85.1595_ID_15-processed-gene-2.152-mRNA-1_1&gene=genemark-NODE_8_length_489089_cov_85.1595_ID_15-processed-gene-2.152&CDS=1-3645
846	OG0000846	YDL146W	augustus_masked-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-8.131-mRNA-1_1&gene=augustus_masked-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-8.131&CDS=1-1473
847	OG0000847	YDL147W	genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-9.126-mRNA-1_1&gene=genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-9.126&CDS=1-1338
848	OG0000848	YDL148C	genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-18.95-mRNA-1_1&gene=genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-18.95&CDS=1-2304
849	OG0000849	YDL149W	genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-18.117-mRNA-1_1&gene=genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-18.117&CDS=1-2166
850	OG0000850	YDL150W	snap_masked-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-18.74-mRNA-1_1&gene=snap_masked-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-18.74&CDS=1-1275
851	OG0000851	YDL153C	genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-17.177-mRNA-1_1&gene=genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-17.177&CDS=1-1599
852	OG0000852	YDL156W	genemark-NODE_7_length_507417_cov_87.0109_ID_13-processed-gene-1.130-mRNA-1_1&gene=genemark-NODE_7_length_507417_cov_87.0109_ID_13-processed-gene-1.130&CDS=1-1545
853	OG0000853	YDL157C	snap_masked-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-10.147-mRNA-1_1&gene=snap_masked-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-10.147&CDS=1-270
854	OG0000854	YDL160C	genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-10.30-mRNA-1_1&gene=genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-10.30&CDS=1-1641
855	OG0000855	YDL164C	genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-12.15-mRNA-1_1&gene=genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-12.15&CDS=1-2091
856	OG0000856	YDL165W	genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-9.165-mRNA-1_1&gene=genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-9.165&CDS=1-741
857	OG0000857	YDL166C	genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-9.191-mRNA-1_1&gene=genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-9.191&CDS=1-519
858	OG0000858	YDL167C	genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-2.160-mRNA-1_1&gene=genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-2.160&CDS=1-1041
859	OG0000859	YDL168W	genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-2.136-mRNA-1_1&gene=genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-2.136&CDS=1-1131
860	OG0000860	YDL170W	maker-NODE_8_length_489089_cov_85.1595_ID_15-snap-gene-3.109-mRNA-1_1&gene=maker-NODE_8_length_489089_cov_85.1595_ID_15-snap-gene-3.109&CDS=1-1866
861	OG0000861	YDL171C	genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-16.158-mRNA-1_1&gene=genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-16.158&CDS=1-6303
862	OG0000862	YDL174C	genemark-NODE_6_length_558064_cov_88.2895_ID_11-processed-gene-1.10-mRNA-1_1&gene=genemark-NODE_6_length_558064_cov_88.2895_ID_11-processed-gene-1.10&CDS=1-1728
863	OG0000863	YDL178W	genemark-NODE_4_length_720416_cov_129.062_ID_7-processed-gene-3.92-mRNA-1_1&gene=genemark-NODE_4_length_720416_cov_129.062_ID_7-processed-gene-3.92&CDS=1-1551
864	OG0000864	YDL181W	genemark-NODE_5_length_698713_cov_87.6757_ID_9-processed-gene-5.67-mRNA-1_1&gene=genemark-NODE_5_length_698713_cov_87.6757_ID_9-processed-gene-5.67&CDS=1-258
865	OG0000865	YDL182W	genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-2.159-mRNA-1_1&gene=genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-2.159&CDS=1-1350
866	OG0000866	YDL183C	genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-13.173-mRNA-1_1&gene=genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-13.173&CDS=1-858
867	OG0000867	YDL185W	genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-21.189-mRNA-1_1&gene=genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-21.189&CDS=1-1845
868	OG0000868	YDL189W	augustus_masked-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-13.56-mRNA-1_1&gene=augustus_masked-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-13.56&CDS=1-1713
869	OG0000869	YDL190C	snap_masked-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-13.89-mRNA-1_1&gene=snap_masked-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-13.89&CDS=1-3093
870	OG0000870	YDL193W	genemark-NODE_7_length_507417_cov_87.0109_ID_13-processed-gene-2.146-mRNA-1_1&gene=genemark-NODE_7_length_507417_cov_87.0109_ID_13-processed-gene-2.146&CDS=1-933
871	OG0000871	YDL195W	genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-1.117-mRNA-1_1&gene=genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-1.117&CDS=1-3528
872	OG0000872	YDL198C	genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-0.150-mRNA-1_1&gene=genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-0.150&CDS=1-900
873	OG0000873	YDL201W	genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-8.142-mRNA-1_1&gene=genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-8.142&CDS=1-861
874	OG0000874	YDL202W	genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-7.124-mRNA-1_1&gene=genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-7.124&CDS=1-672
875	OG0000875	YDL205C	genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-2.113-mRNA-1_1&gene=genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-2.113&CDS=1-1020
876	OG0000876	YDL206W	genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-3.165-mRNA-1_1&gene=genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-3.165&CDS=1-2115
877	OG0000877	YDL207W	genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-17.184-mRNA-1_1&gene=genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-17.184&CDS=1-1746
878	OG0000878	YDL208W	genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-10.56-mRNA-1_1&gene=genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-10.56&CDS=1-453
879	OG0000879	YDL209C	genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-0.139-mRNA-1_1&gene=genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-0.139&CDS=1-1149
880	OG0000880	YDL210W	genemark-NODE_6_length_558064_cov_88.2895_ID_11-processed-gene-0.38-mRNA-1_1&gene=genemark-NODE_6_length_558064_cov_88.2895_ID_11-processed-gene-0.38&CDS=1-1629
881	OG0000881	YDL212W	genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-11.137-mRNA-1_1&gene=genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-11.137&CDS=1-573
882	OG0000882	YDL213C	genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-21.179-mRNA-1_1&gene=genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-21.179&CDS=1-699
883	OG0000883	YDL215C	genemark-NODE_5_length_698713_cov_87.6757_ID_9-processed-gene-3.19-mRNA-1_1&gene=genemark-NODE_5_length_698713_cov_87.6757_ID_9-processed-gene-3.19&CDS=1-3159
884	OG0000884	YDL217C	genemark-NODE_5_length_698713_cov_87.6757_ID_9-processed-gene-2.13-mRNA-1_1&gene=genemark-NODE_5_length_698713_cov_87.6757_ID_9-processed-gene-2.13&CDS=1-552
885	OG0000885	YDL226C	genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-6.12-mRNA-1_1&gene=genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-6.12&CDS=1-1080
886	OG0000886	YDL231C	snap_masked-NODE_6_length_558064_cov_88.2895_ID_11-processed-gene-4.107-mRNA-1_1&gene=snap_masked-NODE_6_length_558064_cov_88.2895_ID_11-processed-gene-4.107&CDS=1-3567
887	OG0000887	YDL233W	snap_masked-NODE_13_length_117835_cov_86.377_ID_25-processed-gene-0.113-mRNA-1_1&gene=snap_masked-NODE_13_length_117835_cov_86.377_ID_25-processed-gene-0.113&CDS=1-2580
888	OG0000888	YDL234C	genemark-NODE_5_length_698713_cov_87.6757_ID_9-processed-gene-1.37-mRNA-1_1&gene=genemark-NODE_5_length_698713_cov_87.6757_ID_9-processed-gene-1.37&CDS=1-2079
889	OG0000889	YDL235C	genemark-NODE_13_length_117835_cov_86.377_ID_25-processed-gene-0.23-mRNA-1_1&gene=genemark-NODE_13_length_117835_cov_86.377_ID_25-processed-gene-0.23&CDS=1-474
890	OG0000890	YDL236W	genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-13.124-mRNA-1_1&gene=genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-13.124&CDS=1-903
891	OG0000891	YDL237W	genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-17.140-mRNA-1_1&gene=genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-17.140&CDS=1-882
892	OG0000892	YDL238C	genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-21.211-mRNA-1_1&gene=genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-21.211&CDS=1-1332
893	OG0000893	YDL240W	genemark-NODE_4_length_720416_cov_129.062_ID_7-processed-gene-4.149-mRNA-1_1&gene=genemark-NODE_4_length_720416_cov_129.062_ID_7-processed-gene-4.149&CDS=1-3849
894	OG0000894	YDR004W	snap_masked-NODE_12_length_275550_cov_92.8485_ID_23-processed-gene-1.143-mRNA-1_1&gene=snap_masked-NODE_12_length_275550_cov_92.8485_ID_23-processed-gene-1.143&CDS=1-1257
895	OG0000895	YDR005C	genemark-NODE_12_length_275550_cov_92.8485_ID_23-processed-gene-1.93-mRNA-1_1&gene=genemark-NODE_12_length_275550_cov_92.8485_ID_23-processed-gene-1.93&CDS=1-891
896	OG0000896	YDR006C	genemark-NODE_4_length_720416_cov_129.062_ID_7-processed-gene-0.17-mRNA-1_1&gene=genemark-NODE_4_length_720416_cov_129.062_ID_7-processed-gene-0.17&CDS=1-1818
897	OG0000897	YDR007W	snap_masked-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-14.27-mRNA-1_1&gene=snap_masked-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-14.27&CDS=1-1671
898	OG0000898	YDR013W	genemark-NODE_8_length_489089_cov_85.1595_ID_15-processed-gene-3.82-mRNA-1_1&gene=genemark-NODE_8_length_489089_cov_85.1595_ID_15-processed-gene-3.82&CDS=1-555
899	OG0000899	YDR016C	maker-NODE_7_length_507417_cov_87.0109_ID_13-augustus-gene-1.177-mRNA-1_1&gene=maker-NODE_7_length_507417_cov_87.0109_ID_13-augustus-gene-1.177&CDS=1-336
900	OG0000900	YDR017C	snap_masked-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-12.66-mRNA-1_1&gene=snap_masked-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-12.66&CDS=1-2415
901	OG0000901	YDR019C	genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-11.8-mRNA-1_1&gene=genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-11.8&CDS=1-1167
902	OG0000902	YDR020C	augustus_masked-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-11.92-mRNA-1_1&gene=augustus_masked-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-11.92&CDS=1-756
903	OG0000903	YDR023W	genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-11.14-mRNA-1_1&gene=genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-11.14&CDS=1-1350
904	OG0000904	YDR026C	genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-0.158-mRNA-1_1&gene=genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-0.158&CDS=1-1632
905	OG0000905	YDR027C	snap_masked-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-14.43-mRNA-1_1&gene=snap_masked-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-14.43&CDS=1-3723
906	OG0000906	YDR028C	snap_masked-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-14.44-mRNA-1_1&gene=snap_masked-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-14.44&CDS=1-1890
907	OG0000907	YDR030C	genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-16.157-mRNA-1_1&gene=genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-16.157&CDS=1-1191
908	OG0000908	YDR031W	genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-4.161-mRNA-1_1&gene=genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-4.161&CDS=1-312
909	OG0000909	YDR035W	genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-16.133-mRNA-1_1&gene=genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-16.133&CDS=1-1089
910	OG0000910	YDR036C	genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-6.144-mRNA-1_1&gene=genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-6.144&CDS=1-1407
911	OG0000911	YDR037W	genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-6.144-mRNA-1_1&gene=genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-6.144&CDS=1-1764
912	OG0000912	YDR041W	snap_masked-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-6.47-mRNA-1_1&gene=snap_masked-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-6.47&CDS=1-777
