	OrthologID	Saccharomyces_cerevisiae	yHMPu5000026145_Ambrosiozyma_vanderkliftii
402	OG0000402	YJR054W, YML047C	augustus_masked-flattened_line_64-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.28&CDS=1-1665
403	OG0000403	YJR091C, YPR042C	augustus_masked-flattened_line_34-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.62&CDS=1-3573
404	OG0000404	YJR094W-A, YPR043W	maker-flattened_line_0-augustus-gene-1.138-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-1.138&CDS=1-285
405	OG0000405	YJR107W	augustus_masked-flattened_line_70-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.114&CDS=1-1074, snap_masked-flattened_line_14-processed-gene-0.84-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.84&CDS=1-1131
406	OG0000406	YJR111C	augustus_masked-flattened_line_178-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-flattened_line_178-processed-gene-0.39&CDS=1-2337, genemark-flattened_line_245-processed-gene-0.6-mRNA-1_1&gene=genemark-flattened_line_245-processed-gene-0.6&CDS=1-774
407	OG0000407	YJR126C	augustus_masked-flattened_line_247-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-flattened_line_247-processed-gene-0.42&CDS=1-2331, maker-flattened_line_235-snap-gene-0.0-mRNA-1_1&gene=maker-flattened_line_235-snap-gene-0.0&CDS=1-3030
408	OG0000408	YJR127C, YML081W	augustus_masked-flattened_line_94-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.57&CDS=1-3840
409	OG0000409	YJR130C, YML082W	augustus_masked-flattened_line_16-processed-gene-1.173-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.173&CDS=1-1737
410	OG0000410	YJR148W	augustus_masked-flattened_line_538-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_538-processed-gene-0.2&CDS=1-936, maker-flattened_line_128-snap-gene-0.119-mRNA-1_1&gene=maker-flattened_line_128-snap-gene-0.119&CDS=1-2112
411	OG0000411	YJR152W	augustus_masked-flattened_line_176-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_176-processed-gene-0.6&CDS=1-1515, augustus_masked-flattened_line_211-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-flattened_line_211-processed-gene-0.56&CDS=1-1584
412	OG0000412	YKL004W	augustus_masked-flattened_line_196-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_196-processed-gene-0.15&CDS=1-1296, augustus_masked-flattened_line_247-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-flattened_line_247-processed-gene-0.50&CDS=1-1221
413	OG0000413	YKL043W	augustus_masked-flattened_line_22-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.69&CDS=1-1689, augustus_masked-flattened_line_30-processed-gene-0.197-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.197&CDS=1-1632
414	OG0000414	YKL050C, YMR031C	maker-flattened_line_6-snap-gene-2.101-mRNA-1_1&gene=maker-flattened_line_6-snap-gene-2.101&CDS=1-2673
415	OG0000415	YKL068W, YMR047C	augustus_masked-flattened_line_4-processed-gene-2.8-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.8&CDS=1-3390
416	OG0000416	YKL072W, YMR053C	augustus_masked-flattened_line_6-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.19&CDS=1-2718
417	OG0000417	YKL105C, YMR086W	augustus_masked-flattened_line_76-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.103&CDS=1-4128
418	OG0000418	YKL121W, YMR102C	augustus_masked-flattened_line_92-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-flattened_line_92-processed-gene-0.111&CDS=1-2358
419	OG0000419	YKL126W, YMR104C	genemark-flattened_line_0-processed-gene-1.83-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.83&CDS=1-2001
420	OG0000420	YKL127W, YMR105C	augustus_masked-flattened_line_253-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_253-processed-gene-0.3&CDS=1-1713
421	OG0000421	YKL133C, YMR115W	augustus_masked-flattened_line_134-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-flattened_line_134-processed-gene-0.46&CDS=1-1425
422	OG0000422	YKL140W	augustus_masked-flattened_line_0-processed-gene-2.60-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.60&CDS=1-1515, augustus_masked-flattened_line_60-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.109&CDS=1-1377
423	OG0000423	YKL141W, YMR118C	augustus_masked-flattened_line_16-processed-gene-1.202-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.202&CDS=1-528
424	OG0000424	YKL217W	augustus_masked-flattened_line_219-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_219-processed-gene-0.26&CDS=1-1620, augustus_masked-flattened_line_98-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_98-processed-gene-0.13&CDS=1-1701
425	OG0000425	YKR072C, YOR054C	augustus_masked-flattened_line_58-processed-gene-0.133-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.133&CDS=1-1818
426	OG0000426	YKR076W, YMR251W	augustus_masked-flattened_line_158-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_158-processed-gene-0.14&CDS=1-972
427	OG0000427	YKR091W, YOR083W	augustus_masked-flattened_line_46-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.110&CDS=1-1704
428	OG0000428	YKR093W	augustus_masked-flattened_line_94-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.89&CDS=1-1797, maker-flattened_line_2-snap-gene-3.165-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-3.165&CDS=1-3681
429	OG0000429	YLL012W, YLR020C	augustus_masked-flattened_line_50-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.50&CDS=1-1386
430	OG0000430	YLL016W, YLR310C	augustus_masked-flattened_line_10-processed-gene-1.87-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.87&CDS=1-4185
431	OG0000431	YLL055W	augustus_masked-flattened_line_4-processed-gene-2.24-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.24&CDS=1-1611, maker-flattened_line_229-augustus-gene-0.1-mRNA-1_1&gene=maker-flattened_line_229-augustus-gene-0.1&CDS=1-2217
432	OG0000432	YLL057C	augustus_masked-flattened_line_249-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_249-processed-gene-0.3&CDS=1-1203, augustus_masked-flattened_line_26-processed-gene-0.175-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.175&CDS=1-1200
433	OG0000433	YLR031W, YMR124W	snap_masked-flattened_line_0-processed-gene-2.119-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.119&CDS=1-5508
434	OG0000434	YLR130C	augustus_masked-flattened_line_36-processed-gene-0.169-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.169&CDS=1-1206, augustus_masked-flattened_line_42-processed-gene-0.142-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.142&CDS=1-1152
435	OG0000435	YLR174W	augustus_masked-flattened_line_40-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.73&CDS=1-1245, augustus_masked-flattened_line_8-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.82&CDS=1-1374
436	OG0000436	YLR210W	augustus_masked-flattened_line_130-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-flattened_line_130-processed-gene-0.34&CDS=1-1383, augustus_masked-flattened_line_16-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.62&CDS=1-1320
437	OG0000437	YLR260W, YOR171C	augustus_masked-flattened_line_100-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-flattened_line_100-processed-gene-0.84&CDS=1-1497
438	OG0000438	YLR270W, YOR173W	augustus_masked-flattened_line_474-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_474-processed-gene-0.2&CDS=1-897
439	OG0000439	YLR284C, YOR180C	augustus_masked-flattened_line_36-processed-gene-0.126-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.126&CDS=1-810
440	OG0000440	YLR293C, YOR185C	augustus_masked-flattened_line_86-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-flattened_line_86-processed-gene-0.119&CDS=1-654
441	OG0000441	YLR300W, YOR190W	augustus_masked-flattened_line_124-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-flattened_line_124-processed-gene-0.42&CDS=1-1281
442	OG0000442	YLR411W	augustus_masked-flattened_line_28-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.69&CDS=1-660, augustus_masked-flattened_line_50-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.53&CDS=1-1041
443	OG0000443	YLR433C, YML057W	maker-flattened_line_92-snap-gene-0.0-mRNA-1_1&gene=maker-flattened_line_92-snap-gene-0.0&CDS=1-3402
444	OG0000444	YLR449W, YML074C	augustus_masked-flattened_line_54-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.55&CDS=1-1296
445	OG0000445	YLR450W, YML075C	augustus_masked-flattened_line_235-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_235-processed-gene-0.14&CDS=1-3345
446	OG0000446	YLR456W, YPR172W	augustus_masked-flattened_line_62-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.93&CDS=1-504
447	OG0000447	YML073C	augustus_masked-flattened_line_142-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_142-processed-gene-0.11&CDS=1-531, augustus_masked-flattened_line_54-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.56&CDS=1-528
448	OG0000448	YML100W, YMR261C	augustus_masked-flattened_line_156-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-flattened_line_156-processed-gene-0.64&CDS=1-3948
449	OG0000449	YML106W, YMR271C	augustus_masked-flattened_line_8-processed-gene-1.167-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.167&CDS=1-657
450	OG0000450	YML109W, YMR273C	genemark-flattened_line_110-processed-gene-0.42-mRNA-1_1&gene=genemark-flattened_line_110-processed-gene-0.42&CDS=1-3687
451	OG0000451	YMR058W	augustus_masked-flattened_line_110-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_110-processed-gene-0.16&CDS=1-1920, augustus_masked-flattened_line_122-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-flattened_line_122-processed-gene-0.57&CDS=1-1890
452	OG0000452	YMR119W, YNL008C	augustus_masked-flattened_line_140-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_140-processed-gene-0.26&CDS=1-2091
453	OG0000453	YMR145C	augustus_masked-flattened_line_112-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_112-processed-gene-0.6&CDS=1-1515, augustus_masked-flattened_line_126-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_126-processed-gene-0.4&CDS=1-1635
454	OG0000454	YMR152W	augustus_masked-flattened_line_102-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-flattened_line_102-processed-gene-0.19&CDS=1-1116, snap_masked-flattened_line_4-processed-gene-2.104-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.104&CDS=1-1098
455	OG0000455	YMR154C	augustus_masked-flattened_line_138-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-flattened_line_138-processed-gene-0.62&CDS=1-1650, augustus_masked-flattened_line_68-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.38&CDS=1-3042
456	OG0000456	YMR177W, YPL224C	augustus_masked-flattened_line_68-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.34&CDS=1-1722
457	OG0000457	YMR183C, YPL232W	augustus_masked-flattened_line_48-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.29&CDS=1-882
458	OG0000458	YMR194W, YPL249C-A	maker-flattened_line_2-augustus-gene-1.127-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-1.127&CDS=1-297
459	OG0000459	YMR221C	augustus_masked-flattened_line_24-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.56&CDS=1-1596, augustus_masked-flattened_line_302-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_302-processed-gene-0.3&CDS=1-1647
460	OG0000460	YMR222C, YOR280C	augustus_masked-flattened_line_24-processed-gene-1.55-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.55&CDS=1-807
461	OG0000461	YMR230W, YOR293W	augustus_masked-flattened_line_200-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-flattened_line_200-processed-gene-0.51&CDS=1-357
462	OG0000462	YMR233W, YOR295W	augustus_masked-flattened_line_126-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_126-processed-gene-0.16&CDS=1-813
463	OG0000463	YMR237W, YOR299W	maker-flattened_line_58-snap-gene-0.1-mRNA-1_1&gene=maker-flattened_line_58-snap-gene-0.1&CDS=1-3432
464	OG0000464	YMR242C, YOR312C	genemark-flattened_line_12-processed-gene-1.81-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.81&CDS=1-525
465	OG0000465	YMR253C, YPL264C	augustus_masked-flattened_line_40-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.107&CDS=1-1428
466	OG0000466	YNL020C	augustus_masked-flattened_line_122-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-flattened_line_122-processed-gene-0.68&CDS=1-2529, augustus_masked-flattened_line_86-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-flattened_line_86-processed-gene-0.94&CDS=1-2565
467	OG0000467	YNL087W, YOR086C	augustus_masked-flattened_line_192-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-flattened_line_192-processed-gene-0.24&CDS=1-3711
468	OG0000468	YNL095C, YOR092W	augustus_masked-flattened_line_172-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-flattened_line_172-processed-gene-0.50&CDS=1-1884
469	OG0000469	YNL098C, YOR101W	augustus_masked-flattened_line_34-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.49&CDS=1-765
470	OG0000470	YNL104C	augustus_masked-flattened_line_40-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.82&CDS=1-1710, genemark-flattened_line_14-processed-gene-1.124-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.124&CDS=1-1782
471	OG0000471	YNL108C, YOR110W	maker-flattened_line_194-augustus-gene-0.0-mRNA-1_1&gene=maker-flattened_line_194-augustus-gene-0.0&CDS=1-1368
472	OG0000472	YNL192W	augustus_masked-flattened_line_243-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_243-processed-gene-0.13&CDS=1-3456, augustus_masked-flattened_line_92-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-flattened_line_92-processed-gene-0.128&CDS=1-3192
473	OG0000473	YNL234W	augustus_masked-flattened_line_14-processed-gene-1.161-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.161&CDS=1-1017, augustus_masked-flattened_line_26-processed-gene-0.159-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.159&CDS=1-1311
474	OG0000474	YNL268W	augustus_masked-flattened_line_136-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-flattened_line_136-processed-gene-0.62&CDS=1-1764, maker-flattened_line_136-snap-gene-0.36-mRNA-1_1&gene=maker-flattened_line_136-snap-gene-0.36&CDS=1-3279
475	OG0000475	YNL293W, YOL112W	augustus_masked-flattened_line_6-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.26&CDS=1-2133
476	OG0000476	YNL298W, YOL113W	maker-flattened_line_8-snap-gene-1.7-mRNA-1_1&gene=maker-flattened_line_8-snap-gene-1.7&CDS=1-2544
477	OG0000477	YNL299W, YOL115W	augustus_masked-flattened_line_90-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-flattened_line_90-processed-gene-0.77&CDS=1-2172
478	OG0000478	YNL301C, YOL120C	maker-flattened_line_2-augustus-gene-3.170-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-3.170&CDS=1-990
479	OG0000479	YNL322C	augustus_masked-flattened_line_110-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-flattened_line_110-processed-gene-0.35&CDS=1-819, augustus_masked-flattened_line_84-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_84-processed-gene-0.16&CDS=1-705
480	OG0000480	YNR008W	augustus_masked-flattened_line_12-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.118&CDS=1-1884, augustus_masked-flattened_line_122-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-flattened_line_122-processed-gene-0.45&CDS=1-1944
481	OG0000481	YNR018W	augustus_masked-flattened_line_50-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.24&CDS=1-591, augustus_masked-flattened_line_50-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.30&CDS=1-606
482	OG0000482	YOL013C	augustus_masked-flattened_line_154-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_154-processed-gene-0.17&CDS=1-1710, augustus_masked-flattened_line_26-processed-gene-0.210-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.210&CDS=1-1473
483	OG0000483	YOR032C	augustus_masked-flattened_line_239-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_239-processed-gene-0.8&CDS=1-3579, augustus_masked-flattened_line_8-processed-gene-1.182-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.182&CDS=1-3636
484	OG0000484	YOR130C	augustus_masked-flattened_line_130-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-flattened_line_130-processed-gene-0.37&CDS=1-1119, augustus_masked-flattened_line_44-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.49&CDS=1-1017
485	OG0000485	YOR153W	maker-flattened_line_152-augustus-gene-0.50-mRNA-1_1&gene=maker-flattened_line_152-augustus-gene-0.50&CDS=1-4539, maker-flattened_line_56-augustus-gene-0.2-mRNA-1_1&gene=maker-flattened_line_56-augustus-gene-0.2&CDS=1-4674
486	OG0000486	YOR205C	augustus_masked-flattened_line_0-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.93&CDS=1-1704, augustus_masked-flattened_line_50-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.54&CDS=1-1506
487	OG0000487	YOR227W, YPL137C	augustus_masked-flattened_line_26-processed-gene-0.178-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.178&CDS=1-4020
488	OG0000488	YOR231W, YPL140C	augustus_masked-flattened_line_116-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-flattened_line_116-processed-gene-0.75&CDS=1-1590
489	OG0000489	YOR237W, YPL145C	augustus_masked-flattened_line_170-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-flattened_line_170-processed-gene-0.60&CDS=1-1290
490	OG0000490	YOR246C	augustus_masked-flattened_line_130-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-flattened_line_130-processed-gene-0.50&CDS=1-990, genemark-flattened_line_130-processed-gene-0.77-mRNA-1_1&gene=genemark-flattened_line_130-processed-gene-0.77&CDS=1-1014
491	OG0000491	YOR256C, YPL176C	augustus_masked-flattened_line_146-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_146-processed-gene-0.30&CDS=1-2550
492	OG0000492	YOR270C	augustus_masked-flattened_line_30-processed-gene-0.167-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.167&CDS=1-2487, augustus_masked-flattened_line_6-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.36&CDS=1-2637
493	OG0000493	YOR285W, YOR286W	augustus_masked-flattened_line_24-processed-gene-1.48-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.48&CDS=1-660
494	OG0000494	YOR390W, YPL279C	augustus_masked-flattened_line_24-processed-gene-1.83-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.83&CDS=1-1035
495	OG0000495	YPL088W	augustus_masked-flattened_line_235-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_235-processed-gene-0.8&CDS=1-1053, maker-flattened_line_18-augustus-gene-0.125-mRNA-1_1&gene=maker-flattened_line_18-augustus-gene-0.125&CDS=1-1050
496	OG0000496	YPL092W	augustus_masked-flattened_line_146-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-flattened_line_146-processed-gene-0.53&CDS=1-1251, augustus_masked-flattened_line_78-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.21&CDS=1-1260
497	OG0000497	YPL115C	augustus_masked-flattened_line_16-processed-gene-1.177-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.177&CDS=1-987, augustus_masked-flattened_line_76-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.128&CDS=1-3903
498	OG0000498	YPL159C, YPR151C	augustus_masked-flattened_line_217-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-flattened_line_217-processed-gene-0.35&CDS=1-975
499	OG0000499	YPL186C	augustus_masked-flattened_line_188-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-flattened_line_188-processed-gene-0.62&CDS=1-708, snap_masked-flattened_line_122-processed-gene-0.29-mRNA-1_1&gene=snap_masked-flattened_line_122-processed-gene-0.29&CDS=1-768
500	OG0000500	YPR013C, YPR015C	augustus_masked-flattened_line_2-processed-gene-2.58-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.58&CDS=1-1485
501	OG0000501	YPR022C	augustus_masked-flattened_line_86-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-flattened_line_86-processed-gene-0.121&CDS=1-2475, maker-flattened_line_0-snap-gene-1.49-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-1.49&CDS=1-2391
502	OG0000502	YPR072W	augustus_masked-flattened_line_154-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_154-processed-gene-0.20&CDS=1-2181, augustus_masked-flattened_line_60-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.89&CDS=1-5022
503	OG0000503	YPR169W-A, YPR170W-B	maker-flattened_line_178-augustus-gene-0.1-mRNA-1_1&gene=maker-flattened_line_178-augustus-gene-0.1&CDS=1-273
504	OG0000504	YPR194C	augustus_masked-flattened_line_10-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.108&CDS=1-2760, augustus_masked-flattened_line_10-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.84&CDS=1-2736
505	OG0000505	YAL001C	augustus_masked-flattened_line_90-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-flattened_line_90-processed-gene-0.78&CDS=1-3987
506	OG0000506	YAL002W	genemark-flattened_line_6-processed-gene-1.73-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.73&CDS=1-4173
507	OG0000507	YAL003W	augustus_masked-flattened_line_32-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.86&CDS=1-627
508	OG0000508	YAL009W	augustus_masked-flattened_line_70-processed-gene-0.132-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.132&CDS=1-1302
509	OG0000509	YAL010C	augustus_masked-flattened_line_70-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.104&CDS=1-1299
510	OG0000510	YAL011W	augustus_masked-flattened_line_26-processed-gene-0.214-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.214&CDS=1-2925
511	OG0000511	YAL013W	augustus_masked-flattened_line_16-processed-gene-1.197-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.197&CDS=1-984
512	OG0000512	YAL014C	snap_masked-flattened_line_94-processed-gene-0.24-mRNA-1_1&gene=snap_masked-flattened_line_94-processed-gene-0.24&CDS=1-1002
513	OG0000513	YAL016W	augustus_masked-flattened_line_46-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.102&CDS=1-1863
514	OG0000514	YAL019W	augustus_masked-flattened_line_70-processed-gene-0.133-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.133&CDS=1-3849
515	OG0000515	YAL020C	augustus_masked-flattened_line_70-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.105&CDS=1-1215
516	OG0000516	YAL021C	augustus_masked-flattened_line_84-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-flattened_line_84-processed-gene-0.27&CDS=1-2331
517	OG0000517	YAL022C	augustus_masked-flattened_line_223-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_223-processed-gene-0.1&CDS=1-3048
518	OG0000518	YAL024C	augustus_masked-flattened_line_46-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.87&CDS=1-4413
519	OG0000519	YAL025C	augustus_masked-flattened_line_0-processed-gene-3.52-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.52&CDS=1-915
520	OG0000520	YAL026C	augustus_masked-flattened_line_82-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.91&CDS=1-3909
521	OG0000521	YAL027W	augustus_masked-flattened_line_2-processed-gene-1.119-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.119&CDS=1-810
522	OG0000522	YAL031C	augustus_masked-flattened_line_38-processed-gene-0.218-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.218&CDS=1-3360
523	OG0000523	YAL032C	augustus_masked-flattened_line_251-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_251-processed-gene-0.26&CDS=1-1131
524	OG0000524	YAL033W	augustus_masked-flattened_line_24-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.54&CDS=1-519
525	OG0000525	YAL034W-A	augustus_masked-flattened_line_38-processed-gene-0.182-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.182&CDS=1-1092
526	OG0000526	YAL035W	augustus_masked-flattened_line_70-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.128&CDS=1-2991
