	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034760_Lipomyces_kononenkoae
246	OG0000246	YGL049C, YGR162W	snap_masked-NODE_82_length_49625_cov_18.6877_ID_163-processed-gene-0.11-mRNA-1_1&gene=snap_masked-NODE_82_length_49625_cov_18.6877_ID_163-processed-gene-0.11&CDS=1-3114
247	OG0000247	YGL076C, YPL198W	maker-NODE_49_length_124783_cov_20.3228_ID_97-augustus-gene-0.198-mRNA-1_1&gene=maker-NODE_49_length_124783_cov_20.3228_ID_97-augustus-gene-0.198&CDS=1-759
248	OG0000248	YGL082W, YPL191C	augustus_masked-NODE_68_length_69446_cov_19.0023_ID_135-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-NODE_68_length_69446_cov_19.0023_ID_135-processed-gene-0.118&CDS=1-1797
249	OG0000249	YGL096W, YPL177C	augustus_masked-NODE_98_length_30814_cov_18.024_ID_195-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-NODE_98_length_30814_cov_18.024_ID_195-processed-gene-0.45&CDS=1-1011
250	OG0000250	YGL133W, YPL216W	augustus_masked-NODE_60_length_86027_cov_19.9694_ID_119-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_60_length_86027_cov_19.9694_ID_119-processed-gene-0.13&CDS=1-3171
251	OG0000251	YGL135W, YPL220W	maker-NODE_1_length_800456_cov_18.956_ID_1-augustus-gene-3.51-mRNA-1_1&gene=maker-NODE_1_length_800456_cov_18.956_ID_1-augustus-gene-3.51&CDS=1-651
252	OG0000252	YGL140C	augustus_masked-NODE_20_length_225737_cov_18.5558_ID_39-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_20_length_225737_cov_18.5558_ID_39-processed-gene-0.11&CDS=1-3048, maker-NODE_25_length_197380_cov_19.4087_ID_49-augustus-gene-0.134-mRNA-1_1&gene=maker-NODE_25_length_197380_cov_19.4087_ID_49-augustus-gene-0.134&CDS=1-3177
253	OG0000253	YGL147C, YNL067W	maker-NODE_33_length_172806_cov_20.3289_ID_65-augustus-gene-0.84-mRNA-1_1&gene=maker-NODE_33_length_172806_cov_20.3289_ID_65-augustus-gene-0.84&CDS=1-564
254	OG0000254	YGL156W	maker-NODE_49_length_124783_cov_20.3228_ID_97-augustus-gene-0.210-mRNA-1_1&gene=maker-NODE_49_length_124783_cov_20.3228_ID_97-augustus-gene-0.210&CDS=1-3333, snap_masked-NODE_129_length_16634_cov_19.9003_ID_257-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_129_length_16634_cov_19.9003_ID_257-processed-gene-0.2&CDS=1-3240
255	OG0000255	YGL216W	genemark-NODE_3_length_726745_cov_18.6369_ID_5-processed-gene-4.18-mRNA-1_1&gene=genemark-NODE_3_length_726745_cov_18.6369_ID_5-processed-gene-4.18&CDS=1-4815, maker-NODE_7_length_344975_cov_19.2962_ID_13-augustus-gene-0.157-mRNA-1_1&gene=maker-NODE_7_length_344975_cov_19.2962_ID_13-augustus-gene-0.157&CDS=1-2136
256	OG0000256	YGR003W	augustus_masked-NODE_4_length_545746_cov_20.1284_ID_7-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-NODE_4_length_545746_cov_20.1284_ID_7-processed-gene-0.29&CDS=1-2343, maker-NODE_36_length_166449_cov_18.998_ID_71-augustus-gene-0.200-mRNA-1_1&gene=maker-NODE_36_length_166449_cov_18.998_ID_71-augustus-gene-0.200&CDS=1-2517
257	OG0000257	YGR004W, YLR324W	snap_masked-NODE_60_length_86027_cov_19.9694_ID_119-processed-gene-0.81-mRNA-1_1&gene=snap_masked-NODE_60_length_86027_cov_19.9694_ID_119-processed-gene-0.81&CDS=1-1518
258	OG0000258	YGR008C, YLR327C	maker-NODE_1_length_800456_cov_18.956_ID_1-augustus-gene-1.89-mRNA-1_1&gene=maker-NODE_1_length_800456_cov_18.956_ID_1-augustus-gene-1.89&CDS=1-318
259	OG0000259	YGR010W, YLR328W	augustus_masked-NODE_142_length_13069_cov_18.6637_ID_283-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-NODE_142_length_13069_cov_18.6637_ID_283-processed-gene-0.21&CDS=1-1242
260	OG0000260	YGR027C, YLR333C	augustus_masked-NODE_5_length_380752_cov_19.4279_ID_9-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-NODE_5_length_380752_cov_19.4279_ID_9-processed-gene-0.74&CDS=1-327
261	OG0000261	YGR034W, YLR344W	augustus_masked-NODE_27_length_190369_cov_19.1575_ID_53-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-NODE_27_length_190369_cov_19.1575_ID_53-processed-gene-0.36&CDS=1-378
262	OG0000262	YGR038W, YLR350W	maker-NODE_6_length_362797_cov_19.7437_ID_11-snap-gene-0.51-mRNA-1_1&gene=maker-NODE_6_length_362797_cov_19.7437_ID_11-snap-gene-0.51&CDS=1-570
263	OG0000263	YGR056W, YLR357W	augustus_masked-NODE_1_length_800456_cov_18.956_ID_1-processed-gene-7.142-mRNA-1_1&gene=augustus_masked-NODE_1_length_800456_cov_18.956_ID_1-processed-gene-7.142&CDS=1-2052
264	OG0000264	YGR070W, YLR371W	augustus_masked-NODE_38_length_160055_cov_18.8417_ID_75-processed-gene-0.180-mRNA-1_1&gene=augustus_masked-NODE_38_length_160055_cov_18.8417_ID_75-processed-gene-0.180&CDS=1-3597
265	OG0000265	YGR085C, YPR102C	maker-NODE_24_length_201069_cov_18.7772_ID_47-augustus-gene-0.70-mRNA-1_1&gene=maker-NODE_24_length_201069_cov_18.7772_ID_47-augustus-gene-0.70&CDS=1-519
266	OG0000266	YGR092W, YPR111W	maker-NODE_5_length_380752_cov_19.4279_ID_9-augustus-gene-0.107-mRNA-1_1&gene=maker-NODE_5_length_380752_cov_19.4279_ID_9-augustus-gene-0.107&CDS=1-1800
267	OG0000267	YGR108W, YPR119W	augustus_masked-NODE_15_length_255706_cov_19.5054_ID_29-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-NODE_15_length_255706_cov_19.5054_ID_29-processed-gene-0.94&CDS=1-1527
268	OG0000268	YGR118W, YPR132W	augustus_masked-NODE_14_length_256127_cov_18.7261_ID_27-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-NODE_14_length_256127_cov_18.7261_ID_27-processed-gene-1.19&CDS=1-435
269	OG0000269	YGR121C, YPR138C	augustus_masked-NODE_37_length_163127_cov_19.5494_ID_73-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NODE_37_length_163127_cov_19.5494_ID_73-processed-gene-0.34&CDS=1-1500
270	OG0000270	YGR131W, YPR149W	maker-NODE_5_length_380752_cov_19.4279_ID_9-augustus-gene-1.103-mRNA-1_1&gene=maker-NODE_5_length_380752_cov_19.4279_ID_9-augustus-gene-1.103&CDS=1-546
271	OG0000271	YGR136W, YPR154W	maker-NODE_5_length_380752_cov_19.4279_ID_9-augustus-gene-1.90-mRNA-1_1&gene=maker-NODE_5_length_380752_cov_19.4279_ID_9-augustus-gene-1.90&CDS=1-729
272	OG0000272	YGR138C, YPR156C	maker-NODE_28_length_189221_cov_18.6079_ID_55-augustus-gene-0.31-mRNA-1_1&gene=maker-NODE_28_length_189221_cov_18.6079_ID_55-augustus-gene-0.31&CDS=1-1866
273	OG0000273	YGR141W, YPR157W	maker-NODE_5_length_380752_cov_19.4279_ID_9-augustus-gene-1.87-mRNA-1_1&gene=maker-NODE_5_length_380752_cov_19.4279_ID_9-augustus-gene-1.87&CDS=1-1242
274	OG0000274	YGR197C, YJR015W	maker-NODE_39_length_156451_cov_19.9934_ID_77-augustus-gene-0.173-mRNA-1_1&gene=maker-NODE_39_length_156451_cov_19.9934_ID_77-augustus-gene-0.173&CDS=1-1554
275	OG0000275	YGR209C, YLR043C	maker-NODE_16_length_252440_cov_18.8808_ID_31-augustus-gene-1.197-mRNA-1_1&gene=maker-NODE_16_length_252440_cov_18.8808_ID_31-augustus-gene-1.197&CDS=1-456
276	OG0000276	YGR214W, YLR048W	augustus_masked-NODE_6_length_362797_cov_19.7437_ID_11-processed-gene-2.10-mRNA-1_1&gene=augustus_masked-NODE_6_length_362797_cov_19.7437_ID_11-processed-gene-2.10&CDS=1-792
277	OG0000277	YGR238C, YHR158C	maker-NODE_3_length_726745_cov_18.6369_ID_5-augustus-gene-6.150-mRNA-1_1&gene=maker-NODE_3_length_726745_cov_18.6369_ID_5-augustus-gene-6.150&CDS=1-2958
278	OG0000278	YGR241C, YHR161C	augustus_masked-NODE_46_length_135155_cov_19.4454_ID_91-processed-gene-0.221-mRNA-1_1&gene=augustus_masked-NODE_46_length_135155_cov_19.4454_ID_91-processed-gene-0.221&CDS=1-1752
279	OG0000279	YGR243W, YHR162W	maker-NODE_53_length_109949_cov_18.5741_ID_105-snap-gene-0.113-mRNA-1_1&gene=maker-NODE_53_length_109949_cov_18.5741_ID_105-snap-gene-0.113&CDS=1-378
280	OG0000280	YGR273C, YMR295C	augustus_masked-NODE_10_length_308460_cov_19.375_ID_19-processed-gene-2.155-mRNA-1_1&gene=augustus_masked-NODE_10_length_308460_cov_19.375_ID_19-processed-gene-2.155&CDS=1-645
281	OG0000281	YGR279C, YMR305C	augustus_masked-NODE_1_length_800456_cov_18.956_ID_1-processed-gene-7.136-mRNA-1_1&gene=augustus_masked-NODE_1_length_800456_cov_18.956_ID_1-processed-gene-7.136&CDS=1-1377
282	OG0000282	YHL001W, YKL006W	augustus_masked-NODE_5_length_380752_cov_19.4279_ID_9-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-NODE_5_length_380752_cov_19.4279_ID_9-processed-gene-0.60&CDS=1-432
283	OG0000283	YHL003C, YKL008C	maker-NODE_43_length_144385_cov_19.5137_ID_85-augustus-gene-0.111-mRNA-1_1&gene=maker-NODE_43_length_144385_cov_19.5137_ID_85-augustus-gene-0.111&CDS=1-1338
284	OG0000284	YHL017W, YKL039W	maker-NODE_91_length_39181_cov_20.7387_ID_181-augustus-gene-0.51-mRNA-1_1&gene=maker-NODE_91_length_39181_cov_20.7387_ID_181-augustus-gene-0.51&CDS=1-1773
285	OG0000285	YHL033C, YLL045C	augustus_masked-NODE_46_length_135155_cov_19.4454_ID_91-processed-gene-0.248-mRNA-1_1&gene=augustus_masked-NODE_46_length_135155_cov_19.4454_ID_91-processed-gene-0.248&CDS=1-804
286	OG0000286	YHR021C, YKL156W	maker-NODE_13_length_279715_cov_18.2027_ID_25-snap-gene-1.322-mRNA-1_1&gene=maker-NODE_13_length_279715_cov_18.2027_ID_25-snap-gene-1.322&CDS=1-243
287	OG0000287	YHR042W	augustus_masked-NODE_16_length_252440_cov_18.8808_ID_31-processed-gene-1.59-mRNA-1_1&gene=augustus_masked-NODE_16_length_252440_cov_18.8808_ID_31-processed-gene-1.59&CDS=1-2085, maker-NODE_1_length_800456_cov_18.956_ID_1-snap-gene-1.96-mRNA-1_1&gene=maker-NODE_1_length_800456_cov_18.956_ID_1-snap-gene-1.96&CDS=1-1992
288	OG0000288	YHR063C	augustus_masked-NODE_37_length_163127_cov_19.5494_ID_73-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_37_length_163127_cov_19.5494_ID_73-processed-gene-0.0&CDS=1-1914, snap_masked-NODE_64_length_80132_cov_20.1841_ID_127-processed-gene-0.104-mRNA-1_1&gene=snap_masked-NODE_64_length_80132_cov_20.1841_ID_127-processed-gene-0.104&CDS=1-1107
289	OG0000289	YHR104W	augustus_masked-NODE_2_length_758014_cov_19.0229_ID_3-processed-gene-4.18-mRNA-1_1&gene=augustus_masked-NODE_2_length_758014_cov_19.0229_ID_3-processed-gene-4.18&CDS=1-960, maker-NODE_5_length_380752_cov_19.4279_ID_9-augustus-gene-2.98-mRNA-1_1&gene=maker-NODE_5_length_380752_cov_19.4279_ID_9-augustus-gene-2.98&CDS=1-1467
290	OG0000290	YHR115C, YNL116W	maker-NODE_7_length_344975_cov_19.2962_ID_13-augustus-gene-2.79-mRNA-1_1&gene=maker-NODE_7_length_344975_cov_19.2962_ID_13-augustus-gene-2.79&CDS=1-1317
291	OG0000291	YHR117W, YNL121C	augustus_masked-NODE_44_length_140868_cov_19.0139_ID_87-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-NODE_44_length_140868_cov_19.0139_ID_87-processed-gene-0.98&CDS=1-1896
292	OG0000292	YHR123W, YNL130C	maker-NODE_2_length_758014_cov_19.0229_ID_3-snap-gene-4.202-mRNA-1_1&gene=maker-NODE_2_length_758014_cov_19.0229_ID_3-snap-gene-4.202&CDS=1-1215
293	OG0000293	YHR131C, YNL144C	augustus_masked-NODE_10_length_308460_cov_19.375_ID_19-processed-gene-2.137-mRNA-1_1&gene=augustus_masked-NODE_10_length_308460_cov_19.375_ID_19-processed-gene-2.137&CDS=1-1656
294	OG0000294	YHR132W-A, YNL157W	snap_masked-NODE_17_length_243555_cov_19.5157_ID_33-processed-gene-1.97-mRNA-1_1&gene=snap_masked-NODE_17_length_243555_cov_19.5157_ID_33-processed-gene-1.97&CDS=1-435
295	OG0000295	YHR133C, YNL156C	maker-NODE_19_length_230806_cov_19.3279_ID_37-augustus-gene-1.87-mRNA-1_1&gene=maker-NODE_19_length_230806_cov_19.3279_ID_37-augustus-gene-1.87&CDS=1-1038
296	OG0000296	YHR141C, YNL162W	snap_masked-NODE_27_length_190369_cov_19.1575_ID_53-processed-gene-0.233-mRNA-1_1&gene=snap_masked-NODE_27_length_190369_cov_19.1575_ID_53-processed-gene-0.233&CDS=1-363
297	OG0000297	YHR146W, YNL173C	augustus_masked-NODE_24_length_201069_cov_18.7772_ID_47-processed-gene-1.160-mRNA-1_1&gene=augustus_masked-NODE_24_length_201069_cov_18.7772_ID_47-processed-gene-1.160&CDS=1-1185
298	OG0000298	YHR155W, YNL257C	maker-NODE_45_length_138795_cov_18.8109_ID_89-snap-gene-0.89-mRNA-1_1&gene=maker-NODE_45_length_138795_cov_18.8109_ID_89-snap-gene-0.89&CDS=1-3894
299	OG0000299	YHR176W	augustus_masked-NODE_10_length_308460_cov_19.375_ID_19-processed-gene-2.146-mRNA-1_1&gene=augustus_masked-NODE_10_length_308460_cov_19.375_ID_19-processed-gene-2.146&CDS=1-1509, maker-NODE_136_length_13517_cov_19.7628_ID_271-augustus-gene-0.3-mRNA-1_1&gene=maker-NODE_136_length_13517_cov_19.7628_ID_271-augustus-gene-0.3&CDS=1-1473
300	OG0000300	YHR198C, YHR199C	maker-NODE_14_length_256127_cov_18.7261_ID_27-augustus-gene-1.274-mRNA-1_1&gene=maker-NODE_14_length_256127_cov_18.7261_ID_27-augustus-gene-1.274&CDS=1-981
301	OG0000301	YHR203C, YJR145C	maker-NODE_38_length_160055_cov_18.8417_ID_75-augustus-gene-0.10-mRNA-1_1&gene=maker-NODE_38_length_160055_cov_18.8417_ID_75-augustus-gene-0.10&CDS=1-780
302	OG0000302	YHR210C, YNR071C	augustus_masked-NODE_9_length_328160_cov_18.9397_ID_17-processed-gene-1.137-mRNA-1_1&gene=augustus_masked-NODE_9_length_328160_cov_18.9397_ID_17-processed-gene-1.137&CDS=1-1074
303	OG0000303	YIL042C	maker-NODE_47_length_131077_cov_18.1418_ID_93-augustus-gene-0.124-mRNA-1_1&gene=maker-NODE_47_length_131077_cov_18.1418_ID_93-augustus-gene-0.124&CDS=1-1206, maker-NODE_8_length_336372_cov_19.1489_ID_15-augustus-gene-2.253-mRNA-1_1&gene=maker-NODE_8_length_336372_cov_19.1489_ID_15-augustus-gene-2.253&CDS=1-1293
304	OG0000304	YIL085C, YNL029C	maker-NODE_50_length_124055_cov_18.7741_ID_99-augustus-gene-0.160-mRNA-1_1&gene=maker-NODE_50_length_124055_cov_18.7741_ID_99-augustus-gene-0.160&CDS=1-1476
305	OG0000305	YIL095W, YNL020C	augustus_masked-NODE_48_length_125197_cov_18.864_ID_95-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-NODE_48_length_125197_cov_18.864_ID_95-processed-gene-0.82&CDS=1-3588
306	OG0000306	YIL105C, YNL047C	augustus_masked-NODE_78_length_51526_cov_18.6156_ID_155-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-NODE_78_length_51526_cov_18.6156_ID_155-processed-gene-0.69&CDS=1-1986
307	OG0000307	YIL111W, YNL052W	maker-NODE_11_length_306385_cov_19.7367_ID_21-augustus-gene-0.47-mRNA-1_1&gene=maker-NODE_11_length_306385_cov_19.7367_ID_21-augustus-gene-0.47&CDS=1-552
308	OG0000308	YIL113W, YNL053W	augustus_masked-NODE_85_length_47886_cov_23.1347_ID_169-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_85_length_47886_cov_23.1347_ID_169-processed-gene-0.11&CDS=1-1128
309	OG0000309	YIL114C, YNL055C	maker-NODE_13_length_279715_cov_18.2027_ID_25-augustus-gene-1.90-mRNA-1_1&gene=maker-NODE_13_length_279715_cov_18.2027_ID_25-augustus-gene-1.90&CDS=1-846
310	OG0000310	YIL131C, YNL068C	snap_masked-NODE_22_length_222066_cov_19.8506_ID_43-processed-gene-1.7-mRNA-1_1&gene=snap_masked-NODE_22_length_222066_cov_19.8506_ID_43-processed-gene-1.7&CDS=1-1938
311	OG0000311	YIL147C	augustus_masked-NODE_2_length_758014_cov_19.0229_ID_3-processed-gene-3.98-mRNA-1_1&gene=augustus_masked-NODE_2_length_758014_cov_19.0229_ID_3-processed-gene-3.98&CDS=1-3096, snap_masked-NODE_54_length_99133_cov_19.2114_ID_107-processed-gene-0.24-mRNA-1_1&gene=snap_masked-NODE_54_length_99133_cov_19.2114_ID_107-processed-gene-0.24&CDS=1-3528
312	OG0000312	YIL154C	augustus_masked-NODE_4_length_545746_cov_20.1284_ID_7-processed-gene-2.24-mRNA-1_1&gene=augustus_masked-NODE_4_length_545746_cov_20.1284_ID_7-processed-gene-2.24&CDS=1-1833, augustus_masked-NODE_5_length_380752_cov_19.4279_ID_9-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-NODE_5_length_380752_cov_19.4279_ID_9-processed-gene-0.44&CDS=1-1245
313	OG0000313	YIR001C	snap_masked-NODE_138_length_13380_cov_22.2183_ID_275-processed-gene-0.22-mRNA-1_1&gene=snap_masked-NODE_138_length_13380_cov_22.2183_ID_275-processed-gene-0.22&CDS=1-249, snap_masked-NODE_1_length_800456_cov_18.956_ID_1-processed-gene-1.140-mRNA-1_1&gene=snap_masked-NODE_1_length_800456_cov_18.956_ID_1-processed-gene-1.140&CDS=1-519
314	OG0000314	YIR013C, YLR013W	maker-NODE_22_length_222066_cov_19.8506_ID_43-snap-gene-1.112-mRNA-1_1&gene=maker-NODE_22_length_222066_cov_19.8506_ID_43-snap-gene-1.112&CDS=1-1233
315	OG0000315	YIR023W	augustus_masked-NODE_114_length_25222_cov_18.7408_ID_227-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_114_length_25222_cov_18.7408_ID_227-processed-gene-0.7&CDS=1-2742, genemark-NODE_14_length_256127_cov_18.7261_ID_27-processed-gene-0.136-mRNA-1_1&gene=genemark-NODE_14_length_256127_cov_18.7261_ID_27-processed-gene-0.136&CDS=1-1974
316	OG0000316	YIR032C	augustus_masked-NODE_30_length_185954_cov_19.4228_ID_59-processed-gene-0.359-mRNA-1_1&gene=augustus_masked-NODE_30_length_185954_cov_19.4228_ID_59-processed-gene-0.359&CDS=1-588, maker-NODE_1_length_800456_cov_18.956_ID_1-augustus-gene-6.84-mRNA-1_1&gene=maker-NODE_1_length_800456_cov_18.956_ID_1-augustus-gene-6.84&CDS=1-642
317	OG0000317	YIR033W, YKL020C	maker-NODE_47_length_131077_cov_18.1418_ID_93-augustus-gene-0.129-mRNA-1_1&gene=maker-NODE_47_length_131077_cov_18.1418_ID_93-augustus-gene-0.129&CDS=1-3873
318	OG0000318	YJL082W, YKR018C	maker-NODE_6_length_362797_cov_19.7437_ID_11-augustus-gene-1.76-mRNA-1_1&gene=maker-NODE_6_length_362797_cov_19.7437_ID_11-augustus-gene-1.76&CDS=1-2181
319	OG0000319	YJL093C	augustus_masked-NODE_9_length_328160_cov_18.9397_ID_17-processed-gene-0.139-mRNA-1_1&gene=augustus_masked-NODE_9_length_328160_cov_18.9397_ID_17-processed-gene-0.139&CDS=1-1839, maker-NODE_84_length_48271_cov_21.5704_ID_167-augustus-gene-0.43-mRNA-1_1&gene=maker-NODE_84_length_48271_cov_21.5704_ID_167-augustus-gene-0.43&CDS=1-1791
320	OG0000320	YJL106W	augustus_masked-NODE_7_length_344975_cov_19.2962_ID_13-processed-gene-1.124-mRNA-1_1&gene=augustus_masked-NODE_7_length_344975_cov_19.2962_ID_13-processed-gene-1.124&CDS=1-1500, maker-NODE_8_length_336372_cov_19.1489_ID_15-snap-gene-0.78-mRNA-1_1&gene=maker-NODE_8_length_336372_cov_19.1489_ID_15-snap-gene-0.78&CDS=1-1152
321	OG0000321	YJL133W, YKR052C	augustus_masked-NODE_34_length_171312_cov_19.2618_ID_67-processed-gene-0.220-mRNA-1_1&gene=augustus_masked-NODE_34_length_171312_cov_19.2618_ID_67-processed-gene-0.220&CDS=1-1053
322	OG0000322	YJL134W, YKR053C	maker-NODE_27_length_190369_cov_19.1575_ID_53-augustus-gene-0.227-mRNA-1_1&gene=maker-NODE_27_length_190369_cov_19.1575_ID_53-augustus-gene-0.227&CDS=1-1479
323	OG0000323	YJL136C, YKR057W	augustus_masked-NODE_43_length_144385_cov_19.5137_ID_85-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-NODE_43_length_144385_cov_19.5137_ID_85-processed-gene-0.50&CDS=1-261
324	OG0000324	YJL137C, YKR058W	maker-NODE_45_length_138795_cov_18.8109_ID_89-augustus-gene-0.25-mRNA-1_1&gene=maker-NODE_45_length_138795_cov_18.8109_ID_89-augustus-gene-0.25&CDS=1-2142
325	OG0000325	YJL138C, YKR059W	augustus_masked-NODE_65_length_77453_cov_19.8054_ID_129-processed-gene-0.135-mRNA-1_1&gene=augustus_masked-NODE_65_length_77453_cov_19.8054_ID_129-processed-gene-0.135&CDS=1-1188
326	OG0000326	YJL177W, YKL180W	augustus_masked-NODE_79_length_50686_cov_18.7613_ID_157-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-NODE_79_length_50686_cov_18.7613_ID_157-processed-gene-0.57&CDS=1-501
327	OG0000327	YJR061W, YKL201C	augustus_masked-NODE_118_length_22954_cov_18.6333_ID_235-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_118_length_22954_cov_18.6333_ID_235-processed-gene-0.3&CDS=1-1077
328	OG0000328	YJR091C, YPR042C	augustus_masked-NODE_8_length_336372_cov_19.1489_ID_15-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-NODE_8_length_336372_cov_19.1489_ID_15-processed-gene-1.20&CDS=1-3501
329	OG0000329	YJR094W-A, YPR043W	maker-NODE_8_length_336372_cov_19.1489_ID_15-augustus-gene-1.86-mRNA-1_1&gene=maker-NODE_8_length_336372_cov_19.1489_ID_15-augustus-gene-1.86&CDS=1-282
330	OG0000330	YJR124C	augustus_masked-NODE_1_length_800456_cov_18.956_ID_1-processed-gene-5.182-mRNA-1_1&gene=augustus_masked-NODE_1_length_800456_cov_18.956_ID_1-processed-gene-5.182&CDS=1-1473, snap_masked-NODE_64_length_80132_cov_20.1841_ID_127-processed-gene-0.90-mRNA-1_1&gene=snap_masked-NODE_64_length_80132_cov_20.1841_ID_127-processed-gene-0.90&CDS=1-1428
331	OG0000331	YJR127C, YML081W	maker-NODE_50_length_124055_cov_18.7741_ID_99-augustus-gene-0.136-mRNA-1_1&gene=maker-NODE_50_length_124055_cov_18.7741_ID_99-augustus-gene-0.136&CDS=1-1635
332	OG0000332	YJR130C, YML082W	augustus_masked-NODE_25_length_197380_cov_19.4087_ID_49-processed-gene-0.314-mRNA-1_1&gene=augustus_masked-NODE_25_length_197380_cov_19.4087_ID_49-processed-gene-0.314&CDS=1-1755
333	OG0000333	YJR137C	maker-NODE_31_length_179249_cov_19.1009_ID_61-augustus-gene-0.192-mRNA-1_1&gene=maker-NODE_31_length_179249_cov_19.1009_ID_61-augustus-gene-0.192&CDS=1-4503, maker-NODE_84_length_48271_cov_21.5704_ID_167-augustus-gene-0.44-mRNA-1_1&gene=maker-NODE_84_length_48271_cov_21.5704_ID_167-augustus-gene-0.44&CDS=1-4494
334	OG0000334	YJR154W	maker-NODE_1_length_800456_cov_18.956_ID_1-augustus-gene-1.76-mRNA-1_1&gene=maker-NODE_1_length_800456_cov_18.956_ID_1-augustus-gene-1.76&CDS=1-951, maker-NODE_1_length_800456_cov_18.956_ID_1-augustus-gene-1.88-mRNA-1_1&gene=maker-NODE_1_length_800456_cov_18.956_ID_1-augustus-gene-1.88&CDS=1-834
335	OG0000335	YKL002W	maker-NODE_17_length_243555_cov_19.5157_ID_33-augustus-gene-0.153-mRNA-1_1&gene=maker-NODE_17_length_243555_cov_19.5157_ID_33-augustus-gene-0.153&CDS=1-609, maker-NODE_17_length_243555_cov_19.5157_ID_33-augustus-gene-0.155-mRNA-1_1&gene=maker-NODE_17_length_243555_cov_19.5157_ID_33-augustus-gene-0.155&CDS=1-603
336	OG0000336	YKL004W	augustus_masked-NODE_10_length_308460_cov_19.375_ID_19-processed-gene-0.155-mRNA-1_1&gene=augustus_masked-NODE_10_length_308460_cov_19.375_ID_19-processed-gene-0.155&CDS=1-1242, maker-NODE_10_length_308460_cov_19.375_ID_19-augustus-gene-1.105-mRNA-1_1&gene=maker-NODE_10_length_308460_cov_19.375_ID_19-augustus-gene-1.105&CDS=1-1260
337	OG0000337	YKL050C, YMR031C	augustus_masked-NODE_7_length_344975_cov_19.2962_ID_13-processed-gene-2.248-mRNA-1_1&gene=augustus_masked-NODE_7_length_344975_cov_19.2962_ID_13-processed-gene-2.248&CDS=1-2502
338	OG0000338	YKL071W	maker-NODE_8_length_336372_cov_19.1489_ID_15-augustus-gene-0.48-mRNA-1_1&gene=maker-NODE_8_length_336372_cov_19.1489_ID_15-augustus-gene-0.48&CDS=1-705, maker-NODE_9_length_328160_cov_18.9397_ID_17-snap-gene-1.75-mRNA-1_1&gene=maker-NODE_9_length_328160_cov_18.9397_ID_17-snap-gene-1.75&CDS=1-771
339	OG0000339	YKL072W, YMR053C	snap_masked-NODE_12_length_298682_cov_19.2352_ID_23-processed-gene-1.232-mRNA-1_1&gene=snap_masked-NODE_12_length_298682_cov_19.2352_ID_23-processed-gene-1.232&CDS=1-2748
340	OG0000340	YKL089W	augustus_masked-NODE_25_length_197380_cov_19.4087_ID_49-processed-gene-0.347-mRNA-1_1&gene=augustus_masked-NODE_25_length_197380_cov_19.4087_ID_49-processed-gene-0.347&CDS=1-1281, snap_masked-NODE_34_length_171312_cov_19.2618_ID_67-processed-gene-0.100-mRNA-1_1&gene=snap_masked-NODE_34_length_171312_cov_19.2618_ID_67-processed-gene-0.100&CDS=1-1857
341	OG0000341	YKL098W	maker-NODE_312_length_1070_cov_41.8006_ID_623-snap-gene-0.4-mRNA-1_1&gene=maker-NODE_312_length_1070_cov_41.8006_ID_623-snap-gene-0.4&CDS=1-681, snap_masked-NODE_91_length_39181_cov_20.7387_ID_181-processed-gene-0.46-mRNA-1_1&gene=snap_masked-NODE_91_length_39181_cov_20.7387_ID_181-processed-gene-0.46&CDS=1-474
342	OG0000342	YKL103C	augustus_masked-NODE_53_length_109949_cov_18.5741_ID_105-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-NODE_53_length_109949_cov_18.5741_ID_105-processed-gene-0.61&CDS=1-1620, augustus_masked-NODE_84_length_48271_cov_21.5704_ID_167-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_84_length_48271_cov_21.5704_ID_167-processed-gene-0.18&CDS=1-1590
