	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035674_Kregervanrija_delftensis
554	OG0000554	YBL049W	genemark-NODE_48_length_78224_cov_26.2464_ID_48421-processed-gene-0.19-mRNA-1_1&gene=genemark-NODE_48_length_78224_cov_26.2464_ID_48421-processed-gene-0.19&CDS=1-624
555	OG0000555	YBL050W	genemark-NODE_5_length_380124_cov_25.8902_ID_9938-processed-gene-2.96-mRNA-1_1&gene=genemark-NODE_5_length_380124_cov_25.8902_ID_9938-processed-gene-2.96&CDS=1-897
556	OG0000556	YBL051C	maker-NODE_18_length_220966_cov_24.8878_ID_12157-snap-gene-1.128-mRNA-1_1&gene=maker-NODE_18_length_220966_cov_24.8878_ID_12157-snap-gene-1.128&CDS=1-2121
557	OG0000557	YBL055C	maker-NODE_71_length_41446_cov_26.8386_ID_19767-snap-gene-0.65-mRNA-1_1&gene=maker-NODE_71_length_41446_cov_26.8386_ID_19767-snap-gene-0.65&CDS=1-2451
558	OG0000558	YBL057C	genemark-NODE_71_length_41446_cov_26.8386_ID_19767-processed-gene-0.54-mRNA-1_1&gene=genemark-NODE_71_length_41446_cov_26.8386_ID_19767-processed-gene-0.54&CDS=1-621
559	OG0000559	YBL058W	genemark-NODE_71_length_41446_cov_26.8386_ID_19767-processed-gene-0.52-mRNA-1_1&gene=genemark-NODE_71_length_41446_cov_26.8386_ID_19767-processed-gene-0.52&CDS=1-1125
560	OG0000560	YBL061C	genemark-NODE_19_length_216850_cov_25.7051_ID_10513-processed-gene-0.96-mRNA-1_1&gene=genemark-NODE_19_length_216850_cov_25.7051_ID_10513-processed-gene-0.96&CDS=1-1899
561	OG0000561	YBL066C	genemark-NODE_10_length_281918_cov_25.6214_ID_12450-processed-gene-1.61-mRNA-1_1&gene=genemark-NODE_10_length_281918_cov_25.6214_ID_12450-processed-gene-1.61&CDS=1-3192
562	OG0000562	YBL071W-A	augustus_masked-NODE_19_length_216850_cov_25.7051_ID_10513-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-NODE_19_length_216850_cov_25.7051_ID_10513-processed-gene-0.41&CDS=1-222
563	OG0000563	YBL074C	snap_masked-NODE_8_length_296065_cov_26.2734_ID_35064-processed-gene-1.46-mRNA-1_1&gene=snap_masked-NODE_8_length_296065_cov_26.2734_ID_35064-processed-gene-1.46&CDS=1-1158
564	OG0000564	YBL076C	genemark-NODE_8_length_296065_cov_26.2734_ID_35064-processed-gene-0.42-mRNA-1_1&gene=genemark-NODE_8_length_296065_cov_26.2734_ID_35064-processed-gene-0.42&CDS=1-3219
565	OG0000565	YBL078C	augustus_masked-NODE_8_length_296065_cov_26.2734_ID_35064-processed-gene-1.262-mRNA-1_1&gene=augustus_masked-NODE_8_length_296065_cov_26.2734_ID_35064-processed-gene-1.262&CDS=1-369
566	OG0000566	YBL079W	genemark-NODE_52_length_70512_cov_29.2641_ID_19300-processed-gene-0.30-mRNA-1_1&gene=genemark-NODE_52_length_70512_cov_29.2641_ID_19300-processed-gene-0.30&CDS=1-4419
567	OG0000567	YBL080C	genemark-NODE_8_length_296065_cov_26.2734_ID_35064-processed-gene-1.208-mRNA-1_1&gene=genemark-NODE_8_length_296065_cov_26.2734_ID_35064-processed-gene-1.208&CDS=1-1491
568	OG0000568	YBL084C	genemark-NODE_32_length_137609_cov_25.5782_ID_11872-processed-gene-0.87-mRNA-1_1&gene=genemark-NODE_32_length_137609_cov_25.5782_ID_11872-processed-gene-0.87&CDS=1-2247
569	OG0000569	YBL086C	genemark-NODE_3_length_410227_cov_25.6116_ID_22000-processed-gene-1.151-mRNA-1_1&gene=genemark-NODE_3_length_410227_cov_25.6116_ID_22000-processed-gene-1.151&CDS=1-1386
570	OG0000570	YBL088C	augustus_masked-NODE_29_length_145728_cov_24.974_ID_11695-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-NODE_29_length_145728_cov_24.974_ID_11695-processed-gene-0.110&CDS=1-8508
571	OG0000571	YBL091C	genemark-NODE_32_length_137609_cov_25.5782_ID_11872-processed-gene-0.88-mRNA-1_1&gene=genemark-NODE_32_length_137609_cov_25.5782_ID_11872-processed-gene-0.88&CDS=1-1236
572	OG0000572	YBL092W	genemark-NODE_29_length_145728_cov_24.974_ID_11695-processed-gene-0.171-mRNA-1_1&gene=genemark-NODE_29_length_145728_cov_24.974_ID_11695-processed-gene-0.171&CDS=1-390
573	OG0000573	YBL093C	genemark-NODE_29_length_145728_cov_24.974_ID_11695-processed-gene-0.144-mRNA-1_1&gene=genemark-NODE_29_length_145728_cov_24.974_ID_11695-processed-gene-0.144&CDS=1-564
574	OG0000574	YBL095W	genemark-NODE_19_length_216850_cov_25.7051_ID_10513-processed-gene-0.83-mRNA-1_1&gene=genemark-NODE_19_length_216850_cov_25.7051_ID_10513-processed-gene-0.83&CDS=1-699
575	OG0000575	YBL098W	genemark-NODE_37_length_122081_cov_27.0011_ID_12910-processed-gene-0.12-mRNA-1_1&gene=genemark-NODE_37_length_122081_cov_27.0011_ID_12910-processed-gene-0.12&CDS=1-1338
576	OG0000576	YBL099W	genemark-NODE_2_length_500633_cov_25.5139_ID_10700-processed-gene-4.14-mRNA-1_1&gene=genemark-NODE_2_length_500633_cov_25.5139_ID_10700-processed-gene-4.14&CDS=1-1632
577	OG0000577	YBL102W	genemark-NODE_78_length_32350_cov_34.6617_ID_20101-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_78_length_32350_cov_34.6617_ID_20101-processed-gene-0.4&CDS=1-630
578	OG0000578	YBL104C	genemark-NODE_1_length_541563_cov_27.9706_ID_22646-processed-gene-4.114-mRNA-1_1&gene=genemark-NODE_1_length_541563_cov_27.9706_ID_22646-processed-gene-4.114&CDS=1-6738
579	OG0000579	YBL105C	snap_masked-NODE_1_length_541563_cov_27.9706_ID_22646-processed-gene-4.48-mRNA-1_1&gene=snap_masked-NODE_1_length_541563_cov_27.9706_ID_22646-processed-gene-4.48&CDS=1-2289
580	OG0000580	YBR003W	genemark-NODE_50_length_74341_cov_27.5465_ID_15202-processed-gene-0.46-mRNA-1_1&gene=genemark-NODE_50_length_74341_cov_27.5465_ID_15202-processed-gene-0.46&CDS=1-1455
581	OG0000581	YBR011C	maker-NODE_2_length_500633_cov_25.5139_ID_10700-snap-gene-2.98-mRNA-1_1&gene=maker-NODE_2_length_500633_cov_25.5139_ID_10700-snap-gene-2.98&CDS=1-1020
582	OG0000582	YBR017C	genemark-NODE_41_length_105267_cov_27.8204_ID_31568-processed-gene-0.11-mRNA-1_1&gene=genemark-NODE_41_length_105267_cov_27.8204_ID_31568-processed-gene-0.11&CDS=1-2739
583	OG0000583	YBR022W	genemark-NODE_4_length_388123_cov_26.2772_ID_24820-processed-gene-1.73-mRNA-1_1&gene=genemark-NODE_4_length_388123_cov_26.2772_ID_24820-processed-gene-1.73&CDS=1-579
584	OG0000584	YBR023C	genemark-NODE_4_length_388123_cov_26.2772_ID_24820-processed-gene-0.40-mRNA-1_1&gene=genemark-NODE_4_length_388123_cov_26.2772_ID_24820-processed-gene-0.40&CDS=1-3624
585	OG0000585	YBR025C	augustus_masked-NODE_40_length_105744_cov_29.28_ID_13649-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-NODE_40_length_105744_cov_29.28_ID_13649-processed-gene-0.120&CDS=1-1983
586	OG0000586	YBR026C	maker-NODE_7_length_357703_cov_25.2778_ID_10322-snap-gene-0.96-mRNA-1_1&gene=maker-NODE_7_length_357703_cov_25.2778_ID_10322-snap-gene-0.96&CDS=1-1512
587	OG0000587	YBR029C	genemark-NODE_1_length_541563_cov_27.9706_ID_22646-processed-gene-0.30-mRNA-1_1&gene=genemark-NODE_1_length_541563_cov_27.9706_ID_22646-processed-gene-0.30&CDS=1-1371
588	OG0000588	YBR030W	genemark-NODE_25_length_151658_cov_25.1767_ID_13276-processed-gene-0.141-mRNA-1_1&gene=genemark-NODE_25_length_151658_cov_25.1767_ID_13276-processed-gene-0.141&CDS=1-1839
589	OG0000589	YBR034C	genemark-NODE_8_length_296065_cov_26.2734_ID_35064-processed-gene-1.202-mRNA-1_1&gene=genemark-NODE_8_length_296065_cov_26.2734_ID_35064-processed-gene-1.202&CDS=1-1041
590	OG0000590	YBR035C	genemark-NODE_25_length_151658_cov_25.1767_ID_13276-processed-gene-0.111-mRNA-1_1&gene=genemark-NODE_25_length_151658_cov_25.1767_ID_13276-processed-gene-0.111&CDS=1-717
591	OG0000591	YBR038W	genemark-NODE_34_length_129258_cov_28.785_ID_42393-processed-gene-0.79-mRNA-1_1&gene=genemark-NODE_34_length_129258_cov_28.785_ID_42393-processed-gene-0.79&CDS=1-3075
592	OG0000592	YBR039W	genemark-NODE_4_length_388123_cov_26.2772_ID_24820-processed-gene-2.303-mRNA-1_1&gene=genemark-NODE_4_length_388123_cov_26.2772_ID_24820-processed-gene-2.303&CDS=1-867
593	OG0000593	YBR041W	genemark-NODE_60_length_56871_cov_27.962_ID_16689-processed-gene-0.39-mRNA-1_1&gene=genemark-NODE_60_length_56871_cov_27.962_ID_16689-processed-gene-0.39&CDS=1-1938
594	OG0000594	YBR043C	genemark-NODE_62_length_53480_cov_28.5155_ID_31429-processed-gene-0.45-mRNA-1_1&gene=genemark-NODE_62_length_53480_cov_28.5155_ID_31429-processed-gene-0.45&CDS=1-2064
595	OG0000595	YBR046C	genemark-NODE_2_length_500633_cov_25.5139_ID_10700-processed-gene-4.36-mRNA-1_1&gene=genemark-NODE_2_length_500633_cov_25.5139_ID_10700-processed-gene-4.36&CDS=1-1017
596	OG0000596	YBR053C	augustus_masked-NODE_65_length_48356_cov_31.5698_ID_19090-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-NODE_65_length_48356_cov_31.5698_ID_19090-processed-gene-0.46&CDS=1-1779
597	OG0000597	YBR056W	genemark-NODE_1_length_541563_cov_27.9706_ID_22646-processed-gene-0.43-mRNA-1_1&gene=genemark-NODE_1_length_541563_cov_27.9706_ID_22646-processed-gene-0.43&CDS=1-1488
598	OG0000598	YBR057C	genemark-NODE_39_length_119097_cov_26.0366_ID_12994-processed-gene-0.157-mRNA-1_1&gene=genemark-NODE_39_length_119097_cov_26.0366_ID_12994-processed-gene-0.157&CDS=1-1389
599	OG0000599	YBR058C	genemark-NODE_39_length_119097_cov_26.0366_ID_12994-processed-gene-0.132-mRNA-1_1&gene=genemark-NODE_39_length_119097_cov_26.0366_ID_12994-processed-gene-0.132&CDS=1-2361
600	OG0000600	YBR060C	genemark-NODE_1_length_541563_cov_27.9706_ID_22646-processed-gene-3.20-mRNA-1_1&gene=genemark-NODE_1_length_541563_cov_27.9706_ID_22646-processed-gene-3.20&CDS=1-1695
601	OG0000601	YBR061C	genemark-NODE_4_length_388123_cov_26.2772_ID_24820-processed-gene-1.90-mRNA-1_1&gene=genemark-NODE_4_length_388123_cov_26.2772_ID_24820-processed-gene-1.90&CDS=1-906
602	OG0000602	YBR062C	genemark-NODE_4_length_388123_cov_26.2772_ID_24820-processed-gene-1.91-mRNA-1_1&gene=genemark-NODE_4_length_388123_cov_26.2772_ID_24820-processed-gene-1.91&CDS=1-600
603	OG0000603	YBR065C	genemark-NODE_4_length_388123_cov_26.2772_ID_24820-processed-gene-1.92-mRNA-1_1&gene=genemark-NODE_4_length_388123_cov_26.2772_ID_24820-processed-gene-1.92&CDS=1-1197
604	OG0000604	YBR070C	genemark-NODE_4_length_388123_cov_26.2772_ID_24820-processed-gene-1.69-mRNA-1_1&gene=genemark-NODE_4_length_388123_cov_26.2772_ID_24820-processed-gene-1.69&CDS=1-681
605	OG0000605	YBR072W	genemark-NODE_44_length_100516_cov_25.8737_ID_21519-processed-gene-0.38-mRNA-1_1&gene=genemark-NODE_44_length_100516_cov_25.8737_ID_21519-processed-gene-0.38&CDS=1-522
606	OG0000606	YBR073W	genemark-NODE_14_length_251124_cov_27.5689_ID_15618-processed-gene-0.125-mRNA-1_1&gene=genemark-NODE_14_length_251124_cov_27.5689_ID_15618-processed-gene-0.125&CDS=1-2745
607	OG0000607	YBR074W	maker-NODE_78_length_32350_cov_34.6617_ID_20101-augustus-gene-0.26-mRNA-1_1&gene=maker-NODE_78_length_32350_cov_34.6617_ID_20101-augustus-gene-0.26&CDS=1-5307
608	OG0000608	YBR076W	genemark-NODE_67_length_45273_cov_31.6962_ID_18248-processed-gene-0.23-mRNA-1_1&gene=genemark-NODE_67_length_45273_cov_31.6962_ID_18248-processed-gene-0.23&CDS=1-963
609	OG0000609	YBR079C	genemark-NODE_34_length_129258_cov_28.785_ID_42393-processed-gene-0.65-mRNA-1_1&gene=genemark-NODE_34_length_129258_cov_28.785_ID_42393-processed-gene-0.65&CDS=1-2730
610	OG0000610	YBR080C	augustus_masked-NODE_42_length_104565_cov_25.9856_ID_18546-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-NODE_42_length_104565_cov_25.9856_ID_18546-processed-gene-0.84&CDS=1-2253
611	OG0000611	YBR081C	genemark-NODE_14_length_251124_cov_27.5689_ID_15618-processed-gene-1.166-mRNA-1_1&gene=genemark-NODE_14_length_251124_cov_27.5689_ID_15618-processed-gene-1.166&CDS=1-3939
612	OG0000612	YBR083W	genemark-NODE_11_length_272510_cov_25.6571_ID_23527-processed-gene-1.96-mRNA-1_1&gene=genemark-NODE_11_length_272510_cov_25.6571_ID_23527-processed-gene-1.96&CDS=1-2508
613	OG0000613	YBR084W	genemark-NODE_4_length_388123_cov_26.2772_ID_24820-processed-gene-2.276-mRNA-1_1&gene=genemark-NODE_4_length_388123_cov_26.2772_ID_24820-processed-gene-2.276&CDS=1-2934
614	OG0000614	YBR085W	genemark-NODE_77_length_33511_cov_27.0432_ID_19800-processed-gene-0.20-mRNA-1_1&gene=genemark-NODE_77_length_33511_cov_27.0432_ID_19800-processed-gene-0.20&CDS=1-918
615	OG0000615	YBR086C	genemark-NODE_53_length_69555_cov_26.5018_ID_16214-processed-gene-0.62-mRNA-1_1&gene=genemark-NODE_53_length_69555_cov_26.5018_ID_16214-processed-gene-0.62&CDS=1-2052
616	OG0000616	YBR087W	genemark-NODE_8_length_296065_cov_26.2734_ID_35064-processed-gene-1.197-mRNA-1_1&gene=genemark-NODE_8_length_296065_cov_26.2734_ID_35064-processed-gene-1.197&CDS=1-1146
617	OG0000617	YBR088C	genemark-NODE_8_length_296065_cov_26.2734_ID_35064-processed-gene-0.37-mRNA-1_1&gene=genemark-NODE_8_length_296065_cov_26.2734_ID_35064-processed-gene-0.37&CDS=1-777
618	OG0000618	YBR091C	genemark-NODE_25_length_151658_cov_25.1767_ID_13276-processed-gene-0.153-mRNA-1_1&gene=genemark-NODE_25_length_151658_cov_25.1767_ID_13276-processed-gene-0.153&CDS=1-321
619	OG0000619	YBR094W	genemark-NODE_5_length_380124_cov_25.8902_ID_9938-processed-gene-2.55-mRNA-1_1&gene=genemark-NODE_5_length_380124_cov_25.8902_ID_9938-processed-gene-2.55&CDS=1-2142
620	OG0000620	YBR095C	genemark-NODE_5_length_380124_cov_25.8902_ID_9938-processed-gene-2.19-mRNA-1_1&gene=genemark-NODE_5_length_380124_cov_25.8902_ID_9938-processed-gene-2.19&CDS=1-966
621	OG0000621	YBR096W	genemark-NODE_25_length_151658_cov_25.1767_ID_13276-processed-gene-0.113-mRNA-1_1&gene=genemark-NODE_25_length_151658_cov_25.1767_ID_13276-processed-gene-0.113&CDS=1-660
622	OG0000622	YBR097W	augustus_masked-NODE_8_length_296065_cov_26.2734_ID_35064-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-NODE_8_length_296065_cov_26.2734_ID_35064-processed-gene-0.68&CDS=1-6435
623	OG0000623	YBR101C	genemark-NODE_8_length_296065_cov_26.2734_ID_35064-processed-gene-1.183-mRNA-1_1&gene=genemark-NODE_8_length_296065_cov_26.2734_ID_35064-processed-gene-1.183&CDS=1-921
624	OG0000624	YBR102C	genemark-NODE_6_length_371428_cov_26.1942_ID_14693-processed-gene-2.72-mRNA-1_1&gene=genemark-NODE_6_length_371428_cov_26.1942_ID_14693-processed-gene-2.72&CDS=1-2016
625	OG0000625	YBR103W	genemark-NODE_32_length_137609_cov_25.5782_ID_11872-processed-gene-0.119-mRNA-1_1&gene=genemark-NODE_32_length_137609_cov_25.5782_ID_11872-processed-gene-0.119&CDS=1-1623
626	OG0000626	YBR105C	genemark-NODE_8_length_296065_cov_26.2734_ID_35064-processed-gene-0.26-mRNA-1_1&gene=genemark-NODE_8_length_296065_cov_26.2734_ID_35064-processed-gene-0.26&CDS=1-774
627	OG0000627	YBR106W	genemark-NODE_12_length_257424_cov_25.5774_ID_11970-processed-gene-1.191-mRNA-1_1&gene=genemark-NODE_12_length_257424_cov_25.5774_ID_11970-processed-gene-1.191&CDS=1-570
628	OG0000628	YBR110W	genemark-NODE_7_length_357703_cov_25.2778_ID_10322-processed-gene-2.71-mRNA-1_1&gene=genemark-NODE_7_length_357703_cov_25.2778_ID_10322-processed-gene-2.71&CDS=1-1437
629	OG0000629	YBR111C	genemark-NODE_54_length_68950_cov_26.5741_ID_15524-processed-gene-0.59-mRNA-1_1&gene=genemark-NODE_54_length_68950_cov_26.5741_ID_15524-processed-gene-0.59&CDS=1-654
630	OG0000630	YBR111W-A	augustus_masked-NODE_54_length_68950_cov_26.5741_ID_15524-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-NODE_54_length_68950_cov_26.5741_ID_15524-processed-gene-0.77&CDS=1-282
631	OG0000631	YBR112C	genemark-NODE_54_length_68950_cov_26.5741_ID_15524-processed-gene-0.60-mRNA-1_1&gene=genemark-NODE_54_length_68950_cov_26.5741_ID_15524-processed-gene-0.60&CDS=1-2205
632	OG0000632	YBR114W	augustus_masked-NODE_36_length_122867_cov_27.4798_ID_15696-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-NODE_36_length_122867_cov_27.4798_ID_15696-processed-gene-0.105&CDS=1-5730
633	OG0000633	YBR115C	genemark-NODE_11_length_272510_cov_25.6571_ID_23527-processed-gene-0.107-mRNA-1_1&gene=genemark-NODE_11_length_272510_cov_25.6571_ID_23527-processed-gene-0.107&CDS=1-4155
634	OG0000634	YBR120C	genemark-NODE_6_length_371428_cov_26.1942_ID_14693-processed-gene-2.11-mRNA-1_1&gene=genemark-NODE_6_length_371428_cov_26.1942_ID_14693-processed-gene-2.11&CDS=1-474
635	OG0000635	YBR121C	genemark-NODE_1_length_541563_cov_27.9706_ID_22646-processed-gene-4.109-mRNA-1_1&gene=genemark-NODE_1_length_541563_cov_27.9706_ID_22646-processed-gene-4.109&CDS=1-2052
636	OG0000636	YBR122C	genemark-NODE_9_length_292977_cov_25.1657_ID_10131-processed-gene-1.87-mRNA-1_1&gene=genemark-NODE_9_length_292977_cov_25.1657_ID_10131-processed-gene-1.87&CDS=1-546
637	OG0000637	YBR123C	genemark-NODE_3_length_410227_cov_25.6116_ID_22000-processed-gene-3.154-mRNA-1_1&gene=genemark-NODE_3_length_410227_cov_25.6116_ID_22000-processed-gene-3.154&CDS=1-1710
638	OG0000638	YBR126C	genemark-NODE_26_length_150656_cov_24.7687_ID_11389-processed-gene-0.9-mRNA-1_1&gene=genemark-NODE_26_length_150656_cov_24.7687_ID_11389-processed-gene-0.9&CDS=1-1422
639	OG0000639	YBR127C	genemark-NODE_55_length_64548_cov_30.9987_ID_17277-processed-gene-0.49-mRNA-1_1&gene=genemark-NODE_55_length_64548_cov_30.9987_ID_17277-processed-gene-0.49&CDS=1-2889
640	OG0000640	YBR132C	genemark-NODE_29_length_145728_cov_24.974_ID_11695-processed-gene-0.180-mRNA-1_1&gene=genemark-NODE_29_length_145728_cov_24.974_ID_11695-processed-gene-0.180&CDS=1-1839
641	OG0000641	YBR133C	genemark-NODE_9_length_292977_cov_25.1657_ID_10131-processed-gene-0.98-mRNA-1_1&gene=genemark-NODE_9_length_292977_cov_25.1657_ID_10131-processed-gene-0.98&CDS=1-2301
642	OG0000642	YBR136W	augustus_masked-NODE_9_length_292977_cov_25.1657_ID_10131-processed-gene-1.2-mRNA-1_1&gene=augustus_masked-NODE_9_length_292977_cov_25.1657_ID_10131-processed-gene-1.2&CDS=1-7338
643	OG0000643	YBR138C	snap_masked-NODE_63_length_53218_cov_29.507_ID_17471-processed-gene-0.83-mRNA-1_1&gene=snap_masked-NODE_63_length_53218_cov_29.507_ID_17471-processed-gene-0.83&CDS=1-1155
644	OG0000644	YBR141C	augustus_masked-NODE_12_length_257424_cov_25.5774_ID_11970-processed-gene-1.110-mRNA-1_1&gene=augustus_masked-NODE_12_length_257424_cov_25.5774_ID_11970-processed-gene-1.110&CDS=1-1083
645	OG0000645	YBR142W	genemark-NODE_12_length_257424_cov_25.5774_ID_11970-processed-gene-1.243-mRNA-1_1&gene=genemark-NODE_12_length_257424_cov_25.5774_ID_11970-processed-gene-1.243&CDS=1-2517
646	OG0000646	YBR143C	genemark-NODE_12_length_257424_cov_25.5774_ID_11970-processed-gene-1.198-mRNA-1_1&gene=genemark-NODE_12_length_257424_cov_25.5774_ID_11970-processed-gene-1.198&CDS=1-1284
647	OG0000647	YBR146W	genemark-NODE_22_length_204236_cov_24.9953_ID_12299-processed-gene-1.66-mRNA-1_1&gene=genemark-NODE_22_length_204236_cov_24.9953_ID_12299-processed-gene-1.66&CDS=1-987
648	OG0000648	YBR149W	genemark-NODE_2_length_500633_cov_25.5139_ID_10700-processed-gene-2.63-mRNA-1_1&gene=genemark-NODE_2_length_500633_cov_25.5139_ID_10700-processed-gene-2.63&CDS=1-927
649	OG0000649	YBR153W	genemark-NODE_22_length_204236_cov_24.9953_ID_12299-processed-gene-1.71-mRNA-1_1&gene=genemark-NODE_22_length_204236_cov_24.9953_ID_12299-processed-gene-1.71&CDS=1-882
650	OG0000650	YBR154C	genemark-NODE_22_length_204236_cov_24.9953_ID_12299-processed-gene-1.102-mRNA-1_1&gene=genemark-NODE_22_length_204236_cov_24.9953_ID_12299-processed-gene-1.102&CDS=1-642
651	OG0000651	YBR158W	genemark-NODE_14_length_251124_cov_27.5689_ID_15618-processed-gene-1.115-mRNA-1_1&gene=genemark-NODE_14_length_251124_cov_27.5689_ID_15618-processed-gene-1.115&CDS=1-1863
652	OG0000652	YBR159W	genemark-NODE_10_length_281918_cov_25.6214_ID_12450-processed-gene-1.64-mRNA-1_1&gene=genemark-NODE_10_length_281918_cov_25.6214_ID_12450-processed-gene-1.64&CDS=1-1053
653	OG0000653	YBR162C	genemark-NODE_22_length_204236_cov_24.9953_ID_12299-processed-gene-1.106-mRNA-1_1&gene=genemark-NODE_22_length_204236_cov_24.9953_ID_12299-processed-gene-1.106&CDS=1-1374
654	OG0000654	YBR163W	snap_masked-NODE_18_length_220966_cov_24.8878_ID_12157-processed-gene-1.185-mRNA-1_1&gene=snap_masked-NODE_18_length_220966_cov_24.8878_ID_12157-processed-gene-1.185&CDS=1-1800
655	OG0000655	YBR167C	genemark-NODE_55_length_64548_cov_30.9987_ID_17277-processed-gene-0.41-mRNA-1_1&gene=genemark-NODE_55_length_64548_cov_30.9987_ID_17277-processed-gene-0.41&CDS=1-480
656	OG0000656	YBR169C	genemark-NODE_13_length_253781_cov_26.1644_ID_15989-processed-gene-1.164-mRNA-1_1&gene=genemark-NODE_13_length_253781_cov_26.1644_ID_15989-processed-gene-1.164&CDS=1-2097
657	OG0000657	YBR170C	maker-NODE_13_length_253781_cov_26.1644_ID_15989-augustus-gene-1.79-mRNA-1_1&gene=maker-NODE_13_length_253781_cov_26.1644_ID_15989-augustus-gene-1.79&CDS=1-1746
658	OG0000658	YBR171W	maker-NODE_11_length_272510_cov_25.6571_ID_23527-snap-gene-0.59-mRNA-1_1&gene=maker-NODE_11_length_272510_cov_25.6571_ID_23527-snap-gene-0.59&CDS=1-813
659	OG0000659	YBR173C	snap_masked-NODE_11_length_272510_cov_25.6571_ID_23527-processed-gene-0.124-mRNA-1_1&gene=snap_masked-NODE_11_length_272510_cov_25.6571_ID_23527-processed-gene-0.124&CDS=1-3069
660	OG0000660	YBR176W	genemark-NODE_28_length_150083_cov_25.3932_ID_11605-processed-gene-0.199-mRNA-1_1&gene=genemark-NODE_28_length_150083_cov_25.3932_ID_11605-processed-gene-0.199&CDS=1-894
661	OG0000661	YBR179C	genemark-NODE_83_length_24393_cov_26.5965_ID_21042-processed-gene-0.23-mRNA-1_1&gene=genemark-NODE_83_length_24393_cov_26.5965_ID_21042-processed-gene-0.23&CDS=1-2649
662	OG0000662	YBR182C	genemark-NODE_13_length_253781_cov_26.1644_ID_15989-processed-gene-1.181-mRNA-1_1&gene=genemark-NODE_13_length_253781_cov_26.1644_ID_15989-processed-gene-1.181&CDS=1-2097
663	OG0000663	YBR185C	genemark-NODE_20_length_216721_cov_25.9753_ID_15554-processed-gene-1.100-mRNA-1_1&gene=genemark-NODE_20_length_216721_cov_25.9753_ID_15554-processed-gene-1.100&CDS=1-936
664	OG0000664	YBR187W	genemark-NODE_6_length_371428_cov_26.1942_ID_14693-processed-gene-2.77-mRNA-1_1&gene=genemark-NODE_6_length_371428_cov_26.1942_ID_14693-processed-gene-2.77&CDS=1-3993
665	OG0000665	YBR192W	genemark-NODE_17_length_227260_cov_30.3112_ID_11747-processed-gene-1.90-mRNA-1_1&gene=genemark-NODE_17_length_227260_cov_30.3112_ID_11747-processed-gene-1.90&CDS=1-1131
666	OG0000666	YBR193C	genemark-NODE_17_length_227260_cov_30.3112_ID_11747-processed-gene-1.118-mRNA-1_1&gene=genemark-NODE_17_length_227260_cov_30.3112_ID_11747-processed-gene-1.118&CDS=1-684
667	OG0000667	YBR195C	genemark-NODE_32_length_137609_cov_25.5782_ID_11872-processed-gene-0.125-mRNA-1_1&gene=genemark-NODE_32_length_137609_cov_25.5782_ID_11872-processed-gene-0.125&CDS=1-1350
668	OG0000668	YBR196C	genemark-NODE_26_length_150656_cov_24.7687_ID_11389-processed-gene-0.16-mRNA-1_1&gene=genemark-NODE_26_length_150656_cov_24.7687_ID_11389-processed-gene-0.16&CDS=1-1638
669	OG0000669	YBR198C	genemark-NODE_26_length_150656_cov_24.7687_ID_11389-processed-gene-0.14-mRNA-1_1&gene=genemark-NODE_26_length_150656_cov_24.7687_ID_11389-processed-gene-0.14&CDS=1-2310
670	OG0000670	YBR200W	genemark-NODE_20_length_216721_cov_25.9753_ID_15554-processed-gene-0.85-mRNA-1_1&gene=genemark-NODE_20_length_216721_cov_25.9753_ID_15554-processed-gene-0.85&CDS=1-2028
671	OG0000671	YBR201W	genemark-NODE_14_length_251124_cov_27.5689_ID_15618-processed-gene-0.108-mRNA-1_1&gene=genemark-NODE_14_length_251124_cov_27.5689_ID_15618-processed-gene-0.108&CDS=1-918
672	OG0000672	YBR202W	genemark-NODE_20_length_216721_cov_25.9753_ID_15554-processed-gene-1.79-mRNA-1_1&gene=genemark-NODE_20_length_216721_cov_25.9753_ID_15554-processed-gene-1.79&CDS=1-2505
673	OG0000673	YBR203W	snap_masked-NODE_5_length_380124_cov_25.8902_ID_9938-processed-gene-2.214-mRNA-1_1&gene=snap_masked-NODE_5_length_380124_cov_25.8902_ID_9938-processed-gene-2.214&CDS=1-3036
674	OG0000674	YBR208C	genemark-NODE_61_length_55871_cov_26.7814_ID_16847-processed-gene-0.62-mRNA-1_1&gene=genemark-NODE_61_length_55871_cov_26.7814_ID_16847-processed-gene-0.62&CDS=1-5508
675	OG0000675	YBR211C	augustus_masked-NODE_64_length_52260_cov_33.1748_ID_22260-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-NODE_64_length_52260_cov_33.1748_ID_22260-processed-gene-0.33&CDS=1-1287
676	OG0000676	YBR212W	genemark-NODE_11_length_272510_cov_25.6571_ID_23527-processed-gene-1.85-mRNA-1_1&gene=genemark-NODE_11_length_272510_cov_25.6571_ID_23527-processed-gene-1.85&CDS=1-1668
