	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034893_Ogataea_philodendra
750	OG0000750	YDL107W	genemark-NODE_3_length_643798_cov_66.6584_ID_5-processed-gene-1.48-mRNA-1_1&gene=genemark-NODE_3_length_643798_cov_66.6584_ID_5-processed-gene-1.48&CDS=1-1044
751	OG0000751	YDL108W	genemark-NODE_13_length_304413_cov_67.7473_ID_25-processed-gene-2.113-mRNA-1_1&gene=genemark-NODE_13_length_304413_cov_67.7473_ID_25-processed-gene-2.113&CDS=1-915
752	OG0000752	YDL111C	genemark-NODE_9_length_380031_cov_67.2163_ID_17-processed-gene-2.117-mRNA-1_1&gene=genemark-NODE_9_length_380031_cov_67.2163_ID_17-processed-gene-2.117&CDS=1-876
753	OG0000753	YDL113C	genemark-NODE_10_length_361062_cov_67.9065_ID_19-processed-gene-2.186-mRNA-1_1&gene=genemark-NODE_10_length_361062_cov_67.9065_ID_19-processed-gene-2.186&CDS=1-1500
754	OG0000754	YDL114W	genemark-NODE_14_length_283762_cov_68.7995_ID_27-processed-gene-1.79-mRNA-1_1&gene=genemark-NODE_14_length_283762_cov_68.7995_ID_27-processed-gene-1.79&CDS=1-1017
755	OG0000755	YDL115C	genemark-NODE_14_length_283762_cov_68.7995_ID_27-processed-gene-1.35-mRNA-1_1&gene=genemark-NODE_14_length_283762_cov_68.7995_ID_27-processed-gene-1.35&CDS=1-747
756	OG0000756	YDL117W	genemark-NODE_13_length_304413_cov_67.7473_ID_25-processed-gene-2.114-mRNA-1_1&gene=genemark-NODE_13_length_304413_cov_67.7473_ID_25-processed-gene-2.114&CDS=1-2142
757	OG0000757	YDL122W	maker-NODE_3_length_643798_cov_66.6584_ID_5-augustus-gene-3.177-mRNA-1_1&gene=maker-NODE_3_length_643798_cov_66.6584_ID_5-augustus-gene-3.177&CDS=1-2907
758	OG0000758	YDL124W	genemark-NODE_4_length_568887_cov_64.9081_ID_7-processed-gene-2.41-mRNA-1_1&gene=genemark-NODE_4_length_568887_cov_64.9081_ID_7-processed-gene-2.41&CDS=1-915
759	OG0000759	YDL126C	augustus_masked-NODE_7_length_450359_cov_65.6065_ID_13-processed-gene-2.43-mRNA-1_1&gene=augustus_masked-NODE_7_length_450359_cov_65.6065_ID_13-processed-gene-2.43&CDS=1-4533
760	OG0000760	YDL130W	genemark-NODE_5_length_524919_cov_64.9816_ID_9-processed-gene-3.92-mRNA-1_1&gene=genemark-NODE_5_length_524919_cov_64.9816_ID_9-processed-gene-3.92&CDS=1-315
761	OG0000761	YDL135C	genemark-NODE_16_length_209552_cov_67.4697_ID_31-processed-gene-1.51-mRNA-1_1&gene=genemark-NODE_16_length_209552_cov_67.4697_ID_31-processed-gene-1.51&CDS=1-570
762	OG0000762	YDL140C	genemark-NODE_7_length_450359_cov_65.6065_ID_13-processed-gene-1.128-mRNA-1_1&gene=genemark-NODE_7_length_450359_cov_65.6065_ID_13-processed-gene-1.128&CDS=1-5127
763	OG0000763	YDL141W	genemark-NODE_7_length_450359_cov_65.6065_ID_13-processed-gene-1.152-mRNA-1_1&gene=genemark-NODE_7_length_450359_cov_65.6065_ID_13-processed-gene-1.152&CDS=1-1932
764	OG0000764	YDL142C	genemark-NODE_7_length_450359_cov_65.6065_ID_13-processed-gene-1.129-mRNA-1_1&gene=genemark-NODE_7_length_450359_cov_65.6065_ID_13-processed-gene-1.129&CDS=1-759
765	OG0000765	YDL143W	augustus_masked-NODE_7_length_450359_cov_65.6065_ID_13-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-NODE_7_length_450359_cov_65.6065_ID_13-processed-gene-1.37&CDS=1-1581
766	OG0000766	YDL145C	genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-6.74-mRNA-1_1&gene=genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-6.74&CDS=1-3618
767	OG0000767	YDL147W	genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-6.54-mRNA-1_1&gene=genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-6.54&CDS=1-1329
768	OG0000768	YDL148C	genemark-NODE_10_length_361062_cov_67.9065_ID_19-processed-gene-1.120-mRNA-1_1&gene=genemark-NODE_10_length_361062_cov_67.9065_ID_19-processed-gene-1.120&CDS=1-2376
769	OG0000769	YDL149W	augustus_masked-NODE_10_length_361062_cov_67.9065_ID_19-processed-gene-1.148-mRNA-1_1&gene=augustus_masked-NODE_10_length_361062_cov_67.9065_ID_19-processed-gene-1.148&CDS=1-2667
770	OG0000770	YDL150W	genemark-NODE_7_length_450359_cov_65.6065_ID_13-processed-gene-1.131-mRNA-1_1&gene=genemark-NODE_7_length_450359_cov_65.6065_ID_13-processed-gene-1.131&CDS=1-1074
771	OG0000771	YDL153C	genemark-NODE_7_length_450359_cov_65.6065_ID_13-processed-gene-1.155-mRNA-1_1&gene=genemark-NODE_7_length_450359_cov_65.6065_ID_13-processed-gene-1.155&CDS=1-1548
772	OG0000772	YDL156W	genemark-NODE_7_length_450359_cov_65.6065_ID_13-processed-gene-3.179-mRNA-1_1&gene=genemark-NODE_7_length_450359_cov_65.6065_ID_13-processed-gene-3.179&CDS=1-1563
773	OG0000773	YDL159W	genemark-NODE_7_length_450359_cov_65.6065_ID_13-processed-gene-3.212-mRNA-1_1&gene=genemark-NODE_7_length_450359_cov_65.6065_ID_13-processed-gene-3.212&CDS=1-1488
774	OG0000774	YDL160C	genemark-NODE_4_length_568887_cov_64.9081_ID_7-processed-gene-1.58-mRNA-1_1&gene=genemark-NODE_4_length_568887_cov_64.9081_ID_7-processed-gene-1.58&CDS=1-1353
775	OG0000775	YDL161W	genemark-NODE_4_length_568887_cov_64.9081_ID_7-processed-gene-4.138-mRNA-1_1&gene=genemark-NODE_4_length_568887_cov_64.9081_ID_7-processed-gene-4.138&CDS=1-1419
776	OG0000776	YDL166C	augustus_masked-NODE_8_length_389341_cov_68.8812_ID_15-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-NODE_8_length_389341_cov_68.8812_ID_15-processed-gene-1.39&CDS=1-543
777	OG0000777	YDL167C	genemark-NODE_11_length_352897_cov_66.8228_ID_21-processed-gene-2.126-mRNA-1_1&gene=genemark-NODE_11_length_352897_cov_66.8228_ID_21-processed-gene-2.126&CDS=1-1788
778	OG0000778	YDL168W	genemark-NODE_7_length_450359_cov_65.6065_ID_13-processed-gene-2.104-mRNA-1_1&gene=genemark-NODE_7_length_450359_cov_65.6065_ID_13-processed-gene-2.104&CDS=1-1140
779	OG0000779	YDL169C	augustus_masked-NODE_8_length_389341_cov_68.8812_ID_15-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-NODE_8_length_389341_cov_68.8812_ID_15-processed-gene-1.15&CDS=1-513
780	OG0000780	YDL171C	augustus_masked-NODE_9_length_380031_cov_67.2163_ID_17-processed-gene-2.307-mRNA-1_1&gene=augustus_masked-NODE_9_length_380031_cov_67.2163_ID_17-processed-gene-2.307&CDS=1-6414
781	OG0000781	YDL177C	snap_masked-NODE_6_length_488750_cov_65.2929_ID_11-processed-gene-1.73-mRNA-1_1&gene=snap_masked-NODE_6_length_488750_cov_65.2929_ID_11-processed-gene-1.73&CDS=1-450
782	OG0000782	YDL178W	genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-3.97-mRNA-1_1&gene=genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-3.97&CDS=1-1554
783	OG0000783	YDL181W	genemark-NODE_16_length_209552_cov_67.4697_ID_31-processed-gene-1.20-mRNA-1_1&gene=genemark-NODE_16_length_209552_cov_67.4697_ID_31-processed-gene-1.20&CDS=1-249
784	OG0000784	YDL183C	genemark-NODE_16_length_209552_cov_67.4697_ID_31-processed-gene-1.24-mRNA-1_1&gene=genemark-NODE_16_length_209552_cov_67.4697_ID_31-processed-gene-1.24&CDS=1-996
785	OG0000785	YDL185W	genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-5.61-mRNA-1_1&gene=genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-5.61&CDS=1-1716
786	OG0000786	YDL188C	genemark-NODE_16_length_209552_cov_67.4697_ID_31-processed-gene-1.25-mRNA-1_1&gene=genemark-NODE_16_length_209552_cov_67.4697_ID_31-processed-gene-1.25&CDS=1-1029
787	OG0000787	YDL189W	genemark-NODE_16_length_209552_cov_67.4697_ID_31-processed-gene-1.52-mRNA-1_1&gene=genemark-NODE_16_length_209552_cov_67.4697_ID_31-processed-gene-1.52&CDS=1-1341
788	OG0000788	YDL190C	maker-NODE_16_length_209552_cov_67.4697_ID_31-augustus-gene-1.3-mRNA-1_1&gene=maker-NODE_16_length_209552_cov_67.4697_ID_31-augustus-gene-1.3&CDS=1-3450
789	OG0000789	YDL195W	genemark-NODE_7_length_450359_cov_65.6065_ID_13-processed-gene-1.151-mRNA-1_1&gene=genemark-NODE_7_length_450359_cov_65.6065_ID_13-processed-gene-1.151&CDS=1-3702
790	OG0000790	YDL198C	genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-9.44-mRNA-1_1&gene=genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-9.44&CDS=1-897
791	OG0000791	YDL201W	genemark-NODE_5_length_524919_cov_64.9816_ID_9-processed-gene-3.108-mRNA-1_1&gene=genemark-NODE_5_length_524919_cov_64.9816_ID_9-processed-gene-3.108&CDS=1-810
792	OG0000792	YDL202W	genemark-NODE_5_length_524919_cov_64.9816_ID_9-processed-gene-3.109-mRNA-1_1&gene=genemark-NODE_5_length_524919_cov_64.9816_ID_9-processed-gene-3.109&CDS=1-705
793	OG0000793	YDL205C	maker-NODE_14_length_283762_cov_68.7995_ID_27-augustus-gene-0.6-mRNA-1_1&gene=maker-NODE_14_length_283762_cov_68.7995_ID_27-augustus-gene-0.6&CDS=1-1242
794	OG0000794	YDL207W	maker-NODE_20_length_141134_cov_67.3989_ID_39-snap-gene-0.3-mRNA-1_1&gene=maker-NODE_20_length_141134_cov_67.3989_ID_39-snap-gene-0.3&CDS=1-2040
795	OG0000795	YDL208W	genemark-NODE_20_length_141134_cov_67.3989_ID_39-processed-gene-0.128-mRNA-1_1&gene=genemark-NODE_20_length_141134_cov_67.3989_ID_39-processed-gene-0.128&CDS=1-441
796	OG0000796	YDL209C	genemark-NODE_6_length_488750_cov_65.2929_ID_11-processed-gene-3.149-mRNA-1_1&gene=genemark-NODE_6_length_488750_cov_65.2929_ID_11-processed-gene-3.149&CDS=1-948
797	OG0000797	YDL212W	genemark-NODE_10_length_361062_cov_67.9065_ID_19-processed-gene-0.72-mRNA-1_1&gene=genemark-NODE_10_length_361062_cov_67.9065_ID_19-processed-gene-0.72&CDS=1-630
798	OG0000798	YDL213C	genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-1.120-mRNA-1_1&gene=genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-1.120&CDS=1-621
799	OG0000799	YDL215C	genemark-NODE_12_length_348569_cov_68.2112_ID_23-processed-gene-2.174-mRNA-1_1&gene=genemark-NODE_12_length_348569_cov_68.2112_ID_23-processed-gene-2.174&CDS=1-3087
800	OG0000800	YDL217C	genemark-NODE_23_length_126160_cov_79.7986_ID_45-processed-gene-0.34-mRNA-1_1&gene=genemark-NODE_23_length_126160_cov_79.7986_ID_45-processed-gene-0.34&CDS=1-552
801	OG0000801	YDL219W	genemark-NODE_23_length_126160_cov_79.7986_ID_45-processed-gene-0.74-mRNA-1_1&gene=genemark-NODE_23_length_126160_cov_79.7986_ID_45-processed-gene-0.74&CDS=1-483
802	OG0000802	YDL233W	genemark-NODE_8_length_389341_cov_68.8812_ID_15-processed-gene-0.147-mRNA-1_1&gene=genemark-NODE_8_length_389341_cov_68.8812_ID_15-processed-gene-0.147&CDS=1-1551
803	OG0000803	YDL234C	maker-NODE_10_length_361062_cov_67.9065_ID_19-augustus-gene-2.284-mRNA-1_1&gene=maker-NODE_10_length_361062_cov_67.9065_ID_19-augustus-gene-2.284&CDS=1-4197
804	OG0000804	YDL235C	genemark-NODE_9_length_380031_cov_67.2163_ID_17-processed-gene-2.70-mRNA-1_1&gene=genemark-NODE_9_length_380031_cov_67.2163_ID_17-processed-gene-2.70&CDS=1-444
805	OG0000805	YDL236W	genemark-NODE_9_length_380031_cov_67.2163_ID_17-processed-gene-2.69-mRNA-1_1&gene=genemark-NODE_9_length_380031_cov_67.2163_ID_17-processed-gene-2.69&CDS=1-903
806	OG0000806	YDL240W	genemark-NODE_5_length_524919_cov_64.9816_ID_9-processed-gene-3.79-mRNA-1_1&gene=genemark-NODE_5_length_524919_cov_64.9816_ID_9-processed-gene-3.79&CDS=1-3222
807	OG0000807	YDR002W	genemark-NODE_12_length_348569_cov_68.2112_ID_23-processed-gene-2.142-mRNA-1_1&gene=genemark-NODE_12_length_348569_cov_68.2112_ID_23-processed-gene-2.142&CDS=1-615
808	OG0000808	YDR004W	genemark-NODE_7_length_450359_cov_65.6065_ID_13-processed-gene-0.93-mRNA-1_1&gene=genemark-NODE_7_length_450359_cov_65.6065_ID_13-processed-gene-0.93&CDS=1-1458
809	OG0000809	YDR005C	maker-NODE_7_length_450359_cov_65.6065_ID_13-snap-gene-0.146-mRNA-1_1&gene=maker-NODE_7_length_450359_cov_65.6065_ID_13-snap-gene-0.146&CDS=1-1077
810	OG0000810	YDR006C	genemark-NODE_3_length_643798_cov_66.6584_ID_5-processed-gene-5.40-mRNA-1_1&gene=genemark-NODE_3_length_643798_cov_66.6584_ID_5-processed-gene-5.40&CDS=1-1839
811	OG0000811	YDR007W	augustus_masked-NODE_7_length_450359_cov_65.6065_ID_13-processed-gene-0.139-mRNA-1_1&gene=augustus_masked-NODE_7_length_450359_cov_65.6065_ID_13-processed-gene-0.139&CDS=1-729
812	OG0000812	YDR013W	genemark-NODE_20_length_141134_cov_67.3989_ID_39-processed-gene-0.151-mRNA-1_1&gene=genemark-NODE_20_length_141134_cov_67.3989_ID_39-processed-gene-0.151&CDS=1-570
813	OG0000813	YDR017C	genemark-NODE_20_length_141134_cov_67.3989_ID_39-processed-gene-0.108-mRNA-1_1&gene=genemark-NODE_20_length_141134_cov_67.3989_ID_39-processed-gene-0.108&CDS=1-2274
814	OG0000814	YDR020C	maker-NODE_9_length_380031_cov_67.2163_ID_17-snap-gene-1.5-mRNA-1_1&gene=maker-NODE_9_length_380031_cov_67.2163_ID_17-snap-gene-1.5&CDS=1-744
815	OG0000815	YDR023W	genemark-NODE_9_length_380031_cov_67.2163_ID_17-processed-gene-1.82-mRNA-1_1&gene=genemark-NODE_9_length_380031_cov_67.2163_ID_17-processed-gene-1.82&CDS=1-1392
816	OG0000816	YDR026C	genemark-NODE_6_length_488750_cov_65.2929_ID_11-processed-gene-3.201-mRNA-1_1&gene=genemark-NODE_6_length_488750_cov_65.2929_ID_11-processed-gene-3.201&CDS=1-1815
817	OG0000817	YDR027C	augustus_masked-NODE_16_length_209552_cov_67.4697_ID_31-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-NODE_16_length_209552_cov_67.4697_ID_31-processed-gene-0.96&CDS=1-1080
818	OG0000818	YDR030C	genemark-NODE_3_length_643798_cov_66.6584_ID_5-processed-gene-3.81-mRNA-1_1&gene=genemark-NODE_3_length_643798_cov_66.6584_ID_5-processed-gene-3.81&CDS=1-1326
819	OG0000819	YDR031W	genemark-NODE_20_length_141134_cov_67.3989_ID_39-processed-gene-0.150-mRNA-1_1&gene=genemark-NODE_20_length_141134_cov_67.3989_ID_39-processed-gene-0.150&CDS=1-309
820	OG0000820	YDR034C	maker-NODE_1_length_1278667_cov_66.6163_ID_1-snap-gene-4.5-mRNA-1_1&gene=maker-NODE_1_length_1278667_cov_66.6163_ID_1-snap-gene-4.5&CDS=1-3246
821	OG0000821	YDR035W	augustus_masked-NODE_3_length_643798_cov_66.6584_ID_5-processed-gene-5.211-mRNA-1_1&gene=augustus_masked-NODE_3_length_643798_cov_66.6584_ID_5-processed-gene-5.211&CDS=1-3180
822	OG0000822	YDR036C	genemark-NODE_10_length_361062_cov_67.9065_ID_19-processed-gene-2.180-mRNA-1_1&gene=genemark-NODE_10_length_361062_cov_67.9065_ID_19-processed-gene-2.180&CDS=1-1467
823	OG0000823	YDR041W	genemark-NODE_9_length_380031_cov_67.2163_ID_17-processed-gene-0.81-mRNA-1_1&gene=genemark-NODE_9_length_380031_cov_67.2163_ID_17-processed-gene-0.81&CDS=1-819
824	OG0000824	YDR044W	augustus_masked-NODE_5_length_524919_cov_64.9816_ID_9-processed-gene-4.71-mRNA-1_1&gene=augustus_masked-NODE_5_length_524919_cov_64.9816_ID_9-processed-gene-4.71&CDS=1-1470
825	OG0000825	YDR047W	genemark-NODE_6_length_488750_cov_65.2929_ID_11-processed-gene-1.18-mRNA-1_1&gene=genemark-NODE_6_length_488750_cov_65.2929_ID_11-processed-gene-1.18&CDS=1-1077
826	OG0000826	YDR049W	genemark-NODE_6_length_488750_cov_65.2929_ID_11-processed-gene-3.171-mRNA-1_1&gene=genemark-NODE_6_length_488750_cov_65.2929_ID_11-processed-gene-3.171&CDS=1-1656
827	OG0000827	YDR050C	augustus_masked-NODE_10_length_361062_cov_67.9065_ID_19-processed-gene-2.250-mRNA-1_1&gene=augustus_masked-NODE_10_length_361062_cov_67.9065_ID_19-processed-gene-2.250&CDS=1-2253
828	OG0000828	YDR052C	augustus_masked-NODE_4_length_568887_cov_64.9081_ID_7-processed-gene-2.152-mRNA-1_1&gene=augustus_masked-NODE_4_length_568887_cov_64.9081_ID_7-processed-gene-2.152&CDS=1-1869
829	OG0000829	YDR054C	genemark-NODE_4_length_568887_cov_64.9081_ID_7-processed-gene-3.116-mRNA-1_1&gene=genemark-NODE_4_length_568887_cov_64.9081_ID_7-processed-gene-3.116&CDS=1-672
830	OG0000830	YDR060W	genemark-NODE_23_length_126160_cov_79.7986_ID_45-processed-gene-0.28-mRNA-1_1&gene=genemark-NODE_23_length_126160_cov_79.7986_ID_45-processed-gene-0.28&CDS=1-3114
831	OG0000831	YDR061W	genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-7.65-mRNA-1_1&gene=genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-7.65&CDS=1-1536
832	OG0000832	YDR062W	genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-7.61-mRNA-1_1&gene=genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-7.61&CDS=1-1683
833	OG0000833	YDR064W	augustus_masked-NODE_17_length_175091_cov_70.6054_ID_33-processed-gene-0.227-mRNA-1_1&gene=augustus_masked-NODE_17_length_175091_cov_70.6054_ID_33-processed-gene-0.227&CDS=1-837
834	OG0000834	YDR071C	genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-7.58-mRNA-1_1&gene=genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-7.58&CDS=1-690
835	OG0000835	YDR072C	augustus_masked-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-7.116-mRNA-1_1&gene=augustus_masked-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-7.116&CDS=1-2544
836	OG0000836	YDR079C-A	snap_masked-NODE_22_length_127543_cov_73.0507_ID_43-processed-gene-0.40-mRNA-1_1&gene=snap_masked-NODE_22_length_127543_cov_73.0507_ID_43-processed-gene-0.40&CDS=1-213
837	OG0000837	YDR080W	genemark-NODE_22_length_127543_cov_73.0507_ID_43-processed-gene-0.82-mRNA-1_1&gene=genemark-NODE_22_length_127543_cov_73.0507_ID_43-processed-gene-0.82&CDS=1-2658
838	OG0000838	YDR083W	genemark-NODE_11_length_352897_cov_66.8228_ID_21-processed-gene-2.170-mRNA-1_1&gene=genemark-NODE_11_length_352897_cov_66.8228_ID_21-processed-gene-2.170&CDS=1-1119
839	OG0000839	YDR084C	maker-NODE_22_length_127543_cov_73.0507_ID_43-augustus-gene-0.232-mRNA-1_1&gene=maker-NODE_22_length_127543_cov_73.0507_ID_43-augustus-gene-0.232&CDS=1-648
840	OG0000840	YDR086C	augustus_masked-NODE_5_length_524919_cov_64.9816_ID_9-processed-gene-4.57-mRNA-1_1&gene=augustus_masked-NODE_5_length_524919_cov_64.9816_ID_9-processed-gene-4.57&CDS=1-198
841	OG0000841	YDR087C	genemark-NODE_5_length_524919_cov_64.9816_ID_9-processed-gene-4.140-mRNA-1_1&gene=genemark-NODE_5_length_524919_cov_64.9816_ID_9-processed-gene-4.140&CDS=1-756
842	OG0000842	YDR088C	genemark-NODE_5_length_524919_cov_64.9816_ID_9-processed-gene-4.104-mRNA-1_1&gene=genemark-NODE_5_length_524919_cov_64.9816_ID_9-processed-gene-4.104&CDS=1-1014
843	OG0000843	YDR089W	genemark-NODE_4_length_568887_cov_64.9081_ID_7-processed-gene-3.149-mRNA-1_1&gene=genemark-NODE_4_length_568887_cov_64.9081_ID_7-processed-gene-3.149&CDS=1-2709
844	OG0000844	YDR090C	genemark-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-5.104-mRNA-1_1&gene=genemark-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-5.104&CDS=1-774
845	OG0000845	YDR091C	genemark-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-1.2-mRNA-1_1&gene=genemark-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-1.2&CDS=1-1818
846	OG0000846	YDR092W	snap_masked-NODE_18_length_162580_cov_65.1521_ID_35-processed-gene-0.149-mRNA-1_1&gene=snap_masked-NODE_18_length_162580_cov_65.1521_ID_35-processed-gene-0.149&CDS=1-471
847	OG0000847	YDR097C	snap_masked-NODE_5_length_524919_cov_64.9816_ID_9-processed-gene-0.24-mRNA-1_1&gene=snap_masked-NODE_5_length_524919_cov_64.9816_ID_9-processed-gene-0.24&CDS=1-1377
848	OG0000848	YDR100W	augustus_masked-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-4.20-mRNA-1_1&gene=augustus_masked-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-4.20&CDS=1-1347
849	OG0000849	YDR101C	genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-4.62-mRNA-1_1&gene=genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-4.62&CDS=1-1644
850	OG0000850	YDR103W	snap_masked-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-0.40-mRNA-1_1&gene=snap_masked-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-0.40&CDS=1-2286
851	OG0000851	YDR104C	augustus_masked-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-0.142-mRNA-1_1&gene=augustus_masked-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-0.142&CDS=1-3312
852	OG0000852	YDR105C	genemark-NODE_13_length_304413_cov_67.7473_ID_25-processed-gene-0.86-mRNA-1_1&gene=genemark-NODE_13_length_304413_cov_67.7473_ID_25-processed-gene-0.86&CDS=1-1479
853	OG0000853	YDR106W	augustus_masked-NODE_13_length_304413_cov_67.7473_ID_25-processed-gene-0.174-mRNA-1_1&gene=augustus_masked-NODE_13_length_304413_cov_67.7473_ID_25-processed-gene-0.174&CDS=1-930
854	OG0000854	YDR108W	maker-NODE_1_length_1278667_cov_66.6163_ID_1-snap-gene-10.10-mRNA-1_1&gene=maker-NODE_1_length_1278667_cov_66.6163_ID_1-snap-gene-10.10&CDS=1-4533
855	OG0000855	YDR116C	genemark-NODE_11_length_352897_cov_66.8228_ID_21-processed-gene-1.71-mRNA-1_1&gene=genemark-NODE_11_length_352897_cov_66.8228_ID_21-processed-gene-1.71&CDS=1-807
856	OG0000856	YDR117C	augustus_masked-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-4.32-mRNA-1_1&gene=augustus_masked-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-4.32&CDS=1-1635
857	OG0000857	YDR120C	genemark-NODE_5_length_524919_cov_64.9816_ID_9-processed-gene-2.78-mRNA-1_1&gene=genemark-NODE_5_length_524919_cov_64.9816_ID_9-processed-gene-2.78&CDS=1-1539
858	OG0000858	YDR121W	genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-6.66-mRNA-1_1&gene=genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-6.66&CDS=1-663
859	OG0000859	YDR124W	snap_masked-NODE_11_length_352897_cov_66.8228_ID_21-processed-gene-2.261-mRNA-1_1&gene=snap_masked-NODE_11_length_352897_cov_66.8228_ID_21-processed-gene-2.261&CDS=1-1089
860	OG0000860	YDR126W	snap_masked-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-0.48-mRNA-1_1&gene=snap_masked-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-0.48&CDS=1-999
861	OG0000861	YDR127W	maker-NODE_8_length_389341_cov_68.8812_ID_15-snap-gene-2.18-mRNA-1_1&gene=maker-NODE_8_length_389341_cov_68.8812_ID_15-snap-gene-2.18&CDS=1-5208
862	OG0000862	YDR129C	augustus_masked-NODE_6_length_488750_cov_65.2929_ID_11-processed-gene-3.315-mRNA-1_1&gene=augustus_masked-NODE_6_length_488750_cov_65.2929_ID_11-processed-gene-3.315&CDS=1-5889
863	OG0000863	YDR139C	genemark-NODE_5_length_524919_cov_64.9816_ID_9-processed-gene-1.130-mRNA-1_1&gene=genemark-NODE_5_length_524919_cov_64.9816_ID_9-processed-gene-1.130&CDS=1-189
864	OG0000864	YDR140W	augustus_masked-NODE_5_length_524919_cov_64.9816_ID_9-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-NODE_5_length_524919_cov_64.9816_ID_9-processed-gene-1.50&CDS=1-657
865	OG0000865	YDR141C	genemark-NODE_5_length_524919_cov_64.9816_ID_9-processed-gene-1.129-mRNA-1_1&gene=genemark-NODE_5_length_524919_cov_64.9816_ID_9-processed-gene-1.129&CDS=1-5403
866	OG0000866	YDR142C	genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-0.74-mRNA-1_1&gene=genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-0.74&CDS=1-1056
867	OG0000867	YDR143C	genemark-NODE_4_length_568887_cov_64.9081_ID_7-processed-gene-3.134-mRNA-1_1&gene=genemark-NODE_4_length_568887_cov_64.9081_ID_7-processed-gene-3.134&CDS=1-948
868	OG0000868	YDR145W	augustus_masked-NODE_5_length_524919_cov_64.9816_ID_9-processed-gene-4.20-mRNA-1_1&gene=augustus_masked-NODE_5_length_524919_cov_64.9816_ID_9-processed-gene-4.20&CDS=1-1647
869	OG0000869	YDR148C	genemark-NODE_20_length_141134_cov_67.3989_ID_39-processed-gene-0.148-mRNA-1_1&gene=genemark-NODE_20_length_141134_cov_67.3989_ID_39-processed-gene-0.148&CDS=1-1347
870	OG0000870	YDR150W	genemark-NODE_15_length_270368_cov_69.5672_ID_29-processed-gene-1.19-mRNA-1_1&gene=genemark-NODE_15_length_270368_cov_69.5672_ID_29-processed-gene-1.19&CDS=1-4467
871	OG0000871	YDR152W	augustus_masked-NODE_9_length_380031_cov_67.2163_ID_17-processed-gene-2.296-mRNA-1_1&gene=augustus_masked-NODE_9_length_380031_cov_67.2163_ID_17-processed-gene-2.296&CDS=1-621
872	OG0000872	YDR155C	genemark-NODE_24_length_80549_cov_69.0098_ID_47-processed-gene-0.60-mRNA-1_1&gene=genemark-NODE_24_length_80549_cov_69.0098_ID_47-processed-gene-0.60&CDS=1-531
873	OG0000873	YDR158W	genemark-NODE_12_length_348569_cov_68.2112_ID_23-processed-gene-1.48-mRNA-1_1&gene=genemark-NODE_12_length_348569_cov_68.2112_ID_23-processed-gene-1.48&CDS=1-1089
