	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035318_Hyphopichia_heimii
712	OG0000712	YBR267W	snap_masked-NODE_174_length_12502_cov_17.9107_ID_25195-processed-gene-0.9-mRNA-1_1&gene=snap_masked-NODE_174_length_12502_cov_17.9107_ID_25195-processed-gene-0.9&CDS=1-1203
713	OG0000713	YBR268W	snap_masked-NODE_91_length_42770_cov_17.5302_ID_21210-processed-gene-0.37-mRNA-1_1&gene=snap_masked-NODE_91_length_42770_cov_17.5302_ID_21210-processed-gene-0.37&CDS=1-315
714	OG0000714	YBR269C	snap_masked-NODE_17_length_155442_cov_18.5021_ID_18400-processed-gene-0.50-mRNA-1_1&gene=snap_masked-NODE_17_length_155442_cov_18.5021_ID_18400-processed-gene-0.50&CDS=1-426
715	OG0000715	YBR271W	snap_masked-NODE_25_length_138365_cov_17.6405_ID_32372-processed-gene-0.104-mRNA-1_1&gene=snap_masked-NODE_25_length_138365_cov_17.6405_ID_32372-processed-gene-0.104&CDS=1-1050
716	OG0000716	YBR276C	augustus_masked-NODE_36_length_121639_cov_16.6683_ID_16828-processed-gene-0.137-mRNA-1_1&gene=augustus_masked-NODE_36_length_121639_cov_16.6683_ID_16828-processed-gene-0.137&CDS=1-3027
717	OG0000717	YBR278W	snap_masked-NODE_12_length_180239_cov_16.75_ID_18367-processed-gene-0.32-mRNA-1_1&gene=snap_masked-NODE_12_length_180239_cov_16.75_ID_18367-processed-gene-0.32&CDS=1-744
718	OG0000718	YBR279W	snap_masked-NODE_28_length_132068_cov_17.5269_ID_17499-processed-gene-0.142-mRNA-1_1&gene=snap_masked-NODE_28_length_132068_cov_17.5269_ID_17499-processed-gene-0.142&CDS=1-1338
719	OG0000719	YBR280C	snap_masked-NODE_146_length_18238_cov_17.0172_ID_23261-processed-gene-0.23-mRNA-1_1&gene=snap_masked-NODE_146_length_18238_cov_17.0172_ID_23261-processed-gene-0.23&CDS=1-1815
720	OG0000720	YBR281C	snap_masked-NODE_94_length_42254_cov_17.0824_ID_26534-processed-gene-0.44-mRNA-1_1&gene=snap_masked-NODE_94_length_42254_cov_17.0824_ID_26534-processed-gene-0.44&CDS=1-3273
721	OG0000721	YBR282W	snap_masked-NODE_12_length_180239_cov_16.75_ID_18367-processed-gene-0.31-mRNA-1_1&gene=snap_masked-NODE_12_length_180239_cov_16.75_ID_18367-processed-gene-0.31&CDS=1-492
722	OG0000722	YBR283C	snap_masked-NODE_4_length_299148_cov_21.5119_ID_28963-processed-gene-1.258-mRNA-1_1&gene=snap_masked-NODE_4_length_299148_cov_21.5119_ID_28963-processed-gene-1.258&CDS=1-1497
723	OG0000723	YBR286W	snap_masked-NODE_43_length_95397_cov_16.6454_ID_20684-processed-gene-0.109-mRNA-1_1&gene=snap_masked-NODE_43_length_95397_cov_16.6454_ID_20684-processed-gene-0.109&CDS=1-1620
724	OG0000724	YBR287W	maker-NODE_22_length_143390_cov_16.1143_ID_23656-snap-gene-0.75-mRNA-1_1&gene=maker-NODE_22_length_143390_cov_16.1143_ID_23656-snap-gene-0.75&CDS=1-1902
725	OG0000725	YBR288C	snap_masked-NODE_8_length_237339_cov_17.8205_ID_26405-processed-gene-1.23-mRNA-1_1&gene=snap_masked-NODE_8_length_237339_cov_17.8205_ID_26405-processed-gene-1.23&CDS=1-1521
726	OG0000726	YBR289W	snap_masked-NODE_4_length_299148_cov_21.5119_ID_28963-processed-gene-0.47-mRNA-1_1&gene=snap_masked-NODE_4_length_299148_cov_21.5119_ID_28963-processed-gene-0.47&CDS=1-2298
727	OG0000727	YBR290W	snap_masked-NODE_4_length_299148_cov_21.5119_ID_28963-processed-gene-0.49-mRNA-1_1&gene=snap_masked-NODE_4_length_299148_cov_21.5119_ID_28963-processed-gene-0.49&CDS=1-1134
728	OG0000728	YBR291C	genemark-NODE_4_length_299148_cov_21.5119_ID_28963-processed-gene-0.27-mRNA-1_1&gene=genemark-NODE_4_length_299148_cov_21.5119_ID_28963-processed-gene-0.27&CDS=1-1974
729	OG0000729	YBR296C	snap_masked-NODE_28_length_132068_cov_17.5269_ID_17499-processed-gene-0.152-mRNA-1_1&gene=snap_masked-NODE_28_length_132068_cov_17.5269_ID_17499-processed-gene-0.152&CDS=1-1734
730	OG0000730	YCL002C	snap_masked-NODE_69_length_59586_cov_16.3273_ID_18938-processed-gene-0.55-mRNA-1_1&gene=snap_masked-NODE_69_length_59586_cov_16.3273_ID_18938-processed-gene-0.55&CDS=1-777
731	OG0000731	YCL004W	snap_masked-NODE_69_length_59586_cov_16.3273_ID_18938-processed-gene-0.40-mRNA-1_1&gene=snap_masked-NODE_69_length_59586_cov_16.3273_ID_18938-processed-gene-0.40&CDS=1-1656
732	OG0000732	YCL009C	snap_masked-NODE_24_length_138614_cov_17.9272_ID_17090-processed-gene-0.105-mRNA-1_1&gene=snap_masked-NODE_24_length_138614_cov_17.9272_ID_17090-processed-gene-0.105&CDS=1-894
733	OG0000733	YCL010C	snap_masked-NODE_69_length_59586_cov_16.3273_ID_18938-processed-gene-0.41-mRNA-1_1&gene=snap_masked-NODE_69_length_59586_cov_16.3273_ID_18938-processed-gene-0.41&CDS=1-855
734	OG0000734	YCL012C	snap_masked-NODE_69_length_59586_cov_16.3273_ID_18938-processed-gene-0.43-mRNA-1_1&gene=snap_masked-NODE_69_length_59586_cov_16.3273_ID_18938-processed-gene-0.43&CDS=1-492
735	OG0000735	YCL014W	snap_masked-NODE_69_length_59586_cov_16.3273_ID_18938-processed-gene-0.44-mRNA-1_1&gene=snap_masked-NODE_69_length_59586_cov_16.3273_ID_18938-processed-gene-0.44&CDS=1-4458
736	OG0000736	YCL016C	maker-NODE_69_length_59586_cov_16.3273_ID_18938-augustus-gene-0.3-mRNA-1_1&gene=maker-NODE_69_length_59586_cov_16.3273_ID_18938-augustus-gene-0.3&CDS=1-2016
737	OG0000737	YCL017C	augustus_masked-NODE_69_length_59586_cov_16.3273_ID_18938-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-NODE_69_length_59586_cov_16.3273_ID_18938-processed-gene-0.87&CDS=1-2562
738	OG0000738	YCL027W	augustus_masked-NODE_16_length_163134_cov_16.8983_ID_19337-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-NODE_16_length_163134_cov_16.8983_ID_19337-processed-gene-0.60&CDS=1-1233
739	OG0000739	YCL029C	snap_masked-NODE_3_length_307707_cov_19.6315_ID_16958-processed-gene-2.7-mRNA-1_1&gene=snap_masked-NODE_3_length_307707_cov_19.6315_ID_16958-processed-gene-2.7&CDS=1-1758
740	OG0000740	YCL030C	snap_masked-NODE_4_length_299148_cov_21.5119_ID_28963-processed-gene-0.76-mRNA-1_1&gene=snap_masked-NODE_4_length_299148_cov_21.5119_ID_28963-processed-gene-0.76&CDS=1-2574
741	OG0000741	YCL031C	snap_masked-NODE_2_length_316506_cov_16.9557_ID_27379-processed-gene-2.135-mRNA-1_1&gene=snap_masked-NODE_2_length_316506_cov_16.9557_ID_27379-processed-gene-2.135&CDS=1-852
742	OG0000742	YCL032W	snap_masked-NODE_34_length_124283_cov_18.9863_ID_28887-processed-gene-0.149-mRNA-1_1&gene=snap_masked-NODE_34_length_124283_cov_18.9863_ID_28887-processed-gene-0.149&CDS=1-1416
743	OG0000743	YCL033C	genemark-NODE_1_length_317107_cov_21.5492_ID_27152-processed-gene-0.14-mRNA-1_1&gene=genemark-NODE_1_length_317107_cov_21.5492_ID_27152-processed-gene-0.14&CDS=1-471
744	OG0000744	YCL034W	snap_masked-NODE_31_length_126349_cov_17.3347_ID_18600-processed-gene-0.143-mRNA-1_1&gene=snap_masked-NODE_31_length_126349_cov_17.3347_ID_18600-processed-gene-0.143&CDS=1-1431
745	OG0000745	YCL039W	snap_masked-NODE_183_length_10945_cov_17.1958_ID_25366-processed-gene-0.8-mRNA-1_1&gene=snap_masked-NODE_183_length_10945_cov_17.1958_ID_25366-processed-gene-0.8&CDS=1-2292
746	OG0000746	YCL043C	snap_masked-NODE_183_length_10945_cov_17.1958_ID_25366-processed-gene-0.10-mRNA-1_1&gene=snap_masked-NODE_183_length_10945_cov_17.1958_ID_25366-processed-gene-0.10&CDS=1-1641
747	OG0000747	YCL045C	augustus_masked-NODE_22_length_143390_cov_16.1143_ID_23656-processed-gene-0.135-mRNA-1_1&gene=augustus_masked-NODE_22_length_143390_cov_16.1143_ID_23656-processed-gene-0.135&CDS=1-2760
748	OG0000748	YCL047C	snap_masked-NODE_111_length_36432_cov_16.9356_ID_22865-processed-gene-0.12-mRNA-1_1&gene=snap_masked-NODE_111_length_36432_cov_16.9356_ID_22865-processed-gene-0.12&CDS=1-834
749	OG0000749	YCL054W	snap_masked-NODE_158_length_14964_cov_17.9651_ID_23863-processed-gene-0.4-mRNA-1_1&gene=snap_masked-NODE_158_length_14964_cov_17.9651_ID_23863-processed-gene-0.4&CDS=1-2445
750	OG0000750	YCL055W	snap_masked-NODE_48_length_87499_cov_16.6838_ID_19881-processed-gene-0.85-mRNA-1_1&gene=snap_masked-NODE_48_length_87499_cov_16.6838_ID_19881-processed-gene-0.85&CDS=1-1188
751	OG0000751	YCL057C-A	maker-NODE_157_length_15067_cov_16.1882_ID_24025-snap-gene-0.1-mRNA-1_1&gene=maker-NODE_157_length_15067_cov_16.1882_ID_24025-snap-gene-0.1&CDS=1-252
752	OG0000752	YCL057W	snap_masked-NODE_30_length_126434_cov_16.6495_ID_16870-processed-gene-0.153-mRNA-1_1&gene=snap_masked-NODE_30_length_126434_cov_16.6495_ID_16870-processed-gene-0.153&CDS=1-2034
753	OG0000753	YCL059C	snap_masked-NODE_16_length_163134_cov_16.8983_ID_19337-processed-gene-0.184-mRNA-1_1&gene=snap_masked-NODE_16_length_163134_cov_16.8983_ID_19337-processed-gene-0.184&CDS=1-1092
754	OG0000754	YCL061C	snap_masked-NODE_16_length_163134_cov_16.8983_ID_19337-processed-gene-0.230-mRNA-1_1&gene=snap_masked-NODE_16_length_163134_cov_16.8983_ID_19337-processed-gene-0.230&CDS=1-3444
755	OG0000755	YCR002C	snap_masked-NODE_17_length_155442_cov_18.5021_ID_18400-processed-gene-0.77-mRNA-1_1&gene=snap_masked-NODE_17_length_155442_cov_18.5021_ID_18400-processed-gene-0.77&CDS=1-975
756	OG0000756	YCR003W	snap_masked-NODE_17_length_155442_cov_18.5021_ID_18400-processed-gene-0.43-mRNA-1_1&gene=snap_masked-NODE_17_length_155442_cov_18.5021_ID_18400-processed-gene-0.43&CDS=1-570
757	OG0000757	YCR009C	snap_masked-NODE_39_length_104675_cov_24.4927_ID_26108-processed-gene-0.110-mRNA-1_1&gene=snap_masked-NODE_39_length_104675_cov_24.4927_ID_26108-processed-gene-0.110&CDS=1-795
758	OG0000758	YCR011C	genemark-NODE_22_length_143390_cov_16.1143_ID_23656-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_22_length_143390_cov_16.1143_ID_23656-processed-gene-0.2&CDS=1-3111
759	OG0000759	YCR012W	snap_masked-NODE_80_length_49429_cov_17.6476_ID_21053-processed-gene-0.64-mRNA-1_1&gene=snap_masked-NODE_80_length_49429_cov_17.6476_ID_21053-processed-gene-0.64&CDS=1-1248
760	OG0000760	YCR015C	snap_masked-NODE_89_length_43505_cov_15.2145_ID_20554-processed-gene-0.13-mRNA-1_1&gene=snap_masked-NODE_89_length_43505_cov_15.2145_ID_20554-processed-gene-0.13&CDS=1-825
761	OG0000761	YCR016W	snap_masked-NODE_2_length_316506_cov_16.9557_ID_27379-processed-gene-2.131-mRNA-1_1&gene=snap_masked-NODE_2_length_316506_cov_16.9557_ID_27379-processed-gene-2.131&CDS=1-912
762	OG0000762	YCR017C	snap_masked-NODE_20_length_148379_cov_17.5798_ID_26595-processed-gene-0.11-mRNA-1_1&gene=snap_masked-NODE_20_length_148379_cov_17.5798_ID_26595-processed-gene-0.11&CDS=1-2889
763	OG0000763	YCR019W	snap_masked-NODE_68_length_59944_cov_17.8492_ID_19574-processed-gene-0.18-mRNA-1_1&gene=snap_masked-NODE_68_length_59944_cov_17.8492_ID_19574-processed-gene-0.18&CDS=1-1032
764	OG0000764	YCR020C	genemark-NODE_4_length_299148_cov_21.5119_ID_28963-processed-gene-1.62-mRNA-1_1&gene=genemark-NODE_4_length_299148_cov_21.5119_ID_28963-processed-gene-1.62&CDS=1-696
765	OG0000765	YCR020C-A	snap_masked-NODE_6_length_253678_cov_16.585_ID_18500-processed-gene-1.23-mRNA-1_1&gene=snap_masked-NODE_6_length_253678_cov_16.585_ID_18500-processed-gene-1.23&CDS=1-258
766	OG0000766	YCR021C	snap_masked-NODE_29_length_130344_cov_17.3185_ID_23113-processed-gene-0.50-mRNA-1_1&gene=snap_masked-NODE_29_length_130344_cov_17.3185_ID_23113-processed-gene-0.50&CDS=1-996
767	OG0000767	YCR023C	snap_masked-NODE_50_length_84594_cov_18.1551_ID_24989-processed-gene-0.22-mRNA-1_1&gene=snap_masked-NODE_50_length_84594_cov_18.1551_ID_24989-processed-gene-0.22&CDS=1-1794
768	OG0000768	YCR024C	snap_masked-NODE_62_length_65892_cov_16.3975_ID_22895-processed-gene-0.9-mRNA-1_1&gene=snap_masked-NODE_62_length_65892_cov_16.3975_ID_22895-processed-gene-0.9&CDS=1-1455
769	OG0000769	YCR028C	snap_masked-NODE_81_length_48769_cov_23.7956_ID_19078-processed-gene-0.42-mRNA-1_1&gene=snap_masked-NODE_81_length_48769_cov_23.7956_ID_19078-processed-gene-0.42&CDS=1-1407
770	OG0000770	YCR030C	snap_masked-NODE_4_length_299148_cov_21.5119_ID_28963-processed-gene-1.231-mRNA-1_1&gene=snap_masked-NODE_4_length_299148_cov_21.5119_ID_28963-processed-gene-1.231&CDS=1-2670
771	OG0000771	YCR032W	augustus_masked-NODE_41_length_97606_cov_16.8551_ID_17660-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_41_length_97606_cov_16.8551_ID_17660-processed-gene-0.6&CDS=1-8241
772	OG0000772	YCR033W	snap_masked-NODE_43_length_95397_cov_16.6454_ID_20684-processed-gene-0.128-mRNA-1_1&gene=snap_masked-NODE_43_length_95397_cov_16.6454_ID_20684-processed-gene-0.128&CDS=1-3666
773	OG0000773	YCR035C	snap_masked-NODE_41_length_97606_cov_16.8551_ID_17660-processed-gene-0.51-mRNA-1_1&gene=snap_masked-NODE_41_length_97606_cov_16.8551_ID_17660-processed-gene-0.51&CDS=1-1044
774	OG0000774	YCR036W	maker-NODE_43_length_95397_cov_16.6454_ID_20684-augustus-gene-0.90-mRNA-1_1&gene=maker-NODE_43_length_95397_cov_16.6454_ID_20684-augustus-gene-0.90&CDS=1-3792
775	OG0000775	YCR042C	snap_masked-NODE_28_length_132068_cov_17.5269_ID_17499-processed-gene-0.189-mRNA-1_1&gene=snap_masked-NODE_28_length_132068_cov_17.5269_ID_17499-processed-gene-0.189&CDS=1-4812
776	OG0000776	YCR044C	snap_masked-NODE_93_length_42404_cov_16.236_ID_18701-processed-gene-0.48-mRNA-1_1&gene=snap_masked-NODE_93_length_42404_cov_16.236_ID_18701-processed-gene-0.48&CDS=1-1194
777	OG0000777	YCR046C	snap_masked-NODE_6_length_253678_cov_16.585_ID_18500-processed-gene-1.22-mRNA-1_1&gene=snap_masked-NODE_6_length_253678_cov_16.585_ID_18500-processed-gene-1.22&CDS=1-516
778	OG0000778	YCR047C	augustus_masked-NODE_6_length_253678_cov_16.585_ID_18500-processed-gene-1.110-mRNA-1_1&gene=augustus_masked-NODE_6_length_253678_cov_16.585_ID_18500-processed-gene-1.110&CDS=1-2532
779	OG0000779	YCR051W	snap_masked-NODE_6_length_253678_cov_16.585_ID_18500-processed-gene-1.54-mRNA-1_1&gene=snap_masked-NODE_6_length_253678_cov_16.585_ID_18500-processed-gene-1.54&CDS=1-648
780	OG0000780	YCR053W	snap_masked-NODE_32_length_126318_cov_17.2359_ID_16641-processed-gene-0.123-mRNA-1_1&gene=snap_masked-NODE_32_length_126318_cov_17.2359_ID_16641-processed-gene-0.123&CDS=1-1554
781	OG0000781	YCR054C	snap_masked-NODE_32_length_126318_cov_17.2359_ID_16641-processed-gene-0.149-mRNA-1_1&gene=snap_masked-NODE_32_length_126318_cov_17.2359_ID_16641-processed-gene-0.149&CDS=1-1476
782	OG0000782	YCR057C	snap_masked-NODE_74_length_52495_cov_17.7394_ID_24389-processed-gene-0.20-mRNA-1_1&gene=snap_masked-NODE_74_length_52495_cov_17.7394_ID_24389-processed-gene-0.20&CDS=1-2721
783	OG0000783	YCR059C	maker-NODE_74_length_52495_cov_17.7394_ID_24389-snap-gene-0.26-mRNA-1_1&gene=maker-NODE_74_length_52495_cov_17.7394_ID_24389-snap-gene-0.26&CDS=1-846
784	OG0000784	YCR061W	snap_masked-NODE_50_length_84594_cov_18.1551_ID_24989-processed-gene-0.9-mRNA-1_1&gene=snap_masked-NODE_50_length_84594_cov_18.1551_ID_24989-processed-gene-0.9&CDS=1-1773
785	OG0000785	YCR063W	snap_masked-NODE_4_length_299148_cov_21.5119_ID_28963-processed-gene-0.67-mRNA-1_1&gene=snap_masked-NODE_4_length_299148_cov_21.5119_ID_28963-processed-gene-0.67&CDS=1-438
786	OG0000786	YCR065W	snap_masked-NODE_4_length_299148_cov_21.5119_ID_28963-processed-gene-0.50-mRNA-1_1&gene=snap_masked-NODE_4_length_299148_cov_21.5119_ID_28963-processed-gene-0.50&CDS=1-1638
787	OG0000787	YCR066W	snap_masked-NODE_98_length_39693_cov_21.1827_ID_20624-processed-gene-0.20-mRNA-1_1&gene=snap_masked-NODE_98_length_39693_cov_21.1827_ID_20624-processed-gene-0.20&CDS=1-1242
788	OG0000788	YCR068W	augustus_masked-NODE_98_length_39693_cov_21.1827_ID_20624-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-NODE_98_length_39693_cov_21.1827_ID_20624-processed-gene-0.50&CDS=1-2601
789	OG0000789	YCR071C	snap_masked-NODE_2_length_316506_cov_16.9557_ID_27379-processed-gene-1.97-mRNA-1_1&gene=snap_masked-NODE_2_length_316506_cov_16.9557_ID_27379-processed-gene-1.97&CDS=1-378
790	OG0000790	YCR072C	snap_masked-NODE_2_length_316506_cov_16.9557_ID_27379-processed-gene-1.95-mRNA-1_1&gene=snap_masked-NODE_2_length_316506_cov_16.9557_ID_27379-processed-gene-1.95&CDS=1-1542
791	OG0000791	YCR076C	snap_masked-NODE_33_length_124481_cov_17.4528_ID_22026-processed-gene-0.155-mRNA-1_1&gene=snap_masked-NODE_33_length_124481_cov_17.4528_ID_22026-processed-gene-0.155&CDS=1-939
792	OG0000792	YCR077C	snap_masked-NODE_2_length_316506_cov_16.9557_ID_27379-processed-gene-1.99-mRNA-1_1&gene=snap_masked-NODE_2_length_316506_cov_16.9557_ID_27379-processed-gene-1.99&CDS=1-2532
793	OG0000793	YCR079W	snap_masked-NODE_77_length_50191_cov_16.0205_ID_17980-processed-gene-0.16-mRNA-1_1&gene=snap_masked-NODE_77_length_50191_cov_16.0205_ID_17980-processed-gene-0.16&CDS=1-1317
794	OG0000794	YCR081W	snap_masked-NODE_2_length_316506_cov_16.9557_ID_27379-processed-gene-1.77-mRNA-1_1&gene=snap_masked-NODE_2_length_316506_cov_16.9557_ID_27379-processed-gene-1.77&CDS=1-4866
795	OG0000795	YCR086W	snap_masked-NODE_23_length_138619_cov_16.8864_ID_25492-processed-gene-0.187-mRNA-1_1&gene=snap_masked-NODE_23_length_138619_cov_16.8864_ID_25492-processed-gene-0.187&CDS=1-912
796	OG0000796	YCR087C-A	snap_masked-NODE_23_length_138619_cov_16.8864_ID_25492-processed-gene-0.161-mRNA-1_1&gene=snap_masked-NODE_23_length_138619_cov_16.8864_ID_25492-processed-gene-0.161&CDS=1-474
797	OG0000797	YCR088W	snap_masked-NODE_11_length_197687_cov_22.5789_ID_23058-processed-gene-0.232-mRNA-1_1&gene=snap_masked-NODE_11_length_197687_cov_22.5789_ID_23058-processed-gene-0.232&CDS=1-1938
798	OG0000798	YCR090C	snap_masked-NODE_31_length_126349_cov_17.3347_ID_18600-processed-gene-0.139-mRNA-1_1&gene=snap_masked-NODE_31_length_126349_cov_17.3347_ID_18600-processed-gene-0.139&CDS=1-483
799	OG0000799	YCR092C	snap_masked-NODE_71_length_54841_cov_17.1077_ID_17646-processed-gene-0.26-mRNA-1_1&gene=snap_masked-NODE_71_length_54841_cov_17.1077_ID_17646-processed-gene-0.26&CDS=1-3147
800	OG0000800	YCR093W	genemark-NODE_12_length_180239_cov_16.75_ID_18367-processed-gene-0.100-mRNA-1_1&gene=genemark-NODE_12_length_180239_cov_16.75_ID_18367-processed-gene-0.100&CDS=1-8349
801	OG0000801	YCR095C	snap_masked-NODE_95_length_41644_cov_15.1653_ID_21126-processed-gene-0.6-mRNA-1_1&gene=snap_masked-NODE_95_length_41644_cov_15.1653_ID_21126-processed-gene-0.6&CDS=1-1392
802	OG0000802	YCR098C	snap_masked-NODE_102_length_39546_cov_16.8274_ID_26470-processed-gene-0.51-mRNA-1_1&gene=snap_masked-NODE_102_length_39546_cov_16.8274_ID_26470-processed-gene-0.51&CDS=1-1554
803	OG0000803	YDL001W	snap_masked-NODE_54_length_80808_cov_19.0526_ID_28291-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_54_length_80808_cov_19.0526_ID_28291-processed-gene-0.5&CDS=1-1371
804	OG0000804	YDL002C	snap_masked-NODE_54_length_80808_cov_19.0526_ID_28291-processed-gene-0.4-mRNA-1_1&gene=snap_masked-NODE_54_length_80808_cov_19.0526_ID_28291-processed-gene-0.4&CDS=1-909
805	OG0000805	YDL003W	genemark-NODE_23_length_138619_cov_16.8864_ID_25492-processed-gene-0.94-mRNA-1_1&gene=genemark-NODE_23_length_138619_cov_16.8864_ID_25492-processed-gene-0.94&CDS=1-1635
806	OG0000806	YDL004W	snap_masked-NODE_23_length_138619_cov_16.8864_ID_25492-processed-gene-0.197-mRNA-1_1&gene=snap_masked-NODE_23_length_138619_cov_16.8864_ID_25492-processed-gene-0.197&CDS=1-480
807	OG0000807	YDL006W	snap_masked-NODE_3_length_307707_cov_19.6315_ID_16958-processed-gene-2.14-mRNA-1_1&gene=snap_masked-NODE_3_length_307707_cov_19.6315_ID_16958-processed-gene-2.14&CDS=1-1053
808	OG0000808	YDL007W	genemark-NODE_65_length_64414_cov_19.0737_ID_27107-processed-gene-0.55-mRNA-1_1&gene=genemark-NODE_65_length_64414_cov_19.0737_ID_27107-processed-gene-0.55&CDS=1-1323
809	OG0000809	YDL008W	snap_masked-NODE_7_length_241877_cov_16.5541_ID_27338-processed-gene-0.95-mRNA-1_1&gene=snap_masked-NODE_7_length_241877_cov_16.5541_ID_27338-processed-gene-0.95&CDS=1-417
810	OG0000810	YDL013W	genemark-NODE_79_length_49620_cov_15.9016_ID_21975-processed-gene-0.36-mRNA-1_1&gene=genemark-NODE_79_length_49620_cov_15.9016_ID_21975-processed-gene-0.36&CDS=1-1440
811	OG0000811	YDL014W	snap_masked-NODE_79_length_49620_cov_15.9016_ID_21975-processed-gene-0.13-mRNA-1_1&gene=snap_masked-NODE_79_length_49620_cov_15.9016_ID_21975-processed-gene-0.13&CDS=1-972
812	OG0000812	YDL015C	snap_masked-NODE_1_length_317107_cov_21.5492_ID_27152-processed-gene-0.104-mRNA-1_1&gene=snap_masked-NODE_1_length_317107_cov_21.5492_ID_27152-processed-gene-0.104&CDS=1-945
813	OG0000813	YDL017W	snap_masked-NODE_37_length_117182_cov_21.9344_ID_38234-processed-gene-0.76-mRNA-1_1&gene=snap_masked-NODE_37_length_117182_cov_21.9344_ID_38234-processed-gene-0.76&CDS=1-1761
814	OG0000814	YDL020C	snap_masked-NODE_20_length_148379_cov_17.5798_ID_26595-processed-gene-0.31-mRNA-1_1&gene=snap_masked-NODE_20_length_148379_cov_17.5798_ID_26595-processed-gene-0.31&CDS=1-1530
815	OG0000815	YDL025C	snap_masked-NODE_46_length_90378_cov_17.6642_ID_27052-processed-gene-0.95-mRNA-1_1&gene=snap_masked-NODE_46_length_90378_cov_17.6642_ID_27052-processed-gene-0.95&CDS=1-1722
816	OG0000816	YDL028C	snap_masked-NODE_121_length_31199_cov_19.6624_ID_24656-processed-gene-0.11-mRNA-1_1&gene=snap_masked-NODE_121_length_31199_cov_19.6624_ID_24656-processed-gene-0.11&CDS=1-2202
817	OG0000817	YDL029W	snap_masked-NODE_121_length_31199_cov_19.6624_ID_24656-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_121_length_31199_cov_19.6624_ID_24656-processed-gene-0.3&CDS=1-1176
818	OG0000818	YDL030W	snap_masked-NODE_30_length_126434_cov_16.6495_ID_16870-processed-gene-0.200-mRNA-1_1&gene=snap_masked-NODE_30_length_126434_cov_16.6495_ID_16870-processed-gene-0.200&CDS=1-1488
819	OG0000819	YDL031W	snap_masked-NODE_104_length_38290_cov_15.7451_ID_22764-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_104_length_38290_cov_15.7451_ID_22764-processed-gene-0.2&CDS=1-2805
820	OG0000820	YDL033C	snap_masked-NODE_25_length_138365_cov_17.6405_ID_32372-processed-gene-0.110-mRNA-1_1&gene=snap_masked-NODE_25_length_138365_cov_17.6405_ID_32372-processed-gene-0.110&CDS=1-1242
821	OG0000821	YDL035C	snap_masked-NODE_22_length_143390_cov_16.1143_ID_23656-processed-gene-0.201-mRNA-1_1&gene=snap_masked-NODE_22_length_143390_cov_16.1143_ID_23656-processed-gene-0.201&CDS=1-2349
822	OG0000822	YDL040C	snap_masked-NODE_30_length_126434_cov_16.6495_ID_16870-processed-gene-0.164-mRNA-1_1&gene=snap_masked-NODE_30_length_126434_cov_16.6495_ID_16870-processed-gene-0.164&CDS=1-2352
823	OG0000823	YDL043C	snap_masked-NODE_16_length_163134_cov_16.8983_ID_19337-processed-gene-0.217-mRNA-1_1&gene=snap_masked-NODE_16_length_163134_cov_16.8983_ID_19337-processed-gene-0.217&CDS=1-741
824	OG0000824	YDL045C	snap_masked-NODE_16_length_163134_cov_16.8983_ID_19337-processed-gene-0.216-mRNA-1_1&gene=snap_masked-NODE_16_length_163134_cov_16.8983_ID_19337-processed-gene-0.216&CDS=1-828
825	OG0000825	YDL045W-A	genemark-NODE_16_length_163134_cov_16.8983_ID_19337-processed-gene-0.125-mRNA-1_1&gene=genemark-NODE_16_length_163134_cov_16.8983_ID_19337-processed-gene-0.125&CDS=1-3291
826	OG0000826	YDL046W	snap_masked-NODE_37_length_117182_cov_21.9344_ID_38234-processed-gene-0.74-mRNA-1_1&gene=snap_masked-NODE_37_length_117182_cov_21.9344_ID_38234-processed-gene-0.74&CDS=1-579
827	OG0000827	YDL047W	snap_masked-NODE_20_length_148379_cov_17.5798_ID_26595-processed-gene-0.70-mRNA-1_1&gene=snap_masked-NODE_20_length_148379_cov_17.5798_ID_26595-processed-gene-0.70&CDS=1-942
828	OG0000828	YDL051W	snap_masked-NODE_3_length_307707_cov_19.6315_ID_16958-processed-gene-0.35-mRNA-1_1&gene=snap_masked-NODE_3_length_307707_cov_19.6315_ID_16958-processed-gene-0.35&CDS=1-858
829	OG0000829	YDL052C	snap_masked-NODE_40_length_99243_cov_23.3573_ID_26809-processed-gene-0.18-mRNA-1_1&gene=snap_masked-NODE_40_length_99243_cov_23.3573_ID_26809-processed-gene-0.18&CDS=1-879
830	OG0000830	YDL054C	genemark-NODE_53_length_81234_cov_16.3993_ID_17330-processed-gene-0.6-mRNA-1_1&gene=genemark-NODE_53_length_81234_cov_16.3993_ID_17330-processed-gene-0.6&CDS=1-1308
831	OG0000831	YDL055C	snap_masked-NODE_67_length_61163_cov_16.9679_ID_28074-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_67_length_61163_cov_16.9679_ID_28074-processed-gene-0.0&CDS=1-1086
