	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035690_Candida_vartiovaarae
883	OG0000883	YDL098C	genemark-NODE_7_length_529036_cov_27.7071_ID_1471-processed-gene-2.24-mRNA-1_1&gene=genemark-NODE_7_length_529036_cov_27.7071_ID_1471-processed-gene-2.24&CDS=1-561
884	OG0000884	YDL099W	genemark-NODE_7_length_529036_cov_27.7071_ID_1471-processed-gene-2.52-mRNA-1_1&gene=genemark-NODE_7_length_529036_cov_27.7071_ID_1471-processed-gene-2.52&CDS=1-1029
885	OG0000885	YDL100C	genemark-NODE_7_length_529036_cov_27.7071_ID_1471-processed-gene-2.56-mRNA-1_1&gene=genemark-NODE_7_length_529036_cov_27.7071_ID_1471-processed-gene-2.56&CDS=1-1014
886	OG0000886	YDL101C	genemark-NODE_2_length_635021_cov_26.9864_ID_2124-processed-gene-2.83-mRNA-1_1&gene=genemark-NODE_2_length_635021_cov_26.9864_ID_2124-processed-gene-2.83&CDS=1-1437
887	OG0000887	YDL102W	genemark-NODE_5_length_565793_cov_22.9871_ID_1255-processed-gene-4.58-mRNA-1_1&gene=genemark-NODE_5_length_565793_cov_22.9871_ID_1255-processed-gene-4.58&CDS=1-3312
888	OG0000888	YDL103C	genemark-NODE_29_length_98821_cov_28.1411_ID_3092-processed-gene-0.65-mRNA-1_1&gene=genemark-NODE_29_length_98821_cov_28.1411_ID_3092-processed-gene-0.65&CDS=1-1338
889	OG0000889	YDL104C	genemark-NODE_29_length_98821_cov_28.1411_ID_3092-processed-gene-0.94-mRNA-1_1&gene=genemark-NODE_29_length_98821_cov_28.1411_ID_3092-processed-gene-0.94&CDS=1-1095
890	OG0000890	YDL105W	genemark-NODE_29_length_98821_cov_28.1411_ID_3092-processed-gene-0.68-mRNA-1_1&gene=genemark-NODE_29_length_98821_cov_28.1411_ID_3092-processed-gene-0.68&CDS=1-1176
891	OG0000891	YDL106C	genemark-NODE_4_length_566648_cov_23.4753_ID_1818-processed-gene-4.104-mRNA-1_1&gene=genemark-NODE_4_length_566648_cov_23.4753_ID_1818-processed-gene-4.104&CDS=1-1326
892	OG0000892	YDL107W	genemark-NODE_5_length_565793_cov_22.9871_ID_1255-processed-gene-4.86-mRNA-1_1&gene=genemark-NODE_5_length_565793_cov_22.9871_ID_1255-processed-gene-4.86&CDS=1-1113
893	OG0000893	YDL110C	genemark-NODE_5_length_565793_cov_22.9871_ID_1255-processed-gene-4.48-mRNA-1_1&gene=genemark-NODE_5_length_565793_cov_22.9871_ID_1255-processed-gene-4.48&CDS=1-441
894	OG0000894	YDL111C	snap_masked-NODE_5_length_565793_cov_22.9871_ID_1255-processed-gene-4.139-mRNA-1_1&gene=snap_masked-NODE_5_length_565793_cov_22.9871_ID_1255-processed-gene-4.139&CDS=1-792
895	OG0000895	YDL112W	genemark-NODE_53_length_25747_cov_23.1983_ID_8158-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_53_length_25747_cov_23.1983_ID_8158-processed-gene-0.2&CDS=1-4056
896	OG0000896	YDL115C	genemark-NODE_7_length_529036_cov_27.7071_ID_1471-processed-gene-2.22-mRNA-1_1&gene=genemark-NODE_7_length_529036_cov_27.7071_ID_1471-processed-gene-2.22&CDS=1-954
897	OG0000897	YDL116W	genemark-NODE_53_length_25747_cov_23.1983_ID_8158-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_53_length_25747_cov_23.1983_ID_8158-processed-gene-0.4&CDS=1-2124
898	OG0000898	YDL117W	augustus_masked-NODE_53_length_25747_cov_23.1983_ID_8158-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-NODE_53_length_25747_cov_23.1983_ID_8158-processed-gene-0.37&CDS=1-3693
899	OG0000899	YDL119C	genemark-NODE_7_length_529036_cov_27.7071_ID_1471-processed-gene-2.43-mRNA-1_1&gene=genemark-NODE_7_length_529036_cov_27.7071_ID_1471-processed-gene-2.43&CDS=1-876
900	OG0000900	YDL120W	genemark-NODE_4_length_566648_cov_23.4753_ID_1818-processed-gene-2.80-mRNA-1_1&gene=genemark-NODE_4_length_566648_cov_23.4753_ID_1818-processed-gene-2.80&CDS=1-426
901	OG0000901	YDL122W	genemark-NODE_1_length_719504_cov_26.1459_ID_4637-processed-gene-6.27-mRNA-1_1&gene=genemark-NODE_1_length_719504_cov_26.1459_ID_4637-processed-gene-6.27&CDS=1-1761
902	OG0000902	YDL124W	snap_masked-NODE_8_length_507317_cov_22.9669_ID_5596-processed-gene-2.37-mRNA-1_1&gene=snap_masked-NODE_8_length_507317_cov_22.9669_ID_5596-processed-gene-2.37&CDS=1-888
903	OG0000903	YDL125C	augustus_masked-NODE_33_length_84056_cov_25.7069_ID_2867-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-NODE_33_length_84056_cov_25.7069_ID_2867-processed-gene-0.104&CDS=1-447
904	OG0000904	YDL126C	genemark-NODE_13_length_358203_cov_22.5065_ID_1307-processed-gene-1.132-mRNA-1_1&gene=genemark-NODE_13_length_358203_cov_22.5065_ID_1307-processed-gene-1.132&CDS=1-2484
905	OG0000905	YDL127W	genemark-NODE_13_length_358203_cov_22.5065_ID_1307-processed-gene-1.159-mRNA-1_1&gene=genemark-NODE_13_length_358203_cov_22.5065_ID_1307-processed-gene-1.159&CDS=1-876
906	OG0000906	YDL128W	genemark-NODE_9_length_497673_cov_23.0063_ID_2152-processed-gene-3.99-mRNA-1_1&gene=genemark-NODE_9_length_497673_cov_23.0063_ID_2152-processed-gene-3.99&CDS=1-1200
907	OG0000907	YDL130W	genemark-NODE_4_length_566648_cov_23.4753_ID_1818-processed-gene-4.71-mRNA-1_1&gene=genemark-NODE_4_length_566648_cov_23.4753_ID_1818-processed-gene-4.71&CDS=1-312
908	OG0000908	YDL131W	genemark-NODE_22_length_172800_cov_24.3706_ID_2264-processed-gene-0.148-mRNA-1_1&gene=genemark-NODE_22_length_172800_cov_24.3706_ID_2264-processed-gene-0.148&CDS=1-1371
909	OG0000909	YDL132W	genemark-NODE_22_length_172800_cov_24.3706_ID_2264-processed-gene-0.96-mRNA-1_1&gene=genemark-NODE_22_length_172800_cov_24.3706_ID_2264-processed-gene-0.96&CDS=1-2331
910	OG0000910	YDL133W	genemark-NODE_1_length_719504_cov_26.1459_ID_4637-processed-gene-3.109-mRNA-1_1&gene=genemark-NODE_1_length_719504_cov_26.1459_ID_4637-processed-gene-3.109&CDS=1-1098
911	OG0000911	YDL134C	genemark-NODE_5_length_565793_cov_22.9871_ID_1255-processed-gene-1.149-mRNA-1_1&gene=genemark-NODE_5_length_565793_cov_22.9871_ID_1255-processed-gene-1.149&CDS=1-1056
912	OG0000912	YDL135C	genemark-NODE_5_length_565793_cov_22.9871_ID_1255-processed-gene-1.148-mRNA-1_1&gene=genemark-NODE_5_length_565793_cov_22.9871_ID_1255-processed-gene-1.148&CDS=1-579
913	OG0000913	YDL140C	genemark-NODE_1_length_719504_cov_26.1459_ID_4637-processed-gene-4.26-mRNA-1_1&gene=genemark-NODE_1_length_719504_cov_26.1459_ID_4637-processed-gene-4.26&CDS=1-5184
914	OG0000914	YDL141W	genemark-NODE_1_length_719504_cov_26.1459_ID_4637-processed-gene-4.42-mRNA-1_1&gene=genemark-NODE_1_length_719504_cov_26.1459_ID_4637-processed-gene-4.42&CDS=1-1989
915	OG0000915	YDL142C	augustus_masked-NODE_1_length_719504_cov_26.1459_ID_4637-processed-gene-4.111-mRNA-1_1&gene=augustus_masked-NODE_1_length_719504_cov_26.1459_ID_4637-processed-gene-4.111&CDS=1-780
916	OG0000916	YDL143W	genemark-NODE_1_length_719504_cov_26.1459_ID_4637-processed-gene-4.43-mRNA-1_1&gene=genemark-NODE_1_length_719504_cov_26.1459_ID_4637-processed-gene-4.43&CDS=1-1578
917	OG0000917	YDL145C	maker-NODE_1_length_719504_cov_26.1459_ID_4637-augustus-gene-5.156-mRNA-1_1&gene=maker-NODE_1_length_719504_cov_26.1459_ID_4637-augustus-gene-5.156&CDS=1-6189
918	OG0000918	YDL146W	genemark-NODE_1_length_719504_cov_26.1459_ID_4637-processed-gene-4.34-mRNA-1_1&gene=genemark-NODE_1_length_719504_cov_26.1459_ID_4637-processed-gene-4.34&CDS=1-1365
919	OG0000919	YDL147W	genemark-NODE_1_length_719504_cov_26.1459_ID_4637-processed-gene-4.33-mRNA-1_1&gene=genemark-NODE_1_length_719504_cov_26.1459_ID_4637-processed-gene-4.33&CDS=1-1335
920	OG0000920	YDL148C	genemark-NODE_1_length_719504_cov_26.1459_ID_4637-processed-gene-4.46-mRNA-1_1&gene=genemark-NODE_1_length_719504_cov_26.1459_ID_4637-processed-gene-4.46&CDS=1-2415
921	OG0000921	YDL149W	genemark-NODE_1_length_719504_cov_26.1459_ID_4637-processed-gene-4.32-mRNA-1_1&gene=genemark-NODE_1_length_719504_cov_26.1459_ID_4637-processed-gene-4.32&CDS=1-2409
922	OG0000922	YDL150W	genemark-NODE_1_length_719504_cov_26.1459_ID_4637-processed-gene-4.44-mRNA-1_1&gene=genemark-NODE_1_length_719504_cov_26.1459_ID_4637-processed-gene-4.44&CDS=1-1068
923	OG0000923	YDL153C	genemark-NODE_1_length_719504_cov_26.1459_ID_4637-processed-gene-4.29-mRNA-1_1&gene=genemark-NODE_1_length_719504_cov_26.1459_ID_4637-processed-gene-4.29&CDS=1-1629
924	OG0000924	YDL154W	genemark-NODE_1_length_719504_cov_26.1459_ID_4637-processed-gene-4.45-mRNA-1_1&gene=genemark-NODE_1_length_719504_cov_26.1459_ID_4637-processed-gene-4.45&CDS=1-2349
925	OG0000925	YDL155W	genemark-NODE_4_length_566648_cov_23.4753_ID_1818-processed-gene-4.112-mRNA-1_1&gene=genemark-NODE_4_length_566648_cov_23.4753_ID_1818-processed-gene-4.112&CDS=1-1290
926	OG0000926	YDL156W	genemark-NODE_41_length_51359_cov_22.4228_ID_8146-processed-gene-0.3-mRNA-1_1&gene=genemark-NODE_41_length_51359_cov_22.4228_ID_8146-processed-gene-0.3&CDS=1-1542
927	OG0000927	YDL157C	genemark-NODE_41_length_51359_cov_22.4228_ID_8146-processed-gene-0.8-mRNA-1_1&gene=genemark-NODE_41_length_51359_cov_22.4228_ID_8146-processed-gene-0.8&CDS=1-309
928	OG0000928	YDL159W	genemark-NODE_41_length_51359_cov_22.4228_ID_8146-processed-gene-0.20-mRNA-1_1&gene=genemark-NODE_41_length_51359_cov_22.4228_ID_8146-processed-gene-0.20&CDS=1-1371
929	OG0000929	YDL160C	genemark-NODE_41_length_51359_cov_22.4228_ID_8146-processed-gene-0.19-mRNA-1_1&gene=genemark-NODE_41_length_51359_cov_22.4228_ID_8146-processed-gene-0.19&CDS=1-1608
930	OG0000930	YDL164C	genemark-NODE_3_length_582014_cov_23.6254_ID_1337-processed-gene-0.81-mRNA-1_1&gene=genemark-NODE_3_length_582014_cov_23.6254_ID_1337-processed-gene-0.81&CDS=1-2259
931	OG0000931	YDL165W	genemark-NODE_19_length_180822_cov_36.1012_ID_4465-processed-gene-0.91-mRNA-1_1&gene=genemark-NODE_19_length_180822_cov_36.1012_ID_4465-processed-gene-0.91&CDS=1-768
932	OG0000932	YDL166C	genemark-NODE_5_length_565793_cov_22.9871_ID_1255-processed-gene-4.28-mRNA-1_1&gene=genemark-NODE_5_length_565793_cov_22.9871_ID_1255-processed-gene-4.28&CDS=1-552
933	OG0000933	YDL167C	genemark-NODE_5_length_565793_cov_22.9871_ID_1255-processed-gene-4.30-mRNA-1_1&gene=genemark-NODE_5_length_565793_cov_22.9871_ID_1255-processed-gene-4.30&CDS=1-1782
934	OG0000934	YDL168W	genemark-NODE_5_length_565793_cov_22.9871_ID_1255-processed-gene-4.34-mRNA-1_1&gene=genemark-NODE_5_length_565793_cov_22.9871_ID_1255-processed-gene-4.34&CDS=1-1146
935	OG0000935	YDL169C	genemark-NODE_5_length_565793_cov_22.9871_ID_1255-processed-gene-4.35-mRNA-1_1&gene=genemark-NODE_5_length_565793_cov_22.9871_ID_1255-processed-gene-4.35&CDS=1-744
936	OG0000936	YDL171C	genemark-NODE_7_length_529036_cov_27.7071_ID_1471-processed-gene-2.35-mRNA-1_1&gene=genemark-NODE_7_length_529036_cov_27.7071_ID_1471-processed-gene-2.35&CDS=1-6375
937	OG0000937	YDL177C	genemark-NODE_10_length_454449_cov_24.1248_ID_1905-processed-gene-2.120-mRNA-1_1&gene=genemark-NODE_10_length_454449_cov_24.1248_ID_1905-processed-gene-2.120&CDS=1-390
938	OG0000938	YDL178W	genemark-NODE_10_length_454449_cov_24.1248_ID_1905-processed-gene-2.122-mRNA-1_1&gene=genemark-NODE_10_length_454449_cov_24.1248_ID_1905-processed-gene-2.122&CDS=1-1578
939	OG0000939	YDL181W	genemark-NODE_22_length_172800_cov_24.3706_ID_2264-processed-gene-0.98-mRNA-1_1&gene=genemark-NODE_22_length_172800_cov_24.3706_ID_2264-processed-gene-0.98&CDS=1-255
940	OG0000940	YDL183C	genemark-NODE_1_length_719504_cov_26.1459_ID_4637-processed-gene-3.85-mRNA-1_1&gene=genemark-NODE_1_length_719504_cov_26.1459_ID_4637-processed-gene-3.85&CDS=1-894
941	OG0000941	YDL185W	genemark-NODE_1_length_719504_cov_26.1459_ID_4637-processed-gene-3.107-mRNA-1_1&gene=genemark-NODE_1_length_719504_cov_26.1459_ID_4637-processed-gene-3.107&CDS=1-1851
942	OG0000942	YDL189W	genemark-NODE_5_length_565793_cov_22.9871_ID_1255-processed-gene-1.126-mRNA-1_1&gene=genemark-NODE_5_length_565793_cov_22.9871_ID_1255-processed-gene-1.126&CDS=1-579
943	OG0000943	YDL190C	genemark-NODE_5_length_565793_cov_22.9871_ID_1255-processed-gene-1.147-mRNA-1_1&gene=genemark-NODE_5_length_565793_cov_22.9871_ID_1255-processed-gene-1.147&CDS=1-3054
944	OG0000944	YDL195W	genemark-NODE_8_length_507317_cov_22.9669_ID_5596-processed-gene-4.165-mRNA-1_1&gene=genemark-NODE_8_length_507317_cov_22.9669_ID_5596-processed-gene-4.165&CDS=1-3759
945	OG0000945	YDL198C	genemark-NODE_43_length_46726_cov_45.1833_ID_3496-processed-gene-0.71-mRNA-1_1&gene=genemark-NODE_43_length_46726_cov_45.1833_ID_3496-processed-gene-0.71&CDS=1-906
946	OG0000946	YDL201W	genemark-NODE_17_length_211088_cov_32.7383_ID_2339-processed-gene-0.107-mRNA-1_1&gene=genemark-NODE_17_length_211088_cov_32.7383_ID_2339-processed-gene-0.107&CDS=1-876
947	OG0000947	YDL202W	genemark-NODE_43_length_46726_cov_45.1833_ID_3496-processed-gene-0.54-mRNA-1_1&gene=genemark-NODE_43_length_46726_cov_45.1833_ID_3496-processed-gene-0.54&CDS=1-708
948	OG0000948	YDL205C	genemark-NODE_34_length_76221_cov_23.773_ID_3140-processed-gene-0.83-mRNA-1_1&gene=genemark-NODE_34_length_76221_cov_23.773_ID_3140-processed-gene-0.83&CDS=1-1188
949	OG0000949	YDL207W	genemark-NODE_5_length_565793_cov_22.9871_ID_1255-processed-gene-2.17-mRNA-1_1&gene=genemark-NODE_5_length_565793_cov_22.9871_ID_1255-processed-gene-2.17&CDS=1-1716
950	OG0000950	YDL208W	genemark-NODE_5_length_565793_cov_22.9871_ID_1255-processed-gene-2.37-mRNA-1_1&gene=genemark-NODE_5_length_565793_cov_22.9871_ID_1255-processed-gene-2.37&CDS=1-468
951	OG0000951	YDL209C	genemark-NODE_34_length_76221_cov_23.773_ID_3140-processed-gene-0.82-mRNA-1_1&gene=genemark-NODE_34_length_76221_cov_23.773_ID_3140-processed-gene-0.82&CDS=1-1011
952	OG0000952	YDL212W	genemark-NODE_2_length_635021_cov_26.9864_ID_2124-processed-gene-4.74-mRNA-1_1&gene=genemark-NODE_2_length_635021_cov_26.9864_ID_2124-processed-gene-4.74&CDS=1-702
953	OG0000953	YDL213C	genemark-NODE_2_length_635021_cov_26.9864_ID_2124-processed-gene-4.72-mRNA-1_1&gene=genemark-NODE_2_length_635021_cov_26.9864_ID_2124-processed-gene-4.72&CDS=1-654
954	OG0000954	YDL215C	augustus_masked-NODE_2_length_635021_cov_26.9864_ID_2124-processed-gene-5.56-mRNA-1_1&gene=augustus_masked-NODE_2_length_635021_cov_26.9864_ID_2124-processed-gene-5.56&CDS=1-3027
955	OG0000955	YDL217C	genemark-NODE_7_length_529036_cov_27.7071_ID_1471-processed-gene-4.189-mRNA-1_1&gene=genemark-NODE_7_length_529036_cov_27.7071_ID_1471-processed-gene-4.189&CDS=1-555
956	OG0000956	YDL219W	genemark-NODE_22_length_172800_cov_24.3706_ID_2264-processed-gene-0.119-mRNA-1_1&gene=genemark-NODE_22_length_172800_cov_24.3706_ID_2264-processed-gene-0.119&CDS=1-453
957	OG0000957	YDL225W	genemark-NODE_9_length_497673_cov_23.0063_ID_2152-processed-gene-3.128-mRNA-1_1&gene=genemark-NODE_9_length_497673_cov_23.0063_ID_2152-processed-gene-3.128&CDS=1-1443
958	OG0000958	YDL226C	augustus_masked-NODE_9_length_497673_cov_23.0063_ID_2152-processed-gene-3.291-mRNA-1_1&gene=augustus_masked-NODE_9_length_497673_cov_23.0063_ID_2152-processed-gene-3.291&CDS=1-1098
959	OG0000959	YDL229W	genemark-NODE_6_length_558662_cov_22.883_ID_1610-processed-gene-1.22-mRNA-1_1&gene=genemark-NODE_6_length_558662_cov_22.883_ID_1610-processed-gene-1.22&CDS=1-1839
960	OG0000960	YDL231C	genemark-NODE_6_length_558662_cov_22.883_ID_1610-processed-gene-1.20-mRNA-1_1&gene=genemark-NODE_6_length_558662_cov_22.883_ID_1610-processed-gene-1.20&CDS=1-2958
961	OG0000961	YDL233W	snap_masked-NODE_6_length_558662_cov_22.883_ID_1610-processed-gene-4.179-mRNA-1_1&gene=snap_masked-NODE_6_length_558662_cov_22.883_ID_1610-processed-gene-4.179&CDS=1-1113
962	OG0000962	YDL234C	genemark-NODE_6_length_558662_cov_22.883_ID_1610-processed-gene-4.101-mRNA-1_1&gene=genemark-NODE_6_length_558662_cov_22.883_ID_1610-processed-gene-4.101&CDS=1-2064
963	OG0000963	YDL235C	genemark-NODE_6_length_558662_cov_22.883_ID_1610-processed-gene-4.96-mRNA-1_1&gene=genemark-NODE_6_length_558662_cov_22.883_ID_1610-processed-gene-4.96&CDS=1-387
964	OG0000964	YDL236W	genemark-NODE_6_length_558662_cov_22.883_ID_1610-processed-gene-4.54-mRNA-1_1&gene=genemark-NODE_6_length_558662_cov_22.883_ID_1610-processed-gene-4.54&CDS=1-882
965	OG0000965	YDL238C	genemark-NODE_6_length_558662_cov_22.883_ID_1610-processed-gene-4.92-mRNA-1_1&gene=genemark-NODE_6_length_558662_cov_22.883_ID_1610-processed-gene-4.92&CDS=1-1395
966	OG0000966	YDL240W	genemark-NODE_1_length_719504_cov_26.1459_ID_4637-processed-gene-0.69-mRNA-1_1&gene=genemark-NODE_1_length_719504_cov_26.1459_ID_4637-processed-gene-0.69&CDS=1-3660
967	OG0000967	YDR001C	genemark-NODE_16_length_253005_cov_23.2191_ID_1666-processed-gene-1.135-mRNA-1_1&gene=genemark-NODE_16_length_253005_cov_23.2191_ID_1666-processed-gene-1.135&CDS=1-2271
968	OG0000968	YDR004W	snap_masked-NODE_27_length_127294_cov_23.973_ID_3308-processed-gene-0.95-mRNA-1_1&gene=snap_masked-NODE_27_length_127294_cov_23.973_ID_3308-processed-gene-0.95&CDS=1-1206
969	OG0000969	YDR005C	genemark-NODE_27_length_127294_cov_23.973_ID_3308-processed-gene-0.62-mRNA-1_1&gene=genemark-NODE_27_length_127294_cov_23.973_ID_3308-processed-gene-0.62&CDS=1-873
970	OG0000970	YDR006C	genemark-NODE_16_length_253005_cov_23.2191_ID_1666-processed-gene-1.143-mRNA-1_1&gene=genemark-NODE_16_length_253005_cov_23.2191_ID_1666-processed-gene-1.143&CDS=1-2145
971	OG0000971	YDR007W	genemark-NODE_17_length_211088_cov_32.7383_ID_2339-processed-gene-1.116-mRNA-1_1&gene=genemark-NODE_17_length_211088_cov_32.7383_ID_2339-processed-gene-1.116&CDS=1-687
972	OG0000972	YDR013W	genemark-NODE_24_length_153470_cov_22.5394_ID_2397-processed-gene-0.246-mRNA-1_1&gene=genemark-NODE_24_length_153470_cov_22.5394_ID_2397-processed-gene-0.246&CDS=1-534
973	OG0000973	YDR016C	genemark-NODE_24_length_153470_cov_22.5394_ID_2397-processed-gene-0.199-mRNA-1_1&gene=genemark-NODE_24_length_153470_cov_22.5394_ID_2397-processed-gene-0.199&CDS=1-342
974	OG0000974	YDR017C	genemark-NODE_13_length_358203_cov_22.5065_ID_1307-processed-gene-2.180-mRNA-1_1&gene=genemark-NODE_13_length_358203_cov_22.5065_ID_1307-processed-gene-2.180&CDS=1-2532
975	OG0000975	YDR019C	genemark-NODE_12_length_358393_cov_23.4571_ID_1576-processed-gene-2.19-mRNA-1_1&gene=genemark-NODE_12_length_358393_cov_23.4571_ID_1576-processed-gene-2.19&CDS=1-1167
976	OG0000976	YDR020C	augustus_masked-NODE_9_length_497673_cov_23.0063_ID_2152-processed-gene-2.32-mRNA-1_1&gene=augustus_masked-NODE_9_length_497673_cov_23.0063_ID_2152-processed-gene-2.32&CDS=1-513
977	OG0000977	YDR021W	genemark-NODE_9_length_497673_cov_23.0063_ID_2152-processed-gene-2.158-mRNA-1_1&gene=genemark-NODE_9_length_497673_cov_23.0063_ID_2152-processed-gene-2.158&CDS=1-1179
978	OG0000978	YDR023W	genemark-NODE_5_length_565793_cov_22.9871_ID_1255-processed-gene-4.31-mRNA-1_1&gene=genemark-NODE_5_length_565793_cov_22.9871_ID_1255-processed-gene-4.31&CDS=1-1377
979	OG0000979	YDR026C	genemark-NODE_19_length_180822_cov_36.1012_ID_4465-processed-gene-0.39-mRNA-1_1&gene=genemark-NODE_19_length_180822_cov_36.1012_ID_4465-processed-gene-0.39&CDS=1-1734
980	OG0000980	YDR027C	genemark-NODE_19_length_180822_cov_36.1012_ID_4465-processed-gene-0.38-mRNA-1_1&gene=genemark-NODE_19_length_180822_cov_36.1012_ID_4465-processed-gene-0.38&CDS=1-2421
981	OG0000981	YDR031W	maker-NODE_1_length_719504_cov_26.1459_ID_4637-augustus-gene-5.158-mRNA-1_1&gene=maker-NODE_1_length_719504_cov_26.1459_ID_4637-augustus-gene-5.158&CDS=1-330
982	OG0000982	YDR034C	augustus_masked-NODE_5_length_565793_cov_22.9871_ID_1255-processed-gene-4.260-mRNA-1_1&gene=augustus_masked-NODE_5_length_565793_cov_22.9871_ID_1255-processed-gene-4.260&CDS=1-1770
983	OG0000983	YDR036C	genemark-NODE_2_length_635021_cov_26.9864_ID_2124-processed-gene-1.152-mRNA-1_1&gene=genemark-NODE_2_length_635021_cov_26.9864_ID_2124-processed-gene-1.152&CDS=1-1341
984	OG0000984	YDR041W	genemark-NODE_22_length_172800_cov_24.3706_ID_2264-processed-gene-0.159-mRNA-1_1&gene=genemark-NODE_22_length_172800_cov_24.3706_ID_2264-processed-gene-0.159&CDS=1-753
985	OG0000985	YDR043C	genemark-NODE_2_length_635021_cov_26.9864_ID_2124-processed-gene-0.94-mRNA-1_1&gene=genemark-NODE_2_length_635021_cov_26.9864_ID_2124-processed-gene-0.94&CDS=1-684
986	OG0000986	YDR044W	genemark-NODE_24_length_153470_cov_22.5394_ID_2397-processed-gene-0.198-mRNA-1_1&gene=genemark-NODE_24_length_153470_cov_22.5394_ID_2397-processed-gene-0.198&CDS=1-963
987	OG0000987	YDR045C	genemark-NODE_2_length_635021_cov_26.9864_ID_2124-processed-gene-1.145-mRNA-1_1&gene=genemark-NODE_2_length_635021_cov_26.9864_ID_2124-processed-gene-1.145&CDS=1-333
988	OG0000988	YDR047W	maker-NODE_2_length_635021_cov_26.9864_ID_2124-augustus-gene-1.164-mRNA-1_1&gene=maker-NODE_2_length_635021_cov_26.9864_ID_2124-augustus-gene-1.164&CDS=1-2664
989	OG0000989	YDR049W	genemark-NODE_2_length_635021_cov_26.9864_ID_2124-processed-gene-1.117-mRNA-1_1&gene=genemark-NODE_2_length_635021_cov_26.9864_ID_2124-processed-gene-1.117&CDS=1-1818
990	OG0000990	YDR050C	genemark-NODE_9_length_497673_cov_23.0063_ID_2152-processed-gene-3.122-mRNA-1_1&gene=genemark-NODE_9_length_497673_cov_23.0063_ID_2152-processed-gene-3.122&CDS=1-744
991	OG0000991	YDR051C	maker-NODE_9_length_497673_cov_23.0063_ID_2152-augustus-gene-3.10-mRNA-1_1&gene=maker-NODE_9_length_497673_cov_23.0063_ID_2152-augustus-gene-3.10&CDS=1-804
992	OG0000992	YDR052C	genemark-NODE_15_length_332055_cov_30.5975_ID_1738-processed-gene-2.86-mRNA-1_1&gene=genemark-NODE_15_length_332055_cov_30.5975_ID_1738-processed-gene-2.86&CDS=1-1368
993	OG0000993	YDR054C	genemark-NODE_13_length_358203_cov_22.5065_ID_1307-processed-gene-0.15-mRNA-1_1&gene=genemark-NODE_13_length_358203_cov_22.5065_ID_1307-processed-gene-0.15&CDS=1-723
994	OG0000994	YDR057W	augustus_masked-NODE_12_length_358393_cov_23.4571_ID_1576-processed-gene-2.183-mRNA-1_1&gene=augustus_masked-NODE_12_length_358393_cov_23.4571_ID_1576-processed-gene-2.183&CDS=1-1371
995	OG0000995	YDR058C	genemark-NODE_10_length_454449_cov_24.1248_ID_1905-processed-gene-3.126-mRNA-1_1&gene=genemark-NODE_10_length_454449_cov_24.1248_ID_1905-processed-gene-3.126&CDS=1-1233
996	OG0000996	YDR059C	snap_masked-NODE_9_length_497673_cov_23.0063_ID_2152-processed-gene-0.119-mRNA-1_1&gene=snap_masked-NODE_9_length_497673_cov_23.0063_ID_2152-processed-gene-0.119&CDS=1-441
997	OG0000997	YDR060W	snap_masked-NODE_9_length_497673_cov_23.0063_ID_2152-processed-gene-0.118-mRNA-1_1&gene=snap_masked-NODE_9_length_497673_cov_23.0063_ID_2152-processed-gene-0.118&CDS=1-3717
998	OG0000998	YDR061W	genemark-NODE_10_length_454449_cov_24.1248_ID_1905-processed-gene-0.11-mRNA-1_1&gene=genemark-NODE_10_length_454449_cov_24.1248_ID_1905-processed-gene-0.11&CDS=1-1497
999	OG0000999	YDR062W	genemark-NODE_3_length_582014_cov_23.6254_ID_1337-processed-gene-3.45-mRNA-1_1&gene=genemark-NODE_3_length_582014_cov_23.6254_ID_1337-processed-gene-3.45&CDS=1-1683
1000	OG0001000	YDR064W	genemark-NODE_10_length_454449_cov_24.1248_ID_1905-processed-gene-0.36-mRNA-1_1&gene=genemark-NODE_10_length_454449_cov_24.1248_ID_1905-processed-gene-0.36&CDS=1-846
1001	OG0001001	YDR065W	augustus_masked-NODE_10_length_454449_cov_24.1248_ID_1905-processed-gene-0.147-mRNA-1_1&gene=augustus_masked-NODE_10_length_454449_cov_24.1248_ID_1905-processed-gene-0.147&CDS=1-1074
1002	OG0001002	YDR067C	augustus_masked-NODE_40_length_53420_cov_24.2761_ID_3230-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_40_length_53420_cov_24.2761_ID_3230-processed-gene-0.3&CDS=1-615
1003	OG0001003	YDR068W	genemark-NODE_40_length_53420_cov_24.2761_ID_3230-processed-gene-0.40-mRNA-1_1&gene=genemark-NODE_40_length_53420_cov_24.2761_ID_3230-processed-gene-0.40&CDS=1-1158
1004	OG0001004	YDR071C	genemark-NODE_40_length_53420_cov_24.2761_ID_3230-processed-gene-0.31-mRNA-1_1&gene=genemark-NODE_40_length_53420_cov_24.2761_ID_3230-processed-gene-0.31&CDS=1-702
1005	OG0001005	YDR072C	genemark-NODE_4_length_566648_cov_23.4753_ID_1818-processed-gene-3.54-mRNA-1_1&gene=genemark-NODE_4_length_566648_cov_23.4753_ID_1818-processed-gene-3.54&CDS=1-1239
