	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034903_Ogataea_naganishii
356	OG0000356	YGR043C, YLR354C	maker-NODE_3_length_860372_cov_71.9849_ID_5-snap-gene-1.145-mRNA-1_1&gene=maker-NODE_3_length_860372_cov_71.9849_ID_5-snap-gene-1.145&CDS=1-1887
357	OG0000357	YGR049W, YLR356W	augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-2.17-mRNA-1_1&gene=augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-2.17&CDS=1-687
358	OG0000358	YGR056W, YLR357W	augustus_masked-NODE_11_length_432301_cov_74.1502_ID_21-processed-gene-3.7-mRNA-1_1&gene=augustus_masked-NODE_11_length_432301_cov_74.1502_ID_21-processed-gene-3.7&CDS=1-2919
359	OG0000359	YGR060W	augustus_masked-NODE_21_length_176952_cov_79.863_ID_41-processed-gene-0.127-mRNA-1_1&gene=augustus_masked-NODE_21_length_176952_cov_79.863_ID_41-processed-gene-0.127&CDS=1-903, augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-6.29-mRNA-1_1&gene=augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-6.29&CDS=1-981
360	OG0000360	YGR070W, YLR371W	augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-0.37&CDS=1-4671
361	OG0000361	YGR085C, YPR102C	augustus_masked-NODE_8_length_584629_cov_73.3826_ID_15-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-NODE_8_length_584629_cov_73.3826_ID_15-processed-gene-0.59&CDS=1-522
362	OG0000362	YGR092W, YPR111W	maker-NODE_9_length_518950_cov_71.5829_ID_17-augustus-gene-1.131-mRNA-1_1&gene=maker-NODE_9_length_518950_cov_71.5829_ID_17-augustus-gene-1.131&CDS=1-3330
363	OG0000363	YGR108W, YPR119W	genemark-NODE_12_length_396418_cov_70.9058_ID_23-processed-gene-2.263-mRNA-1_1&gene=genemark-NODE_12_length_396418_cov_70.9058_ID_23-processed-gene-2.263&CDS=1-1446
364	OG0000364	YGR118W, YPR132W	augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-2.64-mRNA-1_1&gene=augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-2.64&CDS=1-435
365	OG0000365	YGR121C, YPR138C	augustus_masked-NODE_7_length_679996_cov_70.6581_ID_13-processed-gene-2.86-mRNA-1_1&gene=augustus_masked-NODE_7_length_679996_cov_70.6581_ID_13-processed-gene-2.86&CDS=1-1467
366	OG0000366	YGR131W, YPR149W	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-6.83-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-6.83&CDS=1-513
367	OG0000367	YGR136W, YPR154W	maker-NODE_26_length_44827_cov_80.5645_ID_51-augustus-gene-0.24-mRNA-1_1&gene=maker-NODE_26_length_44827_cov_80.5645_ID_51-augustus-gene-0.24&CDS=1-723
368	OG0000368	YGR138C, YPR156C	augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-3.74-mRNA-1_1&gene=augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-3.74&CDS=1-1884
369	OG0000369	YGR141W, YPR157W	maker-NODE_2_length_972366_cov_74.5479_ID_3-augustus-gene-3.58-mRNA-1_1&gene=maker-NODE_2_length_972366_cov_74.5479_ID_3-augustus-gene-3.58&CDS=1-2157
370	OG0000370	YGR192C, YJR009C	augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-3.65-mRNA-1_1&gene=augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-3.65&CDS=1-1002
371	OG0000371	YGR209C, YLR043C	augustus_masked-NODE_11_length_432301_cov_74.1502_ID_21-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-NODE_11_length_432301_cov_74.1502_ID_21-processed-gene-1.36&CDS=1-414
372	OG0000372	YGR214W, YLR048W	maker-NODE_1_length_1633205_cov_71.5147_ID_1-augustus-gene-1.53-mRNA-1_1&gene=maker-NODE_1_length_1633205_cov_71.5147_ID_1-augustus-gene-1.53&CDS=1-798
373	OG0000373	YGR221C, YHR149C	augustus_masked-NODE_10_length_515802_cov_76.8733_ID_19-processed-gene-4.54-mRNA-1_1&gene=augustus_masked-NODE_10_length_515802_cov_76.8733_ID_19-processed-gene-4.54&CDS=1-2157
374	OG0000374	YGR238C, YHR158C	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-9.30-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-9.30&CDS=1-4092
375	OG0000375	YGR241C, YHR161C	augustus_masked-NODE_16_length_269614_cov_67.8004_ID_31-processed-gene-1.160-mRNA-1_1&gene=augustus_masked-NODE_16_length_269614_cov_67.8004_ID_31-processed-gene-1.160&CDS=1-2160
376	OG0000376	YGR243W, YHR162W	augustus_masked-NODE_21_length_176952_cov_79.863_ID_41-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-NODE_21_length_176952_cov_79.863_ID_41-processed-gene-0.83&CDS=1-399
377	OG0000377	YGR256W, YHR183W	augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-4.107-mRNA-1_1&gene=augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-4.107&CDS=1-1476
378	OG0000378	YGR279C, YMR305C	augustus_masked-NODE_23_length_95945_cov_69.2483_ID_45-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-NODE_23_length_95945_cov_69.2483_ID_45-processed-gene-0.84&CDS=1-1128
379	OG0000379	YHL001W, YKL006W	augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-4.41-mRNA-1_1&gene=augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-4.41&CDS=1-399
380	OG0000380	YHL003C, YKL008C	augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-4.40-mRNA-1_1&gene=augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-4.40&CDS=1-1224
381	OG0000381	YHL009W-B, YJL113W, YPL060C-A	
382	OG0000382	YHL017W, YKL039W	augustus_masked-NODE_10_length_515802_cov_76.8733_ID_19-processed-gene-4.61-mRNA-1_1&gene=augustus_masked-NODE_10_length_515802_cov_76.8733_ID_19-processed-gene-4.61&CDS=1-1755
383	OG0000383	YHR032W	augustus_masked-NODE_29_length_19420_cov_73.0436_ID_57-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-NODE_29_length_19420_cov_73.0436_ID_57-processed-gene-0.19&CDS=1-1830, augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-1.15&CDS=1-1743
384	OG0000384	YHR043C, YHR044C	augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-6.6-mRNA-1_1&gene=augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-6.6&CDS=1-723
385	OG0000385	YHR047C, YKL157W	augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-4.115-mRNA-1_1&gene=augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-4.115&CDS=1-2646
386	OG0000386	YHR048W	augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-2.27-mRNA-1_1&gene=augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-2.27&CDS=1-1644, genemark-NODE_17_length_258948_cov_75.1999_ID_33-processed-gene-1.220-mRNA-1_1&gene=genemark-NODE_17_length_258948_cov_75.1999_ID_33-processed-gene-1.220&CDS=1-1278
387	OG0000387	YHR102W	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-7.139-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-7.139&CDS=1-2637, augustus_masked-NODE_25_length_51826_cov_72.1866_ID_49-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-NODE_25_length_51826_cov_72.1866_ID_49-processed-gene-0.49&CDS=1-1560
388	OG0000388	YHR104W	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-5.18-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-5.18&CDS=1-954, augustus_masked-NODE_9_length_518950_cov_71.5829_ID_17-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-NODE_9_length_518950_cov_71.5829_ID_17-processed-gene-0.74&CDS=1-960
389	OG0000389	YHR115C, YNL116W	augustus_masked-NODE_17_length_258948_cov_75.1999_ID_33-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-NODE_17_length_258948_cov_75.1999_ID_33-processed-gene-0.83&CDS=1-1809
390	OG0000390	YHR117W, YNL121C	augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-2.14-mRNA-1_1&gene=augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-2.14&CDS=1-1770
391	OG0000391	YHR131C, YNL144C	augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-1.84-mRNA-1_1&gene=augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-1.84&CDS=1-1998
392	OG0000392	YHR132W-A, YNL157W	augustus_masked-NODE_7_length_679996_cov_70.6581_ID_13-processed-gene-2.90-mRNA-1_1&gene=augustus_masked-NODE_7_length_679996_cov_70.6581_ID_13-processed-gene-2.90&CDS=1-399
393	OG0000393	YHR133C, YNL156C	augustus_masked-NODE_7_length_679996_cov_70.6581_ID_13-processed-gene-2.72-mRNA-1_1&gene=augustus_masked-NODE_7_length_679996_cov_70.6581_ID_13-processed-gene-2.72&CDS=1-810
394	OG0000394	YHR155W, YNL257C	augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-6.64-mRNA-1_1&gene=augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-6.64&CDS=1-3513
395	OG0000395	YHR176W	augustus_masked-NODE_10_length_515802_cov_76.8733_ID_19-processed-gene-3.106-mRNA-1_1&gene=augustus_masked-NODE_10_length_515802_cov_76.8733_ID_19-processed-gene-3.106&CDS=1-1473, augustus_masked-NODE_7_length_679996_cov_70.6581_ID_13-processed-gene-4.119-mRNA-1_1&gene=augustus_masked-NODE_7_length_679996_cov_70.6581_ID_13-processed-gene-4.119&CDS=1-1404
396	OG0000396	YHR178W	augustus_masked-NODE_7_length_679996_cov_70.6581_ID_13-processed-gene-4.120-mRNA-1_1&gene=augustus_masked-NODE_7_length_679996_cov_70.6581_ID_13-processed-gene-4.120&CDS=1-2460, snap_masked-NODE_10_length_515802_cov_76.8733_ID_19-processed-gene-4.140-mRNA-1_1&gene=snap_masked-NODE_10_length_515802_cov_76.8733_ID_19-processed-gene-4.140&CDS=1-2133
397	OG0000397	YHR203C, YJR145C	augustus_masked-NODE_19_length_201287_cov_70.2906_ID_37-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-NODE_19_length_201287_cov_70.2906_ID_37-processed-gene-1.39&CDS=1-783
398	OG0000398	YIL038C	augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-0.41&CDS=1-1884, augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-3.126-mRNA-1_1&gene=augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-3.126&CDS=1-1929
399	OG0000399	YIL085C, YNL029C	genemark-NODE_15_length_358692_cov_73.9701_ID_29-processed-gene-1.50-mRNA-1_1&gene=genemark-NODE_15_length_358692_cov_73.9701_ID_29-processed-gene-1.50&CDS=1-1617
400	OG0000400	YIL105C, YNL047C	augustus_masked-NODE_13_length_392829_cov_74.6598_ID_25-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-NODE_13_length_392829_cov_74.6598_ID_25-processed-gene-0.117&CDS=1-2226
401	OG0000401	YIL107C	augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-0.83&CDS=1-3219, genemark-NODE_16_length_269614_cov_67.8004_ID_31-processed-gene-0.108-mRNA-1_1&gene=genemark-NODE_16_length_269614_cov_67.8004_ID_31-processed-gene-0.108&CDS=1-2820
402	OG0000402	YIL111W, YNL052W	augustus_masked-NODE_26_length_44827_cov_80.5645_ID_51-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_26_length_44827_cov_80.5645_ID_51-processed-gene-0.11&CDS=1-459
403	OG0000403	YIL114C, YNL055C	augustus_masked-NODE_7_length_679996_cov_70.6581_ID_13-processed-gene-2.85-mRNA-1_1&gene=augustus_masked-NODE_7_length_679996_cov_70.6581_ID_13-processed-gene-2.85&CDS=1-849
404	OG0000404	YIL120W, YIL121W	augustus_masked-NODE_7_length_679996_cov_70.6581_ID_13-processed-gene-2.71-mRNA-1_1&gene=augustus_masked-NODE_7_length_679996_cov_70.6581_ID_13-processed-gene-2.71&CDS=1-1521
405	OG0000405	YIL131C, YNL068C	maker-NODE_20_length_184659_cov_71.8452_ID_39-augustus-gene-0.219-mRNA-1_1&gene=maker-NODE_20_length_184659_cov_71.8452_ID_39-augustus-gene-0.219&CDS=1-2247
406	OG0000406	YIL149C, YKR095W	snap_masked-NODE_11_length_432301_cov_74.1502_ID_21-processed-gene-0.110-mRNA-1_1&gene=snap_masked-NODE_11_length_432301_cov_74.1502_ID_21-processed-gene-0.110&CDS=1-6663
407	OG0000407	YIL151C, YKR096W	augustus_masked-NODE_11_length_432301_cov_74.1502_ID_21-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-NODE_11_length_432301_cov_74.1502_ID_21-processed-gene-0.50&CDS=1-4173
408	OG0000408	YIL156W, YKR098C	genemark-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-1.128-mRNA-1_1&gene=genemark-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-1.128&CDS=1-3132
409	OG0000409	YIR001C	augustus_masked-NODE_14_length_373348_cov_79.2154_ID_27-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-NODE_14_length_373348_cov_79.2154_ID_27-processed-gene-0.100&CDS=1-636, augustus_masked-NODE_7_length_679996_cov_70.6581_ID_13-processed-gene-4.121-mRNA-1_1&gene=augustus_masked-NODE_7_length_679996_cov_70.6581_ID_13-processed-gene-4.121&CDS=1-561
410	OG0000410	YIR023W	augustus_masked-NODE_24_length_91208_cov_71.2268_ID_47-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-NODE_24_length_91208_cov_71.2268_ID_47-processed-gene-0.81&CDS=1-3345, augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-0.106&CDS=1-1662
411	OG0000411	YIR031C, YNL117W	augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-7.154-mRNA-1_1&gene=augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-7.154&CDS=1-1671
412	OG0000412	YIR033W, YKL020C	maker-NODE_12_length_396418_cov_70.9058_ID_23-snap-gene-1.35-mRNA-1_1&gene=maker-NODE_12_length_396418_cov_70.9058_ID_23-snap-gene-1.35&CDS=1-3909
413	OG0000413	YIR038C	maker-NODE_6_length_768710_cov_73.8521_ID_11-augustus-gene-4.5-mRNA-1_1&gene=maker-NODE_6_length_768710_cov_73.8521_ID_11-augustus-gene-4.5&CDS=1-669, maker-NODE_6_length_768710_cov_73.8521_ID_11-augustus-gene-4.6-mRNA-1_1&gene=maker-NODE_6_length_768710_cov_73.8521_ID_11-augustus-gene-4.6&CDS=1-660
414	OG0000414	YJL076W, YKR010C	snap_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-6.82-mRNA-1_1&gene=snap_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-6.82&CDS=1-2685
415	OG0000415	YJL079C	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-6.54-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-6.54&CDS=1-846, genemark-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-5.40-mRNA-1_1&gene=genemark-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-5.40&CDS=1-354
416	OG0000416	YJL082W, YKR018C	augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-5.57-mRNA-1_1&gene=augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-5.57&CDS=1-2388
417	OG0000417	YJL083W, YKR019C	augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-5.56-mRNA-1_1&gene=augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-5.56&CDS=1-2844
418	OG0000418	YJL084C, YKR021W	augustus_masked-NODE_11_length_432301_cov_74.1502_ID_21-processed-gene-1.44-mRNA-1_1&gene=augustus_masked-NODE_11_length_432301_cov_74.1502_ID_21-processed-gene-1.44&CDS=1-3429
419	OG0000419	YJL105W, YKR029C	snap_masked-NODE_8_length_584629_cov_73.3826_ID_15-processed-gene-1.18-mRNA-1_1&gene=snap_masked-NODE_8_length_584629_cov_73.3826_ID_15-processed-gene-1.18&CDS=1-3225
420	OG0000420	YJL108C	augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-1.69-mRNA-1_1&gene=augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-1.69&CDS=1-2730, augustus_masked-NODE_8_length_584629_cov_73.3826_ID_15-processed-gene-1.107-mRNA-1_1&gene=augustus_masked-NODE_8_length_584629_cov_73.3826_ID_15-processed-gene-1.107&CDS=1-3792
421	OG0000421	YJL112W, YKR036C	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-4.136-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-4.136&CDS=1-2091
422	OG0000422	YJL133W, YKR052C	snap_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-8.204-mRNA-1_1&gene=snap_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-8.204&CDS=1-1077
423	OG0000423	YJL134W, YKR053C	genemark-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-3.116-mRNA-1_1&gene=genemark-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-3.116&CDS=1-1281
424	OG0000424	YJL137C, YKR058W	augustus_masked-NODE_13_length_392829_cov_74.6598_ID_25-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-NODE_13_length_392829_cov_74.6598_ID_25-processed-gene-0.121&CDS=1-1260
425	OG0000425	YJL139C, YKR061W	augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-4.39-mRNA-1_1&gene=augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-4.39&CDS=1-1266
426	OG0000426	YJL177W, YKL180W	augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-4.41-mRNA-1_1&gene=augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-4.41&CDS=1-555
427	OG0000427	YJL212C, YPR194C	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-0.24&CDS=1-2391
428	OG0000428	YJR054W, YML047C	augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-3.8-mRNA-1_1&gene=augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-3.8&CDS=1-1551
429	OG0000429	YJR059W, YKL198C	augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-4.27-mRNA-1_1&gene=augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-4.27&CDS=1-2640
430	OG0000430	YJR091C, YPR042C	augustus_masked-NODE_12_length_396418_cov_70.9058_ID_23-processed-gene-2.9-mRNA-1_1&gene=augustus_masked-NODE_12_length_396418_cov_70.9058_ID_23-processed-gene-2.9&CDS=1-3576
431	OG0000431	YJR094W-A, YPR043W	augustus_masked-NODE_12_length_396418_cov_70.9058_ID_23-processed-gene-2.5-mRNA-1_1&gene=augustus_masked-NODE_12_length_396418_cov_70.9058_ID_23-processed-gene-2.5&CDS=1-285
432	OG0000432	YJR126C	augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-7.101-mRNA-1_1&gene=augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-7.101&CDS=1-2424, maker-NODE_4_length_841044_cov_71.5186_ID_7-snap-gene-4.104-mRNA-1_1&gene=maker-NODE_4_length_841044_cov_71.5186_ID_7-snap-gene-4.104&CDS=1-3252
433	OG0000433	YJR127C, YML081W	augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-8.105-mRNA-1_1&gene=augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-8.105&CDS=1-3486
434	OG0000434	YJR130C, YML082W	augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-8.100-mRNA-1_1&gene=augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-8.100&CDS=1-1770
435	OG0000435	YJR154W	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-4.121-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-4.121&CDS=1-1044, genemark-NODE_18_length_201343_cov_74.0127_ID_35-processed-gene-0.96-mRNA-1_1&gene=genemark-NODE_18_length_201343_cov_74.0127_ID_35-processed-gene-0.96&CDS=1-858
436	OG0000436	YKL050C, YMR031C	augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-6.24-mRNA-1_1&gene=augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-6.24&CDS=1-2763
437	OG0000437	YKL068W, YMR047C	augustus_masked-NODE_24_length_91208_cov_71.2268_ID_47-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-NODE_24_length_91208_cov_71.2268_ID_47-processed-gene-0.56&CDS=1-3336
438	OG0000438	YKL072W, YMR053C	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-12.4-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-12.4&CDS=1-3093
439	OG0000439	YKL121W, YMR102C	genemark-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-7.78-mRNA-1_1&gene=genemark-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-7.78&CDS=1-1866
440	OG0000440	YKL128C	augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-7.103-mRNA-1_1&gene=augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-7.103&CDS=1-1041, augustus_masked-NODE_9_length_518950_cov_71.5829_ID_17-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-NODE_9_length_518950_cov_71.5829_ID_17-processed-gene-0.40&CDS=1-1002
441	OG0000441	YKL132C, YMR113W	augustus_masked-NODE_11_length_432301_cov_74.1502_ID_21-processed-gene-2.145-mRNA-1_1&gene=augustus_masked-NODE_11_length_432301_cov_74.1502_ID_21-processed-gene-2.145&CDS=1-1320
442	OG0000442	YKL133C, YMR115W	augustus_masked-NODE_7_length_679996_cov_70.6581_ID_13-processed-gene-3.135-mRNA-1_1&gene=augustus_masked-NODE_7_length_679996_cov_70.6581_ID_13-processed-gene-3.135&CDS=1-1488
443	OG0000443	YKL140W	augustus_masked-NODE_10_length_515802_cov_76.8733_ID_19-processed-gene-3.104-mRNA-1_1&gene=augustus_masked-NODE_10_length_515802_cov_76.8733_ID_19-processed-gene-3.104&CDS=1-1386, snap_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-3.69-mRNA-1_1&gene=snap_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-3.69&CDS=1-1470
444	OG0000444	YKL141W, YMR118C	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-0.36&CDS=1-537
445	OG0000445	YKL217W	augustus_masked-NODE_13_length_392829_cov_74.6598_ID_25-processed-gene-2.221-mRNA-1_1&gene=augustus_masked-NODE_13_length_392829_cov_74.6598_ID_25-processed-gene-2.221&CDS=1-1503, augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-5.68-mRNA-1_1&gene=augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-5.68&CDS=1-1629
446	OG0000446	YKR072C, YOR054C	genemark-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-6.65-mRNA-1_1&gene=genemark-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-6.65&CDS=1-2061
447	OG0000447	YKR076W, YMR251W	augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-0.90&CDS=1-975
448	OG0000448	YKR091W, YOR083W	genemark-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-6.64-mRNA-1_1&gene=genemark-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-6.64&CDS=1-2076
449	OG0000449	YLL010C, YLR019W	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-8.6-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-8.6&CDS=1-1278
450	OG0000450	YLL012W, YLR020C	augustus_masked-NODE_8_length_584629_cov_73.3826_ID_15-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-NODE_8_length_584629_cov_73.3826_ID_15-processed-gene-0.76&CDS=1-1365
451	OG0000451	YLL016W, YLR310C	maker-NODE_12_length_396418_cov_70.9058_ID_23-snap-gene-0.75-mRNA-1_1&gene=maker-NODE_12_length_396418_cov_70.9058_ID_23-snap-gene-0.75&CDS=1-4221
452	OG0000452	YLL055W	augustus_masked-NODE_13_length_392829_cov_74.6598_ID_25-processed-gene-2.214-mRNA-1_1&gene=augustus_masked-NODE_13_length_392829_cov_74.6598_ID_25-processed-gene-2.214&CDS=1-1638, augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-4.110-mRNA-1_1&gene=augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-4.110&CDS=1-1599
453	OG0000453	YLR210W	augustus_masked-NODE_12_length_396418_cov_70.9058_ID_23-processed-gene-2.3-mRNA-1_1&gene=augustus_masked-NODE_12_length_396418_cov_70.9058_ID_23-processed-gene-2.3&CDS=1-1296, genemark-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-14.14-mRNA-1_1&gene=genemark-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-14.14&CDS=1-1386
