	OrthologID	Saccharomyces_cerevisiae	yHMPu5000041678_Debaryomyces_prosopidis
268	OG0000268	YDR511W	augustus_masked-flattened_line_0-processed-gene-10.126-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-10.126&CDS=1-363, augustus_masked-flattened_line_0-processed-gene-4.96-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.96&CDS=1-363
269	OG0000269	YDR541C, YOL151W	augustus_masked-flattened_line_13-processed-gene-3.25-mRNA-1_1&gene=augustus_masked-flattened_line_13-processed-gene-3.25&CDS=1-1029
270	OG0000270	YEL006W, YIL006W	augustus_masked-flattened_line_7-processed-gene-2.128-mRNA-1_1&gene=augustus_masked-flattened_line_7-processed-gene-2.128&CDS=1-3525
271	OG0000271	YEL007W, YHR177W	augustus_masked-flattened_line_7-processed-gene-3.297-mRNA-1_1&gene=augustus_masked-flattened_line_7-processed-gene-3.297&CDS=1-1752
272	OG0000272	YEL022W, YJR031C	augustus_masked-flattened_line_1-processed-gene-6.60-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-6.60&CDS=1-4638
273	OG0000273	YEL034W, YJR047C	augustus_masked-flattened_line_21-processed-gene-0.126-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-0.126&CDS=1-1728
274	OG0000274	YEL039C, YJR048W	maker-flattened_line_35-augustus-gene-1.93-mRNA-1_1&gene=maker-flattened_line_35-augustus-gene-1.93&CDS=1-2085
275	OG0000275	YEL047C, YJR051W	augustus_masked-flattened_line_13-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_13-processed-gene-0.14&CDS=1-1977
276	OG0000276	YEL066W, YPR193C	snap_masked-flattened_line_1-processed-gene-2.81-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-2.81&CDS=1-453
277	OG0000277	YER019C-A, YER087C-B	augustus_masked-flattened_line_1-processed-gene-2.14-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-2.14&CDS=1-276
278	OG0000278	YER020W	augustus_masked-flattened_line_0-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.103&CDS=1-1320, augustus_masked-flattened_line_0-processed-gene-14.172-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-14.172&CDS=1-1320
279	OG0000279	YER031C, YGL210W	augustus_masked-flattened_line_25-processed-gene-2.9-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-2.9&CDS=1-660
280	OG0000280	YER036C	augustus_masked-flattened_line_0-processed-gene-1.109-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.109&CDS=1-1827, augustus_masked-flattened_line_0-processed-gene-14.131-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-14.131&CDS=1-1827
281	OG0000281	YER037W, YGL224C	snap_masked-flattened_line_9-processed-gene-3.134-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-3.134&CDS=1-849
282	OG0000282	YER045C, YIL036W	augustus_masked-flattened_line_1-processed-gene-7.86-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-7.86&CDS=1-1134
283	OG0000283	YER054C, YIL045W	augustus_masked-flattened_line_11-processed-gene-1.106-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-1.106&CDS=1-1881
284	OG0000284	YER056C-A, YIL052C	augustus_masked-flattened_line_15-processed-gene-3.45-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-3.45&CDS=1-366
285	OG0000285	YER059W, YIL050W	augustus_masked-flattened_line_11-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-0.71&CDS=1-1725
286	OG0000286	YER064C, YIL056W	augustus_masked-flattened_line_25-processed-gene-2.31-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-2.31&CDS=1-1659
287	OG0000287	YER067W, YIL057C	augustus_masked-flattened_line_13-processed-gene-1.125-mRNA-1_1&gene=augustus_masked-flattened_line_13-processed-gene-1.125&CDS=1-594
288	OG0000288	YER070W	augustus_masked-flattened_line_0-processed-gene-11.34-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-11.34&CDS=1-2547, augustus_masked-flattened_line_0-processed-gene-3.77-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.77&CDS=1-2547
289	OG0000289	YER071C	augustus_masked-flattened_line_0-processed-gene-13.50-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-13.50&CDS=1-888, augustus_masked-flattened_line_0-processed-gene-2.35-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.35&CDS=1-888
290	OG0000290	YER072W	augustus_masked-flattened_line_0-processed-gene-13.75-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-13.75&CDS=1-345, augustus_masked-flattened_line_0-processed-gene-2.7-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.7&CDS=1-345
291	OG0000291	YER073W	maker-flattened_line_0-snap-gene-13.89-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-13.89&CDS=1-1938, maker-flattened_line_0-snap-gene-2.55-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-2.55&CDS=1-1938
292	OG0000292	YER074W-A	augustus_masked-flattened_line_0-processed-gene-12.45-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-12.45&CDS=1-276, augustus_masked-flattened_line_0-processed-gene-2.19-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.19&CDS=1-276
293	OG0000293	YER075C	augustus_masked-flattened_line_0-processed-gene-12.15-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-12.15&CDS=1-2562, augustus_masked-flattened_line_0-processed-gene-2.45-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.45&CDS=1-2562
294	OG0000294	YER131W, YGL189C	genemark-flattened_line_25-processed-gene-1.31-mRNA-1_1&gene=genemark-flattened_line_25-processed-gene-1.31&CDS=1-357
295	OG0000295	YER132C, YGL197W	augustus_masked-flattened_line_5-processed-gene-3.140-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-3.140&CDS=1-4671
296	OG0000296	YER146W	augustus_masked-flattened_line_0-processed-gene-10.123-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-10.123&CDS=1-297, augustus_masked-flattened_line_0-processed-gene-4.99-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.99&CDS=1-297
297	OG0000297	YFL004W, YPL019C	snap_masked-flattened_line_15-processed-gene-1.101-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-1.101&CDS=1-2874
298	OG0000298	YFL007W	augustus_masked-flattened_line_0-processed-gene-1.93-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.93&CDS=1-6615, augustus_masked-flattened_line_0-processed-gene-13.87-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-13.87&CDS=1-6615
299	OG0000299	YFL034C-A, YLR061W	augustus_masked-flattened_line_25-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-0.42&CDS=1-360
300	OG0000300	YFL048C, YLR080W	augustus_masked-flattened_line_43-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_43-processed-gene-0.30&CDS=1-1500
301	OG0000301	YFL050C, YOL130W	maker-flattened_line_21-snap-gene-2.192-mRNA-1_1&gene=maker-flattened_line_21-snap-gene-2.192&CDS=1-2742
302	OG0000302	YFL061W, YNL335W	augustus_masked-flattened_line_33-processed-gene-1.191-mRNA-1_1&gene=augustus_masked-flattened_line_33-processed-gene-1.191&CDS=1-684
303	OG0000303	YFR009W	augustus_masked-flattened_line_0-processed-gene-6.118-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.118&CDS=1-3567, augustus_masked-flattened_line_0-processed-gene-8.47-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.47&CDS=1-3567
304	OG0000304	YFR010W	augustus_masked-flattened_line_0-processed-gene-6.139-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.139&CDS=1-1455, augustus_masked-flattened_line_0-processed-gene-8.27-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.27&CDS=1-1455
305	OG0000305	YFR011C	augustus_masked-flattened_line_0-processed-gene-6.119-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.119&CDS=1-444, augustus_masked-flattened_line_0-processed-gene-8.46-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.46&CDS=1-444
306	OG0000306	YFR013W, YOL017W	maker-flattened_line_15-snap-gene-3.5-mRNA-1_1&gene=maker-flattened_line_15-snap-gene-3.5&CDS=1-2379
307	OG0000307	YFR019W	augustus_masked-flattened_line_0-processed-gene-6.113-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.113&CDS=1-8841, augustus_masked-flattened_line_0-processed-gene-8.52-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.52&CDS=1-8841
308	OG0000308	YFR021W	augustus_masked-flattened_line_0-processed-gene-6.122-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.122&CDS=1-1686, augustus_masked-flattened_line_0-processed-gene-8.43-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.43&CDS=1-1686
309	OG0000309	YFR031C-A, YIL018W	augustus_masked-flattened_line_19-processed-gene-2.111-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-2.111&CDS=1-762
310	OG0000310	YFR053C, YGL253W	augustus_masked-flattened_line_21-processed-gene-1.175-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-1.175&CDS=1-1875
311	OG0000311	YGL031C, YGR148C	augustus_masked-flattened_line_27-processed-gene-2.133-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-2.133&CDS=1-468
312	OG0000312	YGL044C	augustus_masked-flattened_line_3-processed-gene-2.107-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-2.107&CDS=1-1518, maker-flattened_line_35-snap-gene-1.0-mRNA-1_1&gene=maker-flattened_line_35-snap-gene-1.0&CDS=1-3402
313	OG0000313	YGL049C, YGR162W	augustus_masked-flattened_line_31-processed-gene-1.97-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-1.97&CDS=1-3030
314	OG0000314	YGL071W, YPL202C	snap_masked-flattened_line_15-processed-gene-3.141-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-3.141&CDS=1-1773
315	OG0000315	YGL076C, YPL198W	maker-flattened_line_13-augustus-gene-2.53-mRNA-1_1&gene=maker-flattened_line_13-augustus-gene-2.53&CDS=1-807
316	OG0000316	YGL080W	snap_masked-flattened_line_0-processed-gene-0.60-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.60&CDS=1-339, snap_masked-flattened_line_0-processed-gene-14.33-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-14.33&CDS=1-339
317	OG0000317	YGL083W	augustus_masked-flattened_line_13-processed-gene-2.86-mRNA-1_1&gene=augustus_masked-flattened_line_13-processed-gene-2.86&CDS=1-3231, maker-flattened_line_13-augustus-gene-2.51-mRNA-1_1&gene=maker-flattened_line_13-augustus-gene-2.51&CDS=1-1536
318	OG0000318	YGL096W, YPL177C	augustus_masked-flattened_line_13-processed-gene-1.131-mRNA-1_1&gene=augustus_masked-flattened_line_13-processed-gene-1.131&CDS=1-720
319	OG0000319	YGL133W, YPL216W	augustus_masked-flattened_line_23-processed-gene-2.228-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-2.228&CDS=1-3687
320	OG0000320	YGL135W, YPL220W	augustus_masked-flattened_line_23-processed-gene-2.185-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-2.185&CDS=1-651
321	OG0000321	YGL147C, YNL067W	augustus_masked-flattened_line_51-processed-gene-0.196-mRNA-1_1&gene=augustus_masked-flattened_line_51-processed-gene-0.196&CDS=1-570
322	OG0000322	YGL162W, YPR009W	augustus_masked-flattened_line_3-processed-gene-2.139-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-2.139&CDS=1-930
323	OG0000323	YGL166W, YPR008W	snap_masked-flattened_line_33-processed-gene-1.86-mRNA-1_1&gene=snap_masked-flattened_line_33-processed-gene-1.86&CDS=1-1521
324	OG0000324	YGL183C	augustus_masked-flattened_line_47-processed-gene-0.228-mRNA-1_1&gene=augustus_masked-flattened_line_47-processed-gene-0.228&CDS=1-2838, maker-flattened_line_47-snap-gene-0.189-mRNA-1_1&gene=maker-flattened_line_47-snap-gene-0.189&CDS=1-1236
325	OG0000325	YGL205W	augustus_masked-flattened_line_23-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-0.24&CDS=1-2112, maker-flattened_line_11-snap-gene-3.8-mRNA-1_1&gene=maker-flattened_line_11-snap-gene-3.8&CDS=1-4206
326	OG0000326	YGL211W	augustus_masked-flattened_line_0-processed-gene-1.105-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.105&CDS=1-1134, augustus_masked-flattened_line_0-processed-gene-14.137-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-14.137&CDS=1-1134
327	OG0000327	YGR010W, YLR328W	augustus_masked-flattened_line_61-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_61-processed-gene-0.32&CDS=1-1149
328	OG0000328	YGR027C, YLR333C	genemark-flattened_line_15-processed-gene-0.2-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-0.2&CDS=1-315
329	OG0000329	YGR034W, YLR344W	augustus_masked-flattened_line_23-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-1.13&CDS=1-435
330	OG0000330	YGR038W, YLR350W	augustus_masked-flattened_line_3-processed-gene-6.217-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-6.217&CDS=1-2322
331	OG0000331	YGR048W	augustus_masked-flattened_line_0-processed-gene-13.51-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-13.51&CDS=1-1083, augustus_masked-flattened_line_0-processed-gene-2.16-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.16&CDS=1-1083
332	OG0000332	YGR056W, YLR357W	maker-flattened_line_23-augustus-gene-0.138-mRNA-1_1&gene=maker-flattened_line_23-augustus-gene-0.138&CDS=1-3471
333	OG0000333	YGR058W	maker-flattened_line_0-snap-gene-1.123-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-1.123&CDS=1-1131, maker-flattened_line_0-snap-gene-13.94-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-13.94&CDS=1-1131
334	OG0000334	YGR085C, YPR102C	maker-flattened_line_5-augustus-gene-5.194-mRNA-1_1&gene=maker-flattened_line_5-augustus-gene-5.194&CDS=1-522
335	OG0000335	YGR088W	augustus_masked-flattened_line_39-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-0.27&CDS=1-1671, augustus_masked-flattened_line_99-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_99-processed-gene-0.11&CDS=1-1668
336	OG0000336	YGR092W, YPR111W	augustus_masked-flattened_line_31-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-1.22&CDS=1-1746
337	OG0000337	YGR108W, YPR119W	snap_masked-flattened_line_33-processed-gene-1.14-mRNA-1_1&gene=snap_masked-flattened_line_33-processed-gene-1.14&CDS=1-1530
338	OG0000338	YGR110W	augustus_masked-flattened_line_0-processed-gene-3.65-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.65&CDS=1-1326, snap_masked-flattened_line_0-processed-gene-12.56-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-12.56&CDS=1-1326
339	OG0000339	YGR118W, YPR132W	augustus_masked-flattened_line_3-processed-gene-6.224-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-6.224&CDS=1-435
340	OG0000340	YGR131W, YPR149W	augustus_masked-flattened_line_39-processed-gene-1.180-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-1.180&CDS=1-513
341	OG0000341	YGR138C, YPR156C	augustus_masked-flattened_line_39-processed-gene-1.172-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-1.172&CDS=1-1836
342	OG0000342	YGR141W, YPR157W	maker-flattened_line_31-augustus-gene-0.81-mRNA-1_1&gene=maker-flattened_line_31-augustus-gene-0.81&CDS=1-2163
343	OG0000343	YGR178C	augustus_masked-flattened_line_0-processed-gene-13.73-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-13.73&CDS=1-2424, augustus_masked-flattened_line_0-processed-gene-2.9-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.9&CDS=1-2424
344	OG0000344	YGR189C	augustus_masked-flattened_line_1-processed-gene-7.133-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-7.133&CDS=1-798, augustus_masked-flattened_line_9-processed-gene-2.42-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-2.42&CDS=1-1203
345	OG0000345	YGR197C, YJR015W	augustus_masked-flattened_line_19-processed-gene-1.140-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-1.140&CDS=1-10980
346	OG0000346	YGR205W	augustus_masked-flattened_line_0-processed-gene-10.122-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-10.122&CDS=1-897, augustus_masked-flattened_line_0-processed-gene-5.22-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.22&CDS=1-897
347	OG0000347	YGR207C	maker-flattened_line_0-augustus-gene-10.164-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-10.164&CDS=1-3369, maker-flattened_line_0-augustus-gene-5.6-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-5.6&CDS=1-3369
348	OG0000348	YGR208W	augustus_masked-flattened_line_0-processed-gene-13.53-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-13.53&CDS=1-936, augustus_masked-flattened_line_0-processed-gene-2.14-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.14&CDS=1-936
349	OG0000349	YGR214W, YLR048W	maker-flattened_line_39-snap-gene-1.222-mRNA-1_1&gene=maker-flattened_line_39-snap-gene-1.222&CDS=1-783
350	OG0000350	YGR234W	augustus_masked-flattened_line_13-processed-gene-3.39-mRNA-1_1&gene=augustus_masked-flattened_line_13-processed-gene-3.39&CDS=1-1215, augustus_masked-flattened_line_9-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-0.20&CDS=1-1209
351	OG0000351	YGR238C, YHR158C	augustus_masked-flattened_line_1-processed-gene-6.86-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-6.86&CDS=1-3135
352	OG0000352	YGR241C, YHR161C	augustus_masked-flattened_line_9-processed-gene-2.24-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-2.24&CDS=1-2091
353	OG0000353	YGR243W, YHR162W	augustus_masked-flattened_line_43-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-flattened_line_43-processed-gene-0.76&CDS=1-405
354	OG0000354	YGR248W, YHR163W	augustus_masked-flattened_line_9-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-1.29&CDS=1-1527
355	OG0000355	YHL001W, YKL006W	maker-flattened_line_3-augustus-gene-1.42-mRNA-1_1&gene=maker-flattened_line_3-augustus-gene-1.42&CDS=1-399
356	OG0000356	YHL003C, YKL008C	snap_masked-flattened_line_57-processed-gene-0.140-mRNA-1_1&gene=snap_masked-flattened_line_57-processed-gene-0.140&CDS=1-1257
357	OG0000357	YHL017W, YKL039W	augustus_masked-flattened_line_33-processed-gene-1.198-mRNA-1_1&gene=augustus_masked-flattened_line_33-processed-gene-1.198&CDS=1-1728
358	OG0000358	YHL019C	augustus_masked-flattened_line_0-processed-gene-6.128-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.128&CDS=1-2061, augustus_masked-flattened_line_0-processed-gene-9.13-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-9.13&CDS=1-2061
359	OG0000359	YHL020C	augustus_masked-flattened_line_0-processed-gene-13.63-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-13.63&CDS=1-1470, augustus_masked-flattened_line_0-processed-gene-2.1-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.1&CDS=1-1470
360	OG0000360	YHL033C, YLL045C	snap_masked-flattened_line_19-processed-gene-2.182-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-2.182&CDS=1-786
361	OG0000361	YHR008C	augustus_masked-flattened_line_0-processed-gene-12.8-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-12.8&CDS=1-684, augustus_masked-flattened_line_0-processed-gene-3.80-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.80&CDS=1-684
362	OG0000362	YHR011W	maker-flattened_line_0-augustus-gene-3.50-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-3.50&CDS=1-3024, snap_masked-flattened_line_0-processed-gene-12.61-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-12.61&CDS=1-1386
363	OG0000363	YHR012W	augustus_masked-flattened_line_0-processed-gene-10.115-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-10.115&CDS=1-939, augustus_masked-flattened_line_0-processed-gene-5.56-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.56&CDS=1-939
364	OG0000364	YHR013C	augustus_masked-flattened_line_0-processed-gene-12.34-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-12.34&CDS=1-645, augustus_masked-flattened_line_0-processed-gene-2.30-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.30&CDS=1-645
365	OG0000365	YHR021C, YKL156W	augustus_masked-flattened_line_3-processed-gene-6.193-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-6.193&CDS=1-246
366	OG0000366	YHR032W	augustus_masked-flattened_line_53-processed-gene-0.181-mRNA-1_1&gene=augustus_masked-flattened_line_53-processed-gene-0.181&CDS=1-1743, augustus_masked-flattened_line_85-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-flattened_line_85-processed-gene-0.59&CDS=1-1773
367	OG0000367	YHR058C	augustus_masked-flattened_line_0-processed-gene-7.18-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-7.18&CDS=1-771, augustus_masked-flattened_line_0-processed-gene-7.50-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-7.50&CDS=1-771
368	OG0000368	YHR059W	augustus_masked-flattened_line_0-processed-gene-7.23-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-7.23&CDS=1-486, augustus_masked-flattened_line_0-processed-gene-7.45-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-7.45&CDS=1-486
369	OG0000369	YHR068W	augustus_masked-flattened_line_0-processed-gene-1.81-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.81&CDS=1-1134, augustus_masked-flattened_line_0-processed-gene-14.142-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-14.142&CDS=1-1134
370	OG0000370	YHR109W	augustus_masked-flattened_line_0-processed-gene-12.37-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-12.37&CDS=1-1605, augustus_masked-flattened_line_0-processed-gene-2.27-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.27&CDS=1-1623
371	OG0000371	YHR115C, YNL116W	augustus_masked-flattened_line_1-processed-gene-2.22-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-2.22&CDS=1-1533
372	OG0000372	YHR117W, YNL121C	augustus_masked-flattened_line_25-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-0.26&CDS=1-2910
373	OG0000373	YHR131C, YNL144C	augustus_masked-flattened_line_15-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-0.120&CDS=1-2094
374	OG0000374	YHR132W-A, YNL157W	snap_masked-flattened_line_59-processed-gene-0.101-mRNA-1_1&gene=snap_masked-flattened_line_59-processed-gene-0.101&CDS=1-393
375	OG0000375	YHR133C, YNL156C	augustus_masked-flattened_line_59-processed-gene-0.151-mRNA-1_1&gene=augustus_masked-flattened_line_59-processed-gene-0.151&CDS=1-1581
376	OG0000376	YHR141C, YNL162W	maker-flattened_line_21-snap-gene-0.92-mRNA-1_1&gene=maker-flattened_line_21-snap-gene-0.92&CDS=1-318
377	OG0000377	YHR146W, YNL173C	maker-flattened_line_13-snap-gene-0.5-mRNA-1_1&gene=maker-flattened_line_13-snap-gene-0.5&CDS=1-2208
378	OG0000378	YHR155W, YNL257C	augustus_masked-flattened_line_3-processed-gene-1.47-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-1.47&CDS=1-4845
379	OG0000379	YHR164C	augustus_masked-flattened_line_0-processed-gene-10.124-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-10.124&CDS=1-4557, augustus_masked-flattened_line_0-processed-gene-4.98-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.98&CDS=1-4557
380	OG0000380	YHR198C, YHR199C	augustus_masked-flattened_line_5-processed-gene-5.37-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-5.37&CDS=1-3171
381	OG0000381	YHR208W, YJR148W	augustus_masked-flattened_line_45-processed-gene-0.198-mRNA-1_1&gene=augustus_masked-flattened_line_45-processed-gene-0.198&CDS=1-6783
382	OG0000382	YIL067C	augustus_masked-flattened_line_0-processed-gene-11.33-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-11.33&CDS=1-2043, augustus_masked-flattened_line_0-processed-gene-3.78-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.78&CDS=1-2043
383	OG0000383	YIL068C	augustus_masked-flattened_line_0-processed-gene-13.72-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-13.72&CDS=1-2517, augustus_masked-flattened_line_0-processed-gene-2.10-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.10&CDS=1-2517
384	OG0000384	YIL085C, YNL029C	augustus_masked-flattened_line_1-processed-gene-4.76-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-4.76&CDS=1-1782
385	OG0000385	YIL095W, YNL020C	augustus_masked-flattened_line_53-processed-gene-0.140-mRNA-1_1&gene=augustus_masked-flattened_line_53-processed-gene-0.140&CDS=1-2277
386	OG0000386	YIL105C, YNL047C	augustus_masked-flattened_line_91-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_91-processed-gene-0.15&CDS=1-2415
387	OG0000387	YIL108W	augustus_masked-flattened_line_0-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.108&CDS=1-2205, augustus_masked-flattened_line_0-processed-gene-14.159-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-14.159&CDS=1-2205
388	OG0000388	YIL113W, YNL053W	augustus_masked-flattened_line_13-processed-gene-2.66-mRNA-1_1&gene=augustus_masked-flattened_line_13-processed-gene-2.66&CDS=1-5340
389	OG0000389	YIL114C, YNL055C	maker-flattened_line_11-augustus-gene-2.108-mRNA-1_1&gene=maker-flattened_line_11-augustus-gene-2.108&CDS=1-2082
