	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034605_Spencermartinsiella_europaea
321	OG0000321	YJL084C, YKR021W	augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-5.24-mRNA-1_1&gene=augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-5.24&CDS=1-2208
322	OG0000322	YJL105W, YKR029C	augustus_masked-NODE_22_length_248937_cov_28.0058_ID_43-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_22_length_248937_cov_28.0058_ID_43-processed-gene-0.9&CDS=1-2979
323	OG0000323	YJL112W, YKR036C	augustus_masked-NODE_11_length_349578_cov_28.2102_ID_21-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-NODE_11_length_349578_cov_28.2102_ID_21-processed-gene-1.30&CDS=1-2016
324	OG0000324	YJL133W, YKR052C	augustus_masked-NODE_12_length_347462_cov_28.1594_ID_23-processed-gene-2.46-mRNA-1_1&gene=augustus_masked-NODE_12_length_347462_cov_28.1594_ID_23-processed-gene-2.46&CDS=1-1035
325	OG0000325	YJL134W, YKR053C	augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-16.143-mRNA-1_1&gene=augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-16.143&CDS=1-1629
326	OG0000326	YJL136C, YKR057W	maker-NODE_41_length_105529_cov_27.8891_ID_81-augustus-gene-0.59-mRNA-1_1&gene=maker-NODE_41_length_105529_cov_27.8891_ID_81-augustus-gene-0.59&CDS=1-261
327	OG0000327	YJL137C, YKR058W	augustus_masked-NODE_42_length_104403_cov_26.5717_ID_83-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-NODE_42_length_104403_cov_26.5717_ID_83-processed-gene-0.28&CDS=1-1824
328	OG0000328	YJL138C, YKR059W	augustus_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-4.123-mRNA-1_1&gene=augustus_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-4.123&CDS=1-1185
329	OG0000329	YJL139C, YKR061W	augustus_masked-NODE_11_length_349578_cov_28.2102_ID_21-processed-gene-1.4-mRNA-1_1&gene=augustus_masked-NODE_11_length_349578_cov_28.2102_ID_21-processed-gene-1.4&CDS=1-1293
330	OG0000330	YJL154C	augustus_masked-NODE_38_length_115891_cov_36.554_ID_75-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NODE_38_length_115891_cov_36.554_ID_75-processed-gene-0.34&CDS=1-2379, maker-NODE_11_length_349578_cov_28.2102_ID_21-augustus-gene-2.0-mRNA-1_1&gene=maker-NODE_11_length_349578_cov_28.2102_ID_21-augustus-gene-2.0&CDS=1-5196
331	OG0000331	YJL172W, YOL153C	augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-5.41-mRNA-1_1&gene=augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-5.41&CDS=1-1806
332	OG0000332	YJL177W, YKL180W	augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-10.48-mRNA-1_1&gene=augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-10.48&CDS=1-555
333	OG0000333	YJL183W	augustus_masked-NODE_3_length_533584_cov_27.3585_ID_5-processed-gene-2.113-mRNA-1_1&gene=augustus_masked-NODE_3_length_533584_cov_27.3585_ID_5-processed-gene-2.113&CDS=1-1275, augustus_masked-NODE_51_length_61381_cov_27.0409_ID_101-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NODE_51_length_61381_cov_27.0409_ID_101-processed-gene-0.24&CDS=1-1134
334	OG0000334	YJR054W, YML047C	augustus_masked-NODE_53_length_44449_cov_28.155_ID_105-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-NODE_53_length_44449_cov_28.155_ID_105-processed-gene-0.21&CDS=1-2412
335	OG0000335	YJR061W, YKL201C	augustus_masked-NODE_59_length_16377_cov_25.5487_ID_117-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_59_length_16377_cov_25.5487_ID_117-processed-gene-0.10&CDS=1-2085
336	OG0000336	YJR076C	augustus_masked-NODE_7_length_420504_cov_27.1491_ID_13-processed-gene-2.156-mRNA-1_1&gene=augustus_masked-NODE_7_length_420504_cov_27.1491_ID_13-processed-gene-2.156&CDS=1-1155, augustus_masked-NODE_9_length_374175_cov_27.2202_ID_17-processed-gene-1.3-mRNA-1_1&gene=augustus_masked-NODE_9_length_374175_cov_27.2202_ID_17-processed-gene-1.3&CDS=1-1218
337	OG0000337	YJR091C, YPR042C	augustus_masked-NODE_4_length_497818_cov_28.3057_ID_7-processed-gene-2.101-mRNA-1_1&gene=augustus_masked-NODE_4_length_497818_cov_28.3057_ID_7-processed-gene-2.101&CDS=1-3423
338	OG0000338	YJR092W	augustus_masked-NODE_23_length_245976_cov_27.2225_ID_45-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-NODE_23_length_245976_cov_27.2225_ID_45-processed-gene-0.30&CDS=1-2151, maker-NODE_17_length_297273_cov_27.7333_ID_33-augustus-gene-1.12-mRNA-1_1&gene=maker-NODE_17_length_297273_cov_27.7333_ID_33-augustus-gene-1.12&CDS=1-3816
339	OG0000339	YJR094W-A, YPR043W	augustus_masked-NODE_43_length_101563_cov_26.953_ID_85-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_43_length_101563_cov_26.953_ID_85-processed-gene-0.22&CDS=1-285
340	OG0000340	YJR127C, YML081W	augustus_masked-NODE_48_length_83947_cov_29.2314_ID_95-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-NODE_48_length_83947_cov_29.2314_ID_95-processed-gene-0.23&CDS=1-3162
341	OG0000341	YJR130C, YML082W	maker-NODE_48_length_83947_cov_29.2314_ID_95-augustus-gene-0.6-mRNA-1_1&gene=maker-NODE_48_length_83947_cov_29.2314_ID_95-augustus-gene-0.6&CDS=1-1746
342	OG0000342	YKL046C, YMR238W	maker-NODE_47_length_87473_cov_28.0353_ID_93-snap-gene-0.0-mRNA-1_1&gene=maker-NODE_47_length_87473_cov_28.0353_ID_93-snap-gene-0.0&CDS=1-2679
343	OG0000343	YKL050C, YMR031C	augustus_masked-NODE_31_length_167482_cov_25.969_ID_61-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-NODE_31_length_167482_cov_25.969_ID_61-processed-gene-0.51&CDS=1-3411
344	OG0000344	YKL068W, YMR047C	augustus_masked-NODE_18_length_280325_cov_26.708_ID_35-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-NODE_18_length_280325_cov_26.708_ID_35-processed-gene-0.109&CDS=1-3237
345	OG0000345	YKL071W	augustus_masked-NODE_13_length_316427_cov_31.537_ID_25-processed-gene-2.52-mRNA-1_1&gene=augustus_masked-NODE_13_length_316427_cov_31.537_ID_25-processed-gene-2.52&CDS=1-681, augustus_masked-NODE_7_length_420504_cov_27.1491_ID_13-processed-gene-2.154-mRNA-1_1&gene=augustus_masked-NODE_7_length_420504_cov_27.1491_ID_13-processed-gene-2.154&CDS=1-753
346	OG0000346	YKL072W, YMR053C	augustus_masked-NODE_12_length_347462_cov_28.1594_ID_23-processed-gene-2.32-mRNA-1_1&gene=augustus_masked-NODE_12_length_347462_cov_28.1594_ID_23-processed-gene-2.32&CDS=1-2235
347	OG0000347	YKL081W, YPL048W	snap_masked-NODE_21_length_257472_cov_26.5738_ID_41-processed-gene-1.63-mRNA-1_1&gene=snap_masked-NODE_21_length_257472_cov_26.5738_ID_41-processed-gene-1.63&CDS=1-1194
348	OG0000348	YKL103C	augustus_masked-NODE_15_length_308614_cov_31.3159_ID_29-processed-gene-2.3-mRNA-1_1&gene=augustus_masked-NODE_15_length_308614_cov_31.3159_ID_29-processed-gene-2.3&CDS=1-1641, augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-0.33&CDS=1-1377
349	OG0000349	YKL121W, YMR102C	maker-NODE_5_length_492506_cov_27.4869_ID_9-augustus-gene-3.9-mRNA-1_1&gene=maker-NODE_5_length_492506_cov_27.4869_ID_9-augustus-gene-3.9&CDS=1-2646
350	OG0000350	YKL127W, YMR105C	maker-NODE_24_length_234863_cov_28.0511_ID_47-augustus-gene-1.190-mRNA-1_1&gene=maker-NODE_24_length_234863_cov_28.0511_ID_47-augustus-gene-1.190&CDS=1-2883
351	OG0000351	YKL141W, YMR118C	snap_masked-NODE_22_length_248937_cov_28.0058_ID_43-processed-gene-1.66-mRNA-1_1&gene=snap_masked-NODE_22_length_248937_cov_28.0058_ID_43-processed-gene-1.66&CDS=1-543
352	OG0000352	YKL217W	augustus_masked-NODE_20_length_270141_cov_27.5218_ID_39-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_20_length_270141_cov_27.5218_ID_39-processed-gene-0.10&CDS=1-1530, augustus_masked-NODE_7_length_420504_cov_27.1491_ID_13-processed-gene-1.9-mRNA-1_1&gene=augustus_masked-NODE_7_length_420504_cov_27.1491_ID_13-processed-gene-1.9&CDS=1-1452
353	OG0000353	YKR066C	augustus_masked-NODE_11_length_349578_cov_28.2102_ID_21-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-NODE_11_length_349578_cov_28.2102_ID_21-processed-gene-0.111&CDS=1-1101, snap_masked-NODE_24_length_234863_cov_28.0511_ID_47-processed-gene-1.153-mRNA-1_1&gene=snap_masked-NODE_24_length_234863_cov_28.0511_ID_47-processed-gene-1.153&CDS=1-975
354	OG0000354	YKR076W, YMR251W	augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-6.17-mRNA-1_1&gene=augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-6.17&CDS=1-951
355	OG0000355	YLL012W, YLR020C	augustus_masked-NODE_26_length_226459_cov_28.0762_ID_51-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-NODE_26_length_226459_cov_28.0762_ID_51-processed-gene-1.13&CDS=1-1323
356	OG0000356	YLL016W, YLR310C	augustus_masked-NODE_7_length_420504_cov_27.1491_ID_13-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-NODE_7_length_420504_cov_27.1491_ID_13-processed-gene-1.28&CDS=1-3774
357	OG0000357	YLL028W	augustus_masked-NODE_17_length_297273_cov_27.7333_ID_33-processed-gene-1.224-mRNA-1_1&gene=augustus_masked-NODE_17_length_297273_cov_27.7333_ID_33-processed-gene-1.224&CDS=1-1722, augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-15.4-mRNA-1_1&gene=augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-15.4&CDS=1-1695
358	OG0000358	YLR153C	augustus_masked-NODE_3_length_533584_cov_27.3585_ID_5-processed-gene-2.96-mRNA-1_1&gene=augustus_masked-NODE_3_length_533584_cov_27.3585_ID_5-processed-gene-2.96&CDS=1-1989, augustus_masked-NODE_54_length_40449_cov_27.0728_ID_107-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-NODE_54_length_40449_cov_27.0728_ID_107-processed-gene-0.43&CDS=1-1980
359	OG0000359	YLR178C, YLR179C	augustus_masked-NODE_41_length_105529_cov_27.8891_ID_81-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-NODE_41_length_105529_cov_27.8891_ID_81-processed-gene-0.37&CDS=1-534
360	OG0000360	YLR260W, YOR171C	augustus_masked-NODE_4_length_497818_cov_28.3057_ID_7-processed-gene-2.112-mRNA-1_1&gene=augustus_masked-NODE_4_length_497818_cov_28.3057_ID_7-processed-gene-2.112&CDS=1-1422
361	OG0000361	YLR264W, YOR167C	augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-2.21-mRNA-1_1&gene=augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-2.21&CDS=1-201
362	OG0000362	YLR270W, YOR173W	augustus_masked-NODE_5_length_492506_cov_27.4869_ID_9-processed-gene-3.250-mRNA-1_1&gene=augustus_masked-NODE_5_length_492506_cov_27.4869_ID_9-processed-gene-3.250&CDS=1-876
363	OG0000363	YLR273C, YOR178C	snap_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-2.128-mRNA-1_1&gene=snap_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-2.128&CDS=1-2421
364	OG0000364	YLR284C, YOR180C	augustus_masked-NODE_57_length_29285_cov_28.5233_ID_113-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NODE_57_length_29285_cov_28.5233_ID_113-processed-gene-0.12&CDS=1-840
365	OG0000365	YLR287C-A, YOR182C	maker-NODE_3_length_533584_cov_27.3585_ID_5-snap-gene-3.92-mRNA-1_1&gene=maker-NODE_3_length_533584_cov_27.3585_ID_5-snap-gene-3.92&CDS=1-624
366	OG0000366	YLR293C, YOR185C	augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-10.32-mRNA-1_1&gene=augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-10.32&CDS=1-651
367	OG0000367	YLR300W, YOR190W	augustus_masked-NODE_24_length_234863_cov_28.0511_ID_47-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-NODE_24_length_234863_cov_28.0511_ID_47-processed-gene-1.31&CDS=1-1260
368	OG0000368	YLR361C	augustus_masked-NODE_34_length_143944_cov_26.1735_ID_67-processed-gene-0.158-mRNA-1_1&gene=augustus_masked-NODE_34_length_143944_cov_26.1735_ID_67-processed-gene-0.158&CDS=1-1653, augustus_masked-NODE_35_length_134487_cov_28.4228_ID_69-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_35_length_134487_cov_28.4228_ID_69-processed-gene-0.8&CDS=1-1479
369	OG0000369	YLR449W, YML074C	augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-2.29-mRNA-1_1&gene=augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-2.29&CDS=1-1281
370	OG0000370	YLR450W, YML075C	augustus_masked-NODE_5_length_492506_cov_27.4869_ID_9-processed-gene-1.2-mRNA-1_1&gene=augustus_masked-NODE_5_length_492506_cov_27.4869_ID_9-processed-gene-1.2&CDS=1-3045
371	OG0000371	YLR456W, YPR172W	augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-4.41-mRNA-1_1&gene=augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-4.41&CDS=1-522
372	OG0000372	YML046W	augustus_masked-NODE_14_length_313792_cov_28.8988_ID_27-processed-gene-1.97-mRNA-1_1&gene=augustus_masked-NODE_14_length_313792_cov_28.8988_ID_27-processed-gene-1.97&CDS=1-1611, augustus_masked-NODE_58_length_17976_cov_24.1374_ID_115-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_58_length_17976_cov_24.1374_ID_115-processed-gene-0.20&CDS=1-1731
373	OG0000373	YML100W, YMR261C	augustus_masked-NODE_16_length_303609_cov_28.553_ID_31-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_16_length_303609_cov_28.553_ID_31-processed-gene-0.9&CDS=1-2994
374	OG0000374	YML106W, YMR271C	augustus_masked-NODE_47_length_87473_cov_28.0353_ID_93-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_47_length_87473_cov_28.0353_ID_93-processed-gene-0.10&CDS=1-660
375	OG0000375	YML109W, YMR273C	maker-NODE_47_length_87473_cov_28.0353_ID_93-augustus-gene-0.134-mRNA-1_1&gene=maker-NODE_47_length_87473_cov_28.0353_ID_93-augustus-gene-0.134&CDS=1-3348
376	OG0000376	YML118W, YMR285C	augustus_masked-NODE_11_length_349578_cov_28.2102_ID_21-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-NODE_11_length_349578_cov_28.2102_ID_21-processed-gene-1.5&CDS=1-1428
377	OG0000377	YMR019W	augustus_masked-NODE_31_length_167482_cov_25.969_ID_61-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-NODE_31_length_167482_cov_25.969_ID_61-processed-gene-0.49&CDS=1-2289, genemark-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-5.48-mRNA-1_1&gene=genemark-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-5.48&CDS=1-1926
378	OG0000378	YMR058W	augustus_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-1.36&CDS=1-1845, augustus_masked-NODE_8_length_386848_cov_31.3559_ID_15-processed-gene-2.74-mRNA-1_1&gene=augustus_masked-NODE_8_length_386848_cov_31.3559_ID_15-processed-gene-2.74&CDS=1-1815
379	OG0000379	YMR099C	augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-16.154-mRNA-1_1&gene=augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-16.154&CDS=1-861, augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-17.204-mRNA-1_1&gene=augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-17.204&CDS=1-858
380	OG0000380	YMR177W, YPL224C	augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-16.139-mRNA-1_1&gene=augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-16.139&CDS=1-1209
381	OG0000381	YMR182C, YPL230W	augustus_masked-NODE_28_length_204468_cov_32.9351_ID_55-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-NODE_28_length_204468_cov_32.9351_ID_55-processed-gene-1.5&CDS=1-1719
382	OG0000382	YMR183C, YPL232W	snap_masked-NODE_6_length_431703_cov_27.3617_ID_11-processed-gene-2.97-mRNA-1_1&gene=snap_masked-NODE_6_length_431703_cov_27.3617_ID_11-processed-gene-2.97&CDS=1-921
383	OG0000383	YMR194W, YPL249C-A	maker-NODE_41_length_105529_cov_27.8891_ID_81-augustus-gene-0.58-mRNA-1_1&gene=maker-NODE_41_length_105529_cov_27.8891_ID_81-augustus-gene-0.58&CDS=1-303
384	OG0000384	YMR222C, YOR280C	augustus_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-5.131-mRNA-1_1&gene=augustus_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-5.131&CDS=1-747
385	OG0000385	YMR230W, YOR293W	augustus_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-4.126-mRNA-1_1&gene=augustus_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-4.126&CDS=1-417
386	OG0000386	YMR234W	augustus_masked-NODE_50_length_66796_cov_28.651_ID_99-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-NODE_50_length_66796_cov_28.651_ID_99-processed-gene-0.30&CDS=1-831, snap_masked-NODE_50_length_66796_cov_28.651_ID_99-processed-gene-0.76-mRNA-1_1&gene=snap_masked-NODE_50_length_66796_cov_28.651_ID_99-processed-gene-0.76&CDS=1-189
387	OG0000387	YMR237W, YOR299W	augustus_masked-NODE_4_length_497818_cov_28.3057_ID_7-processed-gene-3.11-mRNA-1_1&gene=augustus_masked-NODE_4_length_497818_cov_28.3057_ID_7-processed-gene-3.11&CDS=1-2061
388	OG0000388	YMR242C, YOR312C	snap_masked-NODE_7_length_420504_cov_27.1491_ID_13-processed-gene-0.35-mRNA-1_1&gene=snap_masked-NODE_7_length_420504_cov_27.1491_ID_13-processed-gene-0.35&CDS=1-555
389	OG0000389	YMR253C, YPL264C	augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-3.126-mRNA-1_1&gene=augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-3.126&CDS=1-1479
390	OG0000390	YMR307W	augustus_masked-NODE_10_length_350817_cov_26.8939_ID_19-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-NODE_10_length_350817_cov_26.8939_ID_19-processed-gene-1.29&CDS=1-1617, snap_masked-NODE_13_length_316427_cov_31.537_ID_25-processed-gene-2.176-mRNA-1_1&gene=snap_masked-NODE_13_length_316427_cov_31.537_ID_25-processed-gene-2.176&CDS=1-1950
391	OG0000391	YNL015W	maker-NODE_2_length_1276072_cov_27.1787_ID_3-augustus-gene-11.186-mRNA-1_1&gene=maker-NODE_2_length_1276072_cov_27.1787_ID_3-augustus-gene-11.186&CDS=1-222, snap_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-11.14-mRNA-1_1&gene=snap_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-11.14&CDS=1-222
392	OG0000392	YNL026W	augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-4.36-mRNA-1_1&gene=augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-4.36&CDS=1-1440, augustus_masked-NODE_28_length_204468_cov_32.9351_ID_55-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-NODE_28_length_204468_cov_32.9351_ID_55-processed-gene-1.35&CDS=1-1347
393	OG0000393	YNL087W, YOR086C	augustus_masked-NODE_5_length_492506_cov_27.4869_ID_9-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-NODE_5_length_492506_cov_27.4869_ID_9-processed-gene-0.21&CDS=1-4797
394	OG0000394	YNL096C, YOR096W	augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-17.263-mRNA-1_1&gene=augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-17.263&CDS=1-579
395	OG0000395	YNL104C, YOR108W	augustus_masked-NODE_9_length_374175_cov_27.2202_ID_17-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-NODE_9_length_374175_cov_27.2202_ID_17-processed-gene-1.10&CDS=1-1725
396	OG0000396	YNL106C, YOR109W	maker-NODE_29_length_203005_cov_28.2568_ID_57-snap-gene-1.109-mRNA-1_1&gene=maker-NODE_29_length_203005_cov_28.2568_ID_57-snap-gene-1.109&CDS=1-3204
397	OG0000397	YNL108C, YOR110W	augustus_masked-NODE_11_length_349578_cov_28.2102_ID_21-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-NODE_11_length_349578_cov_28.2102_ID_21-processed-gene-1.10&CDS=1-1185
398	OG0000398	YNL239W	augustus_masked-NODE_17_length_297273_cov_27.7333_ID_33-processed-gene-1.258-mRNA-1_1&gene=augustus_masked-NODE_17_length_297273_cov_27.7333_ID_33-processed-gene-1.258&CDS=1-1452, augustus_masked-NODE_31_length_167482_cov_25.969_ID_61-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NODE_31_length_167482_cov_25.969_ID_61-processed-gene-0.26&CDS=1-1359
399	OG0000399	YNL274C	augustus_masked-NODE_25_length_227728_cov_27.0207_ID_49-processed-gene-1.2-mRNA-1_1&gene=augustus_masked-NODE_25_length_227728_cov_27.0207_ID_49-processed-gene-1.2&CDS=1-999, augustus_masked-NODE_9_length_374175_cov_27.2202_ID_17-processed-gene-2.70-mRNA-1_1&gene=augustus_masked-NODE_9_length_374175_cov_27.2202_ID_17-processed-gene-2.70&CDS=1-999
400	OG0000400	YNL299W, YOL115W	augustus_masked-NODE_20_length_270141_cov_27.5218_ID_39-processed-gene-1.12-mRNA-1_1&gene=augustus_masked-NODE_20_length_270141_cov_27.5218_ID_39-processed-gene-1.12&CDS=1-2076
401	OG0000401	YNL301C, YOL120C	augustus_masked-NODE_20_length_270141_cov_27.5218_ID_39-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-NODE_20_length_270141_cov_27.5218_ID_39-processed-gene-1.17&CDS=1-558
402	OG0000402	YNL302C, YOL121C	augustus_masked-NODE_20_length_270141_cov_27.5218_ID_39-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-NODE_20_length_270141_cov_27.5218_ID_39-processed-gene-1.60&CDS=1-444
403	OG0000403	YNL322C	augustus_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-5.118-mRNA-1_1&gene=augustus_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-5.118&CDS=1-303, snap_masked-NODE_3_length_533584_cov_27.3585_ID_5-processed-gene-3.49-mRNA-1_1&gene=snap_masked-NODE_3_length_533584_cov_27.3585_ID_5-processed-gene-3.49&CDS=1-273
404	OG0000404	YNR064C	augustus_masked-NODE_14_length_313792_cov_28.8988_ID_27-processed-gene-1.106-mRNA-1_1&gene=augustus_masked-NODE_14_length_313792_cov_28.8988_ID_27-processed-gene-1.106&CDS=1-870, augustus_masked-NODE_47_length_87473_cov_28.0353_ID_93-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NODE_47_length_87473_cov_28.0353_ID_93-processed-gene-0.17&CDS=1-891
405	OG0000405	YNR074C	augustus_masked-NODE_14_length_313792_cov_28.8988_ID_27-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-NODE_14_length_313792_cov_28.8988_ID_27-processed-gene-0.108&CDS=1-1275, augustus_masked-NODE_14_length_313792_cov_28.8988_ID_27-processed-gene-2.133-mRNA-1_1&gene=augustus_masked-NODE_14_length_313792_cov_28.8988_ID_27-processed-gene-2.133&CDS=1-1101
406	OG0000406	YOL013C	augustus_masked-NODE_13_length_316427_cov_31.537_ID_25-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-NODE_13_length_316427_cov_31.537_ID_25-processed-gene-0.19&CDS=1-1041, augustus_masked-NODE_33_length_161565_cov_26.848_ID_65-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_33_length_161565_cov_26.848_ID_65-processed-gene-0.2&CDS=1-1491
407	OG0000407	YOL107W	augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-0.22&CDS=1-1215, augustus_masked-NODE_3_length_533584_cov_27.3585_ID_5-processed-gene-2.95-mRNA-1_1&gene=augustus_masked-NODE_3_length_533584_cov_27.3585_ID_5-processed-gene-2.95&CDS=1-1038
408	OG0000408	YOL129W	augustus_masked-NODE_7_length_420504_cov_27.1491_ID_13-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-NODE_7_length_420504_cov_27.1491_ID_13-processed-gene-1.19&CDS=1-1677, maker-NODE_26_length_226459_cov_28.0762_ID_51-snap-gene-1.62-mRNA-1_1&gene=maker-NODE_26_length_226459_cov_28.0762_ID_51-snap-gene-1.62&CDS=1-2064
409	OG0000409	YOL137W	augustus_masked-NODE_19_length_271016_cov_27.2153_ID_37-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-NODE_19_length_271016_cov_27.2153_ID_37-processed-gene-0.76&CDS=1-1314, augustus_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-11.261-mRNA-1_1&gene=augustus_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-11.261&CDS=1-1383
410	OG0000410	YOR061W	augustus_masked-NODE_5_length_492506_cov_27.4869_ID_9-processed-gene-2.38-mRNA-1_1&gene=augustus_masked-NODE_5_length_492506_cov_27.4869_ID_9-processed-gene-2.38&CDS=1-987, maker-NODE_1_length_1866239_cov_27.8708_ID_1-augustus-gene-1.44-mRNA-1_1&gene=maker-NODE_1_length_1866239_cov_27.8708_ID_1-augustus-gene-1.44&CDS=1-1023
411	OG0000411	YOR226C, YPL135W	augustus_masked-NODE_9_length_374175_cov_27.2202_ID_17-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-NODE_9_length_374175_cov_27.2202_ID_17-processed-gene-0.39&CDS=1-576
