	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035243_Zygoascus_meyerae
372	OG0000372	YHR179W, YPL171C	maker-NODE_2_length_1055940_cov_18.7611_ID_4341-snap-gene-3.148-mRNA-1_1&gene=maker-NODE_2_length_1055940_cov_18.7611_ID_4341-snap-gene-3.148&CDS=1-3321
373	OG0000373	YHR198C, YHR199C	snap_masked-NODE_15_length_376289_cov_21.1717_ID_1409-processed-gene-2.4-mRNA-1_1&gene=snap_masked-NODE_15_length_376289_cov_21.1717_ID_1409-processed-gene-2.4&CDS=1-873
374	OG0000374	YHR203C, YJR145C	snap_masked-NODE_12_length_423269_cov_19.1425_ID_1554-processed-gene-3.48-mRNA-1_1&gene=snap_masked-NODE_12_length_423269_cov_19.1425_ID_1554-processed-gene-3.48&CDS=1-777
375	OG0000375	YIL035C	genemark-NODE_3_length_863959_cov_18.7832_ID_1457-processed-gene-5.113-mRNA-1_1&gene=genemark-NODE_3_length_863959_cov_18.7832_ID_1457-processed-gene-5.113&CDS=1-984, snap_masked-NODE_14_length_402958_cov_18.9881_ID_2029-processed-gene-3.126-mRNA-1_1&gene=snap_masked-NODE_14_length_402958_cov_18.9881_ID_2029-processed-gene-3.126&CDS=1-1041
376	OG0000376	YIL105C, YNL047C	snap_masked-NODE_10_length_453567_cov_20.6492_ID_1595-processed-gene-2.34-mRNA-1_1&gene=snap_masked-NODE_10_length_453567_cov_20.6492_ID_1595-processed-gene-2.34&CDS=1-2091
377	OG0000377	YIL111W, YNL052W	augustus_masked-NODE_4_length_827553_cov_19.7208_ID_1272-processed-gene-4.77-mRNA-1_1&gene=augustus_masked-NODE_4_length_827553_cov_19.7208_ID_1272-processed-gene-4.77&CDS=1-519
378	OG0000378	YIL113W, YNL053W	snap_masked-NODE_10_length_453567_cov_20.6492_ID_1595-processed-gene-1.3-mRNA-1_1&gene=snap_masked-NODE_10_length_453567_cov_20.6492_ID_1595-processed-gene-1.3&CDS=1-1221
379	OG0000379	YIL114C, YNL055C	snap_masked-NODE_20_length_182353_cov_19.2443_ID_1960-processed-gene-0.55-mRNA-1_1&gene=snap_masked-NODE_20_length_182353_cov_19.2443_ID_1960-processed-gene-0.55&CDS=1-867
380	OG0000380	YIL126W	snap_masked-NODE_8_length_668598_cov_18.9487_ID_973-processed-gene-3.114-mRNA-1_1&gene=snap_masked-NODE_8_length_668598_cov_18.9487_ID_973-processed-gene-3.114&CDS=1-3702, snap_masked-NODE_9_length_615366_cov_18.973_ID_1912-processed-gene-3.54-mRNA-1_1&gene=snap_masked-NODE_9_length_615366_cov_18.973_ID_1912-processed-gene-3.54&CDS=1-4344
381	OG0000381	YIL147C	snap_masked-NODE_18_length_328044_cov_21.3707_ID_2954-processed-gene-0.131-mRNA-1_1&gene=snap_masked-NODE_18_length_328044_cov_21.3707_ID_2954-processed-gene-0.131&CDS=1-3213, snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-9.41-mRNA-1_1&gene=snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-9.41&CDS=1-3339
382	OG0000382	YIL149C, YKR095W	snap_masked-NODE_12_length_423269_cov_19.1425_ID_1554-processed-gene-2.14-mRNA-1_1&gene=snap_masked-NODE_12_length_423269_cov_19.1425_ID_1554-processed-gene-2.14&CDS=1-5556
383	OG0000383	YIL151C, YKR096W	snap_masked-NODE_10_length_453567_cov_20.6492_ID_1595-processed-gene-3.196-mRNA-1_1&gene=snap_masked-NODE_10_length_453567_cov_20.6492_ID_1595-processed-gene-3.196&CDS=1-2460
384	OG0000384	YIL154C	snap_masked-NODE_10_length_453567_cov_20.6492_ID_1595-processed-gene-3.269-mRNA-1_1&gene=snap_masked-NODE_10_length_453567_cov_20.6492_ID_1595-processed-gene-3.269&CDS=1-1008, snap_masked-NODE_13_length_418862_cov_18.7454_ID_1788-processed-gene-2.42-mRNA-1_1&gene=snap_masked-NODE_13_length_418862_cov_18.7454_ID_1788-processed-gene-2.42&CDS=1-1446
385	OG0000385	YIR007W	snap_masked-NODE_7_length_674142_cov_18.8803_ID_1132-processed-gene-5.255-mRNA-1_1&gene=snap_masked-NODE_7_length_674142_cov_18.8803_ID_1132-processed-gene-5.255&CDS=1-1986, snap_masked-NODE_8_length_668598_cov_18.9487_ID_973-processed-gene-2.47-mRNA-1_1&gene=snap_masked-NODE_8_length_668598_cov_18.9487_ID_973-processed-gene-2.47&CDS=1-2151
386	OG0000386	YIR013C, YLR013W	augustus_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-1.117-mRNA-1_1&gene=augustus_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-1.117&CDS=1-1242
387	OG0000387	YIR035C, YIR036C	augustus_masked-NODE_8_length_668598_cov_18.9487_ID_973-processed-gene-1.101-mRNA-1_1&gene=augustus_masked-NODE_8_length_668598_cov_18.9487_ID_973-processed-gene-1.101&CDS=1-717
388	OG0000388	YJL076W, YKR010C	snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-9.47-mRNA-1_1&gene=snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-9.47&CDS=1-2577
389	OG0000389	YJL079C, YKR013W	snap_masked-NODE_7_length_674142_cov_18.8803_ID_1132-processed-gene-5.262-mRNA-1_1&gene=snap_masked-NODE_7_length_674142_cov_18.8803_ID_1132-processed-gene-5.262&CDS=1-876
390	OG0000390	YJL081C	maker-NODE_5_length_798211_cov_19.4048_ID_1084-snap-gene-5.5-mRNA-1_1&gene=maker-NODE_5_length_798211_cov_19.4048_ID_1084-snap-gene-5.5&CDS=1-1440, snap_masked-NODE_4_length_827553_cov_19.7208_ID_1272-processed-gene-5.186-mRNA-1_1&gene=snap_masked-NODE_4_length_827553_cov_19.7208_ID_1272-processed-gene-5.186&CDS=1-1272
391	OG0000391	YJL082W, YKR018C	maker-NODE_1_length_1065328_cov_19.742_ID_1323-snap-gene-1.139-mRNA-1_1&gene=maker-NODE_1_length_1065328_cov_19.742_ID_1323-snap-gene-1.139&CDS=1-2361
392	OG0000392	YJL083W, YKR019C	snap_masked-NODE_12_length_423269_cov_19.1425_ID_1554-processed-gene-3.50-mRNA-1_1&gene=snap_masked-NODE_12_length_423269_cov_19.1425_ID_1554-processed-gene-3.50&CDS=1-2502
393	OG0000393	YJL084C, YKR021W	maker-NODE_18_length_328044_cov_21.3707_ID_2954-snap-gene-1.4-mRNA-1_1&gene=maker-NODE_18_length_328044_cov_21.3707_ID_2954-snap-gene-1.4&CDS=1-2751
394	OG0000394	YJL105W, YKR029C	snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-3.33-mRNA-1_1&gene=snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-3.33&CDS=1-1944
395	OG0000395	YJL112W, YKR036C	snap_masked-NODE_19_length_184689_cov_19.2526_ID_1898-processed-gene-0.90-mRNA-1_1&gene=snap_masked-NODE_19_length_184689_cov_19.2526_ID_1898-processed-gene-0.90&CDS=1-1887
396	OG0000396	YJL127C	snap_masked-NODE_14_length_402958_cov_18.9881_ID_2029-processed-gene-1.107-mRNA-1_1&gene=snap_masked-NODE_14_length_402958_cov_18.9881_ID_2029-processed-gene-1.107&CDS=1-681, snap_masked-NODE_17_length_335658_cov_21.0353_ID_2164-processed-gene-1.49-mRNA-1_1&gene=snap_masked-NODE_17_length_335658_cov_21.0353_ID_2164-processed-gene-1.49&CDS=1-1458
397	OG0000397	YJL133W, YKR052C	maker-NODE_14_length_402958_cov_18.9881_ID_2029-snap-gene-2.150-mRNA-1_1&gene=maker-NODE_14_length_402958_cov_18.9881_ID_2029-snap-gene-2.150&CDS=1-1080
398	OG0000398	YJL134W, YKR053C	snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-2.21-mRNA-1_1&gene=snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-2.21&CDS=1-2016
399	OG0000399	YJL136C, YKR057W	augustus_masked-NODE_3_length_863959_cov_18.7832_ID_1457-processed-gene-2.147-mRNA-1_1&gene=augustus_masked-NODE_3_length_863959_cov_18.7832_ID_1457-processed-gene-2.147&CDS=1-261
400	OG0000400	YJL137C, YKR058W	snap_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-5.134-mRNA-1_1&gene=snap_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-5.134&CDS=1-987
401	OG0000401	YJL138C, YKR059W	maker-NODE_2_length_1055940_cov_18.7611_ID_4341-snap-gene-7.135-mRNA-1_1&gene=maker-NODE_2_length_1055940_cov_18.7611_ID_4341-snap-gene-7.135&CDS=1-1182
402	OG0000402	YJL163C	snap_masked-NODE_12_length_423269_cov_19.1425_ID_1554-processed-gene-2.20-mRNA-1_1&gene=snap_masked-NODE_12_length_423269_cov_19.1425_ID_1554-processed-gene-2.20&CDS=1-1692, snap_masked-NODE_12_length_423269_cov_19.1425_ID_1554-processed-gene-2.21-mRNA-1_1&gene=snap_masked-NODE_12_length_423269_cov_19.1425_ID_1554-processed-gene-2.21&CDS=1-1758
403	OG0000403	YJL177W, YKL180W	snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-3.134-mRNA-1_1&gene=snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-3.134&CDS=1-540
404	OG0000404	YJL183W	snap_masked-NODE_11_length_435590_cov_18.4678_ID_1220-processed-gene-1.29-mRNA-1_1&gene=snap_masked-NODE_11_length_435590_cov_18.4678_ID_1220-processed-gene-1.29&CDS=1-1191, snap_masked-NODE_13_length_418862_cov_18.7454_ID_1788-processed-gene-1.127-mRNA-1_1&gene=snap_masked-NODE_13_length_418862_cov_18.7454_ID_1788-processed-gene-1.127&CDS=1-1113
405	OG0000405	YJL190C, YLR367W	maker-NODE_3_length_863959_cov_18.7832_ID_1457-snap-gene-1.19-mRNA-1_1&gene=maker-NODE_3_length_863959_cov_18.7832_ID_1457-snap-gene-1.19&CDS=1-390
406	OG0000406	YJR054W, YML047C	snap_masked-NODE_4_length_827553_cov_19.7208_ID_1272-processed-gene-6.5-mRNA-1_1&gene=snap_masked-NODE_4_length_827553_cov_19.7208_ID_1272-processed-gene-6.5&CDS=1-2109
407	OG0000407	YJR061W, YKL201C	snap_masked-NODE_14_length_402958_cov_18.9881_ID_2029-processed-gene-2.135-mRNA-1_1&gene=snap_masked-NODE_14_length_402958_cov_18.9881_ID_2029-processed-gene-2.135&CDS=1-1875
408	OG0000408	YJR091C, YPR042C	maker-NODE_25_length_117720_cov_23.487_ID_2525-snap-gene-0.93-mRNA-1_1&gene=maker-NODE_25_length_117720_cov_23.487_ID_2525-snap-gene-0.93&CDS=1-3273
409	OG0000409	YJR092W	snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-2.121-mRNA-1_1&gene=snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-2.121&CDS=1-4734, snap_masked-NODE_23_length_134032_cov_18.6164_ID_2310-processed-gene-0.47-mRNA-1_1&gene=snap_masked-NODE_23_length_134032_cov_18.6164_ID_2310-processed-gene-0.47&CDS=1-2370
410	OG0000410	YJR094W-A, YPR043W	snap_masked-NODE_9_length_615366_cov_18.973_ID_1912-processed-gene-1.123-mRNA-1_1&gene=snap_masked-NODE_9_length_615366_cov_18.973_ID_1912-processed-gene-1.123&CDS=1-297
411	OG0000411	YJR096W	snap_masked-NODE_11_length_435590_cov_18.4678_ID_1220-processed-gene-0.29-mRNA-1_1&gene=snap_masked-NODE_11_length_435590_cov_18.4678_ID_1220-processed-gene-0.29&CDS=1-840, snap_masked-NODE_4_length_827553_cov_19.7208_ID_1272-processed-gene-7.167-mRNA-1_1&gene=snap_masked-NODE_4_length_827553_cov_19.7208_ID_1272-processed-gene-7.167&CDS=1-834
412	OG0000412	YJR124C	snap_masked-NODE_18_length_328044_cov_21.3707_ID_2954-processed-gene-1.29-mRNA-1_1&gene=snap_masked-NODE_18_length_328044_cov_21.3707_ID_2954-processed-gene-1.29&CDS=1-1230, snap_masked-NODE_19_length_184689_cov_19.2526_ID_1898-processed-gene-0.37-mRNA-1_1&gene=snap_masked-NODE_19_length_184689_cov_19.2526_ID_1898-processed-gene-0.37&CDS=1-1341
413	OG0000413	YJR127C, YML081W	snap_masked-NODE_22_length_135448_cov_23.8262_ID_2282-processed-gene-0.191-mRNA-1_1&gene=snap_masked-NODE_22_length_135448_cov_23.8262_ID_2282-processed-gene-0.191&CDS=1-3345
414	OG0000414	YJR130C, YML082W	maker-NODE_22_length_135448_cov_23.8262_ID_2282-snap-gene-0.3-mRNA-1_1&gene=maker-NODE_22_length_135448_cov_23.8262_ID_2282-snap-gene-0.3&CDS=1-1740
415	OG0000415	YJR149W	snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-9.53-mRNA-1_1&gene=snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-9.53&CDS=1-1002, snap_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-6.101-mRNA-1_1&gene=snap_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-6.101&CDS=1-1056
416	OG0000416	YKL046C	maker-NODE_8_length_668598_cov_18.9487_ID_973-snap-gene-0.114-mRNA-1_1&gene=maker-NODE_8_length_668598_cov_18.9487_ID_973-snap-gene-0.114&CDS=1-2691, snap_masked-NODE_11_length_435590_cov_18.4678_ID_1220-processed-gene-1.9-mRNA-1_1&gene=snap_masked-NODE_11_length_435590_cov_18.4678_ID_1220-processed-gene-1.9&CDS=1-1380
417	OG0000417	YKL050C, YMR031C	snap_masked-NODE_3_length_863959_cov_18.7832_ID_1457-processed-gene-6.109-mRNA-1_1&gene=snap_masked-NODE_3_length_863959_cov_18.7832_ID_1457-processed-gene-6.109&CDS=1-2946
418	OG0000418	YKL072W, YMR053C	snap_masked-NODE_17_length_335658_cov_21.0353_ID_2164-processed-gene-1.27-mRNA-1_1&gene=snap_masked-NODE_17_length_335658_cov_21.0353_ID_2164-processed-gene-1.27&CDS=1-2478
419	OG0000419	YKL094W	augustus_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-8.138-mRNA-1_1&gene=augustus_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-8.138&CDS=1-1905, snap_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-8.55-mRNA-1_1&gene=snap_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-8.55&CDS=1-888
420	OG0000420	YKL103C	snap_masked-NODE_14_length_402958_cov_18.9881_ID_2029-processed-gene-3.119-mRNA-1_1&gene=snap_masked-NODE_14_length_402958_cov_18.9881_ID_2029-processed-gene-3.119&CDS=1-1401, snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-3.45-mRNA-1_1&gene=snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-3.45&CDS=1-1500
421	OG0000421	YKL121W, YMR102C	snap_masked-NODE_19_length_184689_cov_19.2526_ID_1898-processed-gene-0.36-mRNA-1_1&gene=snap_masked-NODE_19_length_184689_cov_19.2526_ID_1898-processed-gene-0.36&CDS=1-2670
422	OG0000422	YKL126W, YMR104C	genemark-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-6.3-mRNA-1_1&gene=genemark-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-6.3&CDS=1-1956
423	OG0000423	YKL128C	maker-NODE_4_length_827553_cov_19.7208_ID_1272-snap-gene-5.9-mRNA-1_1&gene=maker-NODE_4_length_827553_cov_19.7208_ID_1272-snap-gene-5.9&CDS=1-2514, snap_masked-NODE_8_length_668598_cov_18.9487_ID_973-processed-gene-4.23-mRNA-1_1&gene=snap_masked-NODE_8_length_668598_cov_18.9487_ID_973-processed-gene-4.23&CDS=1-1632
424	OG0000424	YKL141W, YMR118C	augustus_masked-NODE_12_length_423269_cov_19.1425_ID_1554-processed-gene-3.106-mRNA-1_1&gene=augustus_masked-NODE_12_length_423269_cov_19.1425_ID_1554-processed-gene-3.106&CDS=1-537
425	OG0000425	YKL209C	snap_masked-NODE_3_length_863959_cov_18.7832_ID_1457-processed-gene-4.21-mRNA-1_1&gene=snap_masked-NODE_3_length_863959_cov_18.7832_ID_1457-processed-gene-4.21&CDS=1-3948, snap_masked-NODE_8_length_668598_cov_18.9487_ID_973-processed-gene-0.85-mRNA-1_1&gene=snap_masked-NODE_8_length_668598_cov_18.9487_ID_973-processed-gene-0.85&CDS=1-3162
426	OG0000426	YKR066C	snap_masked-NODE_20_length_182353_cov_19.2443_ID_1960-processed-gene-0.118-mRNA-1_1&gene=snap_masked-NODE_20_length_182353_cov_19.2443_ID_1960-processed-gene-0.118&CDS=1-843, snap_masked-NODE_8_length_668598_cov_18.9487_ID_973-processed-gene-3.112-mRNA-1_1&gene=snap_masked-NODE_8_length_668598_cov_18.9487_ID_973-processed-gene-3.112&CDS=1-1131
427	OG0000427	YKR076W, YMR251W	maker-NODE_1_length_1065328_cov_19.742_ID_1323-snap-gene-1.137-mRNA-1_1&gene=maker-NODE_1_length_1065328_cov_19.742_ID_1323-snap-gene-1.137&CDS=1-900
428	OG0000428	YKR091W, YOR083W	snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-5.46-mRNA-1_1&gene=snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-5.46&CDS=1-966
429	OG0000429	YLL012W, YLR020C	snap_masked-NODE_16_length_358951_cov_18.8291_ID_1516-processed-gene-0.54-mRNA-1_1&gene=snap_masked-NODE_16_length_358951_cov_18.8291_ID_1516-processed-gene-0.54&CDS=1-1383
430	OG0000430	YLL016W, YLR310C	snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-5.50-mRNA-1_1&gene=snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-5.50&CDS=1-4185
431	OG0000431	YLL055W	snap_masked-NODE_10_length_453567_cov_20.6492_ID_1595-processed-gene-3.217-mRNA-1_1&gene=snap_masked-NODE_10_length_453567_cov_20.6492_ID_1595-processed-gene-3.217&CDS=1-1626, snap_masked-NODE_18_length_328044_cov_21.3707_ID_2954-processed-gene-2.49-mRNA-1_1&gene=snap_masked-NODE_18_length_328044_cov_21.3707_ID_2954-processed-gene-2.49&CDS=1-1617
432	OG0000432	YLL056C	snap_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-2.132-mRNA-1_1&gene=snap_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-2.132&CDS=1-867, snap_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-6.83-mRNA-1_1&gene=snap_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-6.83&CDS=1-897
433	OG0000433	YLR027C	snap_masked-NODE_21_length_170389_cov_19.3193_ID_2324-processed-gene-0.209-mRNA-1_1&gene=snap_masked-NODE_21_length_170389_cov_19.3193_ID_2324-processed-gene-0.209&CDS=1-1221, snap_masked-NODE_26_length_100927_cov_18.7495_ID_2454-processed-gene-0.128-mRNA-1_1&gene=snap_masked-NODE_26_length_100927_cov_18.7495_ID_2454-processed-gene-0.128&CDS=1-1302
434	OG0000434	YLR029C, YMR121C	snap_masked-NODE_7_length_674142_cov_18.8803_ID_1132-processed-gene-4.140-mRNA-1_1&gene=snap_masked-NODE_7_length_674142_cov_18.8803_ID_1132-processed-gene-4.140&CDS=1-612
435	OG0000435	YLR151C	augustus_masked-NODE_9_length_615366_cov_18.973_ID_1912-processed-gene-5.87-mRNA-1_1&gene=augustus_masked-NODE_9_length_615366_cov_18.973_ID_1912-processed-gene-5.87&CDS=1-813, snap_masked-NODE_9_length_615366_cov_18.973_ID_1912-processed-gene-5.116-mRNA-1_1&gene=snap_masked-NODE_9_length_615366_cov_18.973_ID_1912-processed-gene-5.116&CDS=1-831
436	OG0000436	YLR153C	maker-NODE_11_length_435590_cov_18.4678_ID_1220-snap-gene-0.4-mRNA-1_1&gene=maker-NODE_11_length_435590_cov_18.4678_ID_1220-snap-gene-0.4&CDS=1-1974, snap_masked-NODE_27_length_60890_cov_18.3424_ID_2495-processed-gene-0.72-mRNA-1_1&gene=snap_masked-NODE_27_length_60890_cov_18.3424_ID_2495-processed-gene-0.72&CDS=1-1959
437	OG0000437	YLR188W, YPL270W	snap_masked-NODE_7_length_674142_cov_18.8803_ID_1132-processed-gene-2.94-mRNA-1_1&gene=snap_masked-NODE_7_length_674142_cov_18.8803_ID_1132-processed-gene-2.94&CDS=1-2271
438	OG0000438	YLR260W, YOR171C	snap_masked-NODE_25_length_117720_cov_23.487_ID_2525-processed-gene-0.119-mRNA-1_1&gene=snap_masked-NODE_25_length_117720_cov_23.487_ID_2525-processed-gene-0.119&CDS=1-1377
439	OG0000439	YLR264W, YOR167C	augustus_masked-NODE_4_length_827553_cov_19.7208_ID_1272-processed-gene-7.54-mRNA-1_1&gene=augustus_masked-NODE_4_length_827553_cov_19.7208_ID_1272-processed-gene-7.54&CDS=1-201
440	OG0000440	YLR270W, YOR173W	snap_masked-NODE_4_length_827553_cov_19.7208_ID_1272-processed-gene-4.35-mRNA-1_1&gene=snap_masked-NODE_4_length_827553_cov_19.7208_ID_1272-processed-gene-4.35&CDS=1-891
441	OG0000441	YLR284C, YOR180C	snap_masked-NODE_9_length_615366_cov_18.973_ID_1912-processed-gene-2.29-mRNA-1_1&gene=snap_masked-NODE_9_length_615366_cov_18.973_ID_1912-processed-gene-2.29&CDS=1-846
442	OG0000442	YLR286C	snap_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-2.32-mRNA-1_1&gene=snap_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-2.32&CDS=1-1986, snap_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-5.163-mRNA-1_1&gene=snap_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-5.163&CDS=1-1899
443	OG0000443	YLR287C-A, YOR182C	maker-NODE_29_length_29367_cov_18.5747_ID_2642-snap-gene-0.4-mRNA-1_1&gene=maker-NODE_29_length_29367_cov_18.5747_ID_2642-snap-gene-0.4&CDS=1-1542
444	OG0000444	YLR300W, YOR190W	snap_masked-NODE_16_length_358951_cov_18.8291_ID_1516-processed-gene-0.46-mRNA-1_1&gene=snap_masked-NODE_16_length_358951_cov_18.8291_ID_1516-processed-gene-0.46&CDS=1-1269
445	OG0000445	YLR342W	snap_masked-NODE_4_length_827553_cov_19.7208_ID_1272-processed-gene-4.18-mRNA-1_1&gene=snap_masked-NODE_4_length_827553_cov_19.7208_ID_1272-processed-gene-4.18&CDS=1-5817, snap_masked-NODE_9_length_615366_cov_18.973_ID_1912-processed-gene-2.28-mRNA-1_1&gene=snap_masked-NODE_9_length_615366_cov_18.973_ID_1912-processed-gene-2.28&CDS=1-5544
446	OG0000446	YLR449W, YML074C	snap_masked-NODE_7_length_674142_cov_18.8803_ID_1132-processed-gene-0.107-mRNA-1_1&gene=snap_masked-NODE_7_length_674142_cov_18.8803_ID_1132-processed-gene-0.107&CDS=1-1275
447	OG0000447	YLR450W, YML075C	snap_masked-NODE_21_length_170389_cov_19.3193_ID_2324-processed-gene-0.197-mRNA-1_1&gene=snap_masked-NODE_21_length_170389_cov_19.3193_ID_2324-processed-gene-0.197&CDS=1-3078
448	OG0000448	YLR456W, YPR172W	maker-NODE_18_length_328044_cov_21.3707_ID_2954-snap-gene-1.3-mRNA-1_1&gene=maker-NODE_18_length_328044_cov_21.3707_ID_2954-snap-gene-1.3&CDS=1-531
449	OG0000449	YML007W	snap_masked-NODE_11_length_435590_cov_18.4678_ID_1220-processed-gene-2.158-mRNA-1_1&gene=snap_masked-NODE_11_length_435590_cov_18.4678_ID_1220-processed-gene-2.158&CDS=1-1203, snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-3.60-mRNA-1_1&gene=snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-3.60&CDS=1-1536
450	OG0000450	YML046W	snap_masked-NODE_14_length_402958_cov_18.9881_ID_2029-processed-gene-2.138-mRNA-1_1&gene=snap_masked-NODE_14_length_402958_cov_18.9881_ID_2029-processed-gene-2.138&CDS=1-1398, snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-7.94-mRNA-1_1&gene=snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-7.94&CDS=1-1581
451	OG0000451	YML100W, YMR261C	maker-NODE_16_length_358951_cov_18.8291_ID_1516-snap-gene-2.229-mRNA-1_1&gene=maker-NODE_16_length_358951_cov_18.8291_ID_1516-snap-gene-2.229&CDS=1-3171
452	OG0000452	YML106W, YMR271C	snap_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-0.104-mRNA-1_1&gene=snap_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-0.104&CDS=1-657
453	OG0000453	YML109W, YMR273C	snap_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-3.35-mRNA-1_1&gene=snap_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-3.35&CDS=1-3333
454	OG0000454	YML118W, YMR285C	snap_masked-NODE_3_length_863959_cov_18.7832_ID_1457-processed-gene-1.122-mRNA-1_1&gene=snap_masked-NODE_3_length_863959_cov_18.7832_ID_1457-processed-gene-1.122&CDS=1-1311
455	OG0000455	YMR008C	snap_masked-NODE_26_length_100927_cov_18.7495_ID_2454-processed-gene-0.123-mRNA-1_1&gene=snap_masked-NODE_26_length_100927_cov_18.7495_ID_2454-processed-gene-0.123&CDS=1-1782, snap_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-0.80-mRNA-1_1&gene=snap_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-0.80&CDS=1-1878
456	OG0000456	YMR155W	maker-NODE_13_length_418862_cov_18.7454_ID_1788-snap-gene-2.10-mRNA-1_1&gene=maker-NODE_13_length_418862_cov_18.7454_ID_1788-snap-gene-2.10&CDS=1-1365, snap_masked-NODE_17_length_335658_cov_21.0353_ID_2164-processed-gene-2.69-mRNA-1_1&gene=snap_masked-NODE_17_length_335658_cov_21.0353_ID_2164-processed-gene-2.69&CDS=1-1587
457	OG0000457	YMR177W, YPL224C	snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-1.55-mRNA-1_1&gene=snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-1.55&CDS=1-1341
458	OG0000458	YMR182C, YPL230W	snap_masked-NODE_12_length_423269_cov_19.1425_ID_1554-processed-gene-3.19-mRNA-1_1&gene=snap_masked-NODE_12_length_423269_cov_19.1425_ID_1554-processed-gene-3.19&CDS=1-1881
459	OG0000459	YMR183C, YPL232W	augustus_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-5.75-mRNA-1_1&gene=augustus_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-5.75&CDS=1-900
460	OG0000460	YMR194W, YPL249C-A	maker-NODE_6_length_745053_cov_20.2367_ID_1009-snap-gene-3.10-mRNA-1_1&gene=maker-NODE_6_length_745053_cov_20.2367_ID_1009-snap-gene-3.10&CDS=1-1053
461	OG0000461	YMR222C, YOR280C	snap_masked-NODE_26_length_100927_cov_18.7495_ID_2454-processed-gene-0.114-mRNA-1_1&gene=snap_masked-NODE_26_length_100927_cov_18.7495_ID_2454-processed-gene-0.114&CDS=1-675
