	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034742_Lipomyces_suomiensis
1396	OG0001396	YGL191W	maker-NODE_8_length_529058_cov_21.6031_ID_15-snap-gene-1.12-mRNA-1_1&gene=maker-NODE_8_length_529058_cov_21.6031_ID_15-snap-gene-1.12&CDS=1-414
1397	OG0001397	YGL194C	augustus_masked-NODE_6_length_613558_cov_21.9661_ID_11-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_6_length_613558_cov_21.9661_ID_11-processed-gene-0.18&CDS=1-1926
1398	OG0001398	YGL196W	augustus_masked-NODE_26_length_163505_cov_21.761_ID_51-processed-gene-0.247-mRNA-1_1&gene=augustus_masked-NODE_26_length_163505_cov_21.761_ID_51-processed-gene-0.247&CDS=1-1278
1399	OG0001399	YGL198W	maker-NODE_7_length_563888_cov_21.4671_ID_13-snap-gene-2.165-mRNA-1_1&gene=maker-NODE_7_length_563888_cov_21.4671_ID_13-snap-gene-2.165&CDS=1-819
1400	OG0001400	YGL200C	maker-NODE_17_length_337742_cov_21.7864_ID_33-snap-gene-2.35-mRNA-1_1&gene=maker-NODE_17_length_337742_cov_21.7864_ID_33-snap-gene-2.35&CDS=1-612
1401	OG0001401	YGL201C	snap_masked-NODE_29_length_135167_cov_21.7843_ID_57-processed-gene-0.102-mRNA-1_1&gene=snap_masked-NODE_29_length_135167_cov_21.7843_ID_57-processed-gene-0.102&CDS=1-2739
1402	OG0001402	YGL202W	maker-NODE_12_length_407314_cov_21.4108_ID_23-snap-gene-3.91-mRNA-1_1&gene=maker-NODE_12_length_407314_cov_21.4108_ID_23-snap-gene-3.91&CDS=1-1524
1403	OG0001403	YGL203C	maker-NODE_6_length_613558_cov_21.9661_ID_11-snap-gene-0.141-mRNA-1_1&gene=maker-NODE_6_length_613558_cov_21.9661_ID_11-snap-gene-0.141&CDS=1-1971
1404	OG0001404	YGL205W	maker-NODE_21_length_287349_cov_21.5713_ID_41-augustus-gene-1.215-mRNA-1_1&gene=maker-NODE_21_length_287349_cov_21.5713_ID_41-augustus-gene-1.215&CDS=1-2136
1405	OG0001405	YGL206C	maker-NODE_9_length_509433_cov_21.618_ID_17-snap-gene-3.184-mRNA-1_1&gene=maker-NODE_9_length_509433_cov_21.618_ID_17-snap-gene-3.184&CDS=1-4974
1406	OG0001406	YGL207W	snap_masked-NODE_46_length_56340_cov_21.8553_ID_91-processed-gene-0.7-mRNA-1_1&gene=snap_masked-NODE_46_length_56340_cov_21.8553_ID_91-processed-gene-0.7&CDS=1-1587
1407	OG0001407	YGL211W	augustus_masked-NODE_2_length_891861_cov_21.8302_ID_3-processed-gene-6.158-mRNA-1_1&gene=augustus_masked-NODE_2_length_891861_cov_21.8302_ID_3-processed-gene-6.158&CDS=1-1047
1408	OG0001408	YGL212W	snap_masked-NODE_20_length_323102_cov_21.8934_ID_39-processed-gene-2.136-mRNA-1_1&gene=snap_masked-NODE_20_length_323102_cov_21.8934_ID_39-processed-gene-2.136&CDS=1-1128
1409	OG0001409	YGL215W	snap_masked-NODE_15_length_346321_cov_21.575_ID_29-processed-gene-2.45-mRNA-1_1&gene=snap_masked-NODE_15_length_346321_cov_21.575_ID_29-processed-gene-2.45&CDS=1-1413
1410	OG0001410	YGL220W	maker-NODE_2_length_891861_cov_21.8302_ID_3-snap-gene-7.114-mRNA-1_1&gene=maker-NODE_2_length_891861_cov_21.8302_ID_3-snap-gene-7.114&CDS=1-264
1411	OG0001411	YGL221C	maker-NODE_2_length_891861_cov_21.8302_ID_3-snap-gene-7.116-mRNA-1_1&gene=maker-NODE_2_length_891861_cov_21.8302_ID_3-snap-gene-7.116&CDS=1-909
1412	OG0001412	YGL225W	maker-NODE_7_length_563888_cov_21.4671_ID_13-augustus-gene-3.165-mRNA-1_1&gene=maker-NODE_7_length_563888_cov_21.4671_ID_13-augustus-gene-3.165&CDS=1-1104
1413	OG0001413	YGL227W	maker-NODE_11_length_473546_cov_21.5278_ID_21-snap-gene-3.283-mRNA-1_1&gene=maker-NODE_11_length_473546_cov_21.5278_ID_21-snap-gene-3.283&CDS=1-2013
1414	OG0001414	YGL231C	snap_masked-NODE_18_length_332278_cov_21.6718_ID_35-processed-gene-1.45-mRNA-1_1&gene=snap_masked-NODE_18_length_332278_cov_21.6718_ID_35-processed-gene-1.45&CDS=1-537
1415	OG0001415	YGL232W	maker-NODE_23_length_242483_cov_21.5341_ID_45-snap-gene-0.147-mRNA-1_1&gene=maker-NODE_23_length_242483_cov_21.5341_ID_45-snap-gene-0.147&CDS=1-801
1416	OG0001416	YGL233W	augustus_masked-NODE_26_length_163505_cov_21.761_ID_51-processed-gene-0.207-mRNA-1_1&gene=augustus_masked-NODE_26_length_163505_cov_21.761_ID_51-processed-gene-0.207&CDS=1-2511
1417	OG0001417	YGL234W	snap_masked-NODE_52_length_30062_cov_21.7049_ID_103-processed-gene-0.50-mRNA-1_1&gene=snap_masked-NODE_52_length_30062_cov_21.7049_ID_103-processed-gene-0.50&CDS=1-2352
1418	OG0001418	YGL236C	snap_masked-NODE_3_length_834750_cov_21.9249_ID_5-processed-gene-0.82-mRNA-1_1&gene=snap_masked-NODE_3_length_834750_cov_21.9249_ID_5-processed-gene-0.82&CDS=1-2103
1419	OG0001419	YGL237C	snap_masked-NODE_3_length_834750_cov_21.9249_ID_5-processed-gene-0.96-mRNA-1_1&gene=snap_masked-NODE_3_length_834750_cov_21.9249_ID_5-processed-gene-0.96&CDS=1-798
1420	OG0001420	YGL238W	snap_masked-NODE_18_length_332278_cov_21.6718_ID_35-processed-gene-2.163-mRNA-1_1&gene=snap_masked-NODE_18_length_332278_cov_21.6718_ID_35-processed-gene-2.163&CDS=1-2919
1421	OG0001421	YGL240W	augustus_masked-NODE_10_length_498242_cov_21.6041_ID_19-processed-gene-1.3-mRNA-1_1&gene=augustus_masked-NODE_10_length_498242_cov_21.6041_ID_19-processed-gene-1.3&CDS=1-741
1422	OG0001422	YGL241W	maker-NODE_6_length_613558_cov_21.9661_ID_11-augustus-gene-1.69-mRNA-1_1&gene=maker-NODE_6_length_613558_cov_21.9661_ID_11-augustus-gene-1.69&CDS=1-3096
1423	OG0001423	YGL242C	maker-NODE_24_length_208133_cov_21.6284_ID_47-snap-gene-1.110-mRNA-1_1&gene=maker-NODE_24_length_208133_cov_21.6284_ID_47-snap-gene-1.110&CDS=1-708
1424	OG0001424	YGL243W	maker-NODE_12_length_407314_cov_21.4108_ID_23-augustus-gene-1.135-mRNA-1_1&gene=maker-NODE_12_length_407314_cov_21.4108_ID_23-augustus-gene-1.135&CDS=1-1221
1425	OG0001425	YGL244W	maker-NODE_14_length_355574_cov_21.8046_ID_27-snap-gene-1.87-mRNA-1_1&gene=maker-NODE_14_length_355574_cov_21.8046_ID_27-snap-gene-1.87&CDS=1-1818
1426	OG0001426	YGL245W	maker-NODE_6_length_613558_cov_21.9661_ID_11-snap-gene-5.159-mRNA-1_1&gene=maker-NODE_6_length_613558_cov_21.9661_ID_11-snap-gene-5.159&CDS=1-1764
1427	OG0001427	YGL246C	maker-NODE_16_length_344319_cov_21.9001_ID_31-snap-gene-2.6-mRNA-1_1&gene=maker-NODE_16_length_344319_cov_21.9001_ID_31-snap-gene-2.6&CDS=1-1281
1428	OG0001428	YGL247W	augustus_masked-NODE_3_length_834750_cov_21.9249_ID_5-processed-gene-6.39-mRNA-1_1&gene=augustus_masked-NODE_3_length_834750_cov_21.9249_ID_5-processed-gene-6.39&CDS=1-1359
1429	OG0001429	YGL248W	augustus_masked-NODE_17_length_337742_cov_21.7864_ID_33-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-NODE_17_length_337742_cov_21.7864_ID_33-processed-gene-1.18&CDS=1-2070
1430	OG0001430	YGL251C	maker-NODE_7_length_563888_cov_21.4671_ID_13-snap-gene-4.308-mRNA-1_1&gene=maker-NODE_7_length_563888_cov_21.4671_ID_13-snap-gene-4.308&CDS=1-2394
1431	OG0001431	YGL252C	snap_masked-NODE_5_length_616858_cov_21.8676_ID_9-processed-gene-4.59-mRNA-1_1&gene=snap_masked-NODE_5_length_616858_cov_21.8676_ID_9-processed-gene-4.59&CDS=1-1611
1432	OG0001432	YGL253W	maker-NODE_19_length_326145_cov_21.5349_ID_37-snap-gene-0.63-mRNA-1_1&gene=maker-NODE_19_length_326145_cov_21.5349_ID_37-snap-gene-0.63&CDS=1-1473
1433	OG0001433	YGL256W	augustus_masked-NODE_36_length_86775_cov_22.1898_ID_71-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-NODE_36_length_86775_cov_22.1898_ID_71-processed-gene-0.120&CDS=1-1071
1434	OG0001434	YGR001C	snap_masked-NODE_51_length_30081_cov_22.4303_ID_101-processed-gene-0.25-mRNA-1_1&gene=snap_masked-NODE_51_length_30081_cov_22.4303_ID_101-processed-gene-0.25&CDS=1-843
1435	OG0001435	YGR002C	maker-NODE_1_length_933472_cov_21.5653_ID_1-snap-gene-3.95-mRNA-1_1&gene=maker-NODE_1_length_933472_cov_21.5653_ID_1-snap-gene-3.95&CDS=1-1503
1436	OG0001436	YGR005C	maker-NODE_9_length_509433_cov_21.618_ID_17-snap-gene-3.179-mRNA-1_1&gene=maker-NODE_9_length_509433_cov_21.618_ID_17-snap-gene-3.179&CDS=1-1044
1437	OG0001437	YGR006W	maker-NODE_23_length_242483_cov_21.5341_ID_45-augustus-gene-1.220-mRNA-1_1&gene=maker-NODE_23_length_242483_cov_21.5341_ID_45-augustus-gene-1.220&CDS=1-1110
1438	OG0001438	YGR007W	maker-NODE_1_length_933472_cov_21.5653_ID_1-snap-gene-3.81-mRNA-1_1&gene=maker-NODE_1_length_933472_cov_21.5653_ID_1-snap-gene-3.81&CDS=1-1212
1439	OG0001439	YGR012W	augustus_masked-NODE_2_length_891861_cov_21.8302_ID_3-processed-gene-1.115-mRNA-1_1&gene=augustus_masked-NODE_2_length_891861_cov_21.8302_ID_3-processed-gene-1.115&CDS=1-1188
1440	OG0001440	YGR014W	snap_masked-NODE_1_length_933472_cov_21.5653_ID_1-processed-gene-8.127-mRNA-1_1&gene=snap_masked-NODE_1_length_933472_cov_21.5653_ID_1-processed-gene-8.127&CDS=1-3486
1441	OG0001441	YGR019W	snap_masked-NODE_5_length_616858_cov_21.8676_ID_9-processed-gene-0.77-mRNA-1_1&gene=snap_masked-NODE_5_length_616858_cov_21.8676_ID_9-processed-gene-0.77&CDS=1-1434
1442	OG0001442	YGR020C	snap_masked-NODE_18_length_332278_cov_21.6718_ID_35-processed-gene-0.39-mRNA-1_1&gene=snap_masked-NODE_18_length_332278_cov_21.6718_ID_35-processed-gene-0.39&CDS=1-372
1443	OG0001443	YGR021W	maker-NODE_22_length_243706_cov_21.8632_ID_43-snap-gene-0.79-mRNA-1_1&gene=maker-NODE_22_length_243706_cov_21.8632_ID_43-snap-gene-0.79&CDS=1-918
1444	OG0001444	YGR024C	snap_masked-NODE_4_length_673627_cov_21.8364_ID_7-processed-gene-1.150-mRNA-1_1&gene=snap_masked-NODE_4_length_673627_cov_21.8364_ID_7-processed-gene-1.150&CDS=1-831
1445	OG0001445	YGR028W	maker-NODE_9_length_509433_cov_21.618_ID_17-snap-gene-4.133-mRNA-1_1&gene=maker-NODE_9_length_509433_cov_21.618_ID_17-snap-gene-4.133&CDS=1-1119
1446	OG0001446	YGR029W	maker-NODE_5_length_616858_cov_21.8676_ID_9-snap-gene-0.2-mRNA-1_1&gene=maker-NODE_5_length_616858_cov_21.8676_ID_9-snap-gene-0.2&CDS=1-561
1447	OG0001447	YGR031W	maker-NODE_12_length_407314_cov_21.4108_ID_23-augustus-gene-1.141-mRNA-1_1&gene=maker-NODE_12_length_407314_cov_21.4108_ID_23-augustus-gene-1.141&CDS=1-906
1448	OG0001448	YGR033C	snap_masked-NODE_6_length_613558_cov_21.9661_ID_11-processed-gene-0.103-mRNA-1_1&gene=snap_masked-NODE_6_length_613558_cov_21.9661_ID_11-processed-gene-0.103&CDS=1-369
1449	OG0001449	YGR036C	maker-NODE_1_length_933472_cov_21.5653_ID_1-snap-gene-0.73-mRNA-1_1&gene=maker-NODE_1_length_933472_cov_21.5653_ID_1-snap-gene-0.73&CDS=1-723
1450	OG0001450	YGR037C	maker-NODE_14_length_355574_cov_21.8046_ID_27-snap-gene-2.156-mRNA-1_1&gene=maker-NODE_14_length_355574_cov_21.8046_ID_27-snap-gene-2.156&CDS=1-261
1451	OG0001451	YGR044C	snap_masked-NODE_2_length_891861_cov_21.8302_ID_3-processed-gene-7.346-mRNA-1_1&gene=snap_masked-NODE_2_length_891861_cov_21.8302_ID_3-processed-gene-7.346&CDS=1-1491
1452	OG0001452	YGR046W	snap_masked-NODE_1_length_933472_cov_21.5653_ID_1-processed-gene-7.24-mRNA-1_1&gene=snap_masked-NODE_1_length_933472_cov_21.5653_ID_1-processed-gene-7.24&CDS=1-1245
1453	OG0001453	YGR047C	maker-NODE_25_length_189752_cov_21.6608_ID_49-snap-gene-0.333-mRNA-1_1&gene=maker-NODE_25_length_189752_cov_21.6608_ID_49-snap-gene-0.333&CDS=1-3120
1454	OG0001454	YGR048W	maker-NODE_42_length_73417_cov_21.6409_ID_83-augustus-gene-0.52-mRNA-1_1&gene=maker-NODE_42_length_73417_cov_21.6409_ID_83-augustus-gene-0.52&CDS=1-1035
1455	OG0001455	YGR053C	snap_masked-NODE_1_length_933472_cov_21.5653_ID_1-processed-gene-5.76-mRNA-1_1&gene=snap_masked-NODE_1_length_933472_cov_21.5653_ID_1-processed-gene-5.76&CDS=1-912
1456	OG0001456	YGR054W	snap_masked-NODE_20_length_323102_cov_21.8934_ID_39-processed-gene-0.120-mRNA-1_1&gene=snap_masked-NODE_20_length_323102_cov_21.8934_ID_39-processed-gene-0.120&CDS=1-1905
1457	OG0001457	YGR055W	maker-NODE_8_length_529058_cov_21.6031_ID_15-snap-gene-1.13-mRNA-1_1&gene=maker-NODE_8_length_529058_cov_21.6031_ID_15-snap-gene-1.13&CDS=1-1629
1458	OG0001458	YGR060W	snap_masked-NODE_9_length_509433_cov_21.618_ID_17-processed-gene-0.112-mRNA-1_1&gene=snap_masked-NODE_9_length_509433_cov_21.618_ID_17-processed-gene-0.112&CDS=1-981
1459	OG0001459	YGR061C	snap_masked-NODE_3_length_834750_cov_21.9249_ID_5-processed-gene-2.156-mRNA-1_1&gene=snap_masked-NODE_3_length_834750_cov_21.9249_ID_5-processed-gene-2.156&CDS=1-4284
1460	OG0001460	YGR062C	snap_masked-NODE_20_length_323102_cov_21.8934_ID_39-processed-gene-2.148-mRNA-1_1&gene=snap_masked-NODE_20_length_323102_cov_21.8934_ID_39-processed-gene-2.148&CDS=1-1038
1461	OG0001461	YGR063C	maker-NODE_1_length_933472_cov_21.5653_ID_1-snap-gene-8.5-mRNA-1_1&gene=maker-NODE_1_length_933472_cov_21.5653_ID_1-snap-gene-8.5&CDS=1-333
1462	OG0001462	YGR074W	snap_masked-NODE_41_length_80159_cov_21.486_ID_81-processed-gene-0.38-mRNA-1_1&gene=snap_masked-NODE_41_length_80159_cov_21.486_ID_81-processed-gene-0.38&CDS=1-378
1463	OG0001463	YGR076C	maker-NODE_9_length_509433_cov_21.618_ID_17-snap-gene-1.169-mRNA-1_1&gene=maker-NODE_9_length_509433_cov_21.618_ID_17-snap-gene-1.169&CDS=1-486
1464	OG0001464	YGR078C	augustus_masked-NODE_6_length_613558_cov_21.9661_ID_11-processed-gene-2.171-mRNA-1_1&gene=augustus_masked-NODE_6_length_613558_cov_21.9661_ID_11-processed-gene-2.171&CDS=1-573
1465	OG0001465	YGR080W	maker-NODE_16_length_344319_cov_21.9001_ID_31-snap-gene-1.55-mRNA-1_1&gene=maker-NODE_16_length_344319_cov_21.9001_ID_31-snap-gene-1.55&CDS=1-981
1466	OG0001466	YGR081C	augustus_masked-NODE_16_length_344319_cov_21.9001_ID_31-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-NODE_16_length_344319_cov_21.9001_ID_31-processed-gene-1.13&CDS=1-729
1467	OG0001467	YGR082W	maker-NODE_2_length_891861_cov_21.8302_ID_3-augustus-gene-0.141-mRNA-1_1&gene=maker-NODE_2_length_891861_cov_21.8302_ID_3-augustus-gene-0.141&CDS=1-543
1468	OG0001468	YGR083C	augustus_masked-NODE_39_length_83132_cov_20.8101_ID_77-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-NODE_39_length_83132_cov_20.8101_ID_77-processed-gene-0.122&CDS=1-1410
1469	OG0001469	YGR086C	snap_masked-NODE_6_length_613558_cov_21.9661_ID_11-processed-gene-2.19-mRNA-1_1&gene=snap_masked-NODE_6_length_613558_cov_21.9661_ID_11-processed-gene-2.19&CDS=1-927
1470	OG0001470	YGR089W	maker-NODE_21_length_287349_cov_21.5713_ID_41-snap-gene-1.169-mRNA-1_1&gene=maker-NODE_21_length_287349_cov_21.5713_ID_41-snap-gene-1.169&CDS=1-2823
1471	OG0001471	YGR090W	snap_masked-NODE_27_length_157832_cov_21.7802_ID_53-processed-gene-0.60-mRNA-1_1&gene=snap_masked-NODE_27_length_157832_cov_21.7802_ID_53-processed-gene-0.60&CDS=1-3450
1472	OG0001472	YGR091W	augustus_masked-NODE_2_length_891861_cov_21.8302_ID_3-processed-gene-3.24-mRNA-1_1&gene=augustus_masked-NODE_2_length_891861_cov_21.8302_ID_3-processed-gene-3.24&CDS=1-1152
1473	OG0001473	YGR093W	maker-NODE_5_length_616858_cov_21.8676_ID_9-snap-gene-4.113-mRNA-1_1&gene=maker-NODE_5_length_616858_cov_21.8676_ID_9-snap-gene-4.113&CDS=1-1740
1474	OG0001474	YGR094W	augustus_masked-NODE_9_length_509433_cov_21.618_ID_17-processed-gene-3.124-mRNA-1_1&gene=augustus_masked-NODE_9_length_509433_cov_21.618_ID_17-processed-gene-3.124&CDS=1-3141
1475	OG0001475	YGR095C	maker-NODE_32_length_122121_cov_22.1876_ID_63-snap-gene-0.83-mRNA-1_1&gene=maker-NODE_32_length_122121_cov_22.1876_ID_63-snap-gene-0.83&CDS=1-741
1476	OG0001476	YGR096W	snap_masked-NODE_12_length_407314_cov_21.4108_ID_23-processed-gene-3.214-mRNA-1_1&gene=snap_masked-NODE_12_length_407314_cov_21.4108_ID_23-processed-gene-3.214&CDS=1-984
1477	OG0001477	YGR098C	maker-NODE_15_length_346321_cov_21.575_ID_29-augustus-gene-2.257-mRNA-1_1&gene=maker-NODE_15_length_346321_cov_21.575_ID_29-augustus-gene-2.257&CDS=1-4416
1478	OG0001478	YGR099W	maker-NODE_21_length_287349_cov_21.5713_ID_41-snap-gene-1.165-mRNA-1_1&gene=maker-NODE_21_length_287349_cov_21.5713_ID_41-snap-gene-1.165&CDS=1-2694
1479	OG0001479	YGR100W	augustus_masked-NODE_25_length_189752_cov_21.6608_ID_49-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-NODE_25_length_189752_cov_21.6608_ID_49-processed-gene-0.40&CDS=1-2628
1480	OG0001480	YGR101W	snap_masked-NODE_24_length_208133_cov_21.6284_ID_47-processed-gene-0.55-mRNA-1_1&gene=snap_masked-NODE_24_length_208133_cov_21.6284_ID_47-processed-gene-0.55&CDS=1-939
1481	OG0001481	YGR103W	snap_masked-NODE_48_length_47716_cov_22.4104_ID_95-processed-gene-0.6-mRNA-1_1&gene=snap_masked-NODE_48_length_47716_cov_22.4104_ID_95-processed-gene-0.6&CDS=1-1944
1482	OG0001482	YGR104C	snap_masked-NODE_10_length_498242_cov_21.6041_ID_19-processed-gene-1.91-mRNA-1_1&gene=snap_masked-NODE_10_length_498242_cov_21.6041_ID_19-processed-gene-1.91&CDS=1-801
1483	OG0001483	YGR105W	snap_masked-NODE_12_length_407314_cov_21.4108_ID_23-processed-gene-0.126-mRNA-1_1&gene=snap_masked-NODE_12_length_407314_cov_21.4108_ID_23-processed-gene-0.126&CDS=1-282
1484	OG0001484	YGR110W	snap_masked-NODE_2_length_891861_cov_21.8302_ID_3-processed-gene-2.113-mRNA-1_1&gene=snap_masked-NODE_2_length_891861_cov_21.8302_ID_3-processed-gene-2.113&CDS=1-1182
1485	OG0001485	YGR112W	genemark-NODE_12_length_407314_cov_21.4108_ID_23-processed-gene-3.119-mRNA-1_1&gene=genemark-NODE_12_length_407314_cov_21.4108_ID_23-processed-gene-3.119&CDS=1-732
1486	OG0001486	YGR113W	augustus_masked-NODE_3_length_834750_cov_21.9249_ID_5-processed-gene-4.143-mRNA-1_1&gene=augustus_masked-NODE_3_length_834750_cov_21.9249_ID_5-processed-gene-4.143&CDS=1-609
1487	OG0001487	YGR116W	snap_masked-NODE_5_length_616858_cov_21.8676_ID_9-processed-gene-4.49-mRNA-1_1&gene=snap_masked-NODE_5_length_616858_cov_21.8676_ID_9-processed-gene-4.49&CDS=1-4299
1488	OG0001488	YGR119C	snap_masked-NODE_9_length_509433_cov_21.618_ID_17-processed-gene-3.75-mRNA-1_1&gene=snap_masked-NODE_9_length_509433_cov_21.618_ID_17-processed-gene-3.75&CDS=1-1101
1489	OG0001489	YGR123C	snap_masked-NODE_21_length_287349_cov_21.5713_ID_41-processed-gene-0.121-mRNA-1_1&gene=snap_masked-NODE_21_length_287349_cov_21.5713_ID_41-processed-gene-0.121&CDS=1-1560
1490	OG0001490	YGR124W	maker-NODE_10_length_498242_cov_21.6041_ID_19-snap-gene-3.134-mRNA-1_1&gene=maker-NODE_10_length_498242_cov_21.6041_ID_19-snap-gene-3.134&CDS=1-1704
1491	OG0001491	YGR125W	maker-NODE_8_length_529058_cov_21.6031_ID_15-snap-gene-4.216-mRNA-1_1&gene=maker-NODE_8_length_529058_cov_21.6031_ID_15-snap-gene-4.216&CDS=1-3195
1492	OG0001492	YGR127W	maker-NODE_4_length_673627_cov_21.8364_ID_7-augustus-gene-4.136-mRNA-1_1&gene=maker-NODE_4_length_673627_cov_21.8364_ID_7-augustus-gene-4.136&CDS=1-1095
1493	OG0001493	YGR128C	maker-NODE_26_length_163505_cov_21.761_ID_51-snap-gene-0.29-mRNA-1_1&gene=maker-NODE_26_length_163505_cov_21.761_ID_51-snap-gene-0.29&CDS=1-2163
1494	OG0001494	YGR132C	snap_masked-NODE_21_length_287349_cov_21.5713_ID_41-processed-gene-1.42-mRNA-1_1&gene=snap_masked-NODE_21_length_287349_cov_21.5713_ID_41-processed-gene-1.42&CDS=1-837
1495	OG0001495	YGR135W	maker-NODE_24_length_208133_cov_21.6284_ID_47-snap-gene-1.97-mRNA-1_1&gene=maker-NODE_24_length_208133_cov_21.6284_ID_47-snap-gene-1.97&CDS=1-756
1496	OG0001496	YGR145W	augustus_masked-NODE_16_length_344319_cov_21.9001_ID_31-processed-gene-2.247-mRNA-1_1&gene=augustus_masked-NODE_16_length_344319_cov_21.9001_ID_31-processed-gene-2.247&CDS=1-1767
1497	OG0001497	YGR147C	snap_masked-NODE_3_length_834750_cov_21.9249_ID_5-processed-gene-0.86-mRNA-1_1&gene=snap_masked-NODE_3_length_834750_cov_21.9249_ID_5-processed-gene-0.86&CDS=1-777
1498	OG0001498	YGR149W	maker-NODE_24_length_208133_cov_21.6284_ID_47-snap-gene-1.96-mRNA-1_1&gene=maker-NODE_24_length_208133_cov_21.6284_ID_47-snap-gene-1.96&CDS=1-1386
1499	OG0001499	YGR150C	augustus_masked-NODE_6_length_613558_cov_21.9661_ID_11-processed-gene-5.246-mRNA-1_1&gene=augustus_masked-NODE_6_length_613558_cov_21.9661_ID_11-processed-gene-5.246&CDS=1-2442
1500	OG0001500	YGR152C	maker-NODE_29_length_135167_cov_21.7843_ID_57-snap-gene-0.191-mRNA-1_1&gene=maker-NODE_29_length_135167_cov_21.7843_ID_57-snap-gene-0.191&CDS=1-780
1501	OG0001501	YGR155W	snap_masked-NODE_15_length_346321_cov_21.575_ID_29-processed-gene-1.145-mRNA-1_1&gene=snap_masked-NODE_15_length_346321_cov_21.575_ID_29-processed-gene-1.145&CDS=1-1533
1502	OG0001502	YGR157W	snap_masked-NODE_14_length_355574_cov_21.8046_ID_27-processed-gene-2.84-mRNA-1_1&gene=snap_masked-NODE_14_length_355574_cov_21.8046_ID_27-processed-gene-2.84&CDS=1-1140
1503	OG0001503	YGR158C	snap_masked-NODE_14_length_355574_cov_21.8046_ID_27-processed-gene-2.73-mRNA-1_1&gene=snap_masked-NODE_14_length_355574_cov_21.8046_ID_27-processed-gene-2.73&CDS=1-837
1504	OG0001504	YGR159C	maker-NODE_4_length_673627_cov_21.8364_ID_7-snap-gene-2.110-mRNA-1_1&gene=maker-NODE_4_length_673627_cov_21.8364_ID_7-snap-gene-2.110&CDS=1-1536
1505	OG0001505	YGR163W	snap_masked-NODE_3_length_834750_cov_21.9249_ID_5-processed-gene-7.103-mRNA-1_1&gene=snap_masked-NODE_3_length_834750_cov_21.9249_ID_5-processed-gene-7.103&CDS=1-1053
1506	OG0001506	YGR165W	maker-NODE_25_length_189752_cov_21.6608_ID_49-snap-gene-0.370-mRNA-1_1&gene=maker-NODE_25_length_189752_cov_21.6608_ID_49-snap-gene-0.370&CDS=1-1176
1507	OG0001507	YGR167W	maker-NODE_9_length_509433_cov_21.618_ID_17-snap-gene-0.42-mRNA-1_1&gene=maker-NODE_9_length_509433_cov_21.618_ID_17-snap-gene-0.42&CDS=1-675
1508	OG0001508	YGR170W	maker-NODE_21_length_287349_cov_21.5713_ID_41-snap-gene-1.179-mRNA-1_1&gene=maker-NODE_21_length_287349_cov_21.5713_ID_41-snap-gene-1.179&CDS=1-3177
1509	OG0001509	YGR171C	maker-NODE_30_length_129671_cov_21.4126_ID_59-snap-gene-0.244-mRNA-1_1&gene=maker-NODE_30_length_129671_cov_21.4126_ID_59-snap-gene-0.244&CDS=1-1680
1510	OG0001510	YGR172C	maker-NODE_7_length_563888_cov_21.4671_ID_13-snap-gene-4.294-mRNA-1_1&gene=maker-NODE_7_length_563888_cov_21.4671_ID_13-snap-gene-4.294&CDS=1-801
1511	OG0001511	YGR173W	maker-NODE_22_length_243706_cov_21.8632_ID_43-snap-gene-0.66-mRNA-1_1&gene=maker-NODE_22_length_243706_cov_21.8632_ID_43-snap-gene-0.66&CDS=1-1101
1512	OG0001512	YGR174C	snap_masked-NODE_17_length_337742_cov_21.7864_ID_33-processed-gene-2.159-mRNA-1_1&gene=snap_masked-NODE_17_length_337742_cov_21.7864_ID_33-processed-gene-2.159&CDS=1-411
1513	OG0001513	YGR175C	maker-NODE_4_length_673627_cov_21.8364_ID_7-snap-gene-5.129-mRNA-1_1&gene=maker-NODE_4_length_673627_cov_21.8364_ID_7-snap-gene-5.129&CDS=1-1395
1514	OG0001514	YGR178C	snap_masked-NODE_1_length_933472_cov_21.5653_ID_1-processed-gene-3.24-mRNA-1_1&gene=snap_masked-NODE_1_length_933472_cov_21.5653_ID_1-processed-gene-3.24&CDS=1-2940
1515	OG0001515	YGR181W	augustus_masked-NODE_11_length_473546_cov_21.5278_ID_21-processed-gene-1.114-mRNA-1_1&gene=augustus_masked-NODE_11_length_473546_cov_21.5278_ID_21-processed-gene-1.114&CDS=1-303
1516	OG0001516	YGR183C	snap_masked-NODE_4_length_673627_cov_21.8364_ID_7-processed-gene-3.64-mRNA-1_1&gene=snap_masked-NODE_4_length_673627_cov_21.8364_ID_7-processed-gene-3.64&CDS=1-237
1517	OG0001517	YGR184C	maker-NODE_4_length_673627_cov_21.8364_ID_7-augustus-gene-4.142-mRNA-1_1&gene=maker-NODE_4_length_673627_cov_21.8364_ID_7-augustus-gene-4.142&CDS=1-5826
1518	OG0001518	YGR185C	maker-NODE_4_length_673627_cov_21.8364_ID_7-snap-gene-4.111-mRNA-1_1&gene=maker-NODE_4_length_673627_cov_21.8364_ID_7-snap-gene-4.111&CDS=1-1272
