	OrthologID	Saccharomyces_cerevisiae	yHMPu5000041833_Candida_tammaniensis
415	OG0000415	YMR119W, YNL008C	snap_masked-NODE_10_length_351050_cov_44.863_ID_3249-processed-gene-2.223-mRNA-1_1&gene=snap_masked-NODE_10_length_351050_cov_44.863_ID_3249-processed-gene-2.223&CDS=1-2262
416	OG0000416	YMR177W, YPL224C	snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-1.53-mRNA-1_1&gene=snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-1.53&CDS=1-1275
417	OG0000417	YMR182C, YPL230W	snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-11.136-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-11.136&CDS=1-1362
418	OG0000418	YMR183C, YPL232W	snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-4.130-mRNA-1_1&gene=snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-4.130&CDS=1-840
419	OG0000419	YMR194W, YPL249C-A	maker-NODE_6_length_830418_cov_53.4946_ID_3973-augustus-gene-7.136-mRNA-1_1&gene=maker-NODE_6_length_830418_cov_53.4946_ID_3973-augustus-gene-7.136&CDS=1-1563
420	OG0000420	YMR199W, YPL256C	snap_masked-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-3.54-mRNA-1_1&gene=snap_masked-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-3.54&CDS=1-1440
421	OG0000421	YMR221C	snap_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-1.100-mRNA-1_1&gene=snap_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-1.100&CDS=1-1566, snap_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-1.76-mRNA-1_1&gene=snap_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-1.76&CDS=1-1566
422	OG0000422	YMR230W, YOR293W	snap_masked-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-2.88-mRNA-1_1&gene=snap_masked-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-2.88&CDS=1-345
423	OG0000423	YMR237W, YOR299W	maker-NODE_2_length_1396679_cov_54.0106_ID_1870-snap-gene-8.106-mRNA-1_1&gene=maker-NODE_2_length_1396679_cov_54.0106_ID_1870-snap-gene-8.106&CDS=1-2535
424	OG0000424	YMR242C, YOR312C	snap_masked-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-7.95-mRNA-1_1&gene=snap_masked-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-7.95&CDS=1-519
425	OG0000425	YMR253C, YPL264C	snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-9.76-mRNA-1_1&gene=snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-9.76&CDS=1-1278
426	OG0000426	YMR303C, YOL086C	augustus_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-0.6&CDS=1-1104
427	OG0000427	YNL027W	snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-5.17-mRNA-1_1&gene=snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-5.17&CDS=1-660, snap_masked-NODE_9_length_422362_cov_41.9648_ID_2612-processed-gene-2.84-mRNA-1_1&gene=snap_masked-NODE_9_length_422362_cov_41.9648_ID_2612-processed-gene-2.84&CDS=1-1317
428	OG0000428	YNL045W	snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-1.60-mRNA-1_1&gene=snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-1.60&CDS=1-1857, snap_masked-NODE_9_length_422362_cov_41.9648_ID_2612-processed-gene-3.22-mRNA-1_1&gene=snap_masked-NODE_9_length_422362_cov_41.9648_ID_2612-processed-gene-3.22&CDS=1-1905
429	OG0000429	YNL087W, YOR086C	genemark-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-2.129-mRNA-1_1&gene=genemark-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-2.129&CDS=1-5037
430	OG0000430	YNL095C, YOR092W	genemark-NODE_10_length_351050_cov_44.863_ID_3249-processed-gene-1.23-mRNA-1_1&gene=genemark-NODE_10_length_351050_cov_44.863_ID_3249-processed-gene-1.23&CDS=1-2103
431	OG0000431	YNL096C, YOR096W	genemark-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-8.99-mRNA-1_1&gene=genemark-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-8.99&CDS=1-561
432	OG0000432	YNL101W	snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-1.32-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-1.32&CDS=1-1884, snap_masked-NODE_9_length_422362_cov_41.9648_ID_2612-processed-gene-3.44-mRNA-1_1&gene=snap_masked-NODE_9_length_422362_cov_41.9648_ID_2612-processed-gene-3.44&CDS=1-1677
433	OG0000433	YNL108C, YOR110W	maker-NODE_3_length_1269879_cov_49.5199_ID_3585-snap-gene-4.63-mRNA-1_1&gene=maker-NODE_3_length_1269879_cov_49.5199_ID_3585-snap-gene-4.63&CDS=1-1236
434	OG0000434	YNL192W	snap_masked-NODE_10_length_351050_cov_44.863_ID_3249-processed-gene-1.79-mRNA-1_1&gene=snap_masked-NODE_10_length_351050_cov_44.863_ID_3249-processed-gene-1.79&CDS=1-3150, snap_masked-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-6.88-mRNA-1_1&gene=snap_masked-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-6.88&CDS=1-2937
435	OG0000435	YNL202W	genemark-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-13.20-mRNA-1_1&gene=genemark-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-13.20&CDS=1-873, snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-9.160-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-9.160&CDS=1-867
436	OG0000436	YNL283C, YOL105C	snap_masked-NODE_17_length_118177_cov_104.474_ID_4239-processed-gene-0.46-mRNA-1_1&gene=snap_masked-NODE_17_length_118177_cov_104.474_ID_4239-processed-gene-0.46&CDS=1-1077
437	OG0000437	YNL301C, YOL120C	maker-NODE_3_length_1269879_cov_49.5199_ID_3585-snap-gene-5.99-mRNA-1_1&gene=maker-NODE_3_length_1269879_cov_49.5199_ID_3585-snap-gene-5.99&CDS=1-2475
438	OG0000438	YNL322C	snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-0.105-mRNA-1_1&gene=snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-0.105&CDS=1-414, snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-4.91-mRNA-1_1&gene=snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-4.91&CDS=1-381
439	OG0000439	YNL328C	genemark-NODE_10_length_351050_cov_44.863_ID_3249-processed-gene-1.0-mRNA-1_1&gene=genemark-NODE_10_length_351050_cov_44.863_ID_3249-processed-gene-1.0&CDS=1-312, genemark-NODE_74_length_379_cov_0.903974_ID_4858-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_74_length_379_cov_0.903974_ID_4858-processed-gene-0.1&CDS=1-126
440	OG0000440	YOR084W	snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-11.285-mRNA-1_1&gene=snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-11.285&CDS=1-1170, snap_masked-NODE_8_length_665094_cov_63.8761_ID_4166-processed-gene-1.105-mRNA-1_1&gene=snap_masked-NODE_8_length_665094_cov_63.8761_ID_4166-processed-gene-1.105&CDS=1-1122
441	OG0000441	YOR140W	genemark-NODE_10_length_351050_cov_44.863_ID_3249-processed-gene-0.58-mRNA-1_1&gene=genemark-NODE_10_length_351050_cov_44.863_ID_3249-processed-gene-0.58&CDS=1-1782, snap_masked-NODE_9_length_422362_cov_41.9648_ID_2612-processed-gene-1.100-mRNA-1_1&gene=snap_masked-NODE_9_length_422362_cov_41.9648_ID_2612-processed-gene-1.100&CDS=1-1803
442	OG0000442	YOR204W, YPL119C	augustus_masked-NODE_11_length_319508_cov_75.386_ID_2522-processed-gene-2.155-mRNA-1_1&gene=augustus_masked-NODE_11_length_319508_cov_75.386_ID_2522-processed-gene-2.155&CDS=1-3624
443	OG0000443	YOR226C, YPL135W	snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-8.156-mRNA-1_1&gene=snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-8.156&CDS=1-555
444	OG0000444	YOR227W, YPL137C	snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-8.132-mRNA-1_1&gene=snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-8.132&CDS=1-4158
445	OG0000445	YOR231W, YPL140C	snap_masked-NODE_10_length_351050_cov_44.863_ID_3249-processed-gene-2.237-mRNA-1_1&gene=snap_masked-NODE_10_length_351050_cov_44.863_ID_3249-processed-gene-2.237&CDS=1-1287
446	OG0000446	YOR234C, YPL143W	genemark-NODE_10_length_351050_cov_44.863_ID_3249-processed-gene-2.153-mRNA-1_1&gene=genemark-NODE_10_length_351050_cov_44.863_ID_3249-processed-gene-2.153&CDS=1-321
447	OG0000447	YOR237W, YPL145C	snap_masked-NODE_10_length_351050_cov_44.863_ID_3249-processed-gene-2.241-mRNA-1_1&gene=snap_masked-NODE_10_length_351050_cov_44.863_ID_3249-processed-gene-2.241&CDS=1-1269
448	OG0000448	YOR256C, YPL176C	snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-7.46-mRNA-1_1&gene=snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-7.46&CDS=1-2505
449	OG0000449	YOR348C	maker-NODE_10_length_351050_cov_44.863_ID_3249-augustus-gene-2.93-mRNA-1_1&gene=maker-NODE_10_length_351050_cov_44.863_ID_3249-augustus-gene-2.93&CDS=1-3927, snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-2.87-mRNA-1_1&gene=snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-2.87&CDS=1-1677
450	OG0000450	YOR390W, YPL279C	snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-3.66-mRNA-1_1&gene=snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-3.66&CDS=1-900
451	OG0000451	YPL028W	genemark-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-1.89-mRNA-1_1&gene=genemark-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-1.89&CDS=1-1167, snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-11.225-mRNA-1_1&gene=snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-11.225&CDS=1-1197
452	OG0000452	YPL248C	snap_masked-NODE_14_length_186271_cov_96.6982_ID_2666-processed-gene-0.88-mRNA-1_1&gene=snap_masked-NODE_14_length_186271_cov_96.6982_ID_2666-processed-gene-0.88&CDS=1-2034, snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-6.140-mRNA-1_1&gene=snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-6.140&CDS=1-2280
453	OG0000453	YPR013C, YPR015C	snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-7.60-mRNA-1_1&gene=snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-7.60&CDS=1-1131
454	OG0000454	YPR074C	snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-0.76-mRNA-1_1&gene=snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-0.76&CDS=1-2031, snap_masked-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-7.74-mRNA-1_1&gene=snap_masked-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-7.74&CDS=1-2025
455	OG0000455	YPR169W-A, YPR170W-B	snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-10.88-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-10.88&CDS=1-252
456	OG0000456	YAL001C	snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-12.84-mRNA-1_1&gene=snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-12.84&CDS=1-3477
457	OG0000457	YAL002W	maker-NODE_10_length_351050_cov_44.863_ID_3249-augustus-gene-1.123-mRNA-1_1&gene=maker-NODE_10_length_351050_cov_44.863_ID_3249-augustus-gene-1.123&CDS=1-4149
458	OG0000458	YAL003W	maker-NODE_2_length_1396679_cov_54.0106_ID_1870-snap-gene-12.369-mRNA-1_1&gene=maker-NODE_2_length_1396679_cov_54.0106_ID_1870-snap-gene-12.369&CDS=1-633
459	OG0000459	YAL009W	snap_masked-NODE_10_length_351050_cov_44.863_ID_3249-processed-gene-2.202-mRNA-1_1&gene=snap_masked-NODE_10_length_351050_cov_44.863_ID_3249-processed-gene-2.202&CDS=1-1350
460	OG0000460	YAL010C	maker-NODE_4_length_917969_cov_39.8804_ID_5033-snap-gene-8.0-mRNA-1_1&gene=maker-NODE_4_length_917969_cov_39.8804_ID_5033-snap-gene-8.0&CDS=1-2121
461	OG0000461	YAL012W	genemark-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-8.83-mRNA-1_1&gene=genemark-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-8.83&CDS=1-1188
462	OG0000462	YAL013W	snap_masked-NODE_10_length_351050_cov_44.863_ID_3249-processed-gene-2.204-mRNA-1_1&gene=snap_masked-NODE_10_length_351050_cov_44.863_ID_3249-processed-gene-2.204&CDS=1-1431
463	OG0000463	YAL014C	genemark-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-7.132-mRNA-1_1&gene=genemark-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-7.132&CDS=1-747
464	OG0000464	YAL016W	snap_masked-NODE_12_length_208975_cov_103.862_ID_2973-processed-gene-0.82-mRNA-1_1&gene=snap_masked-NODE_12_length_208975_cov_103.862_ID_2973-processed-gene-0.82&CDS=1-1935
465	OG0000465	YAL019W	snap_masked-NODE_10_length_351050_cov_44.863_ID_3249-processed-gene-2.197-mRNA-1_1&gene=snap_masked-NODE_10_length_351050_cov_44.863_ID_3249-processed-gene-2.197&CDS=1-3147
466	OG0000466	YAL020C	snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-8.139-mRNA-1_1&gene=snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-8.139&CDS=1-774
467	OG0000467	YAL021C	maker-NODE_10_length_351050_cov_44.863_ID_3249-snap-gene-2.7-mRNA-1_1&gene=maker-NODE_10_length_351050_cov_44.863_ID_3249-snap-gene-2.7&CDS=1-3549
468	OG0000468	YAL022C	snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-7.49-mRNA-1_1&gene=snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-7.49&CDS=1-1299
469	OG0000469	YAL024C	snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-9.137-mRNA-1_1&gene=snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-9.137&CDS=1-3945
470	OG0000470	YAL025C	snap_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-5.126-mRNA-1_1&gene=snap_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-5.126&CDS=1-870
471	OG0000471	YAL026C	snap_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-3.17-mRNA-1_1&gene=snap_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-3.17&CDS=1-3804
472	OG0000472	YAL034W-A	maker-NODE_3_length_1269879_cov_49.5199_ID_3585-augustus-gene-10.2-mRNA-1_1&gene=maker-NODE_3_length_1269879_cov_49.5199_ID_3585-augustus-gene-10.2&CDS=1-1119
473	OG0000473	YAL035W	snap_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-8.22-mRNA-1_1&gene=snap_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-8.22&CDS=1-2976
474	OG0000474	YAL036C	snap_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-8.47-mRNA-1_1&gene=snap_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-8.47&CDS=1-1101
475	OG0000475	YAL038W	snap_masked-NODE_10_length_351050_cov_44.863_ID_3249-processed-gene-1.44-mRNA-1_1&gene=snap_masked-NODE_10_length_351050_cov_44.863_ID_3249-processed-gene-1.44&CDS=1-1512
476	OG0000476	YAL039C	snap_masked-NODE_12_length_208975_cov_103.862_ID_2973-processed-gene-0.85-mRNA-1_1&gene=snap_masked-NODE_12_length_208975_cov_103.862_ID_2973-processed-gene-0.85&CDS=1-606
477	OG0000477	YAL041W	genemark-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-2.141-mRNA-1_1&gene=genemark-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-2.141&CDS=1-2433
478	OG0000478	YAL042W	genemark-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-2.170-mRNA-1_1&gene=genemark-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-2.170&CDS=1-1230
479	OG0000479	YAL043C	snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-6.91-mRNA-1_1&gene=snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-6.91&CDS=1-2190
480	OG0000480	YAL044W-A	augustus_masked-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-4.104-mRNA-1_1&gene=augustus_masked-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-4.104&CDS=1-327
481	OG0000481	YAL046C	snap_masked-NODE_12_length_208975_cov_103.862_ID_2973-processed-gene-0.81-mRNA-1_1&gene=snap_masked-NODE_12_length_208975_cov_103.862_ID_2973-processed-gene-0.81&CDS=1-198
482	OG0000482	YAL048C	maker-NODE_12_length_208975_cov_103.862_ID_2973-augustus-gene-0.43-mRNA-1_1&gene=maker-NODE_12_length_208975_cov_103.862_ID_2973-augustus-gene-0.43&CDS=1-2562
483	OG0000483	YAL049C	snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-9.127-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-9.127&CDS=1-717
484	OG0000484	YAL051W, YOR363C	
485	OG0000485	YAL053W	genemark-NODE_17_length_118177_cov_104.474_ID_4239-processed-gene-0.83-mRNA-1_1&gene=genemark-NODE_17_length_118177_cov_104.474_ID_4239-processed-gene-0.83&CDS=1-2337
486	OG0000486	YAL058W	genemark-NODE_8_length_665094_cov_63.8761_ID_4166-processed-gene-5.142-mRNA-1_1&gene=genemark-NODE_8_length_665094_cov_63.8761_ID_4166-processed-gene-5.142&CDS=1-1683
487	OG0000487	YAL060W	snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-11.49-mRNA-1_1&gene=snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-11.49&CDS=1-1149
488	OG0000488	YAR002W	snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-12.26-mRNA-1_1&gene=snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-12.26&CDS=1-1488
489	OG0000489	YAR003W	snap_masked-NODE_10_length_351050_cov_44.863_ID_3249-processed-gene-1.51-mRNA-1_1&gene=snap_masked-NODE_10_length_351050_cov_44.863_ID_3249-processed-gene-1.51&CDS=1-1233
490	OG0000490	YAR007C	snap_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-2.132-mRNA-1_1&gene=snap_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-2.132&CDS=1-1827
491	OG0000491	YAR008W	genemark-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-8.90-mRNA-1_1&gene=genemark-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-8.90&CDS=1-1812
492	OG0000492	YAR014C	snap_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-1.58-mRNA-1_1&gene=snap_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-1.58&CDS=1-1923
493	OG0000493	YAR015W	genemark-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-8.155-mRNA-1_1&gene=genemark-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-8.155&CDS=1-921
494	OG0000494	YAR018C	genemark-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-8.183-mRNA-1_1&gene=genemark-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-8.183&CDS=1-1647
495	OG0000495	YAR042W	snap_masked-NODE_9_length_422362_cov_41.9648_ID_2612-processed-gene-3.33-mRNA-1_1&gene=snap_masked-NODE_9_length_422362_cov_41.9648_ID_2612-processed-gene-3.33&CDS=1-3699
496	OG0000496	YBL004W	genemark-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-15.2-mRNA-1_1&gene=genemark-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-15.2&CDS=1-7416
497	OG0000497	YBL007C	snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-2.85-mRNA-1_1&gene=snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-2.85&CDS=1-3543
498	OG0000498	YBL010C	snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-3.74-mRNA-1_1&gene=snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-3.74&CDS=1-1041
499	OG0000499	YBL011W	snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-0.85-mRNA-1_1&gene=snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-0.85&CDS=1-2112
500	OG0000500	YBL013W	genemark-NODE_18_length_78222_cov_40.9228_ID_3328-processed-gene-0.17-mRNA-1_1&gene=genemark-NODE_18_length_78222_cov_40.9228_ID_3328-processed-gene-0.17&CDS=1-1038
501	OG0000501	YBL014C	augustus_masked-NODE_18_length_78222_cov_40.9228_ID_3328-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-NODE_18_length_78222_cov_40.9228_ID_3328-processed-gene-0.93&CDS=1-2523
502	OG0000502	YBL015W	snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-7.76-mRNA-1_1&gene=snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-7.76&CDS=1-1572
503	OG0000503	YBL016W	snap_masked-NODE_8_length_665094_cov_63.8761_ID_4166-processed-gene-5.217-mRNA-1_1&gene=snap_masked-NODE_8_length_665094_cov_63.8761_ID_4166-processed-gene-5.217&CDS=1-1086
504	OG0000504	YBL018C	maker-NODE_2_length_1396679_cov_54.0106_ID_1870-augustus-gene-4.11-mRNA-1_1&gene=maker-NODE_2_length_1396679_cov_54.0106_ID_1870-augustus-gene-4.11&CDS=1-306
505	OG0000505	YBL019W	genemark-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-6.336-mRNA-1_1&gene=genemark-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-6.336&CDS=1-1557
506	OG0000506	YBL020W	snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-5.94-mRNA-1_1&gene=snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-5.94&CDS=1-822
507	OG0000507	YBL021C	snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-5.79-mRNA-1_1&gene=snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-5.79&CDS=1-717
508	OG0000508	YBL022C	maker-NODE_3_length_1269879_cov_49.5199_ID_3585-snap-gene-6.0-mRNA-1_1&gene=maker-NODE_3_length_1269879_cov_49.5199_ID_3585-snap-gene-6.0&CDS=1-4530
509	OG0000509	YBL023C	maker-NODE_2_length_1396679_cov_54.0106_ID_1870-snap-gene-2.3-mRNA-1_1&gene=maker-NODE_2_length_1396679_cov_54.0106_ID_1870-snap-gene-2.3&CDS=1-3477
510	OG0000510	YBL024W	snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-5.80-mRNA-1_1&gene=snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-5.80&CDS=1-2148
511	OG0000511	YBL025W	augustus_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-5.44-mRNA-1_1&gene=augustus_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-5.44&CDS=1-564
512	OG0000512	YBL028C	augustus_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-12.39-mRNA-1_1&gene=augustus_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-12.39&CDS=1-249
513	OG0000513	YBL032W	snap_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-7.76-mRNA-1_1&gene=snap_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-7.76&CDS=1-1011
514	OG0000514	YBL033C	maker-NODE_2_length_1396679_cov_54.0106_ID_1870-snap-gene-6.55-mRNA-1_1&gene=maker-NODE_2_length_1396679_cov_54.0106_ID_1870-snap-gene-6.55&CDS=1-876
515	OG0000515	YBL034C	snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-3.105-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-3.105&CDS=1-4362
516	OG0000516	YBL035C	snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-3.107-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-3.107&CDS=1-2016
517	OG0000517	YBL036C	genemark-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-3.55-mRNA-1_1&gene=genemark-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-3.55&CDS=1-753
518	OG0000518	YBL037W	genemark-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-3.86-mRNA-1_1&gene=genemark-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-3.86&CDS=1-2853
519	OG0000519	YBL038W	snap_masked-NODE_8_length_665094_cov_63.8761_ID_4166-processed-gene-4.96-mRNA-1_1&gene=snap_masked-NODE_8_length_665094_cov_63.8761_ID_4166-processed-gene-4.96&CDS=1-687
520	OG0000520	YBL039C	snap_masked-NODE_16_length_146000_cov_112.095_ID_4313-processed-gene-0.85-mRNA-1_1&gene=snap_masked-NODE_16_length_146000_cov_112.095_ID_4313-processed-gene-0.85&CDS=1-1722
521	OG0000521	YBL040C	snap_masked-NODE_9_length_422362_cov_41.9648_ID_2612-processed-gene-0.117-mRNA-1_1&gene=snap_masked-NODE_9_length_422362_cov_41.9648_ID_2612-processed-gene-0.117&CDS=1-636
