	OrthologID	Kluyveromyces_lactis	Saccharomyces_cerevisiae
555	OG0000555	snap_masked-CR382121-processed-gene-6.57-mRNA-1_1&gene=snap_masked-CR382121-processed-gene-6.57&CDS=1-750	YOR078W
556	OG0000556	augustus_masked-CR382121-processed-gene-6.133-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-6.133&CDS=1-915	YKR088C
557	OG0000557	augustus_masked-CR382121-processed-gene-6.157-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-6.157&CDS=1-717	YOR077W
558	OG0000558	augustus_masked-CR382121-processed-gene-6.134-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-6.134&CDS=1-1035	YKR087C
559	OG0000559	augustus_masked-CR382121-processed-gene-7.45-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-7.45&CDS=1-591	YKR085C
560	OG0000560	augustus_masked-CR382121-processed-gene-7.46-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-7.46&CDS=1-2025	YKR084C
561	OG0000561	snap_masked-CR382121-processed-gene-7.4-mRNA-1_1&gene=snap_masked-CR382121-processed-gene-7.4&CDS=1-987	YOR075W
562	OG0000562	augustus_masked-CR382121-processed-gene-7.47-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-7.47&CDS=1-936	YOR074C
563	OG0000563	augustus_masked-CR382121-processed-gene-7.50-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-7.50&CDS=1-1782	YOR073W
564	OG0000564	augustus_masked-CR382121-processed-gene-7.51-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-7.51&CDS=1-396	YKR083C
565	OG0000565	snap_masked-CR382121-processed-gene-7.31-mRNA-1_1&gene=snap_masked-CR382121-processed-gene-7.31&CDS=1-3318	YKR082W
566	OG0000566	augustus_masked-CR382121-processed-gene-7.52-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-7.52&CDS=1-1032	YKR081C
567	OG0000567	augustus_masked-CR382121-processed-gene-7.74-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-7.74&CDS=1-978	YKR080W
568	OG0000568	augustus_masked-CR382121-processed-gene-7.53-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-7.53&CDS=1-3348	YOR070C
569	OG0000569	snap_masked-CR382121-processed-gene-7.33-mRNA-1_1&gene=snap_masked-CR382121-processed-gene-7.33&CDS=1-1845	YML046W
570	OG0000570	snap_masked-CR382121-processed-gene-7.10-mRNA-1_1&gene=snap_masked-CR382121-processed-gene-7.10&CDS=1-1827	YJR053W
571	OG0000571	augustus_masked-CR382121-processed-gene-7.55-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-7.55&CDS=1-1548	YJR054W
572	OG0000572	augustus_masked-CR382121-processed-gene-7.76-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-7.76&CDS=1-1155	YML048W
573	OG0000573	snap_masked-CR382121-processed-gene-7.12-mRNA-1_1&gene=snap_masked-CR382121-processed-gene-7.12&CDS=1-3807	YML049C
574	OG0000574	genemark-CR382121-processed-gene-7.130-mRNA-1_1&gene=genemark-CR382121-processed-gene-7.130&CDS=1-966	YML050W
575	OG0000575	snap_masked-CR382121-processed-gene-7.35-mRNA-1_1&gene=snap_masked-CR382121-processed-gene-7.35&CDS=1-1371	YML051W
576	OG0000576	augustus_masked-CR382121-processed-gene-7.78-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-7.78&CDS=1-870	YML052W
577	OG0000577	augustus_masked-CR382121-processed-gene-7.79-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-7.79&CDS=1-1317	YHR016C
578	OG0000578	snap_masked-CR382121-processed-gene-7.18-mRNA-1_1&gene=snap_masked-CR382121-processed-gene-7.18&CDS=1-1143	YHR017W
579	OG0000579	augustus_masked-CR382121-processed-gene-7.80-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-7.80&CDS=1-1383	YHR018C
580	OG0000580	augustus_masked-CR382121-processed-gene-7.81-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-7.81&CDS=1-1662	YHR019C
581	OG0000581	augustus_masked-CR382121-processed-gene-7.61-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-7.61&CDS=1-2016	YHR020W
582	OG0000582	augustus_masked-CR382121-processed-gene-7.82-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-7.82&CDS=1-1002	YFR025C
583	OG0000583	snap_masked-CR382121-processed-gene-7.21-mRNA-1_1&gene=snap_masked-CR382121-processed-gene-7.21&CDS=1-810	YCL005W
584	OG0000584	augustus_masked-CR382121-processed-gene-7.64-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-7.64&CDS=1-1503	YCL004W
585	OG0000585	augustus_masked-CR382121-processed-gene-7.65-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-7.65&CDS=1-546	YCL001W
586	OG0000586	augustus_masked-CR382121-processed-gene-7.66-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-7.66&CDS=1-1164	YNL001W
587	OG0000587	augustus_masked-CR382121-processed-gene-7.84-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-7.84&CDS=1-738	YGR001C
588	OG0000588	genemark-CR382121-processed-gene-7.120-mRNA-1_1&gene=genemark-CR382121-processed-gene-7.120&CDS=1-4923	YAL001C
589	OG0000589	augustus_masked-CR382121-processed-gene-7.68-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-7.68&CDS=1-1317	YAR003W
590	OG0000590	augustus_masked-CR382121-processed-gene-7.69-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-7.69&CDS=1-1746	YGL003C
591	OG0000591	augustus_masked-CR382121-processed-gene-7.86-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-7.86&CDS=1-1863	YAR007C
592	OG0000592	snap_masked-CR382121-processed-gene-7.28-mRNA-1_1&gene=snap_masked-CR382121-processed-gene-7.28&CDS=1-1269	YGL004C
593	OG0000593	snap_masked-CR382121-processed-gene-7.29-mRNA-1_1&gene=snap_masked-CR382121-processed-gene-7.29&CDS=1-750	YGL005C
594	OG0000594	augustus_masked-CR382121-processed-gene-7.87-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-7.87&CDS=1-3840	YGL006W
595	OG0000595	augustus_masked-CR382121-processed-gene-7.72-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-7.72&CDS=1-861	YAR008W
596	OG0000596	augustus_masked-CR382121-processed-gene-8.45-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-8.45&CDS=1-2697	YGL008C
597	OG0000597	snap_masked-CR382121-processed-gene-8.4-mRNA-1_1&gene=snap_masked-CR382121-processed-gene-8.4&CDS=1-2280	YHR172W
598	OG0000598	augustus_masked-CR382121-processed-gene-8.51-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-8.51&CDS=1-405	YHR175W
599	OG0000599	snap_masked-CR382121-processed-gene-8.7-mRNA-1_1&gene=snap_masked-CR382121-processed-gene-8.7&CDS=1-1269	YHR176W
600	OG0000600	augustus_masked-CR382121-processed-gene-8.53-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-8.53&CDS=1-2064	YHR178W
601	OG0000601	genemark-CR382121-processed-gene-8.101-mRNA-1_1&gene=genemark-CR382121-processed-gene-8.101&CDS=1-678	YHR181W
602	OG0000602	snap_masked-CR382121-processed-gene-8.10-mRNA-1_1&gene=snap_masked-CR382121-processed-gene-8.10&CDS=1-1947	YHR182W
603	OG0000603	augustus_masked-CR382121-processed-gene-8.56-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-8.56&CDS=1-1476	YHR183W
604	OG0000604	snap_masked-CR382121-processed-gene-8.12-mRNA-1_1&gene=snap_masked-CR382121-processed-gene-8.12&CDS=1-1698	YHR184W
605	OG0000605	augustus_masked-CR382121-processed-gene-8.70-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-8.70&CDS=1-1098	YGR257C
606	OG0000606	augustus_masked-CR382121-processed-gene-8.71-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-8.71&CDS=1-807	YHR185C
607	OG0000607	augustus_masked-CR382121-processed-gene-8.72-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-8.72&CDS=1-3033	YGR258C
608	OG0000608	augustus_masked-CR382121-processed-gene-8.58-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-8.58&CDS=1-1530	YGR260W
609	OG0000609	augustus_masked-CR382121-processed-gene-8.73-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-8.73&CDS=1-4518	YHR186C
610	OG0000610	augustus_masked-CR382121-processed-gene-8.59-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-8.59&CDS=1-885	YHR187W
611	OG0000611	augustus_masked-CR382121-processed-gene-8.74-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-8.74&CDS=1-1929	YHR188C
612	OG0000612	augustus_masked-CR382121-processed-gene-8.60-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-8.60&CDS=1-2862	YMR288W
613	OG0000613	augustus_masked-CR382121-processed-gene-8.75-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-8.75&CDS=1-2376	YGR261C
614	OG0000614	augustus_masked-CR382121-processed-gene-8.61-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-8.61&CDS=1-1215	YMR289W
615	OG0000615	augustus_masked-CR382121-processed-gene-8.76-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-8.76&CDS=1-789	YGR262C
616	OG0000616	augustus_masked-CR382121-processed-gene-8.77-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-8.77&CDS=1-2331	YGR264C
617	OG0000617	augustus_masked-CR382121-processed-gene-8.78-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-8.78&CDS=1-1491	YMR290C
618	OG0000618	augustus_masked-CR382121-processed-gene-8.62-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-8.62&CDS=1-2082	YGR266W
619	OG0000619	augustus_masked-CR382121-processed-gene-8.63-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-8.63&CDS=1-1671	YMR291W
620	OG0000620	augustus_masked-CR382121-processed-gene-8.79-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-8.79&CDS=1-735	YGR267C
621	OG0000621	augustus_masked-CR382121-processed-gene-8.80-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-8.80&CDS=1-591	YGR268C
622	OG0000622	snap_masked-CR382121-processed-gene-8.19-mRNA-1_1&gene=snap_masked-CR382121-processed-gene-8.19&CDS=1-420	YMR292W
623	OG0000623	augustus_masked-CR382121-processed-gene-8.64-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-8.64&CDS=1-3957	YGR270W
624	OG0000624	augustus_masked-CR382121-processed-gene-8.82-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-8.82&CDS=1-1407	YMR293C
625	OG0000625	snap_masked-CR382121-processed-gene-8.21-mRNA-1_1&gene=snap_masked-CR382121-processed-gene-8.21&CDS=1-1080	YMR294W
626	OG0000626	augustus_masked-CR382121-processed-gene-8.83-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-8.83&CDS=1-684	YGR271C-A
627	OG0000627	augustus_masked-CR382121-processed-gene-8.84-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-8.84&CDS=1-591	YMR295C
628	OG0000628	augustus_masked-CR382121-processed-gene-8.85-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-8.85&CDS=1-1665	YMR296C
629	OG0000629	augustus_masked-CR382121-processed-gene-8.68-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-8.68&CDS=1-441	YMR298W
630	OG0000630	augustus_masked-CR382121-processed-gene-8.86-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-8.86&CDS=1-3099	YGR274C
631	OG0000631	snap_masked-CR382121-processed-gene-8.25-mRNA-1_1&gene=snap_masked-CR382121-processed-gene-8.25&CDS=1-459	YGR275W
632	OG0000632	augustus_masked-CR382121-processed-gene-8.87-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-8.87&CDS=1-2046	YGR276C
633	OG0000633	augustus_masked-CR382121-processed-gene-8.88-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-8.88&CDS=1-1110	YMR299C
634	OG0000634	augustus_masked-CR382121-processed-gene-8.89-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-8.89&CDS=1-1527	YMR300C
635	OG0000635	snap_masked-CR382121-processed-gene-9.2-mRNA-1_1&gene=snap_masked-CR382121-processed-gene-9.2&CDS=1-2160	YMR301C
636	OG0000636	augustus_masked-CR382121-processed-gene-9.93-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-9.93&CDS=1-699	YMR314W
637	OG0000637	augustus_masked-CR382121-processed-gene-9.90-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-9.90&CDS=1-1752	YMR313C
638	OG0000638	augustus_masked-CR382121-processed-gene-9.94-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-9.94&CDS=1-807	YMR312W
639	OG0000639	augustus_masked-CR382121-processed-gene-9.95-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-9.95&CDS=1-1476	YHR207C
640	OG0000640	augustus_masked-CR382121-processed-gene-9.96-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-9.96&CDS=1-765	YER182W
641	OG0000641	genemark-CR382121-processed-gene-9.206-mRNA-1_1&gene=genemark-CR382121-processed-gene-9.206&CDS=1-651	YER183C
642	OG0000642	augustus_masked-CR382121-processed-gene-9.97-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-9.97&CDS=1-1119	YHR208W
643	OG0000643	augustus_masked-CR382121-processed-gene-9.131-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-9.131&CDS=1-618	YGL254W
644	OG0000644	augustus_masked-CR382121-processed-gene-9.132-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-9.132&CDS=1-882	YNR064C
645	OG0000645	augustus_masked-CR382121-processed-gene-9.133-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-9.133&CDS=1-1827	YIL162W
646	OG0000646	augustus_masked-CR382121-processed-gene-9.99-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-9.99&CDS=1-783	YKL070W
647	OG0000647	augustus_masked-CR382121-processed-gene-9.136-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-9.136&CDS=1-546	YBR047W
648	OG0000648	augustus_masked-CR382121-processed-gene-9.100-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-9.100&CDS=1-1059	YBR046C
649	OG0000649	snap_masked-CR382121-processed-gene-9.10-mRNA-1_1&gene=snap_masked-CR382121-processed-gene-9.10&CDS=1-1683	YBR045C
650	OG0000650	augustus_masked-CR382121-processed-gene-9.137-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-9.137&CDS=1-1377	YDR023W
651	OG0000651	augustus_masked-CR382121-processed-gene-9.138-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-9.138&CDS=1-1194	YDR021W
652	OG0000652	augustus_masked-CR382121-processed-gene-9.103-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-9.103&CDS=1-1092	YOL018C
653	OG0000653	snap_masked-CR382121-processed-gene-9.53-mRNA-1_1&gene=snap_masked-CR382121-processed-gene-9.53&CDS=1-1836	YOL019W
654	OG0000654	augustus_masked-CR382121-processed-gene-9.104-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-9.104&CDS=1-459	YFR011C
655	OG0000655	snap_masked-CR382121-processed-gene-9.54-mRNA-1_1&gene=snap_masked-CR382121-processed-gene-9.54&CDS=1-1446	YFR010W
656	OG0000656	snap_masked-CR382121-processed-gene-9.55-mRNA-1_1&gene=snap_masked-CR382121-processed-gene-9.55&CDS=1-1752	YOL020W
657	OG0000657	augustus_masked-CR382121-processed-gene-9.105-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-9.105&CDS=1-3024	YOL021C
658	OG0000658	augustus_masked-CR382121-processed-gene-9.141-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-9.141&CDS=1-2256	YFR009W
659	OG0000659	augustus_masked-CR382121-processed-gene-9.106-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-9.106&CDS=1-1284	YOL022C
660	OG0000660	augustus_masked-CR382121-processed-gene-9.142-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-9.142&CDS=1-2010	YOL023W
661	OG0000661	augustus_masked-CR382121-processed-gene-9.107-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-9.107&CDS=1-1248	YCR012W
662	OG0000662	snap_masked-CR382121-processed-gene-9.61-mRNA-1_1&gene=snap_masked-CR382121-processed-gene-9.61&CDS=1-1458	YCR014C
663	OG0000663	snap_masked-CR382121-processed-gene-9.62-mRNA-1_1&gene=snap_masked-CR382121-processed-gene-9.62&CDS=1-699	YCR015C
664	OG0000664	augustus_masked-CR382121-processed-gene-9.108-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-9.108&CDS=1-846	YCR016W
665	OG0000665	augustus_masked-CR382121-processed-gene-9.148-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-9.148&CDS=1-2931	YCR017C
666	OG0000666	augustus_masked-CR382121-processed-gene-9.149-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-9.149&CDS=1-2157	YEL011W
667	OG0000667	snap_masked-CR382121-processed-gene-9.65-mRNA-1_1&gene=snap_masked-CR382121-processed-gene-9.65&CDS=1-591	YEL012W
668	OG0000668	snap_masked-CR382121-processed-gene-9.21-mRNA-1_1&gene=snap_masked-CR382121-processed-gene-9.21&CDS=1-273	YCR020C-A
669	OG0000669	augustus_masked-CR382121-processed-gene-9.152-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-9.152&CDS=1-1056	YCR019W
670	OG0000670	augustus_masked-CR382121-processed-gene-9.153-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-9.153&CDS=1-1737	YEL013W
671	OG0000671	snap_masked-CR382121-processed-gene-9.69-mRNA-1_1&gene=snap_masked-CR382121-processed-gene-9.69&CDS=1-1404	YEL015W
672	OG0000672	augustus_masked-CR382121-processed-gene-9.111-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-9.111&CDS=1-570	YCR027C
673	OG0000673	snap_masked-CR382121-processed-gene-9.72-mRNA-1_1&gene=snap_masked-CR382121-processed-gene-9.72&CDS=1-912	YEL017W
674	OG0000674	augustus_masked-CR382121-processed-gene-9.158-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-9.158&CDS=1-825	YEL018W
675	OG0000675	snap_masked-CR382121-processed-gene-9.23-mRNA-1_1&gene=snap_masked-CR382121-processed-gene-9.23&CDS=1-768	YEL019C
676	OG0000676	genemark-CR382121-processed-gene-9.191-mRNA-1_1&gene=genemark-CR382121-processed-gene-9.191&CDS=1-1329	YCR024C
677	OG0000677	augustus_masked-CR382121-processed-gene-9.114-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-9.114&CDS=1-390	YNL149C
678	OG0000678	augustus_masked-CR382121-processed-gene-9.115-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-9.115&CDS=1-744	YNL151C
679	OG0000679	snap_masked-CR382121-processed-gene-9.75-mRNA-1_1&gene=snap_masked-CR382121-processed-gene-9.75&CDS=1-1164	YNL152W
680	OG0000680	snap_masked-CR382121-processed-gene-9.76-mRNA-1_1&gene=snap_masked-CR382121-processed-gene-9.76&CDS=1-4590	YNL139C
681	OG0000681	augustus_masked-CR382121-processed-gene-9.116-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-9.116&CDS=1-261	YNL138W-A
682	OG0000682	snap_masked-CR382121-processed-gene-9.77-mRNA-1_1&gene=snap_masked-CR382121-processed-gene-9.77&CDS=1-639	YHR127W
683	OG0000683	augustus_masked-CR382121-processed-gene-9.117-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-9.117&CDS=1-1641	YNL138W
684	OG0000684	augustus_masked-CR382121-processed-gene-9.163-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-9.163&CDS=1-1446	YNL137C
685	OG0000685	augustus_masked-CR382121-processed-gene-9.118-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-9.118&CDS=1-1206	YNL136W
686	OG0000686	augustus_masked-CR382121-processed-gene-9.164-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-9.164&CDS=1-342	YNL135C
687	OG0000687	augustus_masked-CR382121-processed-gene-9.122-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-9.122&CDS=1-906	YJR007W
688	OG0000688	augustus_masked-CR382121-processed-gene-9.123-mRNA-1_1&gene=augustus_masked-CR382121-processed-gene-9.123&CDS=1-963	YJR008W
689	OG0000689	genemark-CR382121-processed-gene-9.243-mRNA-1_1&gene=genemark-CR382121-processed-gene-9.243&CDS=1-1155	YGL262W
690	OG0000690	augustus_masked-CR382122-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-0.3&CDS=1-1494	YOR378W
691	OG0000691	augustus_masked-CR382122-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-0.20&CDS=1-1692	YNR056C
692	OG0000692	augustus_masked-CR382122-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-0.21&CDS=1-684	YNR057C
693	OG0000693	augustus_masked-CR382122-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-0.4&CDS=1-1449	YNR058W
694	OG0000694	augustus_masked-CR382122-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-0.24&CDS=1-1671	YGL119W
695	OG0000695	snap_masked-CR382122-processed-gene-0.108-mRNA-1_1&gene=snap_masked-CR382122-processed-gene-0.108&CDS=1-1404	YER027C
696	OG0000696	augustus_masked-CR382122-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-0.26&CDS=1-717	YER028C
697	OG0000697	augustus_masked-CR382122-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-0.27&CDS=1-573	YER029C
698	OG0000698	augustus_masked-CR382122-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-0.7&CDS=1-516	YER030W
699	OG0000699	augustus_masked-CR382122-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-0.28&CDS=1-657	YGL210W
700	OG0000700	augustus_masked-CR382122-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-0.8&CDS=1-2565	YER032W
701	OG0000701	augustus_masked-CR382122-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-0.29&CDS=1-2460	YER033C
702	OG0000702	augustus_masked-CR382122-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-0.30&CDS=1-1113	YGL211W
703	OG0000703	snap_masked-CR382122-processed-gene-0.114-mRNA-1_1&gene=snap_masked-CR382122-processed-gene-0.114&CDS=1-297	YDR424C
704	OG0000704	augustus_masked-CR382122-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-0.10&CDS=1-1725	YDR425W
705	OG0000705	augustus_masked-CR382122-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-0.11&CDS=1-1182	YDR427W
706	OG0000706	augustus_masked-CR382122-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-0.31&CDS=1-807	YDR429C
707	OG0000707	augustus_masked-CR382122-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-0.12&CDS=1-213	YML009C
708	OG0000708	augustus_masked-CR382122-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-0.32&CDS=1-3108	YML010W
709	OG0000709	augustus_masked-CR382122-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-0.13&CDS=1-528	YML011C
710	OG0000710	augustus_masked-CR382122-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-0.33&CDS=1-636	YML012W
711	OG0000711	augustus_masked-CR382122-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-0.34&CDS=1-2946	YDR430C
712	OG0000712	augustus_masked-CR382122-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-0.14&CDS=1-1026	YDR432W
713	OG0000713	augustus_masked-CR382122-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-0.35&CDS=1-1860	YML013W
714	OG0000714	augustus_masked-CR382122-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-0.36&CDS=1-843	YML014W
715	OG0000715	augustus_masked-CR382122-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-0.15&CDS=1-1548	YDR434W
716	OG0000716	augustus_masked-CR382122-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-0.16&CDS=1-1050	YML015C
717	OG0000717	augustus_masked-CR382122-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-0.37&CDS=1-999	YDR435C
718	OG0000718	snap_masked-CR382122-processed-gene-1.83-mRNA-1_1&gene=snap_masked-CR382122-processed-gene-1.83&CDS=1-393	YDR437W
719	OG0000719	snap_masked-CR382122-processed-gene-1.86-mRNA-1_1&gene=snap_masked-CR382122-processed-gene-1.86&CDS=1-1680	YML017W
720	OG0000720	augustus_masked-CR382122-processed-gene-1.2-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-1.2&CDS=1-1242	YML018C
721	OG0000721	snap_masked-CR382122-processed-gene-1.87-mRNA-1_1&gene=snap_masked-CR382122-processed-gene-1.87&CDS=1-996	YML019W
722	OG0000722	augustus_masked-CR382122-processed-gene-1.6-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-1.6&CDS=1-1881	YML020W
723	OG0000723	augustus_masked-CR382122-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-1.7&CDS=1-1014	YML021C
724	OG0000724	augustus_masked-CR382122-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-1.8&CDS=1-1716	YDR440W
725	OG0000725	augustus_masked-CR382122-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-1.27&CDS=1-561	YML022W
726	OG0000726	snap_masked-CR382122-processed-gene-1.91-mRNA-1_1&gene=snap_masked-CR382122-processed-gene-1.91&CDS=1-1548	YML023C
727	OG0000727	augustus_masked-CR382122-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-1.28&CDS=1-4161	YDR443C
728	OG0000728	augustus_masked-CR382122-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-1.10&CDS=1-1920	YDR444W
729	OG0000729	snap_masked-CR382122-processed-gene-1.93-mRNA-1_1&gene=snap_masked-CR382122-processed-gene-1.93&CDS=1-846	YDR446W
730	OG0000730	augustus_masked-CR382122-processed-gene-1.12-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-1.12&CDS=1-1305	YDR448W
731	OG0000731	augustus_masked-CR382122-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-1.31&CDS=1-1362	YDR449C
732	OG0000732	augustus_masked-CR382122-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-1.13&CDS=1-765	YML025C
733	OG0000733	augustus_masked-CR382122-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-1.15&CDS=1-2043	YDR452W
