	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035650_Trigonopsis_variabilis
480	OG0000480	YBL001C	maker-NODE_3_length_1312102_cov_45.374_ID_2384-augustus-gene-3.72-mRNA-1_1&gene=maker-NODE_3_length_1312102_cov_45.374_ID_2384-augustus-gene-3.72&CDS=1-333
481	OG0000481	YBL004W	maker-NODE_4_length_1082171_cov_45.4179_ID_1480-augustus-gene-3.148-mRNA-1_1&gene=maker-NODE_4_length_1082171_cov_45.4179_ID_1480-augustus-gene-3.148&CDS=1-7947
482	OG0000482	YBL007C	maker-NODE_5_length_1057822_cov_57.0665_ID_1593-augustus-gene-4.73-mRNA-1_1&gene=maker-NODE_5_length_1057822_cov_57.0665_ID_1593-augustus-gene-4.73&CDS=1-3231
483	OG0000483	YBL008W	snap_masked-NODE_6_length_632832_cov_45.1034_ID_1682-processed-gene-5.182-mRNA-1_1&gene=snap_masked-NODE_6_length_632832_cov_45.1034_ID_1682-processed-gene-5.182&CDS=1-2751
484	OG0000484	YBL011W	snap_masked-NODE_5_length_1057822_cov_57.0665_ID_1593-processed-gene-3.21-mRNA-1_1&gene=snap_masked-NODE_5_length_1057822_cov_57.0665_ID_1593-processed-gene-3.21&CDS=1-2130
485	OG0000485	YBL013W	augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-16.24-mRNA-1_1&gene=augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-16.24&CDS=1-1080
486	OG0000486	YBL015W	augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-15.149-mRNA-1_1&gene=augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-15.149&CDS=1-1560
487	OG0000487	YBL016W	maker-NODE_5_length_1057822_cov_57.0665_ID_1593-augustus-gene-5.64-mRNA-1_1&gene=maker-NODE_5_length_1057822_cov_57.0665_ID_1593-augustus-gene-5.64&CDS=1-1173
488	OG0000488	YBL019W	snap_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-11.42-mRNA-1_1&gene=snap_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-11.42&CDS=1-1497
489	OG0000489	YBL020W	snap_masked-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-3.15-mRNA-1_1&gene=snap_masked-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-3.15&CDS=1-1710
490	OG0000490	YBL021C	maker-NODE_3_length_1312102_cov_45.374_ID_2384-augustus-gene-8.11-mRNA-1_1&gene=maker-NODE_3_length_1312102_cov_45.374_ID_2384-augustus-gene-8.11&CDS=1-360
491	OG0000491	YBL022C	augustus_masked-NODE_7_length_632808_cov_48.2593_ID_2746-processed-gene-2.37-mRNA-1_1&gene=augustus_masked-NODE_7_length_632808_cov_48.2593_ID_2746-processed-gene-2.37&CDS=1-3243
492	OG0000492	YBL023C	maker-NODE_12_length_373926_cov_49.4772_ID_2910-augustus-gene-1.14-mRNA-1_1&gene=maker-NODE_12_length_373926_cov_49.4772_ID_2910-augustus-gene-1.14&CDS=1-2457
493	OG0000493	YBL024W	augustus_masked-NODE_7_length_632808_cov_48.2593_ID_2746-processed-gene-2.25-mRNA-1_1&gene=augustus_masked-NODE_7_length_632808_cov_48.2593_ID_2746-processed-gene-2.25&CDS=1-2076
494	OG0000494	YBL026W	augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-9.53-mRNA-1_1&gene=augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-9.53&CDS=1-321
495	OG0000495	YBL029W	augustus_masked-NODE_4_length_1082171_cov_45.4179_ID_1480-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-NODE_4_length_1082171_cov_45.4179_ID_1480-processed-gene-0.96&CDS=1-1071
496	OG0000496	YBL033C	genemark-NODE_11_length_507231_cov_47.8977_ID_2584-processed-gene-3.50-mRNA-1_1&gene=genemark-NODE_11_length_507231_cov_47.8977_ID_2584-processed-gene-3.50&CDS=1-1101
497	OG0000497	YBL034C	snap_masked-NODE_5_length_1057822_cov_57.0665_ID_1593-processed-gene-9.18-mRNA-1_1&gene=snap_masked-NODE_5_length_1057822_cov_57.0665_ID_1593-processed-gene-9.18&CDS=1-4452
498	OG0000498	YBL035C	maker-NODE_12_length_373926_cov_49.4772_ID_2910-snap-gene-2.299-mRNA-1_1&gene=maker-NODE_12_length_373926_cov_49.4772_ID_2910-snap-gene-2.299&CDS=1-1437
499	OG0000499	YBL036C	augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-3.98-mRNA-1_1&gene=augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-3.98&CDS=1-729
500	OG0000500	YBL038W	augustus_masked-NODE_8_length_567177_cov_45.8152_ID_1382-processed-gene-4.237-mRNA-1_1&gene=augustus_masked-NODE_8_length_567177_cov_45.8152_ID_1382-processed-gene-4.237&CDS=1-651
501	OG0000501	YBL039C	augustus_masked-NODE_13_length_165356_cov_55.7185_ID_2324-processed-gene-0.219-mRNA-1_1&gene=augustus_masked-NODE_13_length_165356_cov_55.7185_ID_2324-processed-gene-0.219&CDS=1-1767
502	OG0000502	YBL040C	maker-NODE_1_length_1864488_cov_47.4331_ID_2849-augustus-gene-11.7-mRNA-1_1&gene=maker-NODE_1_length_1864488_cov_47.4331_ID_2849-augustus-gene-11.7&CDS=1-636
503	OG0000503	YBL041W	augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-15.187-mRNA-1_1&gene=augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-15.187&CDS=1-705
504	OG0000504	YBL043W	snap_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-17.42-mRNA-1_1&gene=snap_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-17.42&CDS=1-657
505	OG0000505	YBL047C	genemark-NODE_5_length_1057822_cov_57.0665_ID_1593-processed-gene-2.172-mRNA-1_1&gene=genemark-NODE_5_length_1057822_cov_57.0665_ID_1593-processed-gene-2.172&CDS=1-3708
506	OG0000506	YBL049W	augustus_masked-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-2.73-mRNA-1_1&gene=augustus_masked-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-2.73&CDS=1-363
507	OG0000507	YBL050W	snap_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-7.62-mRNA-1_1&gene=snap_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-7.62&CDS=1-909
508	OG0000508	YBL051C	augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-8.14-mRNA-1_1&gene=augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-8.14&CDS=1-1497
509	OG0000509	YBL054W	maker-NODE_4_length_1082171_cov_45.4179_ID_1480-augustus-gene-9.119-mRNA-1_1&gene=maker-NODE_4_length_1082171_cov_45.4179_ID_1480-augustus-gene-9.119&CDS=1-657
510	OG0000510	YBL055C	maker-NODE_1_length_1864488_cov_47.4331_ID_2849-snap-gene-3.1-mRNA-1_1&gene=maker-NODE_1_length_1864488_cov_47.4331_ID_2849-snap-gene-3.1&CDS=1-960
511	OG0000511	YBL057C	genemark-NODE_8_length_567177_cov_45.8152_ID_1382-processed-gene-3.148-mRNA-1_1&gene=genemark-NODE_8_length_567177_cov_45.8152_ID_1382-processed-gene-3.148&CDS=1-594
512	OG0000512	YBL058W	snap_masked-NODE_15_length_86975_cov_46.1423_ID_2791-processed-gene-0.142-mRNA-1_1&gene=snap_masked-NODE_15_length_86975_cov_46.1423_ID_2791-processed-gene-0.142&CDS=1-927
513	OG0000513	YBL060W	snap_masked-NODE_7_length_632808_cov_48.2593_ID_2746-processed-gene-4.39-mRNA-1_1&gene=snap_masked-NODE_7_length_632808_cov_48.2593_ID_2746-processed-gene-4.39&CDS=1-1533
514	OG0000514	YBL063W	maker-NODE_2_length_1838899_cov_46.6078_ID_1253-augustus-gene-7.10-mRNA-1_1&gene=maker-NODE_2_length_1838899_cov_46.6078_ID_1253-augustus-gene-7.10&CDS=1-3027
515	OG0000515	YBL071W-A	snap_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-3.137-mRNA-1_1&gene=snap_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-3.137&CDS=1-213
516	OG0000516	YBL076C	augustus_masked-NODE_5_length_1057822_cov_57.0665_ID_1593-processed-gene-7.144-mRNA-1_1&gene=augustus_masked-NODE_5_length_1057822_cov_57.0665_ID_1593-processed-gene-7.144&CDS=1-3210
517	OG0000517	YBL078C	augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-12.9-mRNA-1_1&gene=augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-12.9&CDS=1-351
518	OG0000518	YBL080C	augustus_masked-NODE_10_length_526852_cov_45.8755_ID_2249-processed-gene-1.92-mRNA-1_1&gene=augustus_masked-NODE_10_length_526852_cov_45.8755_ID_2249-processed-gene-1.92&CDS=1-1575
519	OG0000519	YBL082C	genemark-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-10.131-mRNA-1_1&gene=genemark-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-10.131&CDS=1-1392
520	OG0000520	YBL084C	augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-9.14-mRNA-1_1&gene=augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-9.14&CDS=1-1878
521	OG0000521	YBL086C	snap_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-10.107-mRNA-1_1&gene=snap_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-10.107&CDS=1-1806
522	OG0000522	YBL088C	maker-NODE_7_length_632808_cov_48.2593_ID_2746-augustus-gene-3.103-mRNA-1_1&gene=maker-NODE_7_length_632808_cov_48.2593_ID_2746-augustus-gene-3.103&CDS=1-8856
523	OG0000523	YBL090W	augustus_masked-NODE_11_length_507231_cov_47.8977_ID_2584-processed-gene-1.125-mRNA-1_1&gene=augustus_masked-NODE_11_length_507231_cov_47.8977_ID_2584-processed-gene-1.125&CDS=1-666
524	OG0000524	YBL091C	augustus_masked-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-10.59-mRNA-1_1&gene=augustus_masked-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-10.59&CDS=1-1275
525	OG0000525	YBL092W	augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-2.68-mRNA-1_1&gene=augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-2.68&CDS=1-387
526	OG0000526	YBL093C	genemark-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-2.133-mRNA-1_1&gene=genemark-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-2.133&CDS=1-537
527	OG0000527	YBL097W	maker-NODE_6_length_632832_cov_45.1034_ID_1682-augustus-gene-3.176-mRNA-1_1&gene=maker-NODE_6_length_632832_cov_45.1034_ID_1682-augustus-gene-3.176&CDS=1-1929
528	OG0000528	YBL098W	augustus_masked-NODE_11_length_507231_cov_47.8977_ID_2584-processed-gene-1.164-mRNA-1_1&gene=augustus_masked-NODE_11_length_507231_cov_47.8977_ID_2584-processed-gene-1.164&CDS=1-1377
529	OG0000529	YBL099W	genemark-NODE_5_length_1057822_cov_57.0665_ID_1593-processed-gene-4.154-mRNA-1_1&gene=genemark-NODE_5_length_1057822_cov_57.0665_ID_1593-processed-gene-4.154&CDS=1-1614
530	OG0000530	YBL102W	augustus_masked-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-12.13-mRNA-1_1&gene=augustus_masked-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-12.13&CDS=1-627
531	OG0000531	YBL105C	maker-NODE_3_length_1312102_cov_45.374_ID_2384-augustus-gene-6.146-mRNA-1_1&gene=maker-NODE_3_length_1312102_cov_45.374_ID_2384-augustus-gene-6.146&CDS=1-2415
532	OG0000532	YBR002C	maker-NODE_6_length_632832_cov_45.1034_ID_1682-augustus-gene-5.222-mRNA-1_1&gene=maker-NODE_6_length_632832_cov_45.1034_ID_1682-augustus-gene-5.222&CDS=1-804
533	OG0000533	YBR003W	augustus_masked-NODE_5_length_1057822_cov_57.0665_ID_1593-processed-gene-5.114-mRNA-1_1&gene=augustus_masked-NODE_5_length_1057822_cov_57.0665_ID_1593-processed-gene-5.114&CDS=1-1311
534	OG0000534	YBR004C	augustus_masked-NODE_4_length_1082171_cov_45.4179_ID_1480-processed-gene-8.72-mRNA-1_1&gene=augustus_masked-NODE_4_length_1082171_cov_45.4179_ID_1480-processed-gene-8.72&CDS=1-1146
535	OG0000535	YBR006W	maker-NODE_5_length_1057822_cov_57.0665_ID_1593-augustus-gene-6.33-mRNA-1_1&gene=maker-NODE_5_length_1057822_cov_57.0665_ID_1593-augustus-gene-6.33&CDS=1-1455
536	OG0000536	YBR007C	augustus_masked-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-1.3-mRNA-1_1&gene=augustus_masked-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-1.3&CDS=1-1683
537	OG0000537	YBR011C	maker-NODE_3_length_1312102_cov_45.374_ID_2384-augustus-gene-8.6-mRNA-1_1&gene=maker-NODE_3_length_1312102_cov_45.374_ID_2384-augustus-gene-8.6&CDS=1-894
538	OG0000538	YBR017C	genemark-NODE_7_length_632808_cov_48.2593_ID_2746-processed-gene-3.53-mRNA-1_1&gene=genemark-NODE_7_length_632808_cov_48.2593_ID_2746-processed-gene-3.53&CDS=1-2736
539	OG0000539	YBR018C	augustus_masked-NODE_7_length_632808_cov_48.2593_ID_2746-processed-gene-0.126-mRNA-1_1&gene=augustus_masked-NODE_7_length_632808_cov_48.2593_ID_2746-processed-gene-0.126&CDS=1-1071
540	OG0000540	YBR019C	augustus_masked-NODE_8_length_567177_cov_45.8152_ID_1382-processed-gene-1.68-mRNA-1_1&gene=augustus_masked-NODE_8_length_567177_cov_45.8152_ID_1382-processed-gene-1.68&CDS=1-1095
541	OG0000541	YBR022W	augustus_masked-NODE_5_length_1057822_cov_57.0665_ID_1593-processed-gene-9.243-mRNA-1_1&gene=augustus_masked-NODE_5_length_1057822_cov_57.0665_ID_1593-processed-gene-9.243&CDS=1-492
542	OG0000542	YBR023C	augustus_masked-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-8.139-mRNA-1_1&gene=augustus_masked-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-8.139&CDS=1-3366
543	OG0000543	YBR025C	augustus_masked-NODE_5_length_1057822_cov_57.0665_ID_1593-processed-gene-9.245-mRNA-1_1&gene=augustus_masked-NODE_5_length_1057822_cov_57.0665_ID_1593-processed-gene-9.245&CDS=1-1188
544	OG0000544	YBR026C	augustus_masked-NODE_4_length_1082171_cov_45.4179_ID_1480-processed-gene-2.71-mRNA-1_1&gene=augustus_masked-NODE_4_length_1082171_cov_45.4179_ID_1480-processed-gene-2.71&CDS=1-1125
545	OG0000545	YBR029C	augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-0.52&CDS=1-780
546	OG0000546	YBR030W	augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-6.95-mRNA-1_1&gene=augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-6.95&CDS=1-2439
547	OG0000547	YBR034C	augustus_masked-NODE_5_length_1057822_cov_57.0665_ID_1593-processed-gene-8.64-mRNA-1_1&gene=augustus_masked-NODE_5_length_1057822_cov_57.0665_ID_1593-processed-gene-8.64&CDS=1-1002
548	OG0000548	YBR035C	augustus_masked-NODE_8_length_567177_cov_45.8152_ID_1382-processed-gene-0.127-mRNA-1_1&gene=augustus_masked-NODE_8_length_567177_cov_45.8152_ID_1382-processed-gene-0.127&CDS=1-699
549	OG0000549	YBR037C	snap_masked-NODE_6_length_632832_cov_45.1034_ID_1682-processed-gene-5.215-mRNA-1_1&gene=snap_masked-NODE_6_length_632832_cov_45.1034_ID_1682-processed-gene-5.215&CDS=1-912
550	OG0000550	YBR039W	augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-1.84-mRNA-1_1&gene=augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-1.84&CDS=1-879
551	OG0000551	YBR041W	snap_masked-NODE_4_length_1082171_cov_45.4179_ID_1480-processed-gene-0.31-mRNA-1_1&gene=snap_masked-NODE_4_length_1082171_cov_45.4179_ID_1480-processed-gene-0.31&CDS=1-1851
552	OG0000552	YBR042C	augustus_masked-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-6.37-mRNA-1_1&gene=augustus_masked-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-6.37&CDS=1-942
553	OG0000553	YBR046C	augustus_masked-NODE_10_length_526852_cov_45.8755_ID_2249-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-NODE_10_length_526852_cov_45.8755_ID_2249-processed-gene-0.32&CDS=1-981
554	OG0000554	YBR055C	augustus_masked-NODE_10_length_526852_cov_45.8755_ID_2249-processed-gene-4.128-mRNA-1_1&gene=augustus_masked-NODE_10_length_526852_cov_45.8755_ID_2249-processed-gene-4.128&CDS=1-2679
555	OG0000555	YBR056W	augustus_masked-NODE_7_length_632808_cov_48.2593_ID_2746-processed-gene-3.59-mRNA-1_1&gene=augustus_masked-NODE_7_length_632808_cov_48.2593_ID_2746-processed-gene-3.59&CDS=1-1473
556	OG0000556	YBR058C	maker-NODE_11_length_507231_cov_47.8977_ID_2584-augustus-gene-2.185-mRNA-1_1&gene=maker-NODE_11_length_507231_cov_47.8977_ID_2584-augustus-gene-2.185&CDS=1-2298
557	OG0000557	YBR060C	snap_masked-NODE_11_length_507231_cov_47.8977_ID_2584-processed-gene-3.39-mRNA-1_1&gene=snap_masked-NODE_11_length_507231_cov_47.8977_ID_2584-processed-gene-3.39&CDS=1-1647
558	OG0000558	YBR061C	genemark-NODE_9_length_565101_cov_46.0443_ID_1424-processed-gene-2.91-mRNA-1_1&gene=genemark-NODE_9_length_565101_cov_46.0443_ID_1424-processed-gene-2.91&CDS=1-867
559	OG0000559	YBR065C	maker-NODE_4_length_1082171_cov_45.4179_ID_1480-augustus-gene-2.117-mRNA-1_1&gene=maker-NODE_4_length_1082171_cov_45.4179_ID_1480-augustus-gene-2.117&CDS=1-1050
560	OG0000560	YBR070C	snap_masked-NODE_9_length_565101_cov_46.0443_ID_1424-processed-gene-4.70-mRNA-1_1&gene=snap_masked-NODE_9_length_565101_cov_46.0443_ID_1424-processed-gene-4.70&CDS=1-489
561	OG0000561	YBR078W	augustus_masked-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-10.24-mRNA-1_1&gene=augustus_masked-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-10.24&CDS=1-1257
562	OG0000562	YBR079C	augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-2.141-mRNA-1_1&gene=augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-2.141&CDS=1-2826
563	OG0000563	YBR080C	augustus_masked-NODE_6_length_632832_cov_45.1034_ID_1682-processed-gene-4.72-mRNA-1_1&gene=augustus_masked-NODE_6_length_632832_cov_45.1034_ID_1682-processed-gene-4.72&CDS=1-2403
564	OG0000564	YBR081C	maker-NODE_7_length_632808_cov_48.2593_ID_2746-augustus-gene-5.66-mRNA-1_1&gene=maker-NODE_7_length_632808_cov_48.2593_ID_2746-augustus-gene-5.66&CDS=1-2838
565	OG0000565	YBR082C	maker-NODE_4_length_1082171_cov_45.4179_ID_1480-augustus-gene-0.48-mRNA-1_1&gene=maker-NODE_4_length_1082171_cov_45.4179_ID_1480-augustus-gene-0.48&CDS=1-441
566	OG0000566	YBR083W	snap_masked-NODE_6_length_632832_cov_45.1034_ID_1682-processed-gene-5.200-mRNA-1_1&gene=snap_masked-NODE_6_length_632832_cov_45.1034_ID_1682-processed-gene-5.200&CDS=1-1902
567	OG0000567	YBR084W	maker-NODE_2_length_1838899_cov_46.6078_ID_1253-augustus-gene-5.5-mRNA-1_1&gene=maker-NODE_2_length_1838899_cov_46.6078_ID_1253-augustus-gene-5.5&CDS=1-2916
568	OG0000568	YBR085W	augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-10.111-mRNA-1_1&gene=augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-10.111&CDS=1-936
569	OG0000569	YBR086C	augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-3.79-mRNA-1_1&gene=augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-3.79&CDS=1-2169
570	OG0000570	YBR087W	genemark-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-1.39-mRNA-1_1&gene=genemark-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-1.39&CDS=1-1089
571	OG0000571	YBR088C	augustus_masked-NODE_9_length_565101_cov_46.0443_ID_1424-processed-gene-3.130-mRNA-1_1&gene=augustus_masked-NODE_9_length_565101_cov_46.0443_ID_1424-processed-gene-3.130&CDS=1-780
572	OG0000572	YBR094W	maker-NODE_2_length_1838899_cov_46.6078_ID_1253-augustus-gene-8.57-mRNA-1_1&gene=maker-NODE_2_length_1838899_cov_46.6078_ID_1253-augustus-gene-8.57&CDS=1-906
573	OG0000573	YBR095C	maker-NODE_4_length_1082171_cov_45.4179_ID_1480-snap-gene-6.153-mRNA-1_1&gene=maker-NODE_4_length_1082171_cov_45.4179_ID_1480-snap-gene-6.153&CDS=1-786
574	OG0000574	YBR096W	augustus_masked-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-3.79-mRNA-1_1&gene=augustus_masked-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-3.79&CDS=1-906
575	OG0000575	YBR097W	maker-NODE_7_length_632808_cov_48.2593_ID_2746-augustus-gene-0.5-mRNA-1_1&gene=maker-NODE_7_length_632808_cov_48.2593_ID_2746-augustus-gene-0.5&CDS=1-4476
576	OG0000576	YBR101C	augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-6.82-mRNA-1_1&gene=augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-6.82&CDS=1-852
577	OG0000577	YBR102C	augustus_masked-NODE_8_length_567177_cov_45.8152_ID_1382-processed-gene-2.51-mRNA-1_1&gene=augustus_masked-NODE_8_length_567177_cov_45.8152_ID_1382-processed-gene-2.51&CDS=1-1830
578	OG0000578	YBR105C	maker-NODE_7_length_632808_cov_48.2593_ID_2746-augustus-gene-0.14-mRNA-1_1&gene=maker-NODE_7_length_632808_cov_48.2593_ID_2746-augustus-gene-0.14&CDS=1-744
579	OG0000579	YBR106W	augustus_masked-NODE_5_length_1057822_cov_57.0665_ID_1593-processed-gene-6.148-mRNA-1_1&gene=augustus_masked-NODE_5_length_1057822_cov_57.0665_ID_1593-processed-gene-6.148&CDS=1-567
580	OG0000580	YBR109C	augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-9.7-mRNA-1_1&gene=augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-9.7&CDS=1-459
581	OG0000581	YBR110W	genemark-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-6.87-mRNA-1_1&gene=genemark-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-6.87&CDS=1-1401
582	OG0000582	YBR111W-A	augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-16.81-mRNA-1_1&gene=augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-16.81&CDS=1-285
583	OG0000583	YBR112C	snap_masked-NODE_11_length_507231_cov_47.8977_ID_2584-processed-gene-1.47-mRNA-1_1&gene=snap_masked-NODE_11_length_507231_cov_47.8977_ID_2584-processed-gene-1.47&CDS=1-2697
584	OG0000584	YBR115C	augustus_masked-NODE_8_length_567177_cov_45.8152_ID_1382-processed-gene-3.84-mRNA-1_1&gene=augustus_masked-NODE_8_length_567177_cov_45.8152_ID_1382-processed-gene-3.84&CDS=1-4167
585	OG0000585	YBR121C	augustus_masked-NODE_9_length_565101_cov_46.0443_ID_1424-processed-gene-4.121-mRNA-1_1&gene=augustus_masked-NODE_9_length_565101_cov_46.0443_ID_1424-processed-gene-4.121&CDS=1-1962
586	OG0000586	YBR122C	augustus_masked-NODE_13_length_165356_cov_55.7185_ID_2324-processed-gene-0.192-mRNA-1_1&gene=augustus_masked-NODE_13_length_165356_cov_55.7185_ID_2324-processed-gene-0.192&CDS=1-393
587	OG0000587	YBR123C	augustus_masked-NODE_10_length_526852_cov_45.8755_ID_2249-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-NODE_10_length_526852_cov_45.8755_ID_2249-processed-gene-1.64&CDS=1-1245
588	OG0000588	YBR126C	augustus_masked-NODE_14_length_137352_cov_57.6414_ID_4559-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_14_length_137352_cov_57.6414_ID_4559-processed-gene-0.10&CDS=1-1434
589	OG0000589	YBR127C	augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-16.85-mRNA-1_1&gene=augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-16.85&CDS=1-1563
590	OG0000590	YBR132C	maker-NODE_1_length_1864488_cov_47.4331_ID_2849-augustus-gene-9.180-mRNA-1_1&gene=maker-NODE_1_length_1864488_cov_47.4331_ID_2849-augustus-gene-9.180&CDS=1-1674
591	OG0000591	YBR133C	maker-NODE_3_length_1312102_cov_45.374_ID_2384-augustus-gene-4.122-mRNA-1_1&gene=maker-NODE_3_length_1312102_cov_45.374_ID_2384-augustus-gene-4.122&CDS=1-1917
592	OG0000592	YBR135W	augustus_masked-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-8.135-mRNA-1_1&gene=augustus_masked-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-8.135&CDS=1-267
593	OG0000593	YBR136W	snap_masked-NODE_4_length_1082171_cov_45.4179_ID_1480-processed-gene-2.139-mRNA-1_1&gene=snap_masked-NODE_4_length_1082171_cov_45.4179_ID_1480-processed-gene-2.139&CDS=1-6909
594	OG0000594	YBR141C	augustus_masked-NODE_8_length_567177_cov_45.8152_ID_1382-processed-gene-1.82-mRNA-1_1&gene=augustus_masked-NODE_8_length_567177_cov_45.8152_ID_1382-processed-gene-1.82&CDS=1-813
595	OG0000595	YBR142W	augustus_masked-NODE_4_length_1082171_cov_45.4179_ID_1480-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-NODE_4_length_1082171_cov_45.4179_ID_1480-processed-gene-1.21&CDS=1-2031
596	OG0000596	YBR143C	maker-NODE_4_length_1082171_cov_45.4179_ID_1480-snap-gene-0.57-mRNA-1_1&gene=maker-NODE_4_length_1082171_cov_45.4179_ID_1480-snap-gene-0.57&CDS=1-1317
597	OG0000597	YBR146W	augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-4.85-mRNA-1_1&gene=augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-4.85&CDS=1-1170
