"query_id"	"subject_id"	"perc_identity"	"num_ident_matches"	"alig_length"	"mismatches"	"gap_openings"	"n_gaps"	"pos_match"	"ppos"	"q_start"	"q_end"	"q_len"	"qcov"	"qcovhsp"	"s_start"	"s_end"	"s_len"	"evalue"	"bit_score"	"score_raw"
"4u4z/4u4z-b-bundle3.b"	"YHR141C"	100	105	105	0	0	0	105	100	1	105	105	100	100	2	106	107	5e-70	206	525
"4u4z/4u4z-c-bundle3.c"	"YPR043W"	100	91	91	0	0	0	91	100	1	91	91	100	100	2	92	93	6e-60	179	455
"4u4z/4u4z-c-bundle3.c"	"YJR094W-A"	100	91	91	0	0	0	91	100	1	91	91	100	100	2	92	93	6e-60	179	455
"4u4z/4u4z-e-bundle3.e"	"YGR214W"	100	206	206	0	0	0	206	100	1	206	206	100	100	2	207	253	8e-153	426	1096
"4u4z/4u4z-e-bundle3.e"	"YLR048W"	98.54	203	206	3	0	0	205	99.51	1	206	206	100	100	2	207	253	3e-150	420	1079
"4u4z/4u4z-e-bundle3.e"	"YHL004W"	22.92	44	192	118	4	30	82	42.71	16	178	206	79	79	188	378	395	8e-11	58.5	140
"4u4z/4u4z-f-bundle3.f"	"YLR441C"	100	216	216	0	0	0	216	100	1	216	216	100	100	20	235	256	6e-160	445	1144
"4u4z/4u4z-f-bundle3.f"	"YML063W"	98.15	212	216	4	0	0	215	99.54	1	216	216	100	100	20	235	256	2e-157	438	1127
"4u4z/4u4z-g-bundle3.g"	"YGL123W"	100	217	217	0	0	0	217	100	1	217	217	100	100	34	250	255	1e-156	436	1122
"4u4z/4u4z-g-bundle3.g"	"YBR251W"	27.82	37	133	84	3	12	62	46.62	50	181	217	61	61	151	272	308	2e-04	39.3	90
"4u4z/4u4z-h-bundle3.h"	"YNL178W"	100	223	223	0	0	0	223	100	1	223	223	100	100	3	225	241	3e-162	451	1159
"4u4z/4u4z-i-bundle3.i"	"YJR145C"	100	260	260	0	0	0	260	100	1	260	260	100	100	2	261	262	0	526	1356
"4u4z/4u4z-i-bundle3.i"	"YHR203C"	100	260	260	0	0	0	260	100	1	260	260	100	100	2	261	262	0	526	1356
"4u4z/4u4z-j-bundle3.j"	"YJR123W"	100	206	206	0	0	0	206	100	1	206	206	100	100	20	225	226	1e-150	420	1079
"4u4z/4u4z-j-bundle3.j"	"YJR113C"	30.15	41	136	87	4	8	65	47.79	71	206	206	66	66	114	241	248	3e-06	44.7	104
"4u4z/4u4z-k-bundle3.k"	"YPL090C"	100	218	218	0	0	0	218	100	1	218	218	100	100	1	218	237	8e-159	441	1135
"4u4z/4u4z-k-bundle3.k"	"YBR181C"	100	218	218	0	0	0	218	100	1	218	218	100	100	1	218	237	8e-159	441	1135
"4u4z/4u4z-l-bundle3.l"	"YOR096W"	100	186	186	0	0	0	186	100	1	186	186	100	100	2	187	191	5e-132	370	950
"4u4z/4u4z-l-bundle3.l"	"YNL096C"	88.71	165	186	21	0	0	179	96.24	1	186	186	100	100	2	187	191	1e-119	338	868
"4u4z/4u4z-m-bundle3.m"	"YER102W"	94.47	188	199	0	1	11	188	94.47	1	188	188	100	100	2	200	201	6e-134	375	964
"4u4z/4u4z-m-bundle3.m"	"YBL072C"	94.47	188	199	0	1	11	188	94.47	1	188	188	100	100	2	200	201	6e-134	375	964
"4u4z/4u4z-n-bundle3.n"	"YPL081W"	100	185	185	0	0	0	185	100	1	185	185	100	100	2	186	198	1e-132	372	955
"4u4z/4u4z-n-bundle3.n"	"YBR189W"	99.46	184	185	1	0	0	185	100	1	185	185	100	100	2	186	196	3e-132	371	952
"4u4z/4u4z-n-bundle3.n"	"YHR148W"	25.58	33	129	96	0	0	64	49.61	33	161	185	70	70	36	164	184	5e-09	51.2	121
"4u4z/4u4z-o-bundle3.o"	"YOR293W"	96.94	95	98	1	1	2	95	96.94	1	96	96	100	100	1	98	106	2e-64	192	487
"4u4z/4u4z-o-bundle3.o"	"YMR230W"	93.88	92	98	4	1	2	95	96.94	1	96	96	100	100	1	98	106	8e-63	187	476
"4u4z/4u4z-p-bundle3.p"	"YDR025W"	99.32	145	146	1	0	0	145	99.32	1	146	146	100	100	2	147	157	1e-104	298	762
"4u4z/4u4z-p-bundle3.p"	"YBR048W"	99.32	145	146	1	0	0	145	99.32	1	146	146	100	100	2	147	157	1e-104	298	762
"4u4z/4u4z-q-bundle3.q"	"YOR369C"	98.39	122	124	2	0	0	122	98.39	1	124	124	100	100	20	143	144	1e-82	240	613
"4u4z/4u4z-q-bundle3.q"	"YDL208W"	34.48	20	58	36	1	2	33	56.9	22	79	124	47	47	56	111	157	3e-04	36.6	83
"4u4z/4u4z-r-bundle3.r"	"YDR064W"	100	150	150	0	0	0	150	100	1	150	150	100	100	2	151	152	3e-107	304	779
"4u4z/4u4z-s-bundle3.s"	"YCR031C"	100	128	128	0	0	0	128	100	1	128	128	100	100	10	137	138	4e-89	257	656
"4u4z/4u4z-s-bundle3.s"	"YJL191W"	100	128	128	0	0	0	128	100	1	128	128	100	100	11	138	139	4e-89	257	656
"4u4z/4u4z-t-bundle3.t"	"YOL040C"	99.26	134	135	1	0	0	134	99.26	1	135	135	100	100	4	138	143	7e-96	275	702
"4u4z/4u4z-t-bundle3.t"	"YNR037C"	43.14	22	51	29	0	0	33	64.71	69	119	135	38	38	29	79	92	6e-09	48.5	114
"4u4z/4u4z-u-bundle3.u"	"YMR143W"	100	142	142	0	0	0	142	100	1	142	142	100	100	2	143	144	2e-100	286	732
"4u4z/4u4z-u-bundle3.u"	"YDL083C"	100	142	142	0	0	0	142	100	1	142	142	100	100	2	143	144	2e-100	286	732
"4u4z/4u4z-u-bundle3.u"	"YBR146W"	34.12	29	85	51	2	5	42	49.41	10	92	142	58	58	158	239	279	1e-04	38.5	88
"4u4z/4u4z-v-bundle3.v"	"YML024W"	96.69	117	121	0	1	4	117	96.69	1	117	117	100	100	2	122	137	1e-79	232	592
"4u4z/4u4z-v-bundle3.v"	"YDR447C"	96.69	117	121	0	1	4	117	96.69	1	117	117	100	100	2	122	137	1e-79	232	592
"4u4z/4u4z-w-bundle3.w"	"YML026C"	100	145	145	0	0	0	145	100	1	145	145	100	100	2	146	147	4e-105	298	764
"4u4z/4u4z-w-bundle3.w"	"YDR450W"	100	145	145	0	0	0	145	100	1	145	145	100	100	2	146	147	4e-105	298	764
"4u4z/4u4z-x-bundle3.x"	"YOL121C"	100	143	143	0	0	0	143	100	1	143	143	100	100	2	144	145	3e-102	291	745
"4u4z/4u4z-x-bundle3.x"	"YNL302C"	100	142	142	0	0	0	142	100	2	143	143	99	99	3	144	145	3e-101	288	738
"4u4z/4u4z-y-bundle3.y"	"YHL015W"	100	110	110	0	0	0	110	100	1	110	110	100	100	12	121	122	2e-74	218	556
"4u4z/4u4z-z-bundle3.z"	"YKR057W"	100	87	87	0	0	0	87	100	1	87	87	100	100	1	87	88	5e-60	179	455
"4u4z/4u4z-z-bundle3.z"	"YJL136C"	98.85	86	87	1	0	0	87	100	1	87	87	100	100	1	87	88	8e-60	179	453
"4u4z/4u4z-0-bundle3.0"	"YJL190C"	100	129	129	0	0	0	129	100	1	129	129	100	100	2	130	131	4e-93	267	682
"4u4z/4u4z-0-bundle3.0"	"YLR367W"	99.22	128	129	1	0	0	129	100	1	129	129	100	100	2	130	131	8e-93	266	680
"4u4z/4u4z-1-bundle3.1"	"YPR132W"	100	144	144	0	0	0	144	100	1	144	144	100	100	2	145	146	2e-100	286	732
"4u4z/4u4z-1-bundle3.1"	"YGR118W"	100	144	144	0	0	0	144	100	1	144	144	100	100	2	145	146	2e-100	286	732
"4u4z/4u4z-1-bundle3.1"	"YNR036C"	36.25	29	80	43	4	8	51	63.75	49	128	144	56	56	59	130	154	8e-09	49.3	116
"4u4z/4u4z-2-bundle3.2"	"YIL069C"	100	134	134	0	0	0	134	100	1	134	134	100	100	2	135	136	5e-93	267	682
"4u4z/4u4z-2-bundle3.2"	"YER074W"	100	134	134	0	0	0	134	100	1	134	134	100	100	2	135	136	5e-93	267	682
"4u4z/4u4z-3-bundle3.3"	"YGR027C"	100	69	69	0	0	0	69	100	1	69	69	100	100	37	105	109	1e-44	140	352
"4u4z/4u4z-3-bundle3.3"	"YLR333C"	98.55	68	69	1	0	0	68	98.55	1	69	69	100	100	37	105	109	7e-44	138	347
"4u4z/4u4z-A-bundle4.A"	"YGL189C"	100	97	97	0	0	0	97	100	1	97	97	100	100	2	98	120	3e-65	194	493
"4u4z/4u4z-A-bundle4.A"	"YER131W"	100	97	97	0	0	0	97	100	1	97	97	100	100	2	98	120	4e-65	194	492
"4u4z/4u4z-B-bundle4.B"	"YKL156W"	100	81	81	0	0	0	81	100	1	81	81	100	100	2	82	83	4e-55	166	421
"4u4z/4u4z-B-bundle4.B"	"YHR021C"	98.77	80	81	1	0	0	81	100	1	81	81	100	100	2	82	83	7e-55	166	419
"4u4z/4u4z-C-bundle4.C"	"YLR264W"	100	63	63	0	0	0	63	100	1	63	63	100	100	5	67	68	5e-38	122	305
"4u4z/4u4z-C-bundle4.C"	"YOR167C"	100	63	63	0	0	0	63	100	1	63	63	100	100	5	67	68	7e-38	121	304
"4u4z/4u4z-D-bundle4.D"	"YLR388W"	100	53	53	0	0	0	53	100	1	53	53	100	100	4	56	57	1e-34	112	280
"4u4z/4u4z-D-bundle4.D"	"YDL061C"	90.57	48	53	5	0	0	52	98.11	1	53	53	100	100	4	56	57	6e-32	105	262
"4u4z/4u4z-E-bundle4.E"	"YOR182C"	100	62	62	0	0	0	62	100	1	62	62	100	100	2	63	64	8e-39	123	309
"4u4z/4u4z-E-bundle4.E"	"YLR287C-A"	100	62	62	0	0	0	62	100	1	62	62	100	100	2	63	64	8e-39	123	309
"4u4z/4u4z-F-bundle4.F"	"YLR167W"	100	76	76	0	0	0	76	100	1	76	76	100	100	77	152	153	8e-50	155	391
"4u4z/4u4z-G-bundle4.G"	"YMR116C"	100	318	318	0	0	0	318	100	1	318	318	100	100	2	319	320	0	652	1683
"4u4z/4u4z-G-bundle4.G"	"YBR198C"	31.76	74	233	142	7	17	110	47.21	11	240	318	97	72	520	738	799	2e-22	96.7	239
"4u4z/4u4z-G-bundle4.G"	"YBR198C"	25	48	192	135	3	9	88	45.83	57	245	318	97	59	518	703	799	3e-16	77.4	189
"4u4z/4u4z-G-bundle4.G"	"YBR198C"	27.67	70	253	154	10	29	114	45.06	11	254	318	97	77	562	794	799	4e-16	77	188
"4u4z/4u4z-G-bundle4.G"	"YBR198C"	24.66	55	223	152	6	16	101	45.29	98	317	318	97	69	517	726	799	5e-15	73.9	180
"4u4z/4u4z-G-bundle4.G"	"YBR198C"	22.98	54	235	149	6	32	95	40.43	102	317	318	97	68	462	683	799	3e-09	55.8	133
"4u4z/4u4z-G-bundle4.G"	"YIL046W"	33.33	61	183	104	5	18	92	50.27	12	194	318	80	58	298	462	641	6e-21	91.7	226
"4u4z/4u4z-G-bundle4.G"	"YIL046W"	22.05	43	195	123	8	29	85	43.59	86	264	318	80	56	269	450	641	4e-07	49.3	116
"4u4z/4u4z-G-bundle4.G"	"YIL046W"	41.43	29	70	38	2	3	39	55.71	77	145	318	80	22	523	590	641	6e-07	48.9	115
"4u4z/4u4z-G-bundle4.G"	"YLR222C"	26.94	59	219	144	4	16	103	47.03	14	222	318	80	66	432	644	818	6e-20	89	219
"4u4z/4u4z-G-bundle4.G"	"YLR222C"	25.46	69	271	165	10	37	116	42.8	13	265	318	80	80	385	636	818	5e-14	70.5	171
"4u4z/4u4z-G-bundle4.G"	"YLR222C"	23.28	61	262	167	7	34	108	41.22	19	259	318	80	76	350	598	818	5e-11	61.6	148
"4u4z/4u4z-G-bundle4.G"	"YLR222C"	28.06	39	139	90	4	10	63	45.32	52	183	318	80	42	91	226	818	9e-07	48.1	113
"4u4z/4u4z-G-bundle4.G"	"YPL151C"	22.33	69	309	225	5	15	124	40.13	8	313	318	96	96	131	427	452	1e-19	87	214
"4u4z/4u4z-G-bundle4.G"	"YCR072C"	24.71	86	348	201	13	61	148	42.53	11	312	318	97	95	181	513	516	3e-18	83.2	204
"4u4z/4u4z-G-bundle4.G"	"YCR072C"	22.69	81	357	204	13	72	142	39.78	12	316	318	97	96	139	475	516	6e-13	67	162
"4u4z/4u4z-G-bundle4.G"	"YCR072C"	25.21	61	242	163	7	18	108	44.63	7	245	318	97	75	269	495	516	3e-12	65.1	157
"4u4z/4u4z-G-bundle4.G"	"YCR072C"	32.52	40	123	77	3	6	62	50.41	12	134	318	97	39	398	514	516	1e-10	60.5	145
"4u4z/4u4z-G-bundle4.G"	"YDL145C"	24.74	72	291	167	9	52	119	40.89	12	265	318	87	80	49	324	1202	8e-18	82.4	202
"4u4z/4u4z-G-bundle4.G"	"YDL145C"	28.81	51	177	113	3	13	79	44.63	60	232	318	87	54	7	174	1202	2e-16	77.8	190
"4u4z/4u4z-G-bundle4.G"	"YDL145C"	23.45	68	290	168	8	54	116	40	11	259	318	87	78	90	366	1202	8e-13	67.4	163
"4u4z/4u4z-G-bundle4.G"	"YDL145C"	24.45	67	274	165	9	42	117	42.7	50	287	318	87	75	39	306	1202	4e-12	65.1	157
"4u4z/4u4z-G-bundle4.G"	"YLR129W"	28.19	64	227	136	8	27	102	44.93	13	223	318	97	66	470	685	944	3e-17	80.5	197
"4u4z/4u4z-G-bundle4.G"	"YLR129W"	27.66	39	141	92	4	10	64	45.39	85	224	318	97	44	100	231	944	2e-09	57	136
"4u4z/4u4z-G-bundle4.G"	"YLR129W"	22.67	73	322	206	12	43	134	41.61	12	313	318	97	95	387	685	944	2e-09	56.6	135
"4u4z/4u4z-G-bundle4.G"	"YLR129W"	25.25	25	99	73	1	1	47	47.47	174	271	318	97	31	100	198	944	2e-05	44.3	103
"4u4z/4u4z-G-bundle4.G"	"YLR129W"	27.54	38	138	83	6	17	58	42.03	59	193	318	97	42	116	239	944	2e-04	40.8	94
"4u4z/4u4z-G-bundle4.G"	"YLR129W"	25.2	31	123	81	4	11	54	43.9	14	135	318	97	38	119	231	944	4e-04	40	92
"4u4z/4u4z-G-bundle4.G"	"YLR129W"	22.83	29	127	88	4	10	54	42.52	193	318	318	97	40	389	506	944	6e-04	39.7	91
"4u4z/4u4z-G-bundle4.G"	"YCR057C"	22.51	61	271	187	6	23	123	45.39	61	314	318	96	80	342	606	924	1e-15	75.9	185
"4u4z/4u4z-G-bundle4.G"	"YCR057C"	25.42	61	240	164	7	15	114	47.5	13	249	318	96	75	342	569	924	9e-15	73.2	178
"4u4z/4u4z-G-bundle4.G"	"YCR057C"	22.4	69	308	174	13	65	117	37.99	58	317	318	96	82	87	377	924	2e-05	44.3	103
"4u4z/4u4z-G-bundle4.G"	"YCR057C"	24.41	31	127	85	4	11	58	45.67	194	314	318	96	38	54	175	924	9e-05	42	97
"4u4z/4u4z-G-bundle4.G"	"YNL006W"	23.83	71	298	195	11	32	132	44.3	31	316	318	97	90	4	281	304	3e-15	72.8	177
"4u4z/4u4z-G-bundle4.G"	"YNL006W"	22.02	48	218	124	6	46	85	38.99	56	228	318	97	54	67	283	304	4e-08	52	123
"4u4z/4u4z-G-bundle4.G"	"YNL006W"	30.77	32	104	67	3	5	53	50.96	12	115	318	97	33	203	301	304	7e-08	51.2	121
"4u4z/4u4z-G-bundle4.G"	"YNL006W"	21.43	51	238	121	9	66	92	38.66	10	195	318	97	58	69	292	304	2e-04	40.8	94
"4u4z/4u4z-G-bundle4.G"	"YGL137W"	28.97	62	214	133	6	19	90	42.06	54	262	318	80	66	87	286	890	6e-15	73.6	179
"4u4z/4u4z-G-bundle4.G"	"YGL137W"	25.89	58	224	118	6	48	91	40.62	8	216	318	80	66	132	322	890	3e-12	65.5	158
"4u4z/4u4z-G-bundle4.G"	"YGL137W"	26.26	52	198	135	5	11	78	39.39	55	246	318	80	60	46	238	890	5e-09	55.5	132
"4u4z/4u4z-G-bundle4.G"	"YCR084C"	26.51	44	166	108	5	14	79	47.59	67	224	318	96	50	446	605	714	5e-14	70.9	172
"4u4z/4u4z-G-bundle4.G"	"YCR084C"	24.18	37	153	113	2	3	76	49.67	168	318	318	96	47	458	609	714	1e-11	63.5	153
"4u4z/4u4z-G-bundle4.G"	"YCR084C"	22.78	54	237	149	8	34	98	41.35	31	245	318	96	68	457	681	714	2e-08	53.5	127
"4u4z/4u4z-G-bundle4.G"	"YCR084C"	26.28	36	137	85	4	16	59	43.07	14	136	318	96	39	574	708	714	9e-05	42	97
"4u4z/4u4z-G-bundle4.G"	"YCR084C"	25.41	31	122	81	3	10	57	46.72	198	317	318	96	38	446	559	714	1e-04	42	97
"4u4z/4u4z-G-bundle4.G"	"YDR364C"	24.81	66	266	180	10	20	118	44.36	57	312	318	81	81	155	410	456	6e-14	70.1	170
"4u4z/4u4z-G-bundle4.G"	"YFL009W"	24.73	68	275	153	10	54	116	42.18	12	244	318	81	73	459	721	780	7e-14	70.1	170
"4u4z/4u4z-G-bundle4.G"	"YFL009W"	24.81	65	262	157	12	40	117	44.66	9	265	318	81	81	374	600	780	6e-13	67.4	163
"4u4z/4u4z-G-bundle4.G"	"YBR175W"	27.23	52	191	125	6	14	89	46.6	57	233	318	81	56	89	279	316	1e-13	68.6	166
"4u4z/4u4z-G-bundle4.G"	"YBR175W"	20.09	43	214	136	5	35	88	41.12	108	315	318	81	65	35	219	316	6e-05	42	97
"4u4z/4u4z-G-bundle4.G"	"YPR178W"	26.95	45	167	113	3	9	70	41.92	61	223	318	95	51	304	465	466	2e-12	65.5	158
"4u4z/4u4z-G-bundle4.G"	"YPR178W"	22.8	57	250	178	7	15	110	44	12	254	318	95	76	214	455	466	3e-11	62	149
"4u4z/4u4z-G-bundle4.G"	"YPR178W"	24.69	40	162	100	6	22	71	43.83	163	314	318	95	48	229	378	466	1e-07	50.4	119
"4u4z/4u4z-G-bundle4.G"	"YKL213C"	26.42	56	212	130	11	26	98	46.23	17	222	318	66	65	55	246	716	1e-10	60.8	146
"4u4z/4u4z-G-bundle4.G"	"YKL213C"	26.87	36	134	88	5	10	70	52.24	12	144	318	66	42	133	257	716	5e-08	52.4	124
"4u4z/4u4z-G-bundle4.G"	"YOR212W"	22.12	69	312	161	8	82	119	38.14	18	315	318	94	94	136	379	424	4e-10	58.5	140
"4u4z/4u4z-G-bundle4.G"	"YNL317W"	20.62	53	257	154	7	50	103	40.08	12	225	318	91	67	131	380	466	2e-09	56.6	135
"4u4z/4u4z-G-bundle4.G"	"YNL317W"	20.07	57	284	206	6	21	111	39.08	27	301	318	91	86	49	320	466	2e-09	56.6	135
"4u4z/4u4z-G-bundle4.G"	"YOR269W"	22.93	61	266	155	11	50	111	41.73	10	231	318	70	70	192	451	495	2e-09	56.2	134
"4u4z/4u4z-G-bundle4.G"	"YKR036C"	22.92	58	253	144	10	51	107	42.29	10	224	318	74	68	356	595	644	1e-08	54.3	129
"4u4z/4u4z-G-bundle4.G"	"YKR036C"	24.3	52	214	109	7	53	85	39.72	76	244	318	74	53	332	537	644	4e-07	49.3	116
"4u4z/4u4z-G-bundle4.G"	"YJL112W"	21.9	46	210	116	8	48	91	43.33	10	182	318	82	54	435	633	715	4e-08	52.4	124
"4u4z/4u4z-G-bundle4.G"	"YJL112W"	20.28	43	212	118	5	51	82	38.68	76	244	318	82	53	411	614	715	3e-07	50.1	118
"4u4z/4u4z-G-bundle4.G"	"YJL112W"	25.52	37	145	82	6	26	68	46.9	11	136	318	82	40	497	634	715	4e-06	46.2	108
"4u4z/4u4z-G-bundle4.G"	"YJL112W"	28.77	21	73	49	2	3	45	61.64	50	122	318	82	23	592	661	715	2e-05	44.3	103
"4u4z/4u4z-G-bundle4.G"	"YJL112W"	27.93	31	111	67	4	13	51	45.95	167	270	318	82	33	412	516	715	2e-04	41.2	95
"4u4z/4u4z-G-bundle4.G"	"YMR146C"	25.64	40	156	106	4	10	67	42.95	62	216	318	49	49	8	154	348	2e-07	49.7	117
"4u4z/4u4z-G-bundle4.G"	"YKL021C"	24.25	65	268	140	10	63	110	41.04	10	230	318	69	69	140	391	469	3e-07	49.7	117
"4u4z/4u4z-G-bundle4.G"	"YKL021C"	23.31	31	133	90	4	12	62	46.62	102	224	318	69	39	102	232	469	1e-06	47.4	111
"4u4z/4u4z-G-bundle4.G"	"YPL183C"	27.01	37	137	97	2	3	66	48.18	57	190	318	42	42	172	308	1014	4e-07	49.7	117
"4u4z/4u4z-G-bundle4.G"	"YDR267C"	25	57	228	141	10	30	96	42.11	28	230	318	64	64	69	291	331	6e-07	48.1	113
"4u4z/4u4z-G-bundle4.G"	"YGR200C"	24.89	59	237	142	9	36	93	39.24	102	314	318	67	67	11	235	789	9e-07	48.1	113
"4u4z/4u4z-G-bundle4.G"	"YPR137W"	35.06	27	77	46	2	4	44	57.14	193	265	318	80	23	234	310	574	2e-06	47	110
"4u4z/4u4z-G-bundle4.G"	"YPR137W"	21.62	48	222	157	5	17	86	38.74	11	232	318	80	70	231	435	574	2e-05	43.9	102
"4u4z/4u4z-G-bundle4.G"	"YPR137W"	19.35	30	155	117	3	8	63	40.65	104	258	318	80	49	234	380	574	2e-04	41.2	95
"4u4z/4u4z-G-bundle4.G"	"YGL004C"	25.82	55	213	129	8	29	88	41.31	32	221	318	60	60	151	357	418	3e-06	46.2	108
"4u4z/4u4z-G-bundle4.G"	"YGL004C"	25	21	84	63	0	0	38	45.24	50	133	318	60	26	122	205	418	8e-05	42	97
"4u4z/4u4z-G-bundle4.G"	"YLR409C"	20.79	42	202	136	4	24	83	41.09	66	258	318	61	61	462	648	940	4e-06	46.2	108
"4u4z/4u4z-G-bundle4.G"	"YOR272W"	27.86	39	140	69	5	32	64	45.71	18	134	318	71	37	105	235	461	6e-06	45.4	106
"4u4z/4u4z-G-bundle4.G"	"YOR272W"	23.78	34	143	78	3	31	59	41.26	109	228	318	71	38	106	240	461	5e-05	42.7	99
"4u4z/4u4z-G-bundle4.G"	"YOR272W"	21.75	62	285	156	10	67	110	38.6	14	238	318	71	71	142	419	461	1e-04	41.2	95
"4u4z/4u4z-G-bundle4.G"	"YMR092C"	22.67	51	225	148	8	26	89	39.56	10	223	318	67	67	154	363	616	8e-06	45.4	106
"4u4z/4u4z-G-bundle4.G"	"YML102W"	26.32	45	171	76	8	50	73	42.69	168	314	318	46	46	30	174	469	8e-06	45.1	105
"4u4z/4u4z-G-bundle4.G"	"YBL008W"	17.74	44	248	146	8	58	98	39.52	100	300	318	91	63	11	247	841	2e-05	44.3	103
"4u4z/4u4z-G-bundle4.G"	"YBL008W"	23.53	32	136	88	3	16	60	44.12	11	133	318	91	39	74	206	841	1e-04	41.6	96
"4u4z/4u4z-G-bundle4.G"	"YER066W"	23.35	39	167	95	6	33	73	43.71	104	247	318	45	45	9	165	186	5e-05	41.6	96
"4u4z/4u4z-G-bundle4.G"	"YBR103W"	30.77	28	91	56	2	7	40	43.96	56	143	318	28	28	351	437	536	1e-04	41.6	96
"4u4z/4u4z-G-bundle4.G"	"YDR128W"	26.61	33	124	85	4	6	58	46.77	12	133	318	38	38	110	229	1149	3e-04	40.4	93
"4u4z/4u4z-G-bundle4.G"	"YCL039W"	22.76	33	145	71	5	41	57	39.31	85	225	318	44	44	636	743	746	5e-04	39.7	91
"4u4z/4u4z-G-bundle4.G"	"YER107C"	27.64	34	123	78	4	11	57	46.34	19	136	318	37	37	39	155	366	5e-04	39.3	90
"4u4z/4u4z-G-bundle4.G"	"YMR102C"	27.36	29	106	74	3	3	48	45.28	55	159	318	33	33	269	372	835	5e-04	39.7	91
"4u4z/4u4z-G-bundle4.G"	"YLR429W"	25.17	37	147	82	5	28	59	40.14	102	228	318	40	40	77	215	652	6e-04	39.3	90
"4u4z/4u4z-G-bundle4.G"	"YLR055C"	35.85	19	53	34	0	0	28	52.83	62	114	318	17	17	305	357	603	7e-04	38.9	89
"4u4z/4u4z-H-bundle4.H"	"YLR150W"	57.24	87	152	17	2	48	92	60.53	1	104	104	100	100	23	174	274	4e-43	142	359
"4u4z/4u4z-L-bundle4.L"	"YIL018W"	100	252	252	0	0	0	252	100	1	252	252	100	100	2	253	255	0	503	1295
"4u4z/4u4z-L-bundle4.L"	"YFR031C-A"	100	252	252	0	0	0	252	100	1	252	252	100	100	2	253	255	0	503	1295
"4u4z/4u4z-L-bundle4.L"	"YEL050C"	39.17	47	120	60	2	13	64	53.33	98	213	252	46	46	238	348	394	3e-18	81.3	199
"4u4z/4u4z-M-bundle4.M"	"YOR063W"	100	386	386	0	0	0	386	100	1	386	386	100	100	2	387	388	0	792	2045
"4u4z/4u4z-N-bundle4.N"	"YBR031W"	100	361	361	0	0	0	361	100	1	361	361	100	100	2	362	363	0	731	1887
"4u4z/4u4z-N-bundle4.N"	"YDR012W"	99.72	360	361	1	0	0	360	99.72	1	361	361	100	100	2	362	363	0	729	1882
"4u4z/4u4z-O-bundle4.O"	"YPL131W"	100	294	294	0	0	0	294	100	1	294	294	100	100	4	297	298	0	602	1553
"4u4z/4u4z-P-bundle4.P"	"YML073C"	88.57	155	175	2	1	18	156	89.14	1	157	157	100	100	2	176	177	2e-105	301	770
"4u4z/4u4z-P-bundle4.P"	"YLR448W"	83.43	146	175	11	1	18	153	87.43	1	157	157	100	100	2	176	177	3e-100	288	736
"4u4z/4u4z-Q-bundle4.Q"	"YGL076C"	100	223	223	0	0	0	223	100	1	223	223	100	100	22	244	245	4e-164	455	1171
"4u4z/4u4z-Q-bundle4.Q"	"YPL198W"	99.1	221	223	2	0	0	223	100	1	223	223	100	100	22	244	245	2e-163	453	1166
"4u4z/4u4z-Q-bundle4.Q"	"YNL002C"	41.46	68	164	86	3	10	95	57.93	62	216	223	70	70	141	303	323	4e-34	124	312
"4u4z/4u4z-R-bundle4.R"	"YHL033C"	100	231	231	0	0	0	231	100	1	231	231	100	100	24	254	257	8e-170	471	1211
"4u4z/4u4z-R-bundle4.R"	"YLL045C"	97.84	226	231	5	0	0	230	99.57	1	231	231	100	100	24	254	257	8e-168	465	1197
"4u4z/4u4z-R-bundle4.R"	"YDL208W"	35.71	20	56	36	0	0	31	55.36	109	164	231	24	24	56	111	157	2e-06	44.7	104
"4u4z/4u4z-R-bundle4.R"	"YEL026W"	32.14	18	56	38	0	0	31	55.36	109	164	231	24	24	33	88	127	8e-06	42.4	98
"4u4z/4u4z-S-bundle4.S"	"YGL147C"	100	191	191	0	0	0	191	100	1	191	191	100	100	1	191	192	9e-138	385	989
"4u4z/4u4z-S-bundle4.S"	"YNL067W"	97.91	187	191	4	0	0	189	98.95	1	191	191	100	100	1	191	192	2e-135	379	973
"4u4z/4u4z-S-bundle4.S"	"YHR147C"	28.77	42	146	89	7	15	75	51.37	22	163	191	74	74	53	187	215	7e-05	40.4	93
"4u4z/4u4z-A-bundle5.A"	"YLR075W"	96.82	213	220	0	1	7	213	96.82	1	213	213	100	100	2	221	222	8e-157	435	1119
"4u4z/4u4z-B-bundle5.B"	"YPR102C"	100	169	169	0	0	0	169	100	1	169	169	100	100	6	174	175	2e-124	349	896
"4u4z/4u4z-B-bundle5.B"	"YGR085C"	100	169	169	0	0	0	169	100	1	169	169	100	100	6	174	175	3e-124	349	896
"4u4z/4u4z-D-bundle5.D"	"YDL082W"	100	194	194	0	0	0	194	100	1	194	194	100	100	2	195	200	3e-138	387	993
"4u4z/4u4z-D-bundle5.D"	"YMR142C"	98.97	192	194	2	0	0	193	99.48	1	194	194	100	100	2	195	200	9e-137	383	983
"4u4z/4u4z-E-bundle5.E"	"YKL006W"	100	137	137	0	0	0	137	100	1	137	137	100	100	2	138	139	2e-93	268	686
"4u4z/4u4z-E-bundle5.E"	"YHL001W"	99.27	136	137	1	0	0	136	99.27	1	137	137	100	100	2	138	139	7e-93	267	682
