Saccharomycopsis_malanga@Seq_6132	OG1907
Saccharomycopsis_malanga@Seq_1715	OG1040
Saccharomycopsis_malanga@Seq_4548	OG2704
Saccharomycopsis_malanga@Seq_4025	OG2422
Saccharomycopsis_malanga@Seq_4895	OG1095
Saccharomycopsis_malanga@Seq_3382	OG1090
Saccharomycopsis_malanga@Seq_2681	OG1403
Saccharomycopsis_malanga@Seq_2318	OG1023
Saccharomycopsis_malanga@Seq_5046	OG2693
Saccharomycopsis_malanga@Seq_19	OG4570
Saprochaete_clavata@Seq_4274	OG1090
Saprochaete_clavata@Seq_724	OG1013
Saprochaete_clavata@Seq_5020	OG3355
Saprochaete_clavata@Seq_275	OG1195
Saprochaete_clavata@Seq_5687	OG4477
Saprochaete_clavata@Seq_5721	OG3616
Saprochaete_clavata@Seq_1391	OG1275
Saprochaete_clavata@Seq_2458	OG1907
Saprochaete_clavata@Seq_1037	OG2059
Saprochaete_clavata@Seq_436	OG1040
Saprochaete_clavata@Seq_2518	OG1260
Saprochaete_clavata@Seq_532	OG2704
Saprochaete_clavata@Seq_1640	OG2422
Saprochaete_clavata@Seq_1715	OG1095
Saprochaete_clavata@Seq_3878	OG1997
Saprochaete_clavata@Seq_1499	OG90867
Saprochaete_clavata@Seq_5931	OG1083
Saprochaete_clavata@Seq_1313	OG2693
Saprochaete_clavata@Seq_3194	OG3569
Saprochaete_clavata@Seq_250	OG2757
Saprochaete_clavata@Seq_6025	OG1074
Saprochaete_clavata@Seq_2755	OG6869
Saprochaete_clavata@Seq_5503	OG4570
Saprochaete_clavata@Seq_3802	OG2112
Saprochaete_clavata@Seq_386	OG1555
Scheffersomyces_lignosus@Seq_2019	OG3355
Scheffersomyces_lignosus@Seq_1100	OG4232
Scheffersomyces_lignosus@Seq_2578	OG1260
Scheffersomyces_lignosus@Seq_3814	OG1195
Scheffersomyces_lignosus@Seq_4656	OG3393
Scheffersomyces_lignosus@Seq_3122	OG1750
Scheffersomyces_lignosus@Seq_630	OG5471
Scheffersomyces_lignosus@Seq_217	OG1505
Scheffersomyces_lignosus@Seq_3289	OG3616
Scheffersomyces_lignosus@Seq_1705	OG1275
Scheffersomyces_lignosus@Seq_4524	OG1907
Scheffersomyces_lignosus@Seq_5278	OG3483
Scheffersomyces_lignosus@Seq_3443	OG1013
Scheffersomyces_lignosus@Seq_548	OG2059
Scheffersomyces_lignosus@Seq_2963	OG1920
Scheffersomyces_lignosus@Seq_4744	OG1003
Scheffersomyces_lignosus@Seq_1776	OG5280
Scheffersomyces_lignosus@Seq_5852	OG4331
Scheffersomyces_lignosus@Seq_5958	OG1040
Scheffersomyces_lignosus@Seq_4002	OG5423
Scheffersomyces_lignosus@Seq_792	OG2704
Scheffersomyces_lignosus@Seq_3500	OG6140
Scheffersomyces_lignosus@Seq_3846	OG2422
Scheffersomyces_lignosus@Seq_3716	OG1095
Scheffersomyces_lignosus@Seq_3252	OG1090
Scheffersomyces_lignosus@Seq_4815	OG1083
Scheffersomyces_lignosus@Seq_4251	OG2693
Scheffersomyces_lignosus@Seq_4934	OG2664
Scheffersomyces_lignosus@Seq_1660	OG5471
Scheffersomyces_lignosus@Seq_5408	OG1275
Scheffersomyces_lignosus@Seq_5011	OG1074
Scheffersomyces_lignosus@Seq_5886	OG2894
Scheffersomyces_lignosus@Seq_2037	OG2112
Scheffersomyces_lignosus@Seq_1216	OG1168
Scheffersomyces_lignosus@Seq_5624	OG4575
Scheffersomyces_lignosus@Seq_875	OG1555
Scheffersomyces_lignosus@Seq_4227	OG4006
Scheffersomyces_stipitis@Seq_3747	OG5471
Scheffersomyces_stipitis@Seq_3248	OG9272
Scheffersomyces_stipitis@Seq_5262	OG1023
Scheffersomyces_stipitis@Seq_5154	OG1195
Scheffersomyces_stipitis@Seq_2026	OG3569
Scheffersomyces_stipitis@Seq_2302	OG3393
Scheffersomyces_stipitis@Seq_1374	OG1023
Scheffersomyces_stipitis@Seq_1622	OG7353
Scheffersomyces_stipitis@Seq_896	OG5471
Scheffersomyces_stipitis@Seq_183	OG3616
Scheffersomyces_stipitis@Seq_2410	OG1275
Scheffersomyces_stipitis@Seq_2063	OG1907
Scheffersomyces_stipitis@Seq_2017	OG3424
Scheffersomyces_stipitis@Seq_2523	OG1013
Scheffersomyces_stipitis@Seq_738	OG1920
Scheffersomyces_stipitis@Seq_5376	OG2059
Scheffersomyces_stipitis@Seq_1723	OG5280
Scheffersomyces_stipitis@Seq_4401	OG1260
Scheffersomyces_stipitis@Seq_3320	OG1040
Scheffersomyces_stipitis@Seq_1325	OG2704
Scheffersomyces_stipitis@Seq_4765	OG6140
Scheffersomyces_stipitis@Seq_4501	OG2422
Scheffersomyces_stipitis@Seq_1176	OG1013
Scheffersomyces_stipitis@Seq_31	OG1095
Scheffersomyces_stipitis@Seq_4108	OG1090
Scheffersomyces_stipitis@Seq_1998	OG1340
Scheffersomyces_stipitis@Seq_553	OG4763
Scheffersomyces_stipitis@Seq_3081	OG1083
Scheffersomyces_stipitis@Seq_1575	OG4786
Scheffersomyces_stipitis@Seq_230	OG2693
Scheffersomyces_stipitis@Seq_2659	OG1040
Scheffersomyces_stipitis@Seq_4860	OG3263
Scheffersomyces_stipitis@Seq_1960	OG1997
Scheffersomyces_stipitis@Seq_5257	OG4570
Scheffersomyces_stipitis@Seq_1621	OG2664
Scheffersomyces_stipitis@Seq_95	OG2112
Scheffersomyces_stipitis@Seq_1482	OG1555
Scheffersomyces_stipitis@Seq_5175	OG1555
Scheffersomyces_stipitis@Seq_726	OG4006
Spathaspora_arborariae@Seq_2059	OG5423
Spathaspora_arborariae@Seq_5424	OG4331
Spathaspora_arborariae@Seq_2952	OG1023
Spathaspora_arborariae@Seq_4942	OG1260
Spathaspora_arborariae@Seq_2313	OG2059
Spathaspora_arborariae@Seq_234	OG1195
Spathaspora_arborariae@Seq_3980	OG3393
Spathaspora_arborariae@Seq_3291	OG1023
Spathaspora_arborariae@Seq_2077	OG5471
Spathaspora_arborariae@Seq_2351	OG4232
Spathaspora_arborariae@Seq_1296	OG3616
Spathaspora_arborariae@Seq_2387	OG1275
Spathaspora_arborariae@Seq_3818	OG6140
Spathaspora_arborariae@Seq_3257	OG1013
Spathaspora_arborariae@Seq_411	OG1920
Spathaspora_arborariae@Seq_2573	OG1003
Spathaspora_arborariae@Seq_300	OG1023
Spathaspora_arborariae@Seq_888	OG1907
Spathaspora_arborariae@Seq_3290	OG1040
Spathaspora_arborariae@Seq_1600	OG2704
Spathaspora_arborariae@Seq_1224	OG2422
Spathaspora_arborariae@Seq_3517	OG1095
Spathaspora_arborariae@Seq_1475	OG1090
Spathaspora_arborariae@Seq_3434	OG1083
Spathaspora_arborariae@Seq_5485	OG1023
Spathaspora_arborariae@Seq_1694	OG2693
Spathaspora_arborariae@Seq_3055	OG2664
Spathaspora_arborariae@Seq_3116	OG1275
Spathaspora_arborariae@Seq_3031	OG2894
Spathaspora_arborariae@Seq_3458	OG2112
Spathaspora_arborariae@Seq_942	OG4786
Spathaspora_arborariae@Seq_3096	OG1083
Spathaspora_arborariae@Seq_808	OG1166
Spathaspora_arborariae@Seq_685	OG13714
Spathaspora_arborariae@Seq_1199	OG4006
Spathaspora_girioi@Seq_767	OG5423
Spathaspora_girioi@Seq_4142	OG4331
Spathaspora_girioi@Seq_857	OG1023
Spathaspora_girioi@Seq_2564	OG1195
Spathaspora_girioi@Seq_1312	OG1260
Spathaspora_girioi@Seq_4436	OG5471
Spathaspora_girioi@Seq_3606	OG4232
Spathaspora_girioi@Seq_80	OG1023
Spathaspora_girioi@Seq_5816	OG6367
Spathaspora_girioi@Seq_3904	OG4232
Spathaspora_girioi@Seq_2796	OG3616
Spathaspora_girioi@Seq_6653	OG1275
Spathaspora_girioi@Seq_455	OG1023
Spathaspora_girioi@Seq_3958	OG6140
Spathaspora_girioi@Seq_3285	OG1013
Spathaspora_girioi@Seq_362	OG2059
Spathaspora_girioi@Seq_6415	OG1920
Spathaspora_girioi@Seq_1072	OG1074
Spathaspora_girioi@Seq_4716	OG1143
Spathaspora_girioi@Seq_4535	OG4331
Spathaspora_girioi@Seq_2236	OG1907
Spathaspora_girioi@Seq_4370	OG1013
Spathaspora_girioi@Seq_1855	OG1040
Spathaspora_girioi@Seq_1509	OG2704
Spathaspora_girioi@Seq_3971	OG2422
Spathaspora_girioi@Seq_6354	OG1095
Spathaspora_girioi@Seq_2136	OG1090
Spathaspora_girioi@Seq_3583	OG1090
Spathaspora_girioi@Seq_4628	OG1083
Spathaspora_girioi@Seq_5236	OG2693
Spathaspora_girioi@Seq_2864	OG2664
Spathaspora_girioi@Seq_5108	OG2757
Spathaspora_girioi@Seq_1895	OG2894
Spathaspora_girioi@Seq_1396	OG2112
Spathaspora_girioi@Seq_5368	OG4786
Spathaspora_girioi@Seq_1758	OG1083
Spathaspora_girioi@Seq_5871	OG1555
Spathaspora_girioi@Seq_4123	OG13714
Spathaspora_girioi@Seq_5199	OG1275
Spathaspora_girioi@Seq_2474	OG4006
Spathaspora_gorwiae@Seq_4210	OG5423
Spathaspora_gorwiae@Seq_3759	OG1023
Spathaspora_gorwiae@Seq_4517	OG1195
Spathaspora_gorwiae@Seq_5905	OG3569
Spathaspora_gorwiae@Seq_3638	OG1260
Spathaspora_gorwiae@Seq_5624	OG3393
Spathaspora_gorwiae@Seq_978	OG1023
Spathaspora_gorwiae@Seq_6187	OG5471
Spathaspora_gorwiae@Seq_10	OG3616
Spathaspora_gorwiae@Seq_6313	OG1275
Spathaspora_gorwiae@Seq_3091	OG1023
Spathaspora_gorwiae@Seq_3538	OG1907
Spathaspora_gorwiae@Seq_5743	OG1023
Spathaspora_gorwiae@Seq_4479	OG1013
Spathaspora_gorwiae@Seq_4730	OG1026
Spathaspora_gorwiae@Seq_1695	OG2059
Spathaspora_gorwiae@Seq_1224	OG1143
Spathaspora_gorwiae@Seq_1100	OG5471
Spathaspora_gorwiae@Seq_1920	OG1040
Spathaspora_gorwiae@Seq_4041	OG2704
Spathaspora_gorwiae@Seq_5121	OG2422
Spathaspora_gorwiae@Seq_6461	OG1095
Spathaspora_gorwiae@Seq_1168	OG1090
Spathaspora_gorwiae@Seq_3676	OG1083
Spathaspora_gorwiae@Seq_2404	OG4786
Spathaspora_gorwiae@Seq_1790	OG2664
Spathaspora_gorwiae@Seq_6182	OG2757
Spathaspora_gorwiae@Seq_1566	OG1275
Spathaspora_gorwiae@Seq_1345	OG1997
Spathaspora_gorwiae@Seq_334	OG4570
Spathaspora_gorwiae@Seq_173	OG1920
Spathaspora_gorwiae@Seq_6096	OG1555
Spathaspora_hagerdaliae@Seq_3952	OG5423
Spathaspora_hagerdaliae@Seq_5818	OG1023
Spathaspora_hagerdaliae@Seq_3406	OG1195
Spathaspora_hagerdaliae@Seq_2344	OG1260
Spathaspora_hagerdaliae@Seq_3341	OG3393
Spathaspora_hagerdaliae@Seq_1839	OG1023
Spathaspora_hagerdaliae@Seq_1697	OG17572
Spathaspora_hagerdaliae@Seq_1788	OG3616
Spathaspora_hagerdaliae@Seq_1721	OG1275
Spathaspora_hagerdaliae@Seq_812	OG1023
Spathaspora_hagerdaliae@Seq_6482	OG1907
Spathaspora_hagerdaliae@Seq_3215	OG1013
Spathaspora_hagerdaliae@Seq_2352	OG1920
Spathaspora_hagerdaliae@Seq_4961	OG1026
Spathaspora_hagerdaliae@Seq_6314	OG2059
Spathaspora_hagerdaliae@Seq_3427	OG1143
Spathaspora_hagerdaliae@Seq_2156	OG1023
Spathaspora_hagerdaliae@Seq_2917	OG5471
Spathaspora_hagerdaliae@Seq_2256	OG1040
Spathaspora_hagerdaliae@Seq_5709	OG2704
Spathaspora_hagerdaliae@Seq_5184	OG1275
Spathaspora_hagerdaliae@Seq_495	OG2422
Spathaspora_hagerdaliae@Seq_3372	OG1095
Spathaspora_hagerdaliae@Seq_6000	OG1090
Spathaspora_hagerdaliae@Seq_5822	OG1083
Spathaspora_hagerdaliae@Seq_5376	OG4786
Spathaspora_hagerdaliae@Seq_3336	OG2693
Spathaspora_hagerdaliae@Seq_6589	OG2664
Spathaspora_hagerdaliae@Seq_154	OG5471
Spathaspora_hagerdaliae@Seq_3158	OG6140
Spathaspora_hagerdaliae@Seq_4986	OG2757
Spathaspora_hagerdaliae@Seq_27	OG4786
Spathaspora_hagerdaliae@Seq_2697	OG1997
Spathaspora_hagerdaliae@Seq_2548	OG4570
Spathaspora_hagerdaliae@Seq_2301	OG2112
Spathaspora_hagerdaliae@Seq_4430	OG1168
Spathaspora_hagerdaliae@Seq_4370	OG1555
Spathaspora_passalidarum@Seq_2284	OG5423
Spathaspora_passalidarum@Seq_4969	OG4331
Spathaspora_passalidarum@Seq_5161	OG4331
Spathaspora_passalidarum@Seq_3860	OG1023
Spathaspora_passalidarum@Seq_1355	OG1195
Spathaspora_passalidarum@Seq_18	OG1260
Spathaspora_passalidarum@Seq_1907	OG5471
Spathaspora_passalidarum@Seq_235	OG4232
Spathaspora_passalidarum@Seq_915	OG1023
Spathaspora_passalidarum@Seq_3834	OG4232
Spathaspora_passalidarum@Seq_2513	OG3616
Spathaspora_passalidarum@Seq_1543	OG1275
Spathaspora_passalidarum@Seq_4248	OG6140
Spathaspora_passalidarum@Seq_2944	OG1013
Spathaspora_passalidarum@Seq_1081	OG1920
Spathaspora_passalidarum@Seq_845	OG1003
Spathaspora_passalidarum@Seq_1347	OG2059
Spathaspora_passalidarum@Seq_990	OG1143
Spathaspora_passalidarum@Seq_1961	OG1907
Spathaspora_passalidarum@Seq_5110	OG1023
Spathaspora_passalidarum@Seq_3749	OG1040
Spathaspora_passalidarum@Seq_1902	OG2704
Spathaspora_passalidarum@Seq_220	OG2422
Spathaspora_passalidarum@Seq_1383	OG1095
Spathaspora_passalidarum@Seq_4823	OG1090
Spathaspora_passalidarum@Seq_4405	OG1083
Spathaspora_passalidarum@Seq_117	OG1023
Spathaspora_passalidarum@Seq_5165	OG2693
Spathaspora_passalidarum@Seq_987	OG2664
Spathaspora_passalidarum@Seq_5047	OG2757
Spathaspora_passalidarum@Seq_2779	OG1000
Spathaspora_passalidarum@Seq_2916	OG2894
Spathaspora_passalidarum@Seq_1693	OG2112
Spathaspora_passalidarum@Seq_3171	OG4786
Spathaspora_passalidarum@Seq_2481	OG1083
Spathaspora_passalidarum@Seq_3969	OG1555
Spathaspora_passalidarum@Seq_5398	OG1275
Spathaspora_passalidarum@Seq_1511	OG4006
Sporopachydermia_quercuum@Seq_2040	OG1023
Sporopachydermia_quercuum@Seq_5342	OG1195
Sporopachydermia_quercuum@Seq_2380	OG3569
Sporopachydermia_quercuum@Seq_5893	OG4232
Sporopachydermia_quercuum@Seq_2354	OG3355
Sporopachydermia_quercuum@Seq_4259	OG4477
Sporopachydermia_quercuum@Seq_2158	OG1132
Sporopachydermia_quercuum@Seq_3411	OG3616
Sporopachydermia_quercuum@Seq_4535	OG1275
Sporopachydermia_quercuum@Seq_1111	OG1907
Sporopachydermia_quercuum@Seq_4559	OG1013
Sporopachydermia_quercuum@Seq_4768	OG2059
Sporopachydermia_quercuum@Seq_5011	OG1143
Sporopachydermia_quercuum@Seq_302	OG1013
Sporopachydermia_quercuum@Seq_1723	OG1260
Sporopachydermia_quercuum@Seq_4873	OG6140
Sporopachydermia_quercuum@Seq_5554	OG2704
Sporopachydermia_quercuum@Seq_920	OG2422
Sporopachydermia_quercuum@Seq_4570	OG1074
Sporopachydermia_quercuum@Seq_3248	OG5471
Sporopachydermia_quercuum@Seq_580	OG6378
Sporopachydermia_quercuum@Seq_1153	OG2693
Sporopachydermia_quercuum@Seq_597	OG2664
Sporopachydermia_quercuum@Seq_3826	OG2757
Sporopachydermia_quercuum@Seq_4908	OG1997
Sporopachydermia_quercuum@Seq_4631	OG4570
Sporopachydermia_quercuum@Seq_90	OG4006
Starmerella_bombicola_JCM9596@Seq_926	OG1090
Starmerella_bombicola_JCM9596@Seq_3841	OG4232
Starmerella_bombicola_JCM9596@Seq_4577	OG1195
Starmerella_bombicola_JCM9596@Seq_3769	OG3393
Starmerella_bombicola_JCM9596@Seq_521	OG15611
Starmerella_bombicola_JCM9596@Seq_3471	OG3244
Starmerella_bombicola_JCM9596@Seq_2000	OG3355
Starmerella_bombicola_JCM9596@Seq_1348	OG4477
Starmerella_bombicola_JCM9596@Seq_2079	OG1275
Starmerella_bombicola_JCM9596@Seq_158	OG4110
Starmerella_bombicola_JCM9596@Seq_1425	OG1026
Starmerella_bombicola_JCM9596@Seq_836	OG2059
Starmerella_bombicola_JCM9596@Seq_3535	OG2766
Starmerella_bombicola_JCM9596@Seq_704	OG2704
Starmerella_bombicola_JCM9596@Seq_2839	OG1019
Starmerella_bombicola_JCM9596@Seq_4695	OG1074
Starmerella_bombicola_JCM9596@Seq_3384	OG6869
Starmerella_bombicola_JCM9596@Seq_828	OG1083
Starmerella_bombicola_JCM9596@Seq_1827	OG2693
Starmerella_bombicola_JCM9596@Seq_2951	OG7484
Starmerella_bombicola_JCM9596@Seq_1784	OG2757
Starmerella_bombicola_JCM9596@Seq_2798	OG2112
Starmerella_bombicola_JCM9596@Seq_1956	OG2540
Sugiyamaella_lignohabitans@Seq_695	OG5471
Sugiyamaella_lignohabitans@Seq_2877	OG1013
Sugiyamaella_lignohabitans@Seq_1445	OG1195
Sugiyamaella_lignohabitans@Seq_1698	OG2059
Sugiyamaella_lignohabitans@Seq_1741	OG5455
Sugiyamaella_lignohabitans@Seq_2001	OG3393
Sugiyamaella_lignohabitans@Seq_4803	OG1327
Sugiyamaella_lignohabitans@Seq_1528	OG1090
Sugiyamaella_lignohabitans@Seq_3649	OG1132
Sugiyamaella_lignohabitans@Seq_5770	OG3616
Sugiyamaella_lignohabitans@Seq_6077	OG1275
Sugiyamaella_lignohabitans@Seq_1527	OG1907
Sugiyamaella_lignohabitans@Seq_2145	OG1403
Sugiyamaella_lignohabitans@Seq_7	OG1026
Sugiyamaella_lignohabitans@Seq_4997	OG1920
Sugiyamaella_lignohabitans@Seq_4262	OG5280
Sugiyamaella_lignohabitans@Seq_631	OG3355
Sugiyamaella_lignohabitans@Seq_612	OG1040
Sugiyamaella_lignohabitans@Seq_4737	OG2704
Sugiyamaella_lignohabitans@Seq_1912	OG2422
Sugiyamaella_lignohabitans@Seq_750	OG1074
Sugiyamaella_lignohabitans@Seq_3399	OG2302
Sugiyamaella_lignohabitans@Seq_4527	OG1083
Sugiyamaella_lignohabitans@Seq_3414	OG10897
Sugiyamaella_lignohabitans@Seq_2236	OG2693
Sugiyamaella_lignohabitans@Seq_5853	OG5471
Sugiyamaella_lignohabitans@Seq_6193	OG3263
Sugiyamaella_lignohabitans@Seq_5692	OG2757
Sugiyamaella_lignohabitans@Seq_2220	OG4786
Sugiyamaella_lignohabitans@Seq_6364	OG6869
Sugiyamaella_lignohabitans@Seq_4495	OG4570
Sugiyamaella_lignohabitans@Seq_385	OG2112
Sugiyamaella_lignohabitans@Seq_5614	OG1090
Sugiyamaella_lignohabitans@Seq_1548	OG1555
Sugiyamaella_lignohabitans@Seq_1788	OG4001
Tetrapisispora_blattae@Seq_2809	OG5455
Tetrapisispora_blattae@Seq_3855	OG1023
Tetrapisispora_blattae@Seq_1164	OG1195
Tetrapisispora_blattae@Seq_1809	OG1013
Tetrapisispora_blattae@Seq_115	OG4157
Tetrapisispora_blattae@Seq_1283	OG1013
Tetrapisispora_blattae@Seq_4212	OG4477
Tetrapisispora_blattae@Seq_428	OG39740
Tetrapisispora_blattae@Seq_4570	OG1275
Tetrapisispora_blattae@Seq_2601	OG1907
Tetrapisispora_blattae@Seq_1527	OG3616
Tetrapisispora_blattae@Seq_3052	OG1013
Tetrapisispora_blattae@Seq_4779	OG2059
Tetrapisispora_blattae@Seq_2509	OG1003
Tetrapisispora_blattae@Seq_2366	OG1003
Tetrapisispora_blattae@Seq_1330	OG1920
Tetrapisispora_blattae@Seq_2441	OG1013
Tetrapisispora_blattae@Seq_5207	OG1013
Tetrapisispora_blattae@Seq_4215	OG1013
Tetrapisispora_blattae@Seq_3555	OG1013
Tetrapisispora_blattae@Seq_805	OG1013
Tetrapisispora_blattae@Seq_2575	OG1013
Tetrapisispora_blattae@Seq_3849	OG2704
Tetrapisispora_blattae@Seq_3339	OG1013
Tetrapisispora_blattae@Seq_3557	OG2422
Tetrapisispora_blattae@Seq_3616	OG1095
Tetrapisispora_blattae@Seq_902	OG1090
Tetrapisispora_blattae@Seq_4643	OG1292
Tetrapisispora_blattae@Seq_272	OG1083
Tetrapisispora_blattae@Seq_469	OG2693
Tetrapisispora_blattae@Seq_1561	OG2664
Tetrapisispora_blattae@Seq_3599	OG5747
Tetrapisispora_blattae@Seq_2656	OG1095
Tetrapisispora_blattae@Seq_4728	OG38619
Tetrapisispora_blattae@Seq_2099	OG1083
Tetrapisispora_blattae@Seq_373	OG1555
Tetrapisispora_phaffii@Seq_2587	OG5455
Tetrapisispora_phaffii@Seq_2692	OG1023
Tetrapisispora_phaffii@Seq_4270	OG1195
Tetrapisispora_phaffii@Seq_2706	OG1090
Tetrapisispora_phaffii@Seq_1210	OG2987
Tetrapisispora_phaffii@Seq_1233	OG1013
Tetrapisispora_phaffii@Seq_4657	OG1090
Tetrapisispora_phaffii@Seq_1338	OG4477
Tetrapisispora_phaffii@Seq_933	OG1275
Tetrapisispora_phaffii@Seq_4584	OG2704
Tetrapisispora_phaffii@Seq_3466	OG1907
Tetrapisispora_phaffii@Seq_4701	OG1588
Tetrapisispora_phaffii@Seq_1706	OG6914
Tetrapisispora_phaffii@Seq_1478	OG1013
Tetrapisispora_phaffii@Seq_1441	OG2059
Tetrapisispora_phaffii@Seq_2059	OG1920
Tetrapisispora_phaffii@Seq_2158	OG1013
Tetrapisispora_phaffii@Seq_4752	OG2422
Tetrapisispora_phaffii@Seq_1139	OG1013
Tetrapisispora_phaffii@Seq_4855	OG1095
Tetrapisispora_phaffii@Seq_2328	OG1417
Tetrapisispora_phaffii@Seq_1659	OG1083
Tetrapisispora_phaffii@Seq_1511	OG2693
Tetrapisispora_phaffii@Seq_2313	OG2664
Tetrapisispora_phaffii@Seq_1045	OG2112
Tetrapisispora_phaffii@Seq_4946	OG1555
Tortispora_caseinolytica@Seq_1681	OG1090
Tortispora_caseinolytica@Seq_4139	OG1090
Tortispora_caseinolytica@Seq_4320	OG1195
Tortispora_caseinolytica@Seq_4444	OG3355
Tortispora_caseinolytica@Seq_387	OG4258
Tortispora_caseinolytica@Seq_4561	OG3616
Tortispora_caseinolytica@Seq_614	OG1275
Tortispora_caseinolytica@Seq_4228	OG1907
Tortispora_caseinolytica@Seq_3425	OG1920
Tortispora_caseinolytica@Seq_2942	OG6145
Tortispora_caseinolytica@Seq_430	OG1260
Tortispora_caseinolytica@Seq_3381	OG1052
Tortispora_caseinolytica@Seq_4393	OG2422
Tortispora_caseinolytica@Seq_2382	OG2059
Tortispora_caseinolytica@Seq_2890	OG1074
Tortispora_caseinolytica@Seq_3016	OG2693
Tortispora_caseinolytica@Seq_4334	OG2757
Tortispora_caseinolytica@Seq_3994	OG1074
Tortispora_caseinolytica@Seq_2071	OG2894
Tortispora_caseinolytica@Seq_4331	OG1555
Torulaspora_delbrueckii@Seq_2322	OG1023
Torulaspora_delbrueckii@Seq_2079	OG1195
Torulaspora_delbrueckii@Seq_1551	OG3569
Torulaspora_delbrueckii@Seq_203	OG3393
Torulaspora_delbrueckii@Seq_1958	OG1023
Torulaspora_delbrueckii@Seq_1126	OG3355
Torulaspora_delbrueckii@Seq_4351	OG4477
Torulaspora_delbrueckii@Seq_3582	OG3616
Torulaspora_delbrueckii@Seq_1641	OG1275
Torulaspora_delbrueckii@Seq_3724	OG1907
Torulaspora_delbrueckii@Seq_1587	OG2300
Torulaspora_delbrueckii@Seq_678	OG1013
Torulaspora_delbrueckii@Seq_75	OG2059
Torulaspora_delbrueckii@Seq_73	OG4122
Torulaspora_delbrueckii@Seq_3786	OG1090
Torulaspora_delbrueckii@Seq_2658	OG1013
Torulaspora_delbrueckii@Seq_3263	OG1040
Torulaspora_delbrueckii@Seq_2056	OG4477
Torulaspora_delbrueckii@Seq_4495	OG1260
Torulaspora_delbrueckii@Seq_3032	OG2704
Torulaspora_delbrueckii@Seq_3111	OG1013
Torulaspora_delbrueckii@Seq_30	OG2422
Torulaspora_delbrueckii@Seq_896	OG1013
Torulaspora_delbrueckii@Seq_101	OG1095
Torulaspora_delbrueckii@Seq_2687	OG1292
Torulaspora_delbrueckii@Seq_815	OG1083
Torulaspora_delbrueckii@Seq_1757	OG2693
Torulaspora_delbrueckii@Seq_3560	OG2664
Torulaspora_delbrueckii@Seq_2794	OG5455
Torulaspora_delbrueckii@Seq_722	OG1997
Torulaspora_delbrueckii@Seq_1103	OG4570
Torulaspora_delbrueckii@Seq_4290	OG2112
Torulaspora_delbrueckii@Seq_3017	OG1168
Torulaspora_delbrueckii@Seq_3909	OG2812
Torulaspora_delbrueckii@Seq_714	OG1555
Vanderwaltozyma_polyspora@Seq_4525	OG1090
Vanderwaltozyma_polyspora@Seq_1469	OG1023
Vanderwaltozyma_polyspora@Seq_3990	OG1195
Vanderwaltozyma_polyspora@Seq_4135	OG1003
Vanderwaltozyma_polyspora@Seq_3486	OG1013
Vanderwaltozyma_polyspora@Seq_974	OG2803
Vanderwaltozyma_polyspora@Seq_2492	OG4477
Vanderwaltozyma_polyspora@Seq_4144	OG1275
Vanderwaltozyma_polyspora@Seq_3700	OG1907
Vanderwaltozyma_polyspora@Seq_3026	OG2059
Vanderwaltozyma_polyspora@Seq_489	OG1026
Vanderwaltozyma_polyspora@Seq_4263	OG1920
Vanderwaltozyma_polyspora@Seq_4510	OG1013
Vanderwaltozyma_polyspora@Seq_2165	OG1304
Vanderwaltozyma_polyspora@Seq_5195	OG2704
Vanderwaltozyma_polyspora@Seq_4583	OG2422
Vanderwaltozyma_polyspora@Seq_2720	OG1095
Vanderwaltozyma_polyspora@Seq_3846	OG1083
Vanderwaltozyma_polyspora@Seq_1587	OG2693
Vanderwaltozyma_polyspora@Seq_1816	OG2664
Vanderwaltozyma_polyspora@Seq_4593	OG2704
Vanderwaltozyma_polyspora@Seq_3391	OG4006
Wickerhamia_fluorescens@Seq_3362	OG3355
Wickerhamia_fluorescens@Seq_1415	OG1908
Wickerhamia_fluorescens@Seq_2335	OG1023
Wickerhamia_fluorescens@Seq_1038	OG1195
Wickerhamia_fluorescens@Seq_1215	OG2059
Wickerhamia_fluorescens@Seq_976	OG1260
Wickerhamia_fluorescens@Seq_1361	OG3393
Wickerhamia_fluorescens@Seq_234	OG2689
Wickerhamia_fluorescens@Seq_3679	OG3393
Wickerhamia_fluorescens@Seq_4344	OG3616
Wickerhamia_fluorescens@Seq_1675	OG1275
Wickerhamia_fluorescens@Seq_4260	OG1907
Wickerhamia_fluorescens@Seq_651	OG1090
Wickerhamia_fluorescens@Seq_3083	OG1013
Wickerhamia_fluorescens@Seq_4531	OG1920
Wickerhamia_fluorescens@Seq_2624	OG1069
Wickerhamia_fluorescens@Seq_3793	OG5423
Wickerhamia_fluorescens@Seq_691	OG2704
Wickerhamia_fluorescens@Seq_1625	OG2422
Wickerhamia_fluorescens@Seq_1669	OG1095
Wickerhamia_fluorescens@Seq_5066	OG5798
Wickerhamia_fluorescens@Seq_3339	OG1083
Wickerhamia_fluorescens@Seq_3730	OG2693
Wickerhamia_fluorescens@Seq_3690	OG1013
Wickerhamia_fluorescens@Seq_2955	OG1997
Wickerhamia_fluorescens@Seq_1607	OG4570
Wickerhamia_fluorescens@Seq_1787	OG4786
Wickerhamia_fluorescens@Seq_2930	OG2665
Wickerhamia_fluorescens@Seq_106	OG1166
Wickerhamia_fluorescens@Seq_213	OG1499
Wickerhamia_fluorescens@Seq_2251	OG4006
