substrate_OGID	panID
OG74702	yHAB143_Kazachstania_siamensis@Seq_5048
OG46424	yHAB143_Kazachstania_siamensis@Seq_770
OG155302	yHAB153_Kazachstania_rosinii@Seq_1415
OG144623	yHAB153_Kazachstania_rosinii@Seq_31
OG158020	yHAB153_Kazachstania_rosinii@Seq_3258
OG20471	yHAB153_Kazachstania_rosinii@Seq_4073
OG107117	yHAB153_Kazachstania_rosinii@Seq_4843
OG222621	yHAB153_Kazachstania_rosinii@Seq_683
OG157959	yHAB154_Kazachstania_transvaalensis@Seq_3285
OG47074	yHAB155_Kazachstania_spencerorum@Seq_6327
OG132883	yHAB158_Kazachstania_viticola@Seq_1294
OG166714	yHAB158_Kazachstania_viticola@Seq_2494
OG207703	yHAB158_Kazachstania_viticola@Seq_3544
OG139719	yHAB159_Kazachstania_solicola@Seq_5298
OG86880	yHAB166_Kazachstania_yakushimaensis@Seq_3043
OG27869	yHAB166_Kazachstania_yakushimaensis@Seq_664
OG226934	yHMPu5000026142_Citeromyces_matritensis@Seq_2394
OG49157	yHMPu5000034631_Martiniozyma_abiesophila@Seq_2345
OG224342	yHMPu5000034875_Tetrapisispora_fleetii@Seq_2734
OG151295	yHMPu5000034998_Cephaloascus_albidus@Seq_5000
OG132847	yHMPu5000035335_Candida_blattae@Seq_4976
OG12396	yHMPu5000035684_Kloeckera_hatyaiensis@Seq_2683
OG165822	yHMPu5000035684_Kloeckera_hatyaiensis@Seq_3088
OG99004	yHMPu5000035684_Kloeckera_hatyaiensis@Seq_3430
OG110362	yHMPu5000035684_Kloeckera_hatyaiensis@Seq_3963
OG124378	Lachancea_fantastica@Seq_3302
OG81846	yHMPu5000035652_Torulaspora_maleeae@Seq_2255
OG226074	yHMPu5000026152_Torulaspora_franciscae@Seq_3013
OG73126	yHMPu5000034952_Citeromyces_siamensis@Seq_8002
OG103108	yHAB133_Kazachstania_unispora@Seq_4186
OG49885	yHMPu5000034631_Martiniozyma_abiesophila@Seq_7138
OG50637	yHMPu5000034631_Martiniozyma_abiesophila@Seq_9776
OG165151	yHMPu5000034866_Zygosaccharomyces_bisporus@Seq_2748
OG131257	yHMPu5000034952_Citeromyces_siamensis@Seq_9204
OG205710	yHAB134_Kazachstania_turicensis@Seq_5330
OG93441	Ambrosiozyma_monospora@Seq_5498
OG127662	Candida_sojae@Seq_4481
OG190826	Pachysolen_tannophilus@Seq_4739
OG212060	Yarrowia_lipolytica@Seq_5476
OG130022	yHAB134_Kazachstania_turicensis@Seq_3136
OG218806	yHAB158_Kazachstania_viticola@Seq_2515
OG142387	yHAB166_Kazachstania_yakushimaensis@Seq_1934
OG119583	yHMPu5000034952_Citeromyces_siamensis@Seq_2063
OG149838	yHMPu5000034952_Citeromyces_siamensis@Seq_8200
OG87001	yHMPu5000034963_Hanseniaspora_clermontiae@Seq_316
OG150474	yHMPu5000035695_Hanseniaspora_pseudoguilliermondii@Seq_2273
OG179554	yHMPu5000035695_Hanseniaspora_pseudoguilliermondii@Seq_2569
OG59776	yHMPu5000035695_Hanseniaspora_pseudoguilliermondii@Seq_4250
OG220980	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_368
OG60130	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_5934
OG60018	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_72
OG60158	yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_8051
OG145433	Metschnikowia_ipomoeae@Seq_3027
OG146831	yHAB159_Kazachstania_solicola@Seq_2359
OG110611	yHMPu5000034952_Citeromyces_siamensis@Seq_10981
OG39812	Saccharomyces_uvarum@Seq_1296
OG126351	Saccharomyces_uvarum@Seq_4788
OG177918	yHAB153_Kazachstania_rosinii@Seq_542
OG136122	yHAB155_Kazachstania_spencerorum@Seq_3645
OG180452	yHAB155_Kazachstania_spencerorum@Seq_6375
OG139529	yHMPu5000034963_Hanseniaspora_clermontiae@Seq_211
OG222238	yHMPu5000034963_Hanseniaspora_clermontiae@Seq_2782
OG148147	yHMPu5000034963_Hanseniaspora_clermontiae@Seq_3232
OG140425	yHMPu5000034963_Hanseniaspora_clermontiae@Seq_876
OG169674	yHMPu5000035665_Middelhovenomyces_tepae@Seq_4109
OG74361	yHMPu5000035665_Middelhovenomyces_tepae@Seq_984
OG125133	Saccharomyces_eubayanus@Seq_4159
OG201701	yHAB159_Kazachstania_solicola@Seq_5865
OG196787	yHMPu5000034952_Citeromyces_siamensis@Seq_1637
OG223612	yHMPu5000035675_Kregervanrija_fluxuum@Seq_752
OG66844	yHAB134_Kazachstania_turicensis@Seq_2342
OG47143	yHAB158_Kazachstania_viticola@Seq_5305
OG129860	yHAB166_Kazachstania_yakushimaensis@Seq_248
OG111800	yHMPu5000034952_Citeromyces_siamensis@Seq_4262
OG35344	yHMPu5000034967_Candida_freyschussii@Seq_2194
OG220931	yHMPu5000034998_Cephaloascus_albidus@Seq_208
OG144568	yHMPu5000035018_Candida_canberraensis@Seq_585
OG213838	Saccharomyces_mikatae@Seq_2304
OG213569	Saccharomyces_paradoxus@Seq_4709
OG212609	yHMPu5000034890_Ogataea_ramenticola@Seq_265
OG213609	Spathaspora_hagerdaliae@Seq_3169
OG191458	yHMPu5000034950_Citeromyces_hawaiiensis@Seq_2627
OG103759	yHMPu5000034952_Citeromyces_siamensis@Seq_1636
OG143921	yHMPu5000035031_Candida_kruisii@Seq_5500
OG210591	yHMPu5000035041_Ambrosiozyma_pseudovanderkliftii@Seq_4070
OG28446	yHMPu5000035041_Ambrosiozyma_pseudovanderkliftii@Seq_954
OG160289	Lachancea_waltii@Seq_2737
OG158748	yHMPu5000034952_Citeromyces_siamensis@Seq_2362
OG140766	yHMPu5000035652_Torulaspora_maleeae@Seq_1435
OG220014	yHMPu5000035699_Cyberlindnera_maclurae@Seq_3321
OG200144	Spathaspora_gorwiae@Seq_849
OG112887	Zygosaccharomyces_bailii@Seq_3433
OG176985	yHMPu5000034654_Aciculoconidium_aculeatum@Seq_2902
OG28500	yHMPu5000034654_Aciculoconidium_aculeatum@Seq_4126
OG28503	yHMPu5000034654_Aciculoconidium_aculeatum@Seq_696
OG226300	yHMPu5000034667_Blastobotrys_serpentis@Seq_1487
OG169574	yHMPu5000034998_Cephaloascus_albidus@Seq_4801
OG158038	yHAB159_Kazachstania_solicola@Seq_229
OG89364	yHMPu5000035244_Candida_incommunis@Seq_451
OG74456	Lachancea_cidri@Seq_3361
OG34812	Lachancea_cidri@Seq_3535
OG129389	Saccharomyces_kudriavzevii@Seq_2356
OG113437	Saccharomyces_kudriavzevii@Seq_2581
OG193733	Saccharomyces_kudriavzevii@Seq_2611
OG231472	Saccharomyces_kudriavzevii@Seq_2698
OG191971	Saccharomyces_kudriavzevii@Seq_786
OG176164	Saccharomyces_mikatae@Seq_2244
OG17255	Saccharomyces_mikatae@Seq_3460
OG34291	yHMPu5000026152_Torulaspora_franciscae@Seq_1380
OG81295	yHMPu5000026152_Torulaspora_franciscae@Seq_2285
OG128874	yHMPu5000026152_Torulaspora_franciscae@Seq_3625
OG66355	Wickerhamomyces_ciferrii@Seq_2941
OG115054	yHAB164_Kazachstania_aerobia@Seq_2631
OG74663	yHMPu5000034918_Nakazawaea_holstii@Seq_5058
OG66462	yHMPu5000035261_Candida_ponderosae@Seq_2927
OG137935	yHMPu5000035040_Ambrosiozyma_maleeae@Seq_1296
OG140845	Saccharomyces_paradoxus@Seq_2972
OG205417	yHAB134_Kazachstania_turicensis@Seq_1467
OG154745	yHAB153_Kazachstania_rosinii@Seq_2806
OG17624	Saccharomyces_uvarum@Seq_1555
OG224315	yHAB132_Kazachstania_martiniae@Seq_5186
